bn,school_accessibility_description,school_phone_number,program_highlights,progcount,grade_span_2014_2015_max,boro,grade_span_2014_2015_min,school_type2,communitydistrictnumber,header01,fourth_priority04,campus_name,bbl,longitude,neighborhood,psal_sports_boys,postalcode,overview_paragraph,borough,extra_leadership_support
Q498,Not Accessible,718-978-2135,"Advanced Regents and Regents course sequence, Honors courses, Art Regents diploma and Arts Endorsed diploma, Opportunity to audition for The HAI Theater Company, Classes in set design, theater production and acting; Audition for The Transitional Dance Ensemble, Learn classical and modern dance, Perform in the jazz band, marching band or orchestra; Work with visiting artists, Young Audiences program, Experience the Julliard Repertory Dance performance, Yearly College Summit summer leadership program at prestigious universities, A&E Networks Television Mentor Program",2,12,Q,9.0,,413,2013 Audition Date: Please arrive on time and be prepared as outlined in the Audition Information.,,Campus Magnet Educational Campus,4110490001.0,-73.7458189,Cambria Heights,"Baseball, Basketball & JV Basketball, Bowling, Football & JV Football, Indoor Track, Outdoor Track, Soccer, Tennis, Volleyball",11411,"Humanities and the Arts is an exciting high school that fires the imagination and challenges students to dream big dreams and accomplish big things. The strong academic focus is coupled with an experience in the Performing and Visual Arts that is every student's dream. We are proud of our college-going culture, our affiliation with the College Summit program, College Now, AP classes, college tours and workshops. Students also have the opportunity to experience the art of ballet, jazz and hip hop. Students learn to read and write music, study and create art, and act in the yearly theater productions, while attending college courses in the afternoons for college credit. We pride ourselves on providing the complete high school experience.",QUEENS   ,"“Words from Within” Poetry, Project Prize Queensborough Community College (QCC) Liberty Partnership, Arista, Band, Dance Ensemble, French, Glee Club, Gospel Choir, HAI Theater Company, Jazz Band, Marching Band, Newspaper, Photography, Portfolio Preparation, Rock Band, Student Government, Television Production and Editing, Theater Arts, Tutoring, Web Design, Yearbook"
X405,Functionally Accessible,718-904-4200,"A+ Certification, 2-year Cisco Program, Robotics, Microsoft Office (User) Specialist (MOUS/MOS) Certification, Tech Bridge, Virtual Enterprise, Stagecraft & Video, Digital Media, College Readiness: SUNY Partnership for College Credit, Partnership with Children, College Now, SPARK, Peer Mediation, The Leadership Program, American Israel Friendship League, Upward Bound, Gateway Program for Health Careers, Gaining Early Awareness and Readiness for Undergraduate Programs (GEAR UP)",3,12,X,9.0,,210,,,Herbert H. Lehman Educational Campus,2053680001.0,-73.837977,Schuylerville,"Baseball & JV Baseball, Basketball & JV Basketball, Bowling, Cross Country, Football & JV Football, Handball, Indoor Track, Lacrosse, Outdoor Track, Soccer, Tennis, Volleyball",10461,"Our school, in the Throggs Neck section of the Northeast Bronx, offers the uniqueness of the large comprehensive high school curricular and extracurricular diversity combined with the supports and resources of smaller theme-based Academies. Each of our students receives a personalized, nurturing educational experience within the theme-based Academies. Each Academy has an assistant principal, teachers, guidance counselors, and support staff who are dedicated to improving student performance. Our current Academies include Technology Academy, Law Academy, Visual Arts, Media & Performance Academy, Health Careers Academy (Nursing and Pre-Medical), and Anne Hutchinson Academy.",BRONX    ,"Community Service, Speech & Debate, Arista, Band, Ceramics, Chamber Choir, Chess, Dance, Debate Team, Digital Media, Forensic Program, Law Team, Leadership Program, Mock Trial, Moot Court, MOUSE Squad, Musical Theater Productions, Newspaper, Painting, Robotics, Student Council, Tech Bridge"
K524,Functionally Accessible,718-230-6333,"The IHS@PH offers a safe, supportive and nurturing environment where students learn English and prepare for college. All students complete an internship before they graduate. All students participate in a three-year mentoring program that lasts through their first year of college. All students receive intensive support from school staff, mentors and various community partnerships throughout the college application process. All students participate in community service at least once a year. We also offer Integrated Arts, College Now, Peer Tutoring, Computers, Advisory, Travel Abroad, and Local Trips.",1,12,K,9.0,International School,309,,,Prospect Heights Educational Campus,3011870001.0,-73.960668,Crown Heights,"Baseball, Basketball & JV Basketball, Cross Country, Indoor Track, Outdoor Track, Soccer, Volleyball",11225,"We are a small school where teachers and other staff work in teams to help new immigrant students learn English and prepare for college and life after high school. We think highly of what our students bring to our school-their native language and culture. We help students learn what they need to learn-academically, socially and emotionally-no matter where they begin.",BROOKLYN ,"Capoeira, Chess, Dance, Debate, Drama, Guitar and Drumming, Human Rights, Literacy and Numeracy, National Honor Society, Rock Band, Science, Student Government, Swimming, Various Ethnic and Cultural Groups, Visits to Museums and other Cultural Institutions, Yearbook"
M615,Not Accessible,212-925-1080,"Cisco Certification, Adobe Creative Suite, C-Tech Certification, A+ Certification, SMART Board Technology",2,12,M,9.0,CTE School,102,,,,1004910016.0,-74.0042945,SoHo,"Baseball & JV Baseball, Basketball & JV Basketball, Bowling, Cross Country, Handball, Indoor Track",10013,"Chelsea Career and Technical Education (CTE) High School and its two small learning communities offer a strong academic program in addition to a challenging and cutting-edge Career and Technical Education Curriculum. The campus holds two Academies: SoHo Communication Arts and Chelsea Technical. Each of the programs has state-of-the-art computer labs. In fact, we can boast about one of the best student-to-computer ratios in the city.",MANHATTAN,"Chelsea SAT, Computer Repair, Dance, Drama, Electrical Engineers, Internships, Math, Mentoring, Music, National Honor Society, Prep Courses for Advanced Placement (AP) Program, SAT Prep, Student Government, Yearbook."
Q440,Partially Accessible,718-268-3137,"Carl Sagan Science/Math Honors Academy, Richard A. Brown Honors Law Institute, Science and Social Science Research, Health Professions and Hospital Science, Business Academy, Flags Academy - Foreign Language Academy for a Global Society (focus will be on use of foreign language in the international business community), Virtual Enterprises Career and Technical Education (CTE) Program, Drama Academy, Instructional and Voice Performing Academy, College Now, Public Service Academy",5,12,Q,9.0,,406,2013 Audition Dates,,,4021890002.0,-73.8456713,Forest Hills,"Baseball, Basketball & JV Basketball, Bowling, Cross Country, Handball, Indoor Track, Outdoor Track, Soccer, Tennis, Volleyball, Wrestling",11375,Our Blue Ribbon School of Excellence is committed to academic excellence and preparation for college. Equal in importance is the focus on developing community and citizenship skills in a multicultural society.,QUEENS   ,"Amnesty International, Arista/National Honor Society, Art, Bio-Medical Journal, Chess, Chinese/Korean/Japanese, Community Service Programs, Concert Choir, Dance, Debate Team, Forester Yearbook, Future Business Leaders of America (FBLA), Guitar, Honor Societies in Major Subjects, Indian, Jazz Band, Key Club, Latin Dance, Math Team, Mock Trial, Moot Court, Multicultural, Origami, Peer Mediation and Negotiation, Performing Arts (Broadway Production), Photography, Poetry, Russian, School Newspaper, School Newspaper (Beacon), Shakespeare, SING, Student Government, Students Against Destructive Decisions (SADD), We The People Competition"
M696,Not Accessible,212-995-8479,"In the first two years at BHSEC, students undertake a course of study designed to provide a grounding in mathematics, science, history, English and foreign language. They participate in a variety of arts classes and complete state requirements in Physical Education and Health. Students' work in the college program builds on their high school studies. BHSEC offers a variety of college courses, as well as the opportunity for students to engage in independent studies of their own design. Students must complete 60 college credits to receive the Bard College AA degree. Our curriculum is designed to enable students to transfer to colleges and universities with up to two years of college credit.",1,12,M,9.0,,103,,,,1003250025.0,-73.9765853,Lower East Side,"Basketball, Soccer, Tennis",10002,"Bard High School Early College Manhattan (BHSEC Manhattan) was founded on the belief that many students are ready to do serious college work at age sixteen. Bard College partnered with the NYC Department of Education to create an innovative program that enables high school students to move, in four years, from 9th grade through the first two years of college, earning a high school diploma, up to 60 college credits and an Associate of Arts degree upon graduation.",MANHATTAN,"Bard Bulletin online newspaper, Bardvark student newspaper, Art Magazine, Asian Culture, BHSEC Connect, BHSEC Literary Magazine, BHSEC Student Activist Network, BHSEC Student's Union, Book, Break Dance, CAFE performances, Chinese Language and Culture, Current Events, Debate, ECO, Film, Future Doctors and Scientists of America (FDSA), Karaoke, Literary Magazine, MAC (Making A Change), Mock Trial, Model United Nations, Muslim Students Association, Philosophy, Step Team, Swim, Table Tennis, Theater Production, Winter and Spring Concerts, Yearbook"
Q600,Partially Accessible,718-937-3010,"Students belong to one of the following Career and Technical Education (CTE) Small Learning Communities: School of Exploration & Discovery, School of Entrepreneurial Studies, School of Computer & Electronic Engineering Technologies or the School of Skilled Building Trades. Graduates of CTE programs are certified in their field of study upon successful completion of an internship, a technical assessment and the 3-year course sequence. Each of the individual CTE schools has its own partnerships, internships, curricula and major course of study. Other Program Highlights include College Now, College Connection Collaborations, Tech Prep Program, Virtual Enterprises, and Robotics.",7,12,Q,9.0,CTE School,402,,,,4002280020.0,-73.9283762,Sunnyside,"Baseball & JV Baseball, Basketball & JV Basketball, Bowling, Handball, Soccer, Softball, Wrestling",11101,"""At Queens Vocational and Technical High School, you will not only be part of a family, but you will also receive a complete and well-rounded education. It is a once-in-a-lifetime experience that will change your life forever. Our school has an excellent variety of certified programs that will gear you towards a very successful future. Come and be part of our family and receive the type of education that I assure you is one of the best in New York City."" -Ivana Nunez, former student, participant in the Success Via Apprenticeship (SVA) Program for Electrical Installation",QUEENS   ,"Cheerleading, Chess, Creative Arts Group, Future Business Leaders of America (FBLA), Gay-Straight Alliance (GSA), Leadership, Lincoln-Douglas Debate Team, Literary Magazine, Mock Trial Team, MOUSE Squad, Peer Mediation/Conflict Resolution, PM School, Poetry, Presidential Honor Society, Robotics, SAT Prep, SkillsUSA, SPARK, Student Government, Virtual Enterprise, Vocational Voice School Newspaper, Yearbook Committee"
K567,Functionally Accessible,718-968-1072,"College preparatory classes, Theatre Arts Endorsed Diploma, Vital Theatre Residency, participation in a variety of activities including the August Wilson Monologue Competition, Theatre Development Fund (TDF) Stage Doors Residency, Impact Broadway, Theatre Arts electives, small group Advisories",1,12,K,9.0,,318,,,South Shore Educational Campus,3079980005.0,-73.917072,Canarsie,"Baseball, Basketball & JV Basketball, Cross Country, Football & JV Football, Indoor Track, Outdoor Track, Soccer",11236,"The mission of Brooklyn Theatre Arts High School is to use the power and engagement of theatre arts to ensure that every student succeeds. We're committed to academic achievement and personal growth for all students. Our goal is to challenge and support our students to reach their potential. Students will graduate and become thinking, caring and capable adults.",BROOKLYN ,"After-school, Afternoon Enrichment Classes, Art, Dance, Extended Day Tutoring, Field Trips to Broadway and Off-Broadway, Glee Club, Internships at Vital Theatre Company and other New York City theatre companies, Music, Poetry and Monologue, Small group tutoring in Math and Literacy, Student Government, Vital, Hip Hop Saves Lives"
Q281,Functionally Accessible,718-353-0009,"Pre-Calculus; Regents Chemistry, Physics, Japanese, Chinese, Korean; Queens College Literacy, Opportunities for semester and summer abroad programs, ASD Nest Program; College Now at Queens College and LaGuardia Community College; Mighty Milers",1,12,Q,6.0,,407,,,,4051470001.0,-73.82141,Flushing,,11355,"Located a block away from the Queens Botanical Garden, East-West is a small school focused on preparing students for college and career readiness. In a supportive environment that embraces our four pillars of Honor, Excellence, Curiosity, and Celebration, students are able to engage in a rigorous academic program consisting of Advanced Placement (AP) courses in English, history, psychology, and science. While at our school, students become highly proficient in Chinese, Korean, or Japanese. In addition to a college-bound academic program, we offer a robust after-school club culture, supported by an active student government. We promote a positive, safe school atmosphere by encouraging acts of kindness through a nationwide anti-bullying program. Parent and teacher communication is important to us. We commit to parent partnerships by offering monthly PTA meetings on evenings or weekends. Grades and transcripts, along with student progress reports, are readily available to parents online. We have a full-time college counselor and require all seniors to attend a daily college preparatory course. We offer Kaplan SAT prep courses onsite to provide our students with a competitive edge in the college application process. Our team works hard to ensure that 100% of our graduates continue on to higher education.",QUEENS   ,"Advisory, Art, Dance Team, Drama, Model UN, Student Government, Literacy Lab, Senior Institute, Yearbook Club, Team Soccer, Team Basketball, Judo, Korean POP Dance, Photography Club, Key Club, Planet Eco-Green Solutions, Friends of Rachel Club, OST Homework Help, Peer Mediation, Korean Painting, Chinese Erhu, Gay/ Straight Alliance, School Newspaper Club, Partners for Success, Strong Intelligent Sisters, Junior NAACP Club, Dare to Dream Club, Anime, Band Club, Robotics, NYPD Explorers Program, Pre-Med Club, Martial Arts, Hispanic Club, Community Service Opportunities, Summer in Japan, Leadership Trip to Korea, Cultural Studies in China"
K497,Not Accessible,718-330-9390,"Pre-Advanced Placement (AP) and Honors Core Courses, Senior Internships, Visual Arts, Culinary Arts, Drama, Anatomy, Constitutional Law, Fashion History and Design, Journalism/School Newspaper, Creative Writing/Literary Magazine, SAT Prep for 11th & 12th graders, Saturday Scholars Regents Prep",2,12,K,6.0,,306,,Then to New York City residents,,3004020001.0,-73.9934966,BoCoCa,"Baseball, Basketball, JV Basketball",11201,"Our small school setting with a diverse student body offers a challenging academic program that emphasizes cultural awareness across the disciplines. We are a community of enthusiastic educators with tight-knit grade level and department teaching teams. Our small class size (usually 22-25 students) helps students master their coursework. They graduate as socially conscious leaders, equipped with intellectual tools, academic and critical thinking skills necessary to make meaningful change in today's dynamic, interdependent world. Our full-time college advisor and our guidance counselors assist all students in planning for college and the world of work.",BROOKLYN ,"Cheerleading, Culinary Arts, Drama, Gaming, Global Kids, Green Team, Handball, Hip-Hop Dance, Horticulture/Gardening, Instrumental Music, Investing, Literary Magazine, National Honor Society, National Junior Honor Society, Newspaper, Open Art Studio, Peer to Peer Tutoring, Principal's Book, Robotics, Small Group Tutoring, Student Council, Yearbook"
M294,Not Accessible,212-475-4773,"9th-10th grade courses include: Ecology, Genetics, Human Impact, Response to Literature, Persuasive Writing, Studio Art, Music; 11th grade year-long intensive courses in Theater, Studio Art or Music; 9th-12th Grade Math sequence culminating in Calculus; 11th-12th grade courses include: Physics, Neuroscience, Anatomy & Physiology, Chemistry, Personal Narrative, Constitutional Law, American Foreign Policy; College Counseling: Two full-time counselors, overnight trips to colleges, SAT Prep, individualized counseling; College courses offered to 11th and 12th graders via New York University (NYU), The City University of New York (CUNY), and Monroe College; Advisory; 12th grade internship program",1,12,M,9.0,,103,,,Seward Park Educational Campus,1004080030.0,-73.989323,Lower East Side,"Baseball, Basketball, Bowling, Volleyball",10002,"Essex Street Academy prepares all students for success in college and careers by treating them as individuals with specific strengths and needs and appealing to their intellectual curiosity. We offer elective courses that challenge students to develop their own ideas and push them to learn by doing. Students design and conduct experiments, develop historical theses, analyze works of literature and develop solutions and proofs for mathematical problems. Small class size makes a personalized approach to education possible, enabling teachers to develop an individual relationship with each student. At Essex Street Academy, our students are active, not passive, learners and will graduate from our school confident in their ability to tackle any problem they encounter.",MANHATTAN,"After-school and Saturday Program: Homework help in every subject provided by teachers four days a week until 6:00 PM; Other opportunities include Community Service, Student Newpaper, Fitness, Swimming, Glee Club, Big Sib Mentoring Program, Knitting Club, Social Justice Club, Mock Trial, Step Team, Student Government, Theater, Weight Room, Yearbook, Yoga"
K412,Not Accessible,718-230-5748,"Advisory-Family Program, Media Arts Specialization, College Now",1,12,K,9.0,,303,,,,3019260010.0,-73.9589624,Bedford-Stuyvesant,Basketball,11205,"Our motto is ""academic, creative and professional preparation for the 21st Century."" We provide our students and families with a small, personalized high school experience. Student learning is applied to the real world through research, experimentation and project-oriented work. Their learning is then displayed in written, visual and oral exhibitions. Every student is also part of our Advisory-Family program, which investigates critical issues in teen lives and creates a strong peer community. In addition, our students receive intensive career and college preparation with an arts/media specialization via electives, trips and internships. They are required to complete an individualized graduation portfolio. Our goal is to help our students reach their potential and nurture their development through student-centered learning approaches, multiple supports and most importantly, strong relationships.",BROOKLYN ,"Academic Centers, Animation, Batik T-Shirt Printing, Boxing, Capoeira, College Now, College Preparatory Courses, Fashion, Filmmaking, Hip-Hop African Dance, Hip-Hop/Spoken Word Poetry, Internships, Journalism, Music Production, Peer Mentoring, Portfolio Development, Spirit Squad Dance Team, Student Government, Student Publishing, Theater, Weightlifting, Yoga"
K350,Functionally Accessible,718-858-0249,"Artist-in-Residence, Visiting Artist Series, Technology-based Art Instruction in Reason, ProTools, Logic, Garage Band, Photoshop, Illustrator, Final Cuts, Arts-related Field Trips, Jazz Band, Iron Chef Culinary Classes, Fashion Design, Spoken Word, Drama, Digital Portfolio",1,12,K,9.0,,302,,Then to New York City residents,Water's Edge Educational Campus,3001200020.0,-73.9847516,Downtown Brooklyn,,11201,"The Urban Assembly School of Music and Art prepares students for college and the world of work. Our program integrates literacy and the arts into all aspects of our instructional program. Students learn to be critical thinkers and creative communicators. They learn to process and analyze complex information, view information in context, connect it to prior learning and convey their ideas in a purposeful and convincing manner. Our program capitalizes upon our students' love of the arts and their desire to engage in self-expression. We create an environment where students understand the practical relevance of their learning to be able to fulfill their visions for the future.",BROOKLYN ,"Artists Society, Dance, Graphic Art Studio, Internships, Making Beats Music Studio Production, Mentoring with Visiting Artists, Spoken Word, Student Council"
M479,Partially Accessible,212-245-2807,"Free college classes at New York University (NYU), John Jay College, Hunter College, The City College of New York, Fordham University; Opportunity for travel includes India, Mozambique, Spain, France, Costa Rica, Russia and England; Special Arts Programs: Architecture, Digital Animation, Music Theory, Drama, Digital Film, Choreography, Guitar, Percussion and Recording Studio",1,12,M,9.0,,107,2013 Interview Dates,,,1011540108.0,-73.98832,Lincoln Square,"Baseball & JV Baseball, Basketball & JV Basketball, Bowling, Cross Country, Fencing, Indoor Track, Outdoor Track, Soccer, Tennis, Wrestling",10023,"Beacon High School offers an inquiry-based program with technology and arts infused throughout the curriculum. We emphasize a challenging well-rounded liberal arts education based on the principle of shared exploration and problem-solving. In assessments for graduation, students present performance-based projects to panels of teachers. Beacon offers extensive opportunities to participate in clubs, sports, community service and international travel.",MANHATTAN,"Arts Magazine, Chess, Computer Programming, Dance, Debate, Digital Film, Drama, End of Tunnel Press, Gay/Straight Alliance, Math Club, Model United Nations, Musical Bands (Jazz, Blues Rock), Newspaper, Photography, Poets, Senior Committee, Student Leadership Team, Student Movement Against Cancer, Sustainability, Yearbook"
M393,Not Accessible,212-246-2183,"Journalism, Internships, Virtual Enterprise, Career & College Institute, Microsoft Office Specialist (MOS) Industry Certification, National Occupational Competency Testing Institute (NOCTI) Workplace Readiness Certification, College Now Courses in Business and Entrepreneurship, Business Communications, Entrepreneurship, Finance and Marketing, Writing Across the Curriculum",1,12,M,9.0,CTE School,104,,Then to New York City residents,Graphics Educational Campus,1010590015.0,-73.9911482,Hell's Kitchen,"Baseball & JV Baseball, Basketball & JV Basketball",10019,"We are a small Career & Technical Education (CTE) high school. We expect our students to learn the fundamentals of business and entrepreneurship and to graduate prepared for college and careers as business analysts, marketers, entrepreneurs, and journalists. Students have many opportunities for real-world learning and building their own personal networks in the sports management industry through internships and other on-the-job activities. Our graduates will also earn industry certifications in Microsoft Office and Entrepreneurship.",MANHATTAN,"College Guidance, Computer Tech, Dance, Future Business Leaders of America (FBLA), Internships, Journalism, Music (Afro-Latin Jazz Academy), Navy JROTC, Photography, SAT Prep, School Store, Student Government, Visual Art"
K660,Functionally Accessible,718-345-9100,"Themed/Integrated curriculum and courses geared for college preparation which also sequence with industry certification, post-secondary and career placements, internships, College Now and also, honor courses that offer opportunities for Advance Placement classes. Students are eligible to take either the National Occupational Opportunity Competency Testing Certification Exam or the National Health Career Association Certification Exam.",3,12,K,9.0,CTE School,305,,,,3037040001.0,-73.8961804,East New York,"Baseball & JV Baseball, Basketball",11207,"Maxwell's mission is to ensure that all students are college and career ready, and prepared to become productive citizens in a competitive global economy. The school's vision is to promote Equity, Excellence, High Expectations and a Positive Educational Environment, thus creating a professional learning community in which dignity and respect truly reflects the value of each individual. We are a College Bound School and our core values are Equity, Excellence and High Expectations.",BROOKLYN ,"Leadership & Support: Skills, USA, Health Occupations Students of America (HOSA), Peer Mediation/Conflict Resolution, National Honor Society, National Technical Honor Society, National Thespian Society, Student Government Association, Teen Summit, Brooklyn Student Activity Council, Male & Female Mentoring, Young Men's Leadership, Young Women's Leadership and Teen Talk; Artistic: Photography, Advertising Design, Art, and Music; Clubs: Yearbook, Math, Martial Arts, Parenting, Cosmetology, and Fashion"
M438,Not Accessible,212-533-2560,"Service Learning in Grades 9-10, Internship in Grade 11, College Now in Grades 11-12",1,12,M,9.0,International School,105,,,Washington Irving Educational Campus,1008720057.0,-73.9878639,Flatiron District,"Baseball, Baseball & JV Baseball, Basketball, Soccer, Volleyball",10003,"The mission of International High School at Union Square is to prepare a diverse, multilingual student population of recent immigrants to New York City for high school graduation, college and careers. In every class, students are immersed in project-based instruction that facilitates their English language development while also increasing their content knowledge in subject areas. Our students learn to critically analyze and respond to real-world issues through their coursework, which includes a service-learning course in their freshman year, an internship in their junior year and College Now courses in their senior year.",MANHATTAN,"Before- and After-school Tutoring, Film Club, Student Government, Asian American Service Club, Knitting Club, Dance Club, MOUSE Squad, School Magazine"
Q350,Not Accessible,718-480-2689,"Weekly Advisories, career and college counseling, peer tutoring, Big Brother Big Sister, Research classes, Internship process including exploration, application and evaluation; data analysis emphasis, participation in local and national competitions, hospital experience",1,12,Q,9.0,,408,,,Jamaica Educational Campus,4098580100.0,-73.798663,Jamaica Hills,"Baseball, Basketball, Bowling, Football, Outdoor Track, Soccer, Swimming, Volleyball, Wrestling",11432,"Jamaica Gateway to the Sciences is targeted at students interested in exploring the sciences and mathematics, especially medicine and related fields. Our students will benefit from reduced class size and an extended school day and week. Monthly Saturday seminars include community service projects, preparation for competitions and field trips. We offer PSAT & SAT Prep, Regents Review, College Readiness and internship opportunities. Starting in the 9th grade, mandatory internships will expose our students to college and career options. Our graduates will be prepared for the challenges they will encounter in competitive colleges, universities and careers.",QUEENS   ,"Archon, Band, Bhangra, Glee Club, Hilltopper (Award-Winning Newspaper), International Dance, Law Team, National Honor Society, Pathway to Health Sciences, Pre-Medical, Robotics, Step Team, Student Government, Theater"
X545,Not Accessible,718-696-6010,"Aviation Ground School, Flight Training, Basic Air Traffic Control Training",1,12,X,9.0,,212,,Then to New York City residents,Evander Childs Educational Campus,2046330040.0,-73.861653,Williamsbridge,"Baseball, Basketball, Football, Soccer",10467,"We provide students with a unique blend of academics and aviation training. Our students are required to wear the standard pilot's uniform every day. Students choose between three focuses: pilot preparation, air traffic control preparation or college preparation. All entering students are expected to attend a summer orientation program for two weeks in August. At the orientation, students pick their focus and work closely with upperclassmen to prepare for the transition to high school. Students may receive flight and air traffic control training in our state-of-the-art flight simulator.",BRONX    ,"Air Traffic Control Training, Culinary, ESL Homework Center, Gentlemens Club, Ladies Club, Leadership and College Readiness, LifeSkills Training, Peer Academic Teams, Reality Works Real Baby Program, Robotics, Safe Space, SAT/ACT Prep, Saturday Academy Credit Recovery"
Q301,Not Accessible,718-472-0536,"Introductory Production Classes; Specialized Courses in Production Crafts, Screenwriting and Directing, Post Production, The Business of Production; Mentors, Advisory, Work-based Learning Program, Internships",1,12,Q,9.0,CTE School,402,,,Hunters Point Campus,4007380002.0,-73.954915,Long Island City,Basketball,11101,"Our school prepares students for careers in movie and television production. As a small school, we provide individualized academic support and extensive career mentoring. Students learn by working alongside industry professionals with state-of-the-art equipment. Our career programs are complemented by academic classes which prepare students for competitive colleges and careers. Teachers use films in classes to enhance lessons, and our school is a leader in using technology in innovative ways to support learning.",QUEENS   ,"Academic Tutoring, Be the Change, Drama, Movie Screenings, Gay/Straight Alliance, Next Step Pictures, Screenwriting, Yearbook, Prom Committee, Acapella, Step Team, Creative Writing"
X551,Not Accessible,718-401-4891,"Advanced Placement and honors classes, interdisciplinary courses, college-level research projects with formal presentations in English, Math, Science, History; Arts courses in Dance and Theater; Advanced and introductory foreign language courses; Annual student exhibitions, writing workshops, writing seminar electives, technology access, externships, Moot Court, theater productions; Four-year Advisory system, including college exposure and college counseling system.",1,12,X,6.0,,201,,Then to Bronx students or residents,,2023330070.0,-73.925999,Mott Haven,"Baseball, Basketball",10451,"The Urban Assembly Bronx Academy of Letters was founded on a single idea; students who can express themselves clearly in writing can do better in any path they choose in life. In addition to the challenging academic work offered, we are also committed to providing learning opportunities outside of the classroom. Throughout the year, our students participate in regular field trips to arts institutions, colleges and universities. During the summer, our student services team connects students to jobs, internships and programs that allow them to travel all over the world - from Tokyo to Mexico. At Letters, we celebrate hard work, curiosity, self-expression and service. Our graduates are articulate, critical readers and writers, fully prepared to maximize their learning and growth - not only during their high school and college years, but throughout their lives.",BRONX    ,"Anime, Art, Beats Production, Book, Book vs. Movie, Cheerleading, Chess, Dance, Debate Team, Drama, Gay-Straight Alliance, Internship Opportunities, Iron Chef, Brazilian Jiu-jitsu, Junior Statesmen of America, Literary Journal, Math, Open Mics, Photography/Film, Poetry Slams, Readings, Running, School Newspaper, Student and Teacher-Recruitment Committees, Student Government, Technology, Yearbook."
M362,Partially Accessible,212-666-1278,"Seven-year Math, Science and Engineering Program (6th-12th grade); Humanities sequence including Philosophy; Required electives in the sciences and creative arts including Environmental Science, Genetics, Science Fiction Film, Current Events, Web Design; Focus on Sustainability and Community Service; Students have access to Columbia University facilities",1,12,M,6.0,,109,,,,1019640012.0,-73.956256,Morningside Heights,,10027,"Columbia Secondary School (CSS) is a 6-12 school serving academically talented students who have an interest in a selective and demanding program focusing on math, science and engineering. Columbia Secondary School immerses students in science and math as a way of making sense of the world. Learning experiences focus on active exploration of major concepts, ideas and theories that respond to life's big questions. Our students become aware of their responsibilities to their communities and to the world. At Columbia Secondary School, students engage in their own explorations so that they may experience the excitement of discovery.",MANHATTAN,"Amnesty International, Ancient Egypt, Architecture, Architectural Design, Book Circles, Chess, Cooking, Engineering, Film, Gardening, House Reps, Journalism, Latin American Poetry and Song, Latin Dance, Math Bowl, Math Problem Solving, Moot Court, Multimedia Design, Neuroscience, Photography, Robotics, Science Fair, Student Government, Studio Art, Science Bowl, Theatre, Webpage Club; Students serve on the Borough Advisory Council"
K685,Not Accessible,718-387-1125,"Accelerated credit accumulation (up to 18 credits per year), iLearn, iZone 360, Year-long SAT (Scholastic Aptitude Test) preparatory course, Individualized college counseling, Early College Awareness & Preparatory Program (ECAPP). Visits to college campuses in NYC, Visits to colleges outside NYC in partnership with the El Puente Leadership Center, Internships, Community-based Projects, Portfolio Assessment, Integrated-Arts Projects, Before- and After-school Tutoring; Elective courses include: Drama, Dance (Men's and Women's Groups), Debate Team partnership with Tufts University, Guitar, Filmmaking, Architecture, Glee Club",1,12,K,9.0,,301,,,,3022070002.0,-73.9556773,Williamsburg,,11211,"We are a small, innovative learning community that promotes comprehensive academic excellence for all students while inspiring and nurturing leadership for peace and justice. Our state-of-the-art facility allows for a creative and intellectually challenging environment where every student thrives. Our project-based curriculum is designed to prepare students to be active citizens and independent thinkers who share a passion for transforming their communities and the world into a better place. Our trimester system allows students to complete most of their high school credits by the 11th grade, opening opportunities for exciting internships and college courses during the school day in their senior year.",BROOKLYN ,"AM and PM Academic Support, B-Boy/B-Girl, Chorus, College and Vocational Counseling and Placement, College Prep, Community Development Project, Computers, Dance Level 1 and 2, Individual Drama; Education for Public Inquiry and International Citizenship (EPIIC), El Puente Leadership Center, Film, Fine Arts, Liberation, Media, Men's and Women's Groups, Movement Theater Level 1, Movement Theater Level 2, Music, Music Production, Pre-professional training in Dance, PSAT/SAT Prep, Spoken Word, Student Council, Teatro El Puente, Visual Art"
Q687,Functionally Accessible,718-657-3181,"We have a strong curriculum, including fourteen Advanced Placement courses and many electives, especially in math and science; students have the opportunity to enter science, mathematics, and technology competitions at city, state and national levels; College Now; course offerings vary from year to year based on student interest",1,12,Q,9.0,Specialized School,412,,,,4100990052.0,-73.7983153,Jamaica,"Handball, Swimming, Tennis",11433,"Our school is dedicated to providing a challenging curriculum emphasizing the sciences, in collaboration with York College/The City University of New York (CUNY). Founded in September 2002, the school is one of the eight Specialized High Schools where admission is based on the score attained on the Specialized High Schools Admissions Test. The philosophy of the school is that students are more successful in life when nurtured in a small learning community. For this reason, our school accepts approximately one hundred students in each entering class and maintains an average class size of twenty-seven students.",QUEENS   ,"Amnesty International, Arista Honor Society, Art History, Art Portfolio Preparation, Biology, Board Game Club, Book Club, Chemistry and Physics Olympiads, Chess, Chorus, Christian Fellowship, Dance, Digital Photography, Drawing, Film, Intel Science Talent Search, Jazz Ensemble, Key Club, Knitting, Leadership Class, Literary Magazine, Math Competitions, Math Team, Model United Nations (UN), Music, Music Appreciation, Newspaper, Peer Tutoring, Polar Bear Club, Radio Drama, Science, Siemens Science Competition, Sigma Sorority, Student Government, Volleyball"
