order_item_id,amazon_order_id,is_gift,is_transparency,asin,buyer_requested_cancel_is_buyer_requested_cancel,buyer_requested_cancel_buyer_cancel_reason,condition_id,condition_note,condition_subtype_id,deemed_reseller_category,ioss_number,item_approval_context_approval_status,item_approval_context_approval_type,item_price_amount,item_price_currency_code,item_tax_amount,item_tax_currencycode,points_granted_monetary_amount,points_granted_monetary_currency_code,points_granted_points_number,price_designation,product_info_detail_number_of_items,promotion_discount_amount,promotion_discount_currency_code,promotion_discount_tax_currency_code,promotion_discount_tax_amount,quantity_ordered,quantity_shipped,scheduled_delivery_end_date,scheduled_delivery_start_date,seller_sku,serial_number_required,shipping_discount_amount,shipping_discount_currency_code,shipping_discount_tax_amount,shipping_discount_tax_currency_code,shipping_price_amount,shipping_price_currency_code,shipping_tax_amount,shipping_tax_currency_code,store_chain_store_id,tax_collection_model,tax_collection_responsible_party,title
ITEM00129,ORDER00109,t,t,B0E7STG9015,f,Delayed delivery,Used,Note for condition 20,Warranty,IOSS,IOSS-40234,Pending,Automatic,226.97,USD,45.54,USD,3.86,USD,19,Standard,4,2.75,USD,USD,4.48,8,4,2025-02-02,2025-01-24,SKU-4037,f,4.48,USD,1.45,USD,19.77,USD,2.16,USD,Store-23,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00130,ORDER00109,t,f,B0E7STG2371,t,Changed mind,Collectible,Note for condition 89,Open Box,UOSS,IOSS-41167,Approved,Manual,320.25,USD,17.41,USD,2.09,USD,19,Standard,4,13.17,USD,USD,1.12,6,2,2025-02-01,2025-01-24,SKU-8483,t,3.46,USD,0.08,USD,5.79,USD,2.1,USD,Store-23,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00131,ORDER00109,t,f,B0E7STG6848,t,Found cheaper,Club,Note for condition 52,Other,UOSS,IOSS-66461,Approved,Manual,438.03,USD,49.72,USD,1.87,USD,76,Standard,10,19.72,USD,USD,0.05,6,6,2025-01-31,2025-01-26,SKU-7118,t,9.88,USD,0.84,USD,6.23,USD,1.68,USD,Store-75,MarketplaceFacilitator,Amazon Services,Phone Case
ITEM00132,ORDER00109,t,t,B0E7STG2152,f,Delayed delivery,Used,Note for condition 33,OEM,IOSS,IOSS-49892,Rejected,Automatic,267.97,USD,29.87,USD,3.89,USD,7,Standard,1,14.65,USD,USD,3.31,4,0,2025-01-29,2025-01-23,SKU-5350,f,0.66,USD,1.46,USD,10.25,USD,0.54,USD,Store-82,MarketplaceFacilitator,Amazon Services,Wireless Mouse
ITEM00133,ORDER00110,t,t,B0E7STG1411,f,Delayed delivery,Used,Note for condition 31,Poor,IOSS,IOSS-17820,Rejected,Manual,386.68,USD,49.60,USD,1.23,USD,25,Standard,1,11.59,USD,USD,1.15,7,0,2025-01-29,2025-01-23,SKU-9942,t,0.9,USD,1.67,USD,7.04,USD,3.99,USD,Store-2,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00134,ORDER00111,f,t,B0E7STG3272,f,Delayed delivery,Refurbished,Note for condition 47,Warranty,UOSS,IOSS-30405,Approved,Automatic,362.41,USD,28.99,USD,1.62,USD,80,Standard,1,16.81,USD,USD,3.07,8,7,2025-02-02,2025-01-28,SKU-7788,t,3.85,USD,1.35,USD,19.22,USD,2.32,USD,Store-72,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00135,ORDER00111,f,f,B0E7STG2540,f,Changed mind,Preorder,Note for condition 71,Club,UOSS,IOSS-61612,Approved,Manual,40.60,USD,46.41,USD,1.52,USD,7,Standard,8,4.18,USD,USD,2.72,4,1,2025-02-01,2025-01-27,SKU-8211,f,3.37,USD,0.59,USD,3.03,USD,2.32,USD,Store-21,MarketplaceFacilitator,Amazon Services,Phone Case
ITEM00136,ORDER00111,f,f,B0E7STG1806,f,Delayed delivery,Preorder,Note for condition 63,Open Box,UOSS,IOSS-63406,Approved,Manual,24.37,USD,1.77,USD,1.26,USD,42,Standard,1,9.15,USD,USD,3.59,3,1,2025-01-29,2025-01-25,SKU-3789,t,2.69,USD,0.33,USD,1.11,USD,0.89,USD,Store-75,MarketplaceFacilitator,Amazon Services,Laptop Stand
ITEM00137,ORDER00112,t,t,B0E7STG7967,f,Found cheaper,Used,Note for condition 41,Mint,IOSS,IOSS-82549,Pending,Automatic,405.73,USD,10.66,USD,2.41,USD,29,Standard,1,18.61,USD,USD,1.41,1,1,2025-01-29,2025-01-23,SKU-6921,f,6.96,USD,0.76,USD,7.18,USD,4.29,USD,Store-80,MarketplaceFacilitator,Amazon Services,Wireless Mouse
ITEM00138,ORDER00112,t,t,B0E7STG8361,t,Changed mind,New,Note for condition 17,Poor,IOSS,IOSS-69979,Pending,Manual,174.30,USD,47.94,USD,0.58,USD,43,Standard,2,8.34,USD,USD,1.47,6,6,2025-01-31,2025-01-28,SKU-7295,t,8.02,USD,0.18,USD,3.01,USD,0.98,USD,Store-19,MarketplaceFacilitator,Amazon Services,Laptop Stand
ITEM00139,ORDER00112,f,t,B0E7STG1478,f,Changed mind,Used,Note for condition 21,Refurbished Warrnty,IOSS,IOSS-94857,Approved,Manual,80.21,USD,44.55,USD,0.48,USD,34,Standard,4,5.25,USD,USD,3.24,3,2,2025-01-31,2025-01-28,SKU-9292,t,2.5,USD,1.27,USD,16.51,USD,0.41,USD,Store-69,MarketplaceFacilitator,Amazon Services,Laptop Stand
ITEM00140,ORDER00112,f,t,B0E7STG2087,f,Delayed delivery,Collectible,Note for condition 74,Refurbished Warrnty,UOSS,IOSS-62355,Rejected,Automatic,123.52,USD,44.12,USD,3.93,USD,58,Standard,8,13.82,USD,USD,2.62,7,0,2025-01-29,2025-01-26,SKU-5524,f,0.25,USD,1.16,USD,1.13,USD,4.31,USD,Store-24,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00141,ORDER00112,t,t,B0E7STG7271,f,Delayed delivery,Club,Note for condition 91,Other,UOSS,IOSS-86984,Rejected,Automatic,268.70,USD,16.03,USD,2.95,USD,8,Standard,6,2.91,USD,USD,0.83,5,5,2025-01-31,2025-01-28,SKU-5554,f,9.81,USD,0.79,USD,6.44,USD,1.72,USD,Store-82,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00142,ORDER00113,t,t,B0E7STG9720,f,Delayed delivery,New,Note for condition 5,Club,IOSS,IOSS-95905,Pending,Automatic,478.94,USD,24.63,USD,4.53,USD,55,Standard,7,19.82,USD,USD,"-3,001.97",10,10,2025-02-01,2025-01-28,SKU-2167,f,0.14,USD,0.21,USD,11.35,USD,0.73,USD,Store-47,MarketplaceFacilitator,Amazon Services,Phone Case
ITEM00143,ORDER00114,f,f,B0E7STG1036,f,Delayed delivery,Preorder,Note for condition 63,Open Box,UOSS,IOSS-63406,Approved,Manual,244.16,USD,48.39,USD,1.26,USD,42,Standard,1,9.15,USD,USD,3.59,1,1,2025-01-29,2025-01-25,SKU-7035,t,2.69,USD,0.33,USD,1.11,USD,0.89,USD,Store-75,MarketplaceFacilitator,Amazon Services,Laptop Stand
ITEM00144,ORDER00115,t,t,B0E7STG1625,t,Delayed delivery,Club,Note for condition 50,Open Box,UOSS,IOSS-29313,Approved,Manual,74.71,USD,39.23,USD,1.02,USD,12,Standard,7,17.08,USD,USD,0.53,6,6,2025-01-30,2025-01-28,SKU-1774,t,4.09,USD,0.71,USD,13.26,USD,1.47,USD,Store-59,MarketplaceFacilitator,Amazon Services,Laptop Stand
ITEM00145,ORDER00115,f,f,B0E7STG9035,f,Found cheaper,Preorder,Note for condition 82,Acceptable,UOSS,IOSS-11370,Pending,Manual,108.36,USD,6.27,USD,2.07,USD,28,Standard,5,16.13,USD,USD,1.48,5,5,2025-02-01,2025-01-28,SKU-6171,t,4.42,USD,1.63,USD,18.51,USD,0.46,USD,Store-81,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00146,ORDER00115,f,f,B0E7STG7835,f,Found cheaper,Collectible,Note for condition 76,Open Box,UOSS,IOSS-82427,Approved,Automatic,361.84,USD,49.18,USD,1.74,USD,26,Standard,4,4.65,USD,USD,1.55,10,3,2025-01-31,2025-01-27,SKU-5760,f,7.06,USD,1.40,USD,8.54,USD,0.83,USD,Store-50,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00147,ORDER00116,t,f,B0E7STG1764,f,Found cheaper,Club,Note for condition 14,Mint,IOSS,IOSS-15530,Approved,Automatic,119.17,USD,21.83,USD,4,USD,35,Standard,6,8.22,USD,USD,1.53,8,2,2025-02-02,2025-01-28,SKU-5575,t,5.18,USD,1.41,USD,8.87,USD,4.05,USD,Store-45,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00148,ORDER00116,f,f,B0E7STG8937,t,Delayed delivery,Refurbished,Note for condition 48,Refurbished Warrnty,UOSS,IOSS-49580,Rejected,Manual,141.33,USD,12.26,USD,0.16,USD,76,Standard,9,7.06,USD,USD,1.05,5,2,2025-01-29,2025-01-28,SKU-5987,f,7.89,USD,0.95,USD,10.86,USD,3.15,USD,Store-36,MarketplaceFacilitator,Amazon Services,Wireless Mouse
ITEM00149,ORDER00116,t,t,B0E7STG2725,f,Found cheaper,Used,Note for condition 41,Mint,IOSS,IOSS-82549,Pending,Automatic,154.00,USD,16.44,USD,2.41,USD,29,Standard,1,18.61,USD,USD,1.41,1,0,2025-01-29,2025-01-23,SKU-5976,f,6.96,USD,0.76,USD,7.18,USD,4.29,USD,Store-80,MarketplaceFacilitator,Amazon Services,Wireless Mouse
ITEM00150,ORDER00117,f,t,B0E7STG2929,f,Delayed delivery,Club,Note for condition 12,Other,IOSS,IOSS-56140,Approved,Manual,203.19,USD,23.54,USD,4.97,USD,84,Standard,1,14.69,USD,USD,4.85,8,5,2025-02-02,2025-01-27,SKU-7079,f,7.55,USD,0.84,USD,2.19,USD,0.26,USD,Store-39,MarketplaceFacilitator,Amazon Services,Phone Case
ITEM00151,ORDER00117,f,t,B0E7STG6850,f,Changed mind,New,Note for condition 2,Very Good,IOSS,IOSS-98378,Approved,Manual,44.59,USD,23.77,USD,4.16,USD,71,Standard,1,-19.20,USD,USD,"3,000.87",2,2,2025-02-01,2025-01-26,SKU-8970,t,"-4,000.22",USD,0.01,USD,"-1,000.54",USD,"-3,123.69",USD,Store-91,MarketplaceFacilitator,Amazon Services,Phone Case
ITEM00152,ORDER00117,f,t,B0E7STG7624,f,Found cheaper,Collectible,Note for condition 86,Warranty,UOSS,IOSS-62540,Rejected,Manual,219.57,USD,12.96,USD,4.09,USD,88,Standard,5,10.6,USD,USD,3.05,9,6,2025-02-02,2025-01-26,SKU-5658,f,2.44,USD,1.00,USD,13.59,USD,1.90,USD,Store-56,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00153,ORDER00118,f,t,B0E7STG5315,f,Changed mind,Collectible,Note for condition 83,Poor,UOSS,IOSS-15130,Approved,Automatic,274.69,USD,33.52,USD,1.06,USD,3,Standard,2,2.89,USD,USD,2.15,9,6,2025-01-29,2025-01-27,SKU-8045,t,7.11,USD,0.03,USD,5.16,USD,1.52,USD,Store-43,MarketplaceFacilitator,Amazon Services,Phone Case
ITEM00154,ORDER00118,f,f,B0E7STG3443,t,Changed mind,Collectible,Note for condition 81,Very Good,UOSS,IOSS-52174,Rejected,Manual,34.08,USD,14.55,USD,2.27,USD,46,Standard,1,2.42,USD,USD,3.34,4,1,2025-02-01,2025-01-26,SKU-2812,t,2.51,USD,1.09,USD,5.62,USD,2.04,USD,Store-64,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00155,ORDER00118,f,t,B0E7STG7682,f,Delayed delivery,Refurbished,Note for condition 47,Warranty,UOSS,IOSS-30405,Approved,Automatic,435.67,USD,12.53,USD,1.62,USD,80,Standard,1,16.81,USD,USD,3.07,7,1,2025-02-02,2025-01-28,SKU-5531,t,3.85,USD,1.35,USD,19.22,USD,2.32,USD,Store-72,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00156,ORDER00119,f,f,B0E7STG9429,t,Changed mind,Refurbished,Note for condition 56,Acceptable,UOSS,IOSS-98999,Approved,Automatic,283.26,USD,46.48,USD,0.67,USD,46,Standard,10,13.17,USD,USD,2.13,2,0,2025-02-02,2025-01-27,SKU-9524,f,8.81,USD,1.31,USD,14.35,USD,1.95,USD,Store-53,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00157,ORDER00119,t,t,B0E7STG2017,f,Delayed delivery,Used,Note for condition 33,OEM,IOSS,IOSS-49892,Rejected,Automatic,415.93,USD,15.66,USD,3.89,USD,7,Standard,1,14.65,USD,USD,3.31,4,0,2025-01-29,2025-01-23,SKU-9479,f,0.66,USD,1.46,USD,10.25,USD,0.54,USD,Store-82,MarketplaceFacilitator,Amazon Services,Wireless Mouse
ITEM00158,ORDER00119,t,t,B0E7STG4678,t,Changed mind,Refurbished,Note for condition 59,OEM,UOSS,IOSS-22344,Rejected,Automatic,43.38,USD,14.49,USD,2.28,USD,46,Standard,9,12.26,USD,USD,1.48,4,2,2025-01-31,2025-01-23,SKU-1874,t,2.0,USD,1.67,USD,1.76,USD,0.02,USD,Store-19,MarketplaceFacilitator,Amazon Services,Wireless Mouse
ITEM00159,ORDER00120,f,f,B0E7STG9287,f,Changed mind,Collectible,Note for condition 85,OEM,UOSS,IOSS-86561,Approved,Automatic,47.60,USD,35.27,USD,3.6,USD,97,Standard,5,2.86,USD,USD,4.33,1,0,2025-01-31,2025-01-28,SKU-2358,f,3.59,USD,0.93,USD,0.93,USD,0.86,USD,Store-74,MarketplaceFacilitator,Amazon Services,Laptop Stand
ITEM00160,ORDER00120,f,t,B0E7STG6848,f,Changed mind,Used,Note for condition 25,Other,IOSS,IOSS-26701,Rejected,Manual,406.77,USD,10.22,USD,2.05,USD,11,Standard,10,7.95,USD,USD,2.01,9,1,2025-02-02,2025-01-25,SKU-2520,t,5.38,USD,0.23,USD,12.26,USD,4.78,USD,Store-67,MarketplaceFacilitator,Amazon Services,Wireless Mouse
ITEM00161,ORDER00121,t,f,B0E7STG7150,f,Changed mind,Used,Note for condition 23,Open Box,IOSS,IOSS-19534,Pending,Automatic,126.10,USD,47.39,USD,1.86,USD,75,Standard,2,14.95,USD,USD,2.85,1,1,2025-01-31,2025-01-24,SKU-7647,t,7.4,USD,1.59,USD,13.75,USD,1.70,USD,Store-37,MarketplaceFacilitator,Amazon Services,Phone Case
ITEM00162,ORDER00122,f,t,B0E7STG3685,f,Changed mind,Used,Note for condition 21,Refurbished Warrnty,IOSS,IOSS-94857,Approved,Manual,49.78,USD,47.69,USD,0.48,USD,34,Standard,4,5.25,USD,USD,3.24,7,4,2025-01-31,2025-01-28,SKU-4026,t,2.5,USD,1.27,USD,16.51,USD,0.41,USD,Store-69,MarketplaceFacilitator,Amazon Services,Laptop Stand
ITEM00163,ORDER00122,f,f,B0E7STG2418,t,Delayed delivery,Used,Note for condition 39,Other,IOSS,IOSS-58617,Rejected,Manual,430.81,USD,43.54,USD,2.42,USD,16,Standard,2,19.09,USD,USD,2.13,1,1,2025-01-31,2025-01-26,SKU-8188,f,9.41,USD,0.56,USD,12.13,USD,4.43,USD,Store-19,MarketplaceFacilitator,Amazon Services,Laptop Stand
ITEM00164,ORDER00123,t,t,B0E7STG9169,t,Delayed delivery,Used,Note for condition 22,Refurbished,IOSS,IOSS-12197,Pending,Manual,447.79,USD,31.71,USD,0.23,USD,64,Standard,8,7.95,USD,USD,2.77,4,2,2025-02-02,2025-01-23,SKU-1774,t,3.36,USD,1.43,USD,7.05,USD,3.96,USD,Store-76,MarketplaceFacilitator,Amazon Services,Phone Case
ITEM00165,ORDER00123,f,f,B0E7STG9581,t,Delayed delivery,Used,Note for condition 39,Other,IOSS,IOSS-58617,Rejected,Manual,275.90,USD,46.07,USD,2.42,USD,16,Standard,2,19.09,USD,USD,2.13,6,1,2025-01-31,2025-01-26,SKU-4818,f,9.41,USD,0.56,USD,12.13,USD,4.43,USD,Store-19,MarketplaceFacilitator,Amazon Services,Laptop Stand
ITEM00166,ORDER00123,f,f,B0E7STG2554,t,Found cheaper,Used,Note for condition 28,Mint,IOSS,IOSS-43779,Pending,Automatic,335.25,USD,2.32,USD,4.87,USD,25,Standard,7,2.65,USD,USD,4.89,9,1,2025-02-02,2025-01-23,SKU-7786,t,6.83,USD,1.24,USD,13.88,USD,3.63,USD,Store-39,MarketplaceFacilitator,Amazon Services,Phone Case
ITEM00167,ORDER00124,f,f,B0E7STG9226,f,Changed mind,Used,Note for condition 44,Poor,UOSS,IOSS-72636,Pending,Manual,137.09,USD,5.88,USD,3.78,USD,31,Standard,9,3.15,USD,USD,3.73,1,1,2025-02-02,2025-01-25,SKU-8419,t,7.61,USD,0.67,USD,19.4,USD,4.8,USD,Store-66,MarketplaceFacilitator,Amazon Services,Phone Case
ITEM00168,ORDER00125,f,f,B0E7STG6364,t,Found cheaper,Preorder,Note for condition 72,OEM,UOSS,IOSS-18437,Approved,Automatic,301.09,USD,12.72,USD,0.14,USD,15,Standard,1,16.33,USD,USD,4.42,6,5,2025-01-31,2025-01-28,SKU-2409,f,0.36,USD,0.82,USD,0.94,USD,0.32,USD,Store-74,MarketplaceFacilitator,Amazon Services,Phone Case
ITEM00169,ORDER00125,t,f,B0E7STG4933,t,Delayed delivery,Used,Note for condition 32,Club,IOSS,IOSS-67307,Pending,Manual,457.23,USD,28.77,USD,2.94,USD,25,Standard,2,17.82,USD,USD,1.19,8,8,2025-01-29,2025-01-25,SKU-8272,f,3.66,USD,1.03,USD,13.92,USD,2.87,USD,Store-97,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00170,ORDER00125,f,f,B0E7STG6805,f,Found cheaper,Preorder,Note for condition 70,Poor,UOSS,IOSS-55250,Rejected,Manual,360.69,USD,16.99,USD,1.79,USD,77,Standard,4,12.88,USD,USD,2.12,8,8,2025-02-02,2025-01-24,SKU-3979,t,4.49,USD,0.92,USD,17.12,USD,4.86,USD,Store-14,MarketplaceFacilitator,Amazon Services,Phone Case
ITEM00171,ORDER00125,t,f,B0E7STG6718,f,Changed mind,Collectible,Note for condition 80,Mint,UOSS,IOSS-35059,Pending,Automatic,232.71,USD,15.21,USD,1.83,USD,24,Standard,3,16.61,USD,USD,2.74,6,5,2025-02-01,2025-01-26,SKU-4323,t,6.96,USD,0.67,USD,0.53,USD,1.54,USD,Store-57,MarketplaceFacilitator,Amazon Services,Laptop Stand
ITEM00172,ORDER00126,f,f,B0E7STG1845,t,Found cheaper,Preorder,Note for condition 67,Mint,UOSS,IOSS-89393,Approved,Automatic,154.56,USD,2.13,USD,3.78,USD,73,Standard,9,3.83,USD,USD,2.62,10,1,2025-02-01,2025-01-28,SKU-4320,f,9.48,USD,0.36,USD,2.64,USD,2.35,USD,Store-60,MarketplaceFacilitator,Amazon Services,Wireless Mouse
ITEM00173,ORDER00127,t,t,B0E7STG1142,t,Found cheaper,New,Note for condition 7,Warranty,IOSS,IOSS-55443,Rejected,Manual,239.78,USD,43.43,USD,4.86,USD,44,Standard,4,19.75,USD,USD,3.99,4,3,2025-02-02,2025-01-28,SKU-3533,f,7.31,USD,0.97,USD,12.99,USD,4.10,USD,Store-76,MarketplaceFacilitator,Amazon Services,Wireless Mouse
ITEM00174,ORDER00127,f,t,B0E7STG6453,f,Changed mind,New,Note for condition 2,Very Good,IOSS,IOSS-98378,Approved,Manual,180.79,USD,31.80,USD,4.16,USD,71,Standard,1,-19.20,USD,USD,"3,000.87",3,0,2025-02-01,2025-01-26,SKU-9627,t,"-4,000.22",USD,0.01,USD,"-1,000.54",USD,"-3,123.69",USD,Store-91,MarketplaceFacilitator,Amazon Services,Phone Case
ITEM00175,ORDER00127,f,t,B0E7STG3553,f,Changed mind,Used,Note for condition 21,Refurbished Warrnty,IOSS,IOSS-94857,Approved,Manual,210.50,USD,22.02,USD,0.48,USD,34,Standard,4,5.25,USD,USD,3.24,1,1,2025-01-31,2025-01-28,SKU-9441,t,2.5,USD,1.27,USD,16.51,USD,0.41,USD,Store-69,MarketplaceFacilitator,Amazon Services,Laptop Stand
ITEM00176,ORDER00128,f,f,B0E7STG8976,f,Delayed delivery,Collectible,Note for condition 84,Club,UOSS,IOSS-19751,Rejected,Manual,233.20,USD,19.64,USD,1.9,USD,36,Standard,7,13.18,USD,USD,4.9,10,3,2025-01-29,2025-01-24,SKU-5469,t,1.77,USD,1.42,USD,0.53,USD,2.29,USD,Store-66,MarketplaceFacilitator,Amazon Services,Phone Case
ITEM00177,ORDER00128,t,f,B0E7STG5171,f,Changed mind,Refurbished,Note for condition 60,Warranty,UOSS,IOSS-74046,Pending,Manual,19.95,USD,2.16,USD,2.37,USD,43,Standard,3,7.45,USD,USD,0.35,7,6,2025-02-01,2025-01-27,SKU-3534,t,1.72,USD,0.15,USD,13.19,USD,1.66,USD,Store-89,MarketplaceFacilitator,Amazon Services,Wireless Mouse
ITEM00178,ORDER00128,f,t,B0E7STG6460,f,Found cheaper,Collectible,Note for condition 86,Warranty,UOSS,IOSS-62540,Rejected,Manual,291.37,USD,24.44,USD,4.09,USD,88,Standard,5,10.6,USD,USD,3.05,10,9,2025-02-02,2025-01-26,SKU-8272,f,2.44,USD,1.00,USD,13.59,USD,1.90,USD,Store-56,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00179,ORDER00129,t,t,B0E7STG1207,t,Found cheaper,Used,Note for condition 43,Acceptable,UOSS,IOSS-60775,Pending,Manual,310.09,USD,24.36,USD,1.02,USD,73,Standard,5,10.05,USD,USD,3.85,9,7,2025-02-01,2025-01-23,SKU-1924,t,6.43,USD,0.66,USD,10.82,USD,4.53,USD,Store-92,MarketplaceFacilitator,Amazon Services,Wireless Mouse
ITEM00180,ORDER00130,t,f,B0E7STG6120,t,Changed mind,New,Note for condition 4,Poor,IOSS,IOSS-18590,Pending,Automatic,191.40,USD,5.70,USD,2.18,USD,7,Standard,8,16.67,USD,USD,0.12,3,2,2025-01-29,2025-01-26,SKU-4270,f,9.74,USD,1.13,USD,16.48,USD,4.87,USD,Store-99,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00181,ORDER00130,t,t,B0E7STG2178,f,Delayed delivery,New,Note for condition 5,Club,IOSS,IOSS-95905,Pending,Automatic,481.96,USD,48.71,USD,4.53,USD,55,Standard,7,19.82,USD,USD,"-3,001.97",6,5,2025-02-01,2025-01-28,SKU-8242,f,0.14,USD,0.21,USD,11.35,USD,0.73,USD,Store-47,MarketplaceFacilitator,Amazon Services,Phone Case
ITEM00182,ORDER00131,f,f,B0E7STG6079,f,Delayed delivery,Preorder,Note for condition 69,Acceptable,UOSS,IOSS-58852,Rejected,Manual,328.27,USD,5.67,USD,3.73,USD,99,Standard,6,11.72,USD,USD,0.73,10,8,2025-01-29,2025-01-26,SKU-9839,t,6.56,USD,1.81,USD,1.39,USD,0.53,USD,Store-84,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00183,ORDER00131,f,t,B0E7STG6692,f,Delayed delivery,Refurbished,Note for condition 47,Warranty,UOSS,IOSS-30405,Approved,Automatic,327.52,USD,22.10,USD,1.62,USD,80,Standard,1,16.81,USD,USD,3.07,1,1,2025-02-02,2025-01-28,SKU-1468,t,3.85,USD,1.35,USD,19.22,USD,2.32,USD,Store-72,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00184,ORDER00132,t,f,B0E7STG6253,t,Delayed delivery,Collectible,Note for condition 77,Any,UOSS,IOSS-65398,Rejected,Manual,185.45,USD,20.69,USD,1.59,USD,40,Standard,3,3.15,USD,USD,2.23,3,3,2025-02-02,2025-01-28,SKU-8164,t,6.61,USD,0.86,USD,17.2,USD,1.16,USD,Store-53,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00185,ORDER00133,f,t,B0E7STG4179,f,Delayed delivery,Used,Note for condition 38,Any,IOSS,IOSS-30498,Rejected,Manual,256.61,USD,16.95,USD,2.75,USD,67,Standard,4,9.92,USD,USD,1.43,6,4,2025-02-02,2025-01-25,SKU-3754,f,1.42,USD,1.05,USD,4.05,USD,0.77,USD,Store-5,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00186,ORDER00133,f,f,B0E7STG1407,f,Found cheaper,Collectible,Note for condition 88,Refurbished,UOSS,IOSS-53336,Approved,Automatic,196.38,USD,34.57,USD,1.91,USD,94,Standard,10,3.14,USD,USD,1.64,6,5,2025-01-29,2025-01-27,SKU-3162,t,5.65,USD,1.38,USD,5.79,USD,3.67,USD,Store-15,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00187,ORDER00133,t,f,B0E7STG1243,t,Changed mind,Refurbished,Note for condition 57,Poor,UOSS,IOSS-46900,Approved,Automatic,171.82,USD,45.47,USD,0.44,USD,81,Standard,2,0.71,USD,USD,1.55,8,7,2025-01-30,2025-01-24,SKU-8152,t,0.3,USD,0.45,USD,14.74,USD,3.28,USD,Store-23,MarketplaceFacilitator,Amazon Services,Laptop Stand
ITEM00188,ORDER00133,t,f,B0E7STG8589,t,Changed mind,New,Note for condition 19,OEM,IOSS,IOSS-91076,Pending,Manual,314.42,USD,20.26,USD,4.46,USD,89,Standard,7,7.56,USD,USD,2.75,10,7,2025-02-01,2025-01-24,SKU-9849,t,0.15,USD,1.45,USD,1.00,USD,4.08,USD,Store-71,MarketplaceFacilitator,Amazon Services,Phone Case
ITEM00189,ORDER00133,t,t,B0E7STG3674,t,Found cheaper,Used,Note for condition 43,Acceptable,UOSS,IOSS-60775,Pending,Manual,180.76,USD,5.11,USD,1.02,USD,73,Standard,5,10.05,USD,USD,3.85,9,8,2025-02-01,2025-01-23,SKU-1851,t,6.43,USD,0.66,USD,10.82,USD,4.53,USD,Store-92,MarketplaceFacilitator,Amazon Services,Wireless Mouse
ITEM00190,ORDER00134,f,f,B0E7STG9873,f,Changed mind,Used,Note for condition 44,Poor,UOSS,IOSS-72636,Pending,Manual,199.92,USD,43.24,USD,3.78,USD,31,Standard,9,3.15,USD,USD,3.73,6,1,2025-02-02,2025-01-25,SKU-9427,t,7.61,USD,0.67,USD,19.4,USD,4.8,USD,Store-66,MarketplaceFacilitator,Amazon Services,Phone Case
ITEM00191,ORDER00134,f,f,B0E7STG2034,t,Found cheaper,Used,Note for condition 28,Mint,IOSS,IOSS-43779,Pending,Automatic,209.14,USD,30.75,USD,4.87,USD,25,Standard,7,2.65,USD,USD,4.89,7,3,2025-02-02,2025-01-23,SKU-3612,t,6.83,USD,1.24,USD,13.88,USD,3.63,USD,Store-39,MarketplaceFacilitator,Amazon Services,Phone Case
ITEM00192,ORDER00135,f,t,B0E7STG5878,f,Changed mind,Preorder,Note for condition 68,Very Good,UOSS,IOSS-28124,Approved,Manual,121.54,USD,38.26,USD,4.61,USD,51,Standard,5,8.06,USD,USD,2.72,3,2,2025-01-31,2025-01-23,SKU-5086,f,5.77,USD,0.65,USD,14.96,USD,2.94,USD,Store-77,MarketplaceFacilitator,Amazon Services,Wireless Mouse
ITEM00193,ORDER00135,f,f,B0E7STG9549,t,Found cheaper,Preorder,Note for condition 67,Mint,UOSS,IOSS-89393,Approved,Automatic,383.33,USD,26.89,USD,3.78,USD,73,Standard,9,3.83,USD,USD,2.62,8,2,2025-02-01,2025-01-28,SKU-1626,f,9.48,USD,0.36,USD,2.64,USD,2.35,USD,Store-60,MarketplaceFacilitator,Amazon Services,Wireless Mouse
