source_relation,amazon_order_id,order_item_id,asin,seller_sku,title,product_info_detail_number_of_items,scheduled_delivery_start_date,scheduled_delivery_end_date,quantity_ordered,quantity_shipped,item_price_amount,item_price_currency_code,item_tax_amount,item_tax_currency_code,shipping_discount_amount,shipping_discount_currency_code,shipping_discount_tax_amount,shipping_discount_tax_currency_code,shipping_price_amount,shipping_price_currency_code,shipping_tax_amount,shipping_tax_currency_code,promotion_discount_amount,promotion_discount_currency_code,promotion_discount_tax_amount,promotion_discount_tax_currency_code,condition_id,condition_note,condition_subtype_id,buyer_requested_cancel_reason,is_buyer_requested_cancel,deemed_reseller_category,ioss_number,is_gift,is_transparency,is_serial_number_required,store_chain_store_id,tax_collection_model,tax_collection_responsible_party
amazon_selling_partner.public,ORDER00109,ITEM00132,B0E7STG2152,SKU-5350,Wireless Mouse,1,2025-01-23,2025-01-29,4,0,267.970000,USD,29.870000,,0.660000,USD,1.460000,USD,10.250000,USD,0.540000,USD,14.650000,USD,3.310000,USD,Used,Note for condition 33,OEM,Delayed delivery,f,IOSS,IOSS-49892,t,t,f,Store-82,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00110,ITEM00133,B0E7STG1411,SKU-9942,Bluetooth Speaker,1,2025-01-23,2025-01-29,7,0,386.680000,USD,49.600000,,0.900000,USD,1.670000,USD,7.040000,USD,3.990000,USD,11.590000,USD,1.150000,USD,Used,Note for condition 31,Poor,Delayed delivery,f,IOSS,IOSS-17820,t,t,t,Store-2,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00111,ITEM00134,B0E7STG3272,SKU-7788,Bluetooth Speaker,1,2025-01-28,2025-02-02,8,7,362.410000,USD,28.990000,,3.850000,USD,1.350000,USD,19.220000,USD,2.320000,USD,16.810000,USD,3.070000,USD,Refurbished,Note for condition 47,Warranty,Delayed delivery,f,UOSS,IOSS-30405,f,t,t,Store-72,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00111,ITEM00135,B0E7STG2540,SKU-8211,Phone Case,8,2025-01-27,2025-02-01,4,1,40.600000,USD,46.410000,,3.370000,USD,0.590000,USD,3.030000,USD,2.320000,USD,4.180000,USD,2.720000,USD,Preorder,Note for condition 71,Club,Changed mind,f,UOSS,IOSS-61612,f,f,f,Store-21,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00111,ITEM00136,B0E7STG1806,SKU-3789,Laptop Stand,1,2025-01-25,2025-01-29,3,1,24.370000,USD,1.770000,,2.690000,USD,0.330000,USD,1.110000,USD,0.890000,USD,9.150000,USD,3.590000,USD,Preorder,Note for condition 63,Open Box,Delayed delivery,f,UOSS,IOSS-63406,f,f,t,Store-75,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00112,ITEM00137,B0E7STG7967,SKU-6921,Wireless Mouse,1,2025-01-23,2025-01-29,1,1,405.730000,USD,10.660000,,6.960000,USD,0.760000,USD,7.180000,USD,4.290000,USD,18.610000,USD,1.410000,USD,Used,Note for condition 41,Mint,Found cheaper,f,IOSS,IOSS-82549,t,t,f,Store-80,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00112,ITEM00138,B0E7STG8361,SKU-7295,Laptop Stand,2,2025-01-28,2025-01-31,6,6,174.300000,USD,47.940000,,8.020000,USD,0.180000,USD,3.010000,USD,0.980000,USD,8.340000,USD,1.470000,USD,New,Note for condition 17,Poor,Changed mind,t,IOSS,IOSS-69979,t,t,t,Store-19,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00112,ITEM00139,B0E7STG1478,SKU-9292,Laptop Stand,4,2025-01-28,2025-01-31,3,2,80.210000,USD,44.550000,,2.500000,USD,1.270000,USD,16.510000,USD,0.410000,USD,5.250000,USD,3.240000,USD,Used,Note for condition 21,Refurbished Warrnty,Changed mind,f,IOSS,IOSS-94857,f,t,t,Store-69,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00112,ITEM00140,B0E7STG2087,SKU-5524,Bluetooth Speaker,8,2025-01-26,2025-01-29,7,0,123.520000,USD,44.120000,,0.250000,USD,1.160000,USD,1.130000,USD,4.310000,USD,13.820000,USD,2.620000,USD,Collectible,Note for condition 74,Refurbished Warrnty,Delayed delivery,f,UOSS,IOSS-62355,f,t,f,Store-24,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00112,ITEM00141,B0E7STG7271,SKU-5554,Bluetooth Speaker,6,2025-01-28,2025-01-31,5,5,268.700000,USD,16.030000,,9.810000,USD,0.790000,USD,6.440000,USD,1.720000,USD,2.910000,USD,0.830000,USD,Club,Note for condition 91,Other,Delayed delivery,f,UOSS,IOSS-86984,t,t,f,Store-82,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00113,ITEM00142,B0E7STG9720,SKU-2167,Phone Case,7,2025-01-28,2025-02-01,10,10,478.940000,USD,24.630000,,0.140000,USD,0.210000,USD,11.350000,USD,0.730000,USD,19.820000,USD,-3001.970000,USD,New,Note for condition 5,Club,Delayed delivery,f,IOSS,IOSS-95905,t,t,f,Store-47,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00114,ITEM00143,B0E7STG1036,SKU-7035,Laptop Stand,1,2025-01-25,2025-01-29,1,1,244.160000,USD,48.390000,,2.690000,USD,0.330000,USD,1.110000,USD,0.890000,USD,9.150000,USD,3.590000,USD,Preorder,Note for condition 63,Open Box,Delayed delivery,f,UOSS,IOSS-63406,f,f,t,Store-75,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00115,ITEM00144,B0E7STG1625,SKU-1774,Laptop Stand,7,2025-01-28,2025-01-30,6,6,74.710000,USD,39.230000,,4.090000,USD,0.710000,USD,13.260000,USD,1.470000,USD,17.080000,USD,0.530000,USD,Club,Note for condition 50,Open Box,Delayed delivery,t,UOSS,IOSS-29313,t,t,t,Store-59,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00115,ITEM00145,B0E7STG9035,SKU-6171,Bluetooth Speaker,5,2025-01-28,2025-02-01,5,5,108.360000,USD,6.270000,,4.420000,USD,1.630000,USD,18.510000,USD,0.460000,USD,16.130000,USD,1.480000,USD,Preorder,Note for condition 82,Acceptable,Found cheaper,f,UOSS,IOSS-11370,f,f,t,Store-81,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00115,ITEM00146,B0E7STG7835,SKU-5760,Bluetooth Speaker,4,2025-01-27,2025-01-31,10,3,361.840000,USD,49.180000,,7.060000,USD,1.400000,USD,8.540000,USD,0.830000,USD,4.650000,USD,1.550000,USD,Collectible,Note for condition 76,Open Box,Found cheaper,f,UOSS,IOSS-82427,f,f,f,Store-50,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00116,ITEM00147,B0E7STG1764,SKU-5575,Bluetooth Speaker,6,2025-01-28,2025-02-02,8,2,119.170000,USD,21.830000,,5.180000,USD,1.410000,USD,8.870000,USD,4.050000,USD,8.220000,USD,1.530000,USD,Club,Note for condition 14,Mint,Found cheaper,f,IOSS,IOSS-15530,t,f,t,Store-45,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00116,ITEM00148,B0E7STG8937,SKU-5987,Wireless Mouse,9,2025-01-28,2025-01-29,5,2,141.330000,USD,12.260000,,7.890000,USD,0.950000,USD,10.860000,USD,3.150000,USD,7.060000,USD,1.050000,USD,Refurbished,Note for condition 48,Refurbished Warrnty,Delayed delivery,t,UOSS,IOSS-49580,f,f,f,Store-36,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00116,ITEM00149,B0E7STG2725,SKU-5976,Wireless Mouse,1,2025-01-23,2025-01-29,1,0,154.000000,USD,16.440000,,6.960000,USD,0.760000,USD,7.180000,USD,4.290000,USD,18.610000,USD,1.410000,USD,Used,Note for condition 41,Mint,Found cheaper,f,IOSS,IOSS-82549,t,t,f,Store-80,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00117,ITEM00150,B0E7STG2929,SKU-7079,Phone Case,1,2025-01-27,2025-02-02,8,5,203.190000,USD,23.540000,,7.550000,USD,0.840000,USD,2.190000,USD,0.260000,USD,14.690000,USD,4.850000,USD,Club,Note for condition 12,Other,Delayed delivery,f,IOSS,IOSS-56140,f,t,f,Store-39,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00117,ITEM00151,B0E7STG6850,SKU-8970,Phone Case,1,2025-01-26,2025-02-01,2,2,44.590000,USD,23.770000,,-4000.220000,USD,0.010000,USD,-1000.540000,USD,-3123.690000,USD,-19.200000,USD,3000.870000,USD,New,Note for condition 2,Very Good,Changed mind,f,IOSS,IOSS-98378,f,t,t,Store-91,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00117,ITEM00152,B0E7STG7624,SKU-5658,Bluetooth Speaker,5,2025-01-26,2025-02-02,9,6,219.570000,USD,12.960000,,2.440000,USD,1.000000,USD,13.590000,USD,1.900000,USD,10.600000,USD,3.050000,USD,Collectible,Note for condition 86,Warranty,Found cheaper,f,UOSS,IOSS-62540,f,t,f,Store-56,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00118,ITEM00153,B0E7STG5315,SKU-8045,Phone Case,2,2025-01-27,2025-01-29,9,6,274.690000,USD,33.520000,,7.110000,USD,0.030000,USD,5.160000,USD,1.520000,USD,2.890000,USD,2.150000,USD,Collectible,Note for condition 83,Poor,Changed mind,f,UOSS,IOSS-15130,f,t,t,Store-43,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00118,ITEM00154,B0E7STG3443,SKU-2812,Bluetooth Speaker,1,2025-01-26,2025-02-01,4,1,34.080000,USD,14.550000,,2.510000,USD,1.090000,USD,5.620000,USD,2.040000,USD,2.420000,USD,3.340000,USD,Collectible,Note for condition 81,Very Good,Changed mind,t,UOSS,IOSS-52174,f,f,t,Store-64,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00118,ITEM00155,B0E7STG7682,SKU-5531,Bluetooth Speaker,1,2025-01-28,2025-02-02,7,1,435.670000,USD,12.530000,,3.850000,USD,1.350000,USD,19.220000,USD,2.320000,USD,16.810000,USD,3.070000,USD,Refurbished,Note for condition 47,Warranty,Delayed delivery,f,UOSS,IOSS-30405,f,t,t,Store-72,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00119,ITEM00156,B0E7STG9429,SKU-9524,Bluetooth Speaker,10,2025-01-27,2025-02-02,2,0,283.260000,USD,46.480000,,8.810000,USD,1.310000,USD,14.350000,USD,1.950000,USD,13.170000,USD,2.130000,USD,Refurbished,Note for condition 56,Acceptable,Changed mind,t,UOSS,IOSS-98999,f,f,f,Store-53,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00119,ITEM00157,B0E7STG2017,SKU-9479,Wireless Mouse,1,2025-01-23,2025-01-29,4,0,415.930000,USD,15.660000,,0.660000,USD,1.460000,USD,10.250000,USD,0.540000,USD,14.650000,USD,3.310000,USD,Used,Note for condition 33,OEM,Delayed delivery,f,IOSS,IOSS-49892,t,t,f,Store-82,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00119,ITEM00158,B0E7STG4678,SKU-1874,Wireless Mouse,9,2025-01-23,2025-01-31,4,2,43.380000,USD,14.490000,,2.000000,USD,1.670000,USD,1.760000,USD,0.020000,USD,12.260000,USD,1.480000,USD,Refurbished,Note for condition 59,OEM,Changed mind,t,UOSS,IOSS-22344,t,t,t,Store-19,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00120,ITEM00159,B0E7STG9287,SKU-2358,Laptop Stand,5,2025-01-28,2025-01-31,1,0,47.600000,USD,35.270000,,3.590000,USD,0.930000,USD,0.930000,USD,0.860000,USD,2.860000,USD,4.330000,USD,Collectible,Note for condition 85,OEM,Changed mind,f,UOSS,IOSS-86561,f,f,f,Store-74,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00120,ITEM00160,B0E7STG6848,SKU-2520,Wireless Mouse,10,2025-01-25,2025-02-02,9,1,406.770000,USD,10.220000,,5.380000,USD,0.230000,USD,12.260000,USD,4.780000,USD,7.950000,USD,2.010000,USD,Used,Note for condition 25,Other,Changed mind,f,IOSS,IOSS-26701,f,t,t,Store-67,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00121,ITEM00161,B0E7STG7150,SKU-7647,Phone Case,2,2025-01-24,2025-01-31,1,1,126.100000,USD,47.390000,,7.400000,USD,1.590000,USD,13.750000,USD,1.700000,USD,14.950000,USD,2.850000,USD,Used,Note for condition 23,Open Box,Changed mind,f,IOSS,IOSS-19534,t,f,t,Store-37,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00122,ITEM00162,B0E7STG3685,SKU-4026,Laptop Stand,4,2025-01-28,2025-01-31,7,4,49.780000,USD,47.690000,,2.500000,USD,1.270000,USD,16.510000,USD,0.410000,USD,5.250000,USD,3.240000,USD,Used,Note for condition 21,Refurbished Warrnty,Changed mind,f,IOSS,IOSS-94857,f,t,t,Store-69,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00122,ITEM00163,B0E7STG2418,SKU-8188,Laptop Stand,2,2025-01-26,2025-01-31,1,1,430.810000,USD,43.540000,,9.410000,USD,0.560000,USD,12.130000,USD,4.430000,USD,19.090000,USD,2.130000,USD,Used,Note for condition 39,Other,Delayed delivery,t,IOSS,IOSS-58617,f,f,f,Store-19,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00123,ITEM00164,B0E7STG9169,SKU-1774,Phone Case,8,2025-01-23,2025-02-02,4,2,447.790000,USD,31.710000,,3.360000,USD,1.430000,USD,7.050000,USD,3.960000,USD,7.950000,USD,2.770000,USD,Used,Note for condition 22,Refurbished,Delayed delivery,t,IOSS,IOSS-12197,t,t,t,Store-76,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00123,ITEM00165,B0E7STG9581,SKU-4818,Laptop Stand,2,2025-01-26,2025-01-31,6,1,275.900000,USD,46.070000,,9.410000,USD,0.560000,USD,12.130000,USD,4.430000,USD,19.090000,USD,2.130000,USD,Used,Note for condition 39,Other,Delayed delivery,t,IOSS,IOSS-58617,f,f,f,Store-19,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00123,ITEM00166,B0E7STG2554,SKU-7786,Phone Case,7,2025-01-23,2025-02-02,9,1,335.250000,USD,2.320000,,6.830000,USD,1.240000,USD,13.880000,USD,3.630000,USD,2.650000,USD,4.890000,USD,Used,Note for condition 28,Mint,Found cheaper,t,IOSS,IOSS-43779,f,f,t,Store-39,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00124,ITEM00167,B0E7STG9226,SKU-8419,Phone Case,9,2025-01-25,2025-02-02,1,1,137.090000,USD,5.880000,,7.610000,USD,0.670000,USD,19.400000,USD,4.800000,USD,3.150000,USD,3.730000,USD,Used,Note for condition 44,Poor,Changed mind,f,UOSS,IOSS-72636,f,f,t,Store-66,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00125,ITEM00168,B0E7STG6364,SKU-2409,Phone Case,1,2025-01-28,2025-01-31,6,5,301.090000,USD,12.720000,,0.360000,USD,0.820000,USD,0.940000,USD,0.320000,USD,16.330000,USD,4.420000,USD,Preorder,Note for condition 72,OEM,Found cheaper,t,UOSS,IOSS-18437,f,f,f,Store-74,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00125,ITEM00169,B0E7STG4933,SKU-8272,Bluetooth Speaker,2,2025-01-25,2025-01-29,8,8,457.230000,USD,28.770000,,3.660000,USD,1.030000,USD,13.920000,USD,2.870000,USD,17.820000,USD,1.190000,USD,Used,Note for condition 32,Club,Delayed delivery,t,IOSS,IOSS-67307,t,f,f,Store-97,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00125,ITEM00170,B0E7STG6805,SKU-3979,Phone Case,4,2025-01-24,2025-02-02,8,8,360.690000,USD,16.990000,,4.490000,USD,0.920000,USD,17.120000,USD,4.860000,USD,12.880000,USD,2.120000,USD,Preorder,Note for condition 70,Poor,Found cheaper,f,UOSS,IOSS-55250,f,f,t,Store-14,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00125,ITEM00171,B0E7STG6718,SKU-4323,Laptop Stand,3,2025-01-26,2025-02-01,6,5,232.710000,USD,15.210000,,6.960000,USD,0.670000,USD,0.530000,USD,1.540000,USD,16.610000,USD,2.740000,USD,Collectible,Note for condition 80,Mint,Changed mind,f,UOSS,IOSS-35059,t,f,t,Store-57,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00126,ITEM00172,B0E7STG1845,SKU-4320,Wireless Mouse,9,2025-01-28,2025-02-01,10,1,154.560000,USD,2.130000,,9.480000,USD,0.360000,USD,2.640000,USD,2.350000,USD,3.830000,USD,2.620000,USD,Preorder,Note for condition 67,Mint,Found cheaper,t,UOSS,IOSS-89393,f,f,f,Store-60,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00127,ITEM00173,B0E7STG1142,SKU-3533,Wireless Mouse,4,2025-01-28,2025-02-02,4,3,239.780000,USD,43.430000,,7.310000,USD,0.970000,USD,12.990000,USD,4.100000,USD,19.750000,USD,3.990000,USD,New,Note for condition 7,Warranty,Found cheaper,t,IOSS,IOSS-55443,t,t,f,Store-76,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00127,ITEM00174,B0E7STG6453,SKU-9627,Phone Case,1,2025-01-26,2025-02-01,3,0,180.790000,USD,31.800000,,-4000.220000,USD,0.010000,USD,-1000.540000,USD,-3123.690000,USD,-19.200000,USD,3000.870000,USD,New,Note for condition 2,Very Good,Changed mind,f,IOSS,IOSS-98378,f,t,t,Store-91,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00127,ITEM00175,B0E7STG3553,SKU-9441,Laptop Stand,4,2025-01-28,2025-01-31,1,1,210.500000,USD,22.020000,,2.500000,USD,1.270000,USD,16.510000,USD,0.410000,USD,5.250000,USD,3.240000,USD,Used,Note for condition 21,Refurbished Warrnty,Changed mind,f,IOSS,IOSS-94857,f,t,t,Store-69,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00128,ITEM00176,B0E7STG8976,SKU-5469,Phone Case,7,2025-01-24,2025-01-29,10,3,233.200000,USD,19.640000,,1.770000,USD,1.420000,USD,0.530000,USD,2.290000,USD,13.180000,USD,4.900000,USD,Collectible,Note for condition 84,Club,Delayed delivery,f,UOSS,IOSS-19751,f,f,t,Store-66,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00128,ITEM00177,B0E7STG5171,SKU-3534,Wireless Mouse,3,2025-01-27,2025-02-01,7,6,19.950000,USD,2.160000,,1.720000,USD,0.150000,USD,13.190000,USD,1.660000,USD,7.450000,USD,0.350000,USD,Refurbished,Note for condition 60,Warranty,Changed mind,f,UOSS,IOSS-74046,t,f,t,Store-89,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00128,ITEM00178,B0E7STG6460,SKU-8272,Bluetooth Speaker,5,2025-01-26,2025-02-02,10,9,291.370000,USD,24.440000,,2.440000,USD,1.000000,USD,13.590000,USD,1.900000,USD,10.600000,USD,3.050000,USD,Collectible,Note for condition 86,Warranty,Found cheaper,f,UOSS,IOSS-62540,f,t,f,Store-56,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00129,ITEM00179,B0E7STG1207,SKU-1924,Wireless Mouse,5,2025-01-23,2025-02-01,9,7,310.090000,USD,24.360000,,6.430000,USD,0.660000,USD,10.820000,USD,4.530000,USD,10.050000,USD,3.850000,USD,Used,Note for condition 43,Acceptable,Found cheaper,t,UOSS,IOSS-60775,t,t,t,Store-92,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00130,ITEM00180,B0E7STG6120,SKU-4270,Bluetooth Speaker,8,2025-01-26,2025-01-29,3,2,191.400000,USD,5.700000,,9.740000,USD,1.130000,USD,16.480000,USD,4.870000,USD,16.670000,USD,0.120000,USD,New,Note for condition 4,Poor,Changed mind,t,IOSS,IOSS-18590,t,f,f,Store-99,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00130,ITEM00181,B0E7STG2178,SKU-8242,Phone Case,7,2025-01-28,2025-02-01,6,5,481.960000,USD,48.710000,,0.140000,USD,0.210000,USD,11.350000,USD,0.730000,USD,19.820000,USD,-3001.970000,USD,New,Note for condition 5,Club,Delayed delivery,f,IOSS,IOSS-95905,t,t,f,Store-47,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00131,ITEM00182,B0E7STG6079,SKU-9839,Bluetooth Speaker,6,2025-01-26,2025-01-29,10,8,328.270000,USD,5.670000,,6.560000,USD,1.810000,USD,1.390000,USD,0.530000,USD,11.720000,USD,0.730000,USD,Preorder,Note for condition 69,Acceptable,Delayed delivery,f,UOSS,IOSS-58852,f,f,t,Store-84,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00131,ITEM00183,B0E7STG6692,SKU-1468,Bluetooth Speaker,1,2025-01-28,2025-02-02,1,1,327.520000,USD,22.100000,,3.850000,USD,1.350000,USD,19.220000,USD,2.320000,USD,16.810000,USD,3.070000,USD,Refurbished,Note for condition 47,Warranty,Delayed delivery,f,UOSS,IOSS-30405,f,t,t,Store-72,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00132,ITEM00184,B0E7STG6253,SKU-8164,Bluetooth Speaker,3,2025-01-28,2025-02-02,3,3,185.450000,USD,20.690000,,6.610000,USD,0.860000,USD,17.200000,USD,1.160000,USD,3.150000,USD,2.230000,USD,Collectible,Note for condition 77,Any,Delayed delivery,t,UOSS,IOSS-65398,t,f,t,Store-53,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00133,ITEM00185,B0E7STG4179,SKU-3754,Bluetooth Speaker,4,2025-01-25,2025-02-02,6,4,256.610000,USD,16.950000,,1.420000,USD,1.050000,USD,4.050000,USD,0.770000,USD,9.920000,USD,1.430000,USD,Used,Note for condition 38,Any,Delayed delivery,f,IOSS,IOSS-30498,f,t,f,Store-5,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00133,ITEM00186,B0E7STG1407,SKU-3162,Bluetooth Speaker,10,2025-01-27,2025-01-29,6,5,196.380000,USD,34.570000,,5.650000,USD,1.380000,USD,5.790000,USD,3.670000,USD,3.140000,USD,1.640000,USD,Collectible,Note for condition 88,Refurbished,Found cheaper,f,UOSS,IOSS-53336,f,f,t,Store-15,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00133,ITEM00187,B0E7STG1243,SKU-8152,Laptop Stand,2,2025-01-24,2025-01-30,8,7,171.820000,USD,45.470000,,0.300000,USD,0.450000,USD,14.740000,USD,3.280000,USD,0.710000,USD,1.550000,USD,Refurbished,Note for condition 57,Poor,Changed mind,t,UOSS,IOSS-46900,t,f,t,Store-23,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00133,ITEM00188,B0E7STG8589,SKU-9849,Phone Case,7,2025-01-24,2025-02-01,10,7,314.420000,USD,20.260000,,0.150000,USD,1.450000,USD,1.000000,USD,4.080000,USD,7.560000,USD,2.750000,USD,New,Note for condition 19,OEM,Changed mind,t,IOSS,IOSS-91076,t,f,t,Store-71,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00133,ITEM00189,B0E7STG3674,SKU-1851,Wireless Mouse,5,2025-01-23,2025-02-01,9,8,180.760000,USD,5.110000,,6.430000,USD,0.660000,USD,10.820000,USD,4.530000,USD,10.050000,USD,3.850000,USD,Used,Note for condition 43,Acceptable,Found cheaper,t,UOSS,IOSS-60775,t,t,t,Store-92,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00134,ITEM00190,B0E7STG9873,SKU-9427,Phone Case,9,2025-01-25,2025-02-02,6,1,199.920000,USD,43.240000,,7.610000,USD,0.670000,USD,19.400000,USD,4.800000,USD,3.150000,USD,3.730000,USD,Used,Note for condition 44,Poor,Changed mind,f,UOSS,IOSS-72636,f,f,t,Store-66,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00134,ITEM00191,B0E7STG2034,SKU-3612,Phone Case,7,2025-01-23,2025-02-02,7,3,209.140000,USD,30.750000,,6.830000,USD,1.240000,USD,13.880000,USD,3.630000,USD,2.650000,USD,4.890000,USD,Used,Note for condition 28,Mint,Found cheaper,t,IOSS,IOSS-43779,f,f,t,Store-39,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00135,ITEM00192,B0E7STG5878,SKU-5086,Wireless Mouse,5,2025-01-23,2025-01-31,3,2,121.540000,USD,38.260000,,5.770000,USD,0.650000,USD,14.960000,USD,2.940000,USD,8.060000,USD,2.720000,USD,Preorder,Note for condition 68,Very Good,Changed mind,f,UOSS,IOSS-28124,f,t,f,Store-77,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00135,ITEM00193,B0E7STG9549,SKU-1626,Wireless Mouse,9,2025-01-28,2025-02-01,8,2,383.330000,USD,26.890000,,9.480000,USD,0.360000,USD,2.640000,USD,2.350000,USD,3.830000,USD,2.620000,USD,Preorder,Note for condition 67,Mint,Found cheaper,t,UOSS,IOSS-89393,f,f,f,Store-60,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00135,ITEM00194,B0E7STG2724,SKU-5050,Laptop Stand,8,2025-01-28,2025-01-31,9,7,103.490000,USD,15.950000,,8.910000,USD,0.210000,USD,11.110000,USD,2.120000,USD,5.160000,USD,2.250000,USD,Used,Note for condition 26,New,Changed mind,t,IOSS,IOSS-23171,t,f,f,Store-50,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00135,ITEM00195,B0E7STG3984,SKU-4922,Laptop Stand,5,2025-01-28,2025-01-31,3,2,147.190000,USD,6.670000,,3.590000,USD,0.930000,USD,0.930000,USD,0.860000,USD,2.860000,USD,4.330000,USD,Collectible,Note for condition 85,OEM,Changed mind,f,UOSS,IOSS-86561,f,f,f,Store-74,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00136,ITEM00196,B0E7STG9658,SKU-7695,Wireless Mouse,4,2025-01-24,2025-01-31,4,4,404.780000,USD,34.350000,,3.190000,USD,0.410000,USD,4.290000,USD,0.400000,USD,0.370000,USD,4.340000,USD,New,Note for condition 6,OEM,Found cheaper,t,IOSS,IOSS-74555,f,f,f,Store-92,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00137,ITEM00197,B0E7STG6667,SKU-4879,Wireless Mouse,2,2025-01-24,2025-02-02,8,4,374.780000,USD,45.080000,,0.940000,USD,0.810000,USD,17.940000,USD,3.650000,USD,11.930000,USD,0.720000,USD,Club,Note for condition 92,New,Found cheaper,f,UOSS,IOSS-17974,f,t,f,Store-91,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00137,ITEM00198,B0E7STG2400,SKU-9938,Phone Case,7,2025-01-24,2025-02-01,3,2,448.700000,USD,22.990000,,4.990000,USD,0.940000,USD,12.840000,USD,0.460000,USD,4.210000,USD,4.710000,USD,Refurbished,Note for condition 58,Club,Found cheaper,t,UOSS,IOSS-99956,f,t,f,Store-72,MarketplaceFacilitator,Amazon Services
