latitude,longitude,data_center_gross_floor_area,bar_nightclub_gross_floor,postcode,national_median_site_energy,green_power_offsite_kwh,natural_gas_cost,energy_star_score,medical_office_number_of_1,year_built,museum_gross_floor_area_ft,hospital_general_medical_16,parking_open_parking_lot,bank_branch_number_of,enclosed_mall_gross_floor,retail_store_weekly_operating,county,medical_office_mri_machine,estimated_savings_from_energy,other_water_sources_combined,fuel_oil_no_5_and_no_6_cost,office_worker_density_number,office_number_of_computers,fuel_oil_no_4_cost,data_center_national_median,net_emissions_metric_tons,national_median_source_energy,energy_star_certification_2,municipally_supplied_potable_4,courthouse_gross_floor_area,percent_of_electricity_that,vocational_school_gross_floor,electricity_use_grid_purchase,adult_education_gross_floor,other_weekly_operating_hours,fuel_oil_no_2_cost,parking_gross_floor_area,retail_store_number_of_open,multifamily_housing_number,weather_normalized_source_1,multifamily_housing_maximum,multifamily_housing_primary,energy_alerts,data_center_it_source_energy,green_power_onsite_kwh,estimated_data_flag_district,release_date,national_median_energy_cost,financial_office_weekly,data_center_pue,district_steam_use_kbtu,year_ending,multifamily_housing_percent_2,direct_ghg_emissions_metric
40.735988,-73.991152,Not Available,Not Available,10003,11080800,0,0,69,Not Available,1911,Not Available,Not Available,Not Available,Not Available,Not Available,77,Not Available,Not Available,0,Not Available,0,3.53459,321,Not Available,Not Available,691.8,26600400,Not Available,2873.3,Not Available,0,Not Available,5723267.6,Not Available,96,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,<b>Fuel Oil #6</b> has one or more bills in the selected timeframe that cover more than 65 days. Please enter energy use in bills less than 65 days.,Not Available,Not Available,Not Available,2014-04-23T15:25:05.000,0,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,Not Available,226.1
40.766993,-73.987531,Not Available,Not Available,10019,14404650.4,0,415.48423,Not Available,Not Available,1905,Not Available,Not Available,Not Available,Not Available,Not Available,80,Not Available,Not Available,0,Not Available,Not Available,2.65956,509.39,91810.6533,Not Available,1184,37558604.3,Not Available,Not Available,Not Available,0,Not Available,11121362.2,Not Available,133,Not Available,Not Available,2,Not Available,38694864.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2014-04-21T14:30:43.000,403716.55,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,Not Available,279.2
40.745776,-73.995619,Not Available,Not Available,10001,Not Available,0,0,Not Available,Not Available,1935,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,USA,Not Available,0,Not Available,0,Not Available,Not Available,Not Available,Not Available,458.3,Not Available,Not Available,1641.2,Not Available,0,Not Available,1304728.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,<b>#6 Oil</b> has one or more bills in the selected timeframe that cover more than 65 days. Please enter energy use in bills less than 65 days.,Not Available,Not Available,Not Available,2014-04-28T10:01:35.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,100,352.1
40.852799,-73.853325,Not Available,Not Available,10461,Not Available,0,0,Not Available,3,1933,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Bronx,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,344.7,Not Available,Not Available,299.2,Not Available,0,Not Available,1126379.7,Not Available,Not Available,0,Not Available,Not Available,157,8488970.5,6,Fuel Oil (No. 2),Not Available,Not Available,Not Available,Not Available,2014-04-30T13:42:49.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,20,253.1
40.783399,-73.827742,Not Available,Not Available,11357,5849685.5,0,36690.67847,Not Available,Not Available,2005,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,United States,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,522.9,13108487,Not Available,3005.9,Not Available,0,Not Available,4309226.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,16925174.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2014-04-30T11:59:29.000,151625.21,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,Not Available,172.3
40.562387,-74.111617,Not Available,Not Available,10306,Not Available,0,0,Not Available,Not Available,1968,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,437.8,Not Available,Not Available,Not Available,Not Available,0,Not Available,1988886.9,Not Available,Not Available,Not Available,Not Available,Not Available,259,11741938.8,Not Available,Not Available,The most recent bill for one or more meters in use is either more than 120 days old or prior to your <b>Next Eligible Date</b>.,Not Available,Not Available,Not Available,2014-05-01T11:04:49.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,100,276
40.732818,-73.987537,Not Available,Not Available,10003,Not Available,0,800.328812,Not Available,Not Available,2007,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,676.9,Not Available,Not Available,Not Available,Not Available,0,Not Available,4437724.4,Not Available,Not Available,Not Available,Not Available,Not Available,155,18113224.8,21,District Steam,The most recent bill for one or more meters in use is either more than 120 days old or prior to your <b>Next Eligible Date</b>.,Not Available,Not Available,No,2014-05-01T23:17:57.000,Not Available,Not Available,Not Available,3536921.2,2013-12-31T00:00:00.000,100,2.7
,,Not Available,Not Available,10303,7720785.6,0,1551.160159,86,Not Available,2004,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,342.3,18600902.1,04/30/2012,518,Not Available,0,Not Available,2794632.8,Not Available,Not Available,Not Available,Not Available,0,Not Available,10282201,Not Available,Not Available,Not Available,Not Available,0,Not Available,2014-07-15T14:38:42.000,415888.53,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,Not Available,5.8
40.760753,-73.983525,11750,Not Available,10019,72212186.6,0,12320.733,75,Not Available,1990,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,2.89593,1923.93,Not Available,Not Available,4404.1,188524919.1,08/31/2014,0,Not Available,0,Not Available,38914187.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,139356871.2,Not Available,Not Available,The most recent bill for one or more meters in use in the selected timeframe is either more than 120 days old or prior to your <b>Next Eligible Date</b>.,5038215.2,Not Available,No,2014-04-21T22:42:26.000,3095578.67,Not Available,Not Available,13241323.5,2013-12-31T00:00:00.000,Not Available,65.6
40.706995,-74.012335,Not Available,Not Available,10006,73450000,0,Not Available,88,Not Available,1916,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,2.72853,3103,Not Available,Not Available,3563.9,193245000,08/31/2014,Not Available,Not Available,0,Not Available,31556595,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,111128033.1,Not Available,Not Available,The most recent bill for one or more meters in use in the selected timeframe is either more than 120 days old or prior to your <b>Next Eligible Date</b>.,Not Available,Not Available,No,2014-04-18T11:24:06.000,0,60,Not Available,11253951.7,2013-12-31T00:00:00.000,Not Available,0
40.768051,-73.89144,Not Available,Not Available,11370,Not Available,0,0,Not Available,Not Available,1939,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Queens,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,328,Not Available,Not Available,Not Available,Not Available,0,Not Available,883077.3,Not Available,Not Available,Not Available,Not Available,Not Available,72,7795751.8,3,Natural Gas,Not Available,Not Available,Not Available,Not Available,2014-04-29T14:07:49.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,90,256.2
40.760757,-73.975569,Not Available,Not Available,10022,3339502.8,0,15219.64369,18,Not Available,1912,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,United States,Not Available,0,Not Available,Not Available,0.49948,30,Not Available,Not Available,359.1,8805235.8,Not Available,2044.9,Not Available,0,Not Available,3654115.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,12685934.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2014-05-01T12:27:18.000,162644.33,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,Not Available,61.8
40.739337,-73.991946,Not Available,Not Available,10011,5894362,0,0,Not Available,Not Available,1900,Not Available,Not Available,Not Available,Not Available,Not Available,65,Not Available,Not Available,0,Not Available,Not Available,0.46508,21.4,86130.8601,Not Available,539.9,12141238,Not Available,Not Available,Not Available,0,Not Available,3410704.3,Not Available,Not Available,Not Available,Not Available,0,22,14212602.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2014-04-28T13:12:38.000,73352.35,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,100,262.4
40.768235,-73.968826,Not Available,Not Available,10065,Not Available,0,0,Not Available,Not Available,1920,Not Available,Not Available,Not Available,Not Available,Not Available,48.41,New  York,Not Available,0,Not Available,Not Available,2.3,7,Not Available,Not Available,325.4,Not Available,Not Available,Not Available,Not Available,0,Not Available,731438.4,Not Available,Not Available,Not Available,Not Available,0,51,5904342.3,11,Not Available,The meters associated with the property must account for the total energy consumption of the entire property. Check the meter associations (from the Meters tab for this property) to make sure that your selections are current and accurate for the property.,Not Available,Not Available,No,2014-04-29T15:07:42.000,Not Available,Not Available,Not Available,2970747.1,2013-12-31T00:00:00.000,100,2.9
40.752171,-73.983701,Not Available,Not Available,10018,18575381.5,0,0,77,Not Available,1927,Not Available,Not Available,Not Available,Not Available,Not Available,40,USA,Not Available,0,Not Available,Not Available,1.94172,290,Not Available,Not Available,1043.3,39924462.5,05/31/2013,Not Available,Not Available,0,Not Available,7100053.2,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,<b>FUEL OIL #4</b> has one or more bills in the selected timeframe that cover more than 65 days. Please enter energy use in bills less than 65 days.,Not Available,Not Available,Not Available,2014-04-29T12:05:48.000,0,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,Not Available,465.6
40.852799,-73.853325,Not Available,Not Available,10461,Not Available,0,0,Not Available,Not Available,1930,Not Available,Not Available,Not Available,Not Available,Not Available,65.87,Bronx,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,525,Not Available,Not Available,Not Available,Not Available,0,Not Available,1283219.1,Not Available,Not Available,Not Available,Not Available,2,207,9303536.1,5,Fuel Oil (No. 4),Not Available,Not Available,Not Available,Not Available,2014-04-29T18:58:19.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,20,420.6
40.753074,-73.972753,2158,Not Available,10017,24872850.8,0,Not Available,Not Available,Not Available,1961,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,2.77454,1100,Not Available,Not Available,3252.4,53697801.8,08/31/2011,Not Available,Not Available,0,Not Available,18881259.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81832757.1,Not Available,Not Available,Not Available,Not Available,Not Available,No,2014-04-30T11:07:15.000,0,Not Available,Not Available,19383324.9,2013-12-31T00:00:00.000,Not Available,0
40.706251,-74.012952,Not Available,Not Available,10006,45549595.6,0,Not Available,74,Not Available,1928,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,2.30197,895,Not Available,Not Available,2835.6,115574268.6,08/31/2014,Not Available,Not Available,0,Not Available,23366990.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,86169050.6,Not Available,Not Available,The most recent bill for one or more meters in use is either more than 120 days old or prior to your <b>Next Eligible Date</b>.,Not Available,Not Available,No,2014-04-29T15:11:05.000,794295.04,Not Available,Not Available,10554422.8,2013-12-31T00:00:00.000,Not Available,0
40.791972,-73.971383,Not Available,Not Available,10025,Not Available,0,0,Not Available,Not Available,1928,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,10330.1,Not Available,Not Available,Not Available,Not Available,Not Available,1345.8,Not Available,Not Available,Not Available,Not Available,0,Not Available,3762723.1,Not Available,Not Available,0,Not Available,Not Available,290,26190697.6,17,Fuel Oil (No. 5 and No. 6),Not Available,Not Available,Not Available,Not Available,2014-04-30T13:51:25.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,100,1039.7
40.757082,-73.976145,Not Available,Not Available,10017,7992799.2,0,355.925673,24,57,1926,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,Not Available,Not Available,3.26839,199.66,Not Available,Not Available,876.3,19744768.8,Not Available,Not Available,Not Available,0,Not Available,6839744.1,Not Available,61.51,Not Available,Not Available,Not Available,Not Available,25584164.8,Not Available,Not Available,The most recent bill for one or more meters in use is either more than 120 days old or prior to your <b>Next Eligible Date</b>.,Not Available,Not Available,No,2014-05-01T14:26:26.000,375931.67,Not Available,Not Available,3611742.4,2013-12-31T00:00:00.000,Not Available,0
40.748773,-73.971766,Not Available,Not Available,10017,Not Available,0,0,Not Available,Not Available,1929,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,526.5,Not Available,Not Available,3533,Not Available,0,Not Available,1752877.7,Not Available,Not Available,0,Not Available,Not Available,154,10766577.9,12,Fuel Oil (No. 5 and No. 6),Not Available,Not Available,Not Available,Not Available,2014-04-30T13:51:25.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,100,383.9
40.852799,-73.853325,Not Available,Not Available,10461,Not Available,0,0,Not Available,Not Available,1930,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Bronx,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,498.4,Not Available,Not Available,Not Available,Not Available,0,Not Available,541054.5,Not Available,Not Available,Not Available,Not Available,Not Available,214,7759055.4,5,Fuel Oil (No. 4),Not Available,Not Available,Not Available,Not Available,2014-04-30T13:42:49.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,20,454.4
,,Not Available,Not Available,112290523,Not Available,0,38479.79385,Not Available,Not Available,1930,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kings,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,281.3,Not Available,Not Available,426.2,Not Available,0,Not Available,569226.6,Not Available,Not Available,Not Available,Not Available,Not Available,62,6400256.7,6,Not Available,Not Available,Not Available,Not Available,Not Available,2014-04-28T11:17:30.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,100,235
40.733436,-73.864171,Not Available,Not Available,11374,Not Available,Not Available,0,Not Available,Not Available,2009,Not Available,Not Available,Not Available,Not Available,Not Available,83,Queens,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,173758362.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,<b>Aggregated Electric Data</b> has bills with dates that overlap in the selected timeframe. Please resolve overlaps for this meter.; The most recent bill for one or more meters in use is either more than 120 days old or prior to your <b>Next Eligible Date</b>.,Not Available,Not Available,Not Available,2014-04-30T15:49:02.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,Not Available,630.8
40.757582,-73.975805,Not Available,Not Available,10022,43079697.5,0,Not Available,78,Not Available,1931,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,New York,Not Available,0,Not Available,Not Available,1.75528,830,Not Available,Not Available,2511.8,115588705,08/31/2013,Not Available,Not Available,0,Not Available,23125246.6,Not Available,61.41,Not Available,Not Available,Not Available,Not Available,80941426.7,Not Available,Not Available,Not Available,Not Available,Not Available,No,2014-04-29T17:57:29.000,1469562.76,60,Not Available,7119408,2013-12-31T00:00:00.000,Not Available,0
,,Not Available,Not Available,11414,Not Available,0,37288.04448,Not Available,Not Available,1962,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Queens,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,908.3,Not Available,Not Available,Not Available,Not Available,0,Not Available,3178881.4,Not Available,Not Available,Not Available,Not Available,Not Available,260,22702919.4,7,Not Available,Not Available,Not Available,Not Available,Not Available,2014-04-28T18:35:40.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,90,649.7
40.762605,-73.97846,Not Available,Not Available,10105,211131234.6,0,Not Available,28,Not Available,1969,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,2.66494,6373,Not Available,Not Available,22507.6,488345985.6,Not Available,66202.3,Not Available,0,Not Available,152681226.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,615454746.4,Not Available,Not Available,Not Available,Not Available,Not Available,No,2014-04-28T12:48:14.000,7379884.67,Not Available,Not Available,113908576.5,2013-12-31T00:00:00.000,Not Available,0
40.662971,-73.940966,Not Available,Not Available,11203,Not Available,0,27616.94446,Not Available,Not Available,1926,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,579.1,Not Available,Not Available,Not Available,Not Available,0,Not Available,1536178.2,Not Available,Not Available,0,Not Available,Not Available,Not Available,13772651.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2014-04-25T12:01:57.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,100,454.1
40.768051,-73.89144,Not Available,Not Available,11370,Not Available,0,0,Not Available,Not Available,1939,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Queens,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,596.7,Not Available,Not Available,Not Available,Not Available,0,Not Available,1706980.3,Not Available,Not Available,Not Available,Not Available,Not Available,138,14334298.1,3,Natural Gas,Not Available,Not Available,Not Available,Not Available,2014-04-29T14:07:49.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,90,457.8
40.746767,-74.005991,Not Available,Not Available,10011,3016222.6,0,Not Available,Not Available,Not Available,1928,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,143.2,5479854.8,Not Available,50.6,Not Available,0,Not Available,705498.6,Not Available,63,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,<b>Fuel Oil</b> has one or more bills in the selected timeframe that cover more than 65 days. Please enter energy use in bills less than 65 days.,Not Available,Not Available,Not Available,2014-04-25T11:32:31.000,62659.05,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,Not Available,85.8
40.762495,-73.975193,2520,Not Available,10019,57313242.9,0,Not Available,83,Not Available,1990,Not Available,Not Available,Not Available,Not Available,Not Available,84,Not Available,Not Available,0,Not Available,Not Available,1.84408,1274,Not Available,Not Available,3086.8,154349104.5,03/31/2014,Not Available,Not Available,0,Not Available,28599535.6,Not Available,Not Available,Not Available,Not Available,0,Not Available,100095022.1,Not Available,Not Available,The most recent bill for one or more meters in use in the selected timeframe is either more than 120 days old or prior to your <b>Next Eligible Date</b>.,2731307,Not Available,No,2014-04-08T11:52:47.000,43616.09,Not Available,Not Available,8582972.3,2013-12-31T00:00:00.000,Not Available,0
40.766228,-73.967369,Not Available,Not Available,10065,Not Available,0,0,Not Available,4,1955,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,New York,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,941,Not Available,Not Available,4715.3,Not Available,0,Not Available,4256356.9,Not Available,Not Available,Not Available,Not Available,Not Available,196,25050718.4,20,Not Available,The meters associated with the property must account for the total energy consumption of the entire property. Check the meter associations (from the Meters tab for this property) to make sure that your selections are current and accurate for the property.,Not Available,Not Available,Not Available,2014-04-29T15:07:42.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,100,594.7
40.826784,-73.924341,Not Available,Not Available,10451,Not Available,0,Not Available,Not Available,Not Available,1925,Not Available,Not Available,Not Available,Not Available,Not Available,56.25,Bronx,Not Available,0,Not Available,32808.7185,6.37899,22,Not Available,Not Available,176.9,Not Available,Not Available,2039.9,Not Available,0,Not Available,800649.4,Not Available,Not Available,Not Available,Not Available,1,70,Not Available,6,Not Available,<b>Heating Oil</b> has one or more bills in the selected timeframe that cover more than 65 days. Please enter energy use in bills less than 65 days.; The most recent bill for one or more meters in use is either more than 120 days old or prior to your <b>Next Eligible Date</b>.,Not Available,Not Available,Not Available,2014-05-02T20:11:57.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,80,111.8
40.805841,-73.961751,Not Available,Not Available,10025,Not Available,0,Not Available,Not Available,Not Available,1896,Not Available,0.52881,Not Available,Not Available,Not Available,Not Available,United States,Not Available,0,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,499570544.2,Not Available,Not Available,Not Available,0,Not Available,94950075.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>Boiler Plant Natural Gas Meter 494053601500004</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.; <b>Boiler Plant #6 Fuel Oil</b> has one or more bills in the selected timeframe that cover more than 65 days. Please enter energy use in bills less than 65 days.; The most recent bill for one or more meters in use is either more than 120 days old or prior to your <b>Next Eligible Date</b>.,Not Available,Not Available,Not Available,2014-05-20T14:04:16.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,Not Available,Not Available
40.705456,-74.007794,Not Available,Not Available,10005,15063589.8,0,Not Available,100,Not Available,1902,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,USA,Not Available,0,Not Available,Not Available,3.48025,375,Not Available,Not Available,331,27217902.6,Not Available,Not Available,Not Available,0,Not Available,1196882.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,<b>499028992400001</b> has one or more bills in the selected timeframe that cover more than 65 days. Please enter energy use in bills less than 65 days.,Not Available,Not Available,No,2014-04-30T11:37:32.000,5392.12,Not Available,Not Available,2639105.3,2013-12-31T00:00:00.000,Not Available,0
40.852799,-73.853325,Not Available,Not Available,10461,Not Available,0,0,Not Available,Not Available,1920,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Bronx,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,370.2,Not Available,Not Available,8267.9,Not Available,0,Not Available,952009.4,Not Available,Not Available,0,Not Available,Not Available,218,8559936.4,5,Fuel Oil (No. 2),Not Available,Not Available,Not Available,Not Available,2014-04-30T13:42:49.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,20,292.7
40.739118,-73.993274,Not Available,Not Available,10011,18793718.4,0,0,83,Not Available,1906,Not Available,Not Available,Not Available,Not Available,Not Available,66,Not Available,Not Available,0,Not Available,Not Available,1.15109,90,Not Available,Not Available,945.6,41867785.8,07/31/2014,Not Available,Not Available,0,Not Available,6885811.8,Not Available,Not Available,0,Not Available,0,Not Available,Not Available,Not Available,Not Available,<b>FUEL OIL #6</b> has one or more bills in the selected timeframe that cover more than 65 days. Please enter energy use in bills less than 65 days.; The most recent bill for one or more meters in use is either more than 120 days old or prior to your <b>Next Eligible Date</b>.,Not Available,Not Available,Not Available,2014-04-29T12:07:11.000,0,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,Not Available,385.4
40.660495,-73.872512,Not Available,Not Available,11208,4814400,0,0,41,Not Available,1962,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kings,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,322.8,7323600,Not Available,Not Available,Not Available,0,Not Available,1226212.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8077947.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2014-04-24T15:46:48.000,0,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,Not Available,223
40.752384,-73.982289,Not Available,Not Available,10018,16193814,0,0,55,Not Available,1913,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,3.90939,466,0,Not Available,1153.5,32874660,Not Available,2782.5,Not Available,0,Not Available,7294945.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,<b>8 W Bakery (E)</b> has one or more bills in the selected timeframe that cover more than 65 days. Please enter energy use in bills less than 65 days.,Not Available,Not Available,Not Available,2014-04-21T16:50:21.000,0,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,Not Available,560
40.774739,-73.95623,Not Available,Not Available,10075,Not Available,0,134529.4552,Not Available,Not Available,1963,Not Available,Not Available,0,Not Available,Not Available,Not Available,New York,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,857.9,Not Available,Not Available,6068.2,Not Available,0,Not Available,3069853.1,Not Available,Not Available,Not Available,13803,Not Available,238,21596015,13,Not Available,The meters associated with the property must account for the total energy consumption of the entire property. Check the meter associations (from the Meters tab for this property) to make sure that your selections are current and accurate for the property.,Not Available,Not Available,Not Available,2014-04-29T15:07:42.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,100,608.1
40.777114,-73.957929,Not Available,Not Available,10028,Not Available,0,1424.02671,Not Available,Not Available,1916,Not Available,Not Available,Not Available,Not Available,Not Available,65,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,83013.071,Not Available,379.6,Not Available,Not Available,1895.6,Not Available,0,Not Available,1168397.6,Not Available,Not Available,Not Available,Not Available,0,84,7232012.4,12,Fuel Oil (No. 4),Not Available,Not Available,Not Available,Not Available,2014-05-01T23:17:57.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,100,284.5
40.705914,-74.008609,37738,Not Available,10005,198959119.2,0,22155.8405,Not Available,Not Available,1989,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,2.70237,6516,Not Available,Not Available,4273543,240734032.3,Not Available,Not Available,Not Available,0,Not Available,157289210.2,Not Available,70,Not Available,Not Available,Not Available,Not Available,57989903679,Not Available,Not Available,One or more of the meters in use in the selected timeframe has estimated bills. Enter actual bills through the Meters tab for this property.,Not Available,Not Available,No,2014-04-28T12:44:25.000,7839.61,Not Available,Not Available,48120458612,2013-12-31T00:00:00.000,Not Available,234
40.738725,-73.994129,Not Available,Not Available,10011,Not Available,0,33090.18368,Not Available,Not Available,1963,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,365.1,Not Available,Not Available,Not Available,Not Available,0,Not Available,2858294.5,Not Available,Not Available,Not Available,Not Available,Not Available,33,11504383.9,11,Natural Gas,The most recent bill for one or more meters in use is either more than 120 days old or prior to your <b>Next Eligible Date</b>.,Not Available,Not Available,Not Available,2014-05-01T23:17:57.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,100,132.5
40.709522,-73.774514,Not Available,Not Available,11423,Not Available,Not Available,0,Not Available,Not Available,1954,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Queens,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11834288,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"The meter <b>HESS 552090 EAST BLDG. 2,3,4</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.; The most recent bill for one or more meters in use in the selected timeframe is either more than 120 days old or prior to your <b>Next Eligible Date</b>.; One or more of the meters in use in the selected timeframe has estimated bills. Enter actual bills through the Meters tab for this property.",Not Available,Not Available,Not Available,2014-04-16T13:19:08.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,Not Available,998.7
