source_relation,amazon_order_id,marketplace_id,replaced_order_id,seller_order_id,buyer_info_purchase_order_number,purchase_date,sales_channel,order_channel,order_type,order_status,payment_method,order_total_amount,order_total_currency_code,promise_response_due_date,last_update_date,latest_delivery_date,latest_ship_date,number_of_items_shipped,number_of_items_unshipped,earliest_delivery_date,earliest_ship_date,easy_ship_shipment_status,electronic_invoice_status,fulfillment_channel,fulfillment_supply_source_id,has_regulated_items,is_access_point_order,is_business_order,is_estimated_ship_date_set,is_global_express_enabled,is_iba,is_ispu,is_premium_order,is_prime,is_replacement_order,is_sold_by_ab,ship_service_level,shipment_service_level_category,automated_shipping_setting_automated_carrier,automated_shipping_setting_automated_ship_method,automated_shipping_setting_has_automated_shipping_settings,default_ship_from_location_address_line_1,default_ship_from_location_address_line_2,default_ship_from_location_address_line_3,default_ship_from_location_address_type,default_ship_from_location_city,default_ship_from_location_country_code,default_ship_from_location_county,default_ship_from_location_district,default_ship_from_location_municipality,default_ship_from_location_name,default_ship_from_location_phone,default_ship_from_location_postal_code,default_ship_from_location_state_or_region,shipping_address_address_type,shipping_address_city,shipping_address_country_code,shipping_address_county,shipping_address_district,shipping_address_municipality,shipping_address_postal_code,shipping_address_state_or_region,methods,count_order_items,total_item_price_amount,item_price_currency_code,total_item_tax_amount,item_tax_currency_code,total_shipping_discount_amount,shipping_discount_currency_code,total_shipping_discount_tax_amount,shipping_discount_tax_currency_code,total_shipping_price_amount,shipping_price_currency_code,total_shipping_tax_amount,shipping_tax_currency_code,total_promotion_discount_amount,promotion_discount_currency_code,total_promotion_discount_tax_amount,promotion_discount_tax_currency_code,count_promotions_used
amazon_selling_partner.public,ORDER00063,MPIDRANDOM,REPLACED_ORDER_3996,SELLER_ORDER_3760,PO-5531,2025-01-19 18:11:28,Amazon.ca,Amazon.ca,Preorder,PendingAvailability,PointsAccount,189.970000,USD,2025-02-02 18:11:28,2025-01-08 18:11:28,2025-01-29 00:00:00,2025-02-12 00:00:00,10,7,2025-01-30 00:00:28.112,2025-01-22 00:00:28.112,AtDestinationFC,NotFound,MFN,Source-35,t,t,t,f,f,f,t,f,f,t,f,Standard,Priority,UPS,Expedited,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA,PointsAccount,1,62.840000,USD,6.860000,,2.690000,USD,0.330000,USD,1.110000,USD,0.890000,USD,9.150000,USD,3.590000,USD,1
amazon_selling_partner.public,ORDER00064,MPIDRANDOM,REPLACED_ORDER_3200,SELLER_ORDER_7586,PO-2218,2025-01-22 18:11:28,Amazon.de,Amazon.ca,Preorder,PendingAvailability,PointsAccount,112.090000,USD,2025-01-28 18:11:28,2025-01-13 18:11:28,2025-02-05 00:00:00,2025-02-09 00:00:00,7,8,2025-02-07 00:00:28.112,2025-01-26 00:00:28.112,PendingPickUp,NotFound,AFN,Source-90,f,f,f,t,f,t,f,t,t,f,f,Same-Day,Priority,FedEx,Same-Day,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA,PointsAccount,1,50.830000,USD,2.750000,,1.820000,USD,1.030000,USD,16.030000,USD,4.240000,USD,19.540000,USD,0.180000,USD,1
amazon_selling_partner.public,ORDER00065,MPIDRANDOM,REPLACED_ORDER_4161,SELLER_ORDER_4992,PO-3206,2024-12-29 18:11:28,Amazon.com,Amazon.ca,Preorder,PendingAvailability,PointsAccount,142.450000,USD,2025-01-29 18:11:28,2025-01-26 18:11:28,2025-02-01 00:00:00,2025-02-08 00:00:00,0,5,2025-02-05 00:00:28.112,2025-01-26 00:00:28.112,PendingPickUp,NotFound,AFN,Source-77,t,t,t,f,t,f,f,f,f,t,t,Standard,Priority,UPS,Expedited,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA,PointsAccount,1,97.740000,USD,9.790000,,2.430000,USD,1.130000,USD,4.040000,USD,0.120000,USD,0.060000,USD,0.500000,USD,1
amazon_selling_partner.public,ORDER00066,MPIDRANDOM,REPLACED_ORDER_5249,SELLER_ORDER_5609,PO-6165,2025-01-12 18:11:28,Amazon.com,Amazon.ca,Preorder,PendingAvailability,PointsAccount,82.760000,USD,2025-01-29 18:11:28,2025-01-12 18:11:28,2025-01-31 00:00:00,2025-02-08 00:00:00,3,6,2025-02-05 00:00:28.112,2025-01-26 00:00:28.112,AtOriginFC,NotFound,MFN,Source-79,t,t,t,t,t,t,f,f,f,f,f,Standard,Priority,DHL,Same-Day,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA,Invoice,1,95.390000,USD,1.730000,,6.320000,USD,1.840000,USD,0.090000,USD,2.830000,USD,8.510000,USD,4.940000,USD,1
amazon_selling_partner.public,ORDER00067,MPIDRANDOM,REPLACED_ORDER_7315,SELLER_ORDER_5018,PO-1599,2025-01-02 18:11:28,Amazon.de,Amazon.ca,Preorder,PendingAvailability,PointsAccount,461.650000,USD,2025-01-28 18:11:28,2025-01-26 18:11:28,2025-01-29 00:00:00,2025-02-02 00:00:00,10,4,2025-02-02 00:00:28.112,2025-01-19 00:00:28.112,Delivered,NotFound,MFN,Source-31,f,f,f,f,f,t,f,f,f,f,f,Expedited,Priority,USPS,Two-Day,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA,Invoice,1,5.530000,USD,4.750000,,9.480000,USD,0.360000,USD,2.640000,USD,2.350000,USD,3.830000,USD,2.620000,USD,1
amazon_selling_partner.public,ORDER00068,MPIDRANDOM,REPLACED_ORDER_3709,SELLER_ORDER_4394,PO-4113,2025-01-13 18:11:28,Amazon.ca,Amazon.ca,Preorder,Unshipped,PointsAccount,121.170000,USD,2025-01-29 18:11:28,2025-01-16 18:11:28,2025-02-03 00:00:00,2025-02-05 00:00:00,4,7,2025-02-04 00:00:28.112,2025-01-21 00:00:28.112,PickedUp,NotFound,MFN,Source-47,f,t,t,t,f,t,f,f,f,t,t,Standard,Priority,UPS,Standard,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA,Invoice,1,68.860000,USD,7.770000,,5.770000,USD,0.650000,USD,14.960000,USD,2.940000,USD,8.060000,USD,2.720000,USD,1
amazon_selling_partner.public,ORDER00069,MPIDRANDOM,REPLACED_ORDER_1201,SELLER_ORDER_2743,PO-4663,2025-01-12 18:11:28,Amazon.com,Amazon.com,Preorder,Shipped,PointsAccount,352.770000,USD,2025-01-31 18:11:28,2025-01-21 18:11:28,2025-01-29 00:00:00,2025-02-07 00:00:00,6,2,2025-01-31 00:00:28.112,2025-01-24 00:00:28.112,PendingPickUp,NotFound,MFN,Source-69,f,t,t,t,f,f,f,t,t,f,t,Standard,Priority,DHL,Expedited,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA,Invoice,1,10.260000,USD,2.870000,,6.560000,USD,1.810000,USD,1.390000,USD,0.530000,USD,11.720000,USD,0.730000,USD,1
amazon_selling_partner.public,ORDER00070,MPIDRANDOM,REPLACED_ORDER_8797,SELLER_ORDER_7611,PO-5152,2025-01-18 18:11:28,Amazon.ca,Amazon.ca,Preorder,Unshipped,PointsAccount,211.480000,USD,2025-02-02 18:11:28,2025-01-16 18:11:28,2025-02-02 00:00:00,2025-02-08 00:00:00,6,8,2025-01-31 00:00:28.112,2025-01-24 00:00:28.112,PendingPickUp,NotFound,MFN,Source-47,t,t,t,t,f,t,t,f,t,t,f,Standard,Priority,FedEx,Two-Day,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA,Invoice,1,75.220000,USD,5.250000,,4.490000,USD,0.920000,USD,17.120000,USD,4.860000,USD,12.880000,USD,2.120000,USD,1
amazon_selling_partner.public,ORDER00071,MPIDRANDOM,REPLACED_ORDER_1675,SELLER_ORDER_8091,PO-4535,2025-01-02 18:11:28,Amazon.ca,Amazon.de,Preorder,Canceled,PointsAccount,353.060000,USD,2025-01-31 18:11:28,2025-01-23 18:11:28,2025-02-03 00:00:00,2025-02-04 00:00:00,2,4,2025-02-01 00:00:28.112,2025-01-19 00:00:28.112,PendingPickUp,NotFound,MFN,Source-63,f,f,f,t,f,f,t,t,t,f,f,Standard,Priority,UPS,Two-Day,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA,Invoice,1,69.380000,USD,2.250000,,3.370000,USD,0.590000,USD,3.030000,USD,2.320000,USD,4.180000,USD,2.720000,USD,1
amazon_selling_partner.public,ORDER00072,MPIDRANDOM,REPLACED_ORDER_7566,SELLER_ORDER_4861,PO-7907,2025-01-06 18:11:28,Amazon.ca,Amazon.ca,Preorder,Canceled,Invoice,437.650000,USD,2025-01-30 18:11:28,2025-01-14 18:11:28,2025-02-06 00:00:00,2025-02-07 00:00:00,2,10,2025-02-01 00:00:28.112,2025-01-20 00:00:28.112,PendingPickUp,NotFound,AFN,Source-80,f,f,f,t,t,t,f,t,t,f,f,Same-Day,SameDay,DHL,Same-Day,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA,Invoice,1,66.760000,USD,6.350000,,0.360000,USD,0.820000,USD,0.940000,USD,0.320000,USD,16.330000,USD,4.420000,USD,1
amazon_selling_partner.public,ORDER00073,MPIDRANDOM,REPLACED_ORDER_2321,SELLER_ORDER_6592,PO-8664,2025-01-27 18:11:28,Amazon.de,Amazon.com,Preorder,Pending,Invoice,404.670000,USD,2025-01-29 18:11:28,2025-01-18 18:11:28,2025-02-07 00:00:00,2025-02-06 00:00:00,9,9,2025-01-30 00:00:28.112,2025-01-27 00:00:28.112,PickedUp,NotFound,AFN,Source-41,t,f,t,f,t,f,t,f,f,t,f,Same-Day,SameDay,FedEx,Two-Day,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA,Invoice,1,53.530000,USD,7.570000,,7.150000,USD,0.040000,USD,10.580000,USD,4.920000,USD,7.760000,USD,4.160000,USD,1
amazon_selling_partner.public,ORDER00074,MPIDRANDOM,REPLACED_ORDER_7398,SELLER_ORDER_8021,PO-7634,2025-01-10 18:11:28,Amazon.com,Amazon.de,Preorder,Canceled,Invoice,245.530000,USD,2025-01-30 18:11:28,2025-01-26 18:11:28,2025-02-07 00:00:00,2025-02-04 00:00:00,9,1,2025-01-31 00:00:28.112,2025-01-24 00:00:28.112,Undeliverable,NotFound,AFN,Source-65,f,f,f,t,f,t,t,f,t,f,f,Two-Day,SameDay,USPS,Same-Day,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA,Invoice,1,19.440000,USD,4.720000,,0.250000,USD,1.160000,USD,1.130000,USD,4.310000,USD,13.820000,USD,2.620000,USD,1
amazon_selling_partner.public,ORDER00075,MPIDRANDOM,REPLACED_ORDER_9413,SELLER_ORDER_4111,PO-9907,2025-01-08 18:11:28,Amazon.ca,Amazon.ca,Preorder,Canceled,Invoice,41.810000,USD,2025-01-31 18:11:28,2024-12-29 18:11:28,2025-02-05 00:00:00,2025-02-11 00:00:00,5,9,2025-02-02 00:00:28.112,2025-01-25 00:00:28.112,PendingPickUp,NotFound,MFN,Source-29,t,f,f,t,f,f,t,f,f,f,f,Same-Day,SameDay,UPS,Same-Day,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA,Invoice,1,32.480000,USD,1.850000,,8.240000,USD,0.230000,USD,16.040000,USD,2.260000,USD,17.760000,USD,1.310000,USD,1
amazon_selling_partner.public,ORDER00076,MPIDRANDOM,REPLACED_ORDER_8239,SELLER_ORDER_4940,PO-8101,2025-01-24 18:11:28,Amazon.com,Amazon.de,Preorder,Pending,Invoice,188.990000,USD,2025-01-31 18:11:28,2025-01-21 18:11:28,2025-01-29 00:00:00,2025-02-11 00:00:00,1,6,2025-02-03 00:00:28.112,2025-01-25 00:00:28.112,PendingSchedule,NotFound,MFN,Source-67,t,f,f,t,f,f,f,f,f,t,f,Expedited,SameDay,DHL,Expedited,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA,Invoice,1,41.110000,USD,7.510000,,7.060000,USD,1.400000,USD,8.540000,USD,0.830000,USD,4.650000,USD,1.550000,USD,1
amazon_selling_partner.public,ORDER00077,MPIDRANDOM,REPLACED_ORDER_4352,SELLER_ORDER_8465,PO-5419,2025-01-14 18:11:28,Amazon.ca,Amazon.de,Preorder,Pending,Invoice,203.900000,USD,2025-01-30 18:11:28,2025-01-18 18:11:28,2025-02-03 00:00:00,2025-02-11 00:00:00,8,8,2025-01-31 00:00:28.112,2025-01-26 00:00:28.112,PickedUp,NotFound,MFN,Source-52,t,t,t,t,f,f,t,f,t,f,f,Expedited,SameDay,DHL,Two-Day,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA,Invoice,1,82.850000,USD,9.490000,,6.610000,USD,0.860000,USD,17.200000,USD,1.160000,USD,3.150000,USD,2.230000,USD,1
amazon_selling_partner.public,ORDER00078,MPIDRANDOM,REPLACED_ORDER_6709,SELLER_ORDER_5229,PO-1215,2025-01-18 18:11:28,Amazon.de,Amazon.com,Preorder,Shipped,Invoice,20.090000,USD,2025-01-30 18:11:28,2025-01-03 18:11:28,2025-02-04 00:00:00,2025-02-11 00:00:00,6,7,2025-01-30 00:00:28.112,2025-01-20 00:00:28.112,PendingPickUp,NotFound,MFN,Source-40,f,t,t,f,t,f,f,t,f,f,f,Same-Day,SameDay,UPS,Same-Day,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA,Invoice,1,64.850000,USD,4.040000,,2.560000,USD,0.670000,USD,15.260000,USD,3.960000,USD,5.420000,USD,1.790000,USD,1
amazon_selling_partner.public,ORDER00079,MPIDRANDOM,REPLACED_ORDER_7108,SELLER_ORDER_7144,PO-6949,2025-01-20 18:11:28,Amazon.de,Amazon.com,Preorder,Unshipped,Invoice,221.610000,USD,2025-02-02 18:11:28,2025-01-18 18:11:28,2025-02-02 00:00:00,2025-02-05 00:00:00,6,2,2025-02-05 00:00:28.112,2025-01-25 00:00:28.112,Lost,NotFound,MFN,Source-77,f,f,f,t,t,t,t,f,t,t,f,Same-Day,SameDay,UPS,Same-Day,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA,Invoice,1,24.090000,USD,7.320000,,3.210000,USD,0.430000,USD,4.830000,USD,2.980000,USD,9.550000,USD,4.850000,USD,1
amazon_selling_partner.public,ORDER00080,MPIDRANDOM,REPLACED_ORDER_2324,SELLER_ORDER_8118,PO-8274,2025-01-06 18:11:28,Amazon.ca,Amazon.de,Preorder,Shipped,Invoice,475.820000,USD,2025-02-02 18:11:28,2025-01-28 18:11:28,2025-02-05 00:00:00,2025-02-08 00:00:00,3,4,2025-02-03 00:00:28.112,2025-01-21 00:00:28.112,PickedUp,Errored,AFN,Source-10,f,t,t,f,t,f,t,f,t,t,t,Same-Day,SameDay,DHL,Two-Day,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA,Invoice,1,89.450000,USD,4.260000,,6.960000,USD,0.670000,USD,0.530000,USD,1.540000,USD,16.610000,USD,2.740000,USD,1
amazon_selling_partner.public,ORDER00081,MPIDRANDOM,REPLACED_ORDER_9456,SELLER_ORDER_5143,PO-2634,2024-12-31 18:11:28,Amazon.ca,Amazon.de,Preorder,Canceled,Invoice,33.760000,USD,2025-01-29 18:11:28,2025-01-14 18:11:28,2025-01-30 00:00:00,2025-02-12 00:00:00,8,2,2025-02-02 00:00:28.112,2025-01-18 00:00:28.112,PendingPickUp,Errored,AFN,Source-26,t,f,f,f,f,t,f,t,t,t,f,Standard,SameDay,DHL,Standard,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,,GC,1,70.630000,USD,7.370000,,2.510000,USD,1.090000,USD,5.620000,USD,2.040000,USD,2.420000,USD,3.340000,USD,1
amazon_selling_partner.public,ORDER00082,MPIDRANDOM,REPLACED_ORDER_9763,SELLER_ORDER_1251,PO-6766,2024-12-29 18:11:28,Amazon.de,Amazon.com,BackOrder,Shipped,Invoice,229.350000,USD,2025-01-28 18:11:28,2024-12-30 18:11:28,2025-02-02 00:00:00,2025-02-11 00:00:00,4,5,2025-02-05 00:00:28.112,2025-01-23 00:00:28.112,PickedUp,Errored,MFN,Source-47,t,t,f,f,f,f,f,t,f,f,t,Same-Day,SecondDay,USPS,Two-Day,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,,GC,1,23.480000,USD,3.310000,,4.420000,USD,1.630000,USD,18.510000,USD,0.460000,USD,16.130000,USD,1.480000,USD,1
amazon_selling_partner.public,ORDER00083,MPIDRANDOM,REPLACED_ORDER_6078,SELLER_ORDER_9866,PO-6420,2025-01-02 18:11:28,Amazon.de,Amazon.de,BackOrder,Pending,Invoice,334.290000,USD,2025-01-29 18:11:28,2025-01-13 18:11:28,2025-01-31 00:00:00,2025-02-05 00:00:00,0,8,2025-01-30 00:00:28.112,2025-01-26 00:00:28.112,Delivered,Errored,AFN,Source-71,t,t,t,f,f,t,f,t,f,t,t,Two-Day,SecondDay,DHL,Expedited,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,,GC,1,75.350000,USD,3.310000,,7.110000,USD,0.030000,USD,5.160000,USD,1.520000,USD,2.890000,USD,2.150000,USD,1
amazon_selling_partner.public,ORDER00084,MPIDRANDOM,REPLACED_ORDER_1833,SELLER_ORDER_9841,PO-8994,2025-01-12 18:11:28,Amazon.de,Amazon.ca,BackOrder,Shipped,Invoice,444.640000,USD,2025-02-01 18:11:28,2025-01-08 18:11:28,2025-02-07 00:00:00,2025-02-09 00:00:00,0,7,2025-02-07 00:00:28.112,2025-01-23 00:00:28.112,Damaged,Errored,MFN,Source-29,t,t,t,f,t,t,t,t,f,f,t,Two-Day,SecondDay,FedEx,Standard,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,,GC,1,12.570000,USD,2.110000,,1.770000,USD,1.420000,USD,0.530000,USD,2.290000,USD,13.180000,USD,4.900000,USD,1
amazon_selling_partner.public,ORDER00085,MPIDRANDOM,REPLACED_ORDER_5596,SELLER_ORDER_7300,PO-4640,2025-01-08 18:11:28,Amazon.com,Amazon.de,BackOrder,Shipped,Invoice,456.700000,USD,2025-01-28 18:11:28,2025-01-21 18:11:28,2025-01-30 00:00:00,2025-02-04 00:00:00,3,8,2025-01-29 00:00:28.112,2025-01-19 00:00:28.112,PickedUp,Errored,AFN,Source-62,f,t,f,f,t,t,t,t,t,t,f,Expedited,SecondDay,USPS,Standard,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA,GC,1,77.140000,USD,4.820000,,3.590000,USD,0.930000,USD,0.930000,USD,0.860000,USD,2.860000,USD,4.330000,USD,1
amazon_selling_partner.public,ORDER00086,MPIDRANDOM,REPLACED_ORDER_8301,SELLER_ORDER_9257,PO-2552,2025-01-20 18:11:28,Amazon.ca,Amazon.com,BackOrder,Pending,Invoice,133.020000,USD,2025-01-28 18:11:28,2025-01-15 18:11:28,2025-01-30 00:00:00,2025-02-05 00:00:00,2,1,2025-02-02 00:00:28.112,2025-01-22 00:00:28.112,PickedUp,Errored,MFN,Source-1,t,t,f,f,t,t,f,f,t,t,t,Standard,SecondDay,USPS,Same-Day,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA,GC,1,34.790000,USD,0.770000,,2.440000,USD,1.000000,USD,13.590000,USD,1.900000,USD,10.600000,USD,3.050000,USD,1
amazon_selling_partner.public,ORDER00087,MPIDRANDOM,REPLACED_ORDER_6373,SELLER_ORDER_2585,PO-9549,2025-01-19 18:11:28,Amazon.ca,Amazon.com,BackOrder,Shipped,Invoice,76.800000,USD,2025-02-02 18:11:28,2025-01-04 18:11:28,2025-02-05 00:00:00,2025-02-08 00:00:00,10,6,2025-02-02 00:00:28.112,2025-01-20 00:00:28.112,PendingPickUp,Errored,AFN,Source-61,t,f,f,t,t,f,f,f,t,f,t,Standard,Expedited,UPS,Two-Day,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA,GC,1,20.850000,USD,8.050000,,1.190000,USD,0.530000,USD,2.060000,USD,4.380000,USD,11.740000,USD,1.870000,USD,1
amazon_selling_partner.public,ORDER00088,MPIDRANDOM,REPLACED_ORDER_1439,SELLER_ORDER_1810,PO-8606,2025-01-25 18:11:28,Amazon.de,Amazon.ca,BackOrder,Unshipped,Invoice,60.870000,USD,2025-01-30 18:11:28,2025-01-04 18:11:28,2025-02-02 00:00:00,2025-02-09 00:00:00,6,8,2025-01-30 00:00:28.112,2025-01-21 00:00:28.112,PickedUp,Errored,AFN,Source-41,t,t,t,f,t,t,t,t,f,t,t,Standard,Scheduled,DHL,Expedited,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA,GC,1,37.370000,USD,4.780000,,5.650000,USD,1.380000,USD,5.790000,USD,3.670000,USD,3.140000,USD,1.640000,USD,1
amazon_selling_partner.public,ORDER00089,MPIDRANDOM,REPLACED_ORDER_2265,SELLER_ORDER_5522,PO-5570,2025-01-20 18:11:28,Amazon.de,Amazon.ca,BackOrder,Canceled,Invoice,476.240000,USD,2025-01-30 18:11:28,2025-01-01 18:11:28,2025-02-04 00:00:00,2025-02-08 00:00:00,7,2,2025-02-07 00:00:28.112,2025-01-21 00:00:28.112,PendingPickUp,Errored,AFN,Source-49,f,f,f,t,t,t,t,f,f,t,t,Expedited,Scheduled,DHL,Standard,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA,GC,1,66.930000,USD,6.890000,,3.460000,USD,0.080000,USD,5.790000,USD,2.100000,USD,13.170000,USD,1.120000,USD,1
amazon_selling_partner.public,ORDER00090,MPIDRANDOM,REPLACED_ORDER_6420,SELLER_ORDER_1991,PO-8060,2024-12-29 18:11:28,Amazon.de,Amazon.ca,BackOrder,Pending,Invoice,293.040000,USD,2025-01-29 18:11:28,2025-01-10 18:11:28,2025-02-07 00:00:00,2025-02-04 00:00:00,3,1,2025-02-05 00:00:28.112,2025-01-20 00:00:28.112,PendingPickUp,Errored,AFN,Source-12,t,t,f,f,f,f,t,f,f,t,f,Same-Day,Scheduled,FedEx,Expedited,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA,GC,1,31.580000,USD,3.250000,,0.820000,USD,1.640000,USD,19.350000,USD,1.050000,USD,10.820000,USD,1.070000,USD,1
amazon_selling_partner.public,ORDER00091,MPIDRANDOM,REPLACED_ORDER_6411,SELLER_ORDER_4899,PO-6255,2025-01-24 18:11:28,Amazon.com,Amazon.ca,BackOrder,Shipped,Invoice,361.010000,USD,2025-01-31 18:11:28,2025-01-24 18:11:28,2025-02-04 00:00:00,2025-02-10 00:00:00,4,7,2025-02-04 00:00:28.112,2025-01-26 00:00:28.112,PickedUp,Accepted,MFN,Source-71,t,f,f,t,t,t,t,t,t,f,t,Standard,Scheduled,UPS,Two-Day,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA,GC,1,82.090000,USD,2.520000,,9.810000,USD,0.790000,USD,6.440000,USD,1.720000,USD,2.910000,USD,0.830000,USD,1
amazon_selling_partner.public,ORDER00092,MPIDRANDOM,REPLACED_ORDER_2469,SELLER_ORDER_6206,PO-1853,2025-01-22 18:11:28,Amazon.de,Amazon.de,SourcingOnDemandOrder,Unshipped,Invoice,375.510000,USD,2025-02-01 18:11:28,2025-01-09 18:11:28,2025-01-31 00:00:00,2025-02-03 00:00:00,3,4,2025-02-07 00:00:28.112,2025-01-20 00:00:28.112,PendingPickUp,Accepted,AFN,Source-81,t,f,t,t,f,t,t,f,t,t,t,Standard,Scheduled,UPS,Same-Day,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA,GC,1,77.480000,USD,4.410000,,0.940000,USD,0.810000,USD,17.940000,USD,3.650000,USD,11.930000,USD,0.720000,USD,1
amazon_selling_partner.public,ORDER00093,MPIDRANDOM,REPLACED_ORDER_5044,SELLER_ORDER_7168,PO-6857,2025-01-16 18:11:28,Amazon.de,Amazon.de,SourcingOnDemandOrder,Unshipped,Invoice,129.800000,USD,2025-01-28 18:11:28,2025-01-16 18:11:28,2025-01-31 00:00:00,2025-02-07 00:00:00,6,10,2025-02-02 00:00:28.112,2025-01-24 00:00:28.112,PickedUp,Accepted,MFN,Source-39,t,f,f,t,t,t,t,f,t,t,t,Same-Day,Scheduled,UPS,Two-Day,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA,GC,1,33.990000,USD,2.150000,,3.060000,USD,0.680000,USD,16.430000,USD,0.620000,USD,17.450000,USD,3.680000,USD,1
amazon_selling_partner.public,ORDER00094,MPIDRANDOM,REPLACED_ORDER_9189,SELLER_ORDER_3049,PO-9176,2025-01-07 18:11:28,Amazon.ca,Amazon.de,SourcingOnDemandOrder,Pending,Invoice,483.890000,USD,2025-01-29 18:11:28,2025-01-05 18:11:28,2025-02-06 00:00:00,2025-02-08 00:00:00,4,6,2025-02-03 00:00:28.112,2025-01-22 00:00:28.112,Delivered,Accepted,MFN,Source-70,t,f,f,t,t,t,f,f,t,f,f,Expedited,Standard,USPS,Expedited,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA,GC,1,52.880000,USD,2.780000,,5.900000,USD,1.010000,USD,18.030000,USD,4.450000,USD,1.150000,USD,3.870000,USD,1
amazon_selling_partner.public,ORDER00095,MPIDRANDOM,REPLACED_ORDER_3257,SELLER_ORDER_5139,PO-1819,2025-01-22 18:11:28,Amazon.com,Amazon.ca,SourcingOnDemandOrder,Canceled,Invoice,319.230000,USD,2025-02-02 18:11:28,2025-01-02 18:11:28,2025-01-30 00:00:00,2025-02-09 00:00:00,2,6,2025-01-30 00:00:28.112,2025-01-18 00:00:28.112,Delivered,Accepted,MFN,Source-14,f,t,t,t,f,t,f,f,f,t,f,Same-Day,Standard,UPS,Expedited,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA,GC,1,79.810000,USD,5.960000,,2.650000,USD,1.850000,USD,2.870000,USD,0.760000,USD,16.420000,USD,2.020000,USD,1
