source_relation,amazon_order_id,order_item_id,asin,seller_sku,title,product_info_detail_number_of_items,scheduled_delivery_start_date,scheduled_delivery_end_date,quantity_ordered,quantity_shipped,item_price_amount,item_price_currency_code,item_tax_amount,item_tax_currency_code,shipping_discount_amount,shipping_discount_currency_code,shipping_discount_tax_amount,shipping_discount_tax_currency_code,shipping_price_amount,shipping_price_currency_code,shipping_tax_amount,shipping_tax_currency_code,promotion_discount_amount,promotion_discount_currency_code,promotion_discount_tax_amount,promotion_discount_tax_currency_code,condition_id,condition_note,condition_subtype_id,buyer_requested_cancel_reason,is_buyer_requested_cancel,deemed_reseller_category,ioss_number,is_gift,is_transparency,is_serial_number_required,store_chain_store_id,tax_collection_model,tax_collection_responsible_party,order_purchase_date,order_total_amount,order_total_currency_code,order_status,marketplace_id,order_total_number_of_items_shipped,order_total_number_of_items_unshipped,count_promotions_used,item_name,display_name,brand,color,size,style,product_type,package_quantity,item_classification
amazon_selling_partner.public,ORDER00089,ITEM00089,B0E7STG4368,SKU-8327,Bluetooth Speaker,4,2025-01-24,2025-02-01,5,1,66.930000,USD,6.890000,,3.460000,USD,0.080000,USD,5.790000,USD,2.100000,USD,13.170000,USD,1.120000,USD,Collectible,Note for condition 89,Open Box,Changed mind,t,UOSS,IOSS-41167,t,f,t,Store-23,MarketplaceFacilitator,Amazon Services,2025-01-20 18:11:28,476.240000,USD,Canceled,MPIDRANDOM,7,2,1,golden doodle puppy,product_3,Waystar Royco,ebony,Sizing Kit,Elegant,PET_SUPPLIES,1,OTHER
amazon_selling_partner.public,ORDER00090,ITEM00090,B0E7STG9074,SKU-8929,Laptop Stand,10,2025-01-25,2025-02-02,1,6,31.580000,USD,3.250000,,0.820000,USD,1.640000,USD,19.350000,USD,1.050000,USD,10.820000,USD,1.070000,USD,Collectible,Note for condition 90,Any,Changed mind,t,UOSS,IOSS-81335,f,t,t,Store-77,MarketplaceFacilitator,Amazon Services,2024-12-29 18:11:28,293.040000,USD,Pending,MPIDRANDOM,3,1,1,flatscreen TV,product_3,Waystar Royco,cream,1,Modern,FOOD,1,PRODUCT_BUNDLE
amazon_selling_partner.public,ORDER00091,ITEM00091,B0E7STG9062,SKU-3778,Bluetooth Speaker,6,2025-01-28,2025-01-31,6,10,82.090000,USD,2.520000,,9.810000,USD,0.790000,USD,6.440000,USD,1.720000,USD,2.910000,USD,0.830000,USD,Club,Note for condition 91,Other,Delayed delivery,f,UOSS,IOSS-86984,t,t,f,Store-82,MarketplaceFacilitator,Amazon Services,2025-01-24 18:11:28,361.010000,USD,Shipped,MPIDRANDOM,4,7,1,massage chair,product_3,Waystar Royco,pearl,2,"Modern, Elegant",CAMPING,1,VARIATION_PARENT
amazon_selling_partner.public,ORDER00092,ITEM00092,B0E7STG5938,SKU-9173,Wireless Mouse,2,2025-01-24,2025-02-02,8,6,77.480000,USD,4.410000,,0.940000,USD,0.810000,USD,17.940000,USD,3.650000,USD,11.930000,USD,0.720000,USD,Club,Note for condition 92,New,Found cheaper,f,UOSS,IOSS-17974,f,t,f,Store-91,MarketplaceFacilitator,Amazon Services,2025-01-22 18:11:28,375.510000,USD,Unshipped,MPIDRANDOM,3,4,1,jacket,product_3,Waystar Royco,alabaster,3,Heritage,FOOD,1,BASE_PRODUCT
amazon_selling_partner.public,ORDER00093,ITEM00093,B0E7STG1636,SKU-1335,Bluetooth Speaker,5,2025-01-23,2025-01-31,2,8,33.990000,USD,2.150000,,3.060000,USD,0.680000,USD,16.430000,USD,0.620000,USD,17.450000,USD,3.680000,USD,Club,Note for condition 93,Mint,Found cheaper,t,UOSS,IOSS-23538,f,t,f,Store-2,MarketplaceFacilitator,Amazon Services,2025-01-16 18:11:28,129.800000,USD,Unshipped,MPIDRANDOM,6,10,1,cable subscription,product_4,Waystar Royco,cotton candy,4,Traditional,ELECTRONIC_ADAPTER,1,OTHER
amazon_selling_partner.public,ORDER00094,ITEM00094,B0E7STG2699,SKU-7417,Wireless Mouse,6,2025-01-24,2025-01-31,3,4,52.880000,USD,2.780000,,5.900000,USD,1.010000,USD,18.030000,USD,4.450000,USD,1.150000,USD,3.870000,USD,Club,Note for condition 94,Very Good,Changed mind,f,UOSS,IOSS-39006,f,f,f,Store-24,MarketplaceFacilitator,Amazon Services,2025-01-07 18:11:28,483.890000,USD,Pending,MPIDRANDOM,4,6,1,laptop,product_4,Waystar Royco,mauve,5,Horizon,PET_SUPPLIES,1,PRODUCT_BUNDLE
amazon_selling_partner.public,ORDER00095,ITEM00095,B0E7STG3532,SKU-8833,Wireless Mouse,9,2025-01-24,2025-01-29,2,10,79.810000,USD,5.960000,,2.650000,USD,1.850000,USD,2.870000,USD,0.760000,USD,16.420000,USD,2.020000,USD,Club,Note for condition 95,Acceptable,Delayed delivery,t,UOSS,IOSS-51381,f,f,f,Store-56,MarketplaceFacilitator,Amazon Services,2025-01-22 18:11:28,319.230000,USD,Canceled,MPIDRANDOM,2,6,1,banker's lamp,product_4,Waystar Royco,caramel,6,Vertical,ELECTRONIC_ADAPTER,1,VARIATION_PARENT
amazon_selling_partner.public,ORDER00096,ITEM00096,B0E7STG3510,SKU-4613,Laptop Stand,4,2025-01-23,2025-01-31,8,7,53.860000,USD,8.270000,,6.500000,USD,0.020000,USD,5.210000,USD,2.730000,USD,15.240000,USD,3.280000,USD,Club,Note for condition 96,Poor,Delayed delivery,t,UOSS,IOSS-48516,f,f,f,Store-74,MarketplaceFacilitator,Amazon Services,2025-01-20 18:11:28,260.900000,USD,Pending,MPIDRANDOM,1,8,1,standing desk,product_4,Waystar Royco,parchment,7,Ugly,CLOTHING,1,BASE_PRODUCT
amazon_selling_partner.public,ORDER00097,ITEM00097,B0E7STG3787,SKU-7169,Laptop Stand,4,2025-01-25,2025-01-31,5,4,81.570000,USD,5.890000,,2.270000,USD,0.560000,USD,8.990000,USD,0.400000,USD,17.910000,USD,4.950000,USD,Club,Note for condition 97,Club,Delayed delivery,f,UOSS,IOSS-32302,f,t,t,Store-89,MarketplaceFacilitator,Amazon Services,2025-01-05 18:11:28,268.280000,USD,Shipped,MPIDRANDOM,5,0,1,water bottle,product_4,Waystar Royco,khaki,8,Smelly,PET_SUPPLIES,1,OTHER
amazon_selling_partner.public,ORDER00098,ITEM00098,B0E7STG5917,SKU-7785,Laptop Stand,3,2025-01-28,2025-01-29,9,7,67.310000,USD,9.070000,,7.860000,USD,1.140000,USD,5.760000,USD,4.460000,USD,7.590000,USD,1.830000,USD,Club,Note for condition 98,OEM,Found cheaper,t,UOSS,IOSS-75135,t,f,t,Store-43,MarketplaceFacilitator,Amazon Services,2025-01-01 18:11:28,324.190000,USD,Shipped,MPIDRANDOM,10,9,1,iphone 16s,product_4,Waystar Royco,fawn,8,"Cool, Sleek",ELECTRONIC_ADAPTER,1,PRODUCT_BUNDLE
amazon_selling_partner.public,ORDER00099,ITEM00099,B0E7STG1691,SKU-1316,Laptop Stand,6,2025-01-26,2025-02-01,7,2,26.770000,USD,6.210000,,7.120000,USD,0.510000,USD,3.050000,USD,0.960000,USD,1.250000,USD,3.670000,USD,Club,Note for condition 99,Warranty,Found cheaper,f,UOSS,IOSS-80566,t,t,f,Store-46,MarketplaceFacilitator,Amazon Services,2025-01-25 18:11:28,139.740000,USD,Shipped,MPIDRANDOM,1,10,1,golden doodle puppy,product_4,Waystar Royco,oatmeal,9,Interesting,PET_SUPPLIES,1,VARIATION_PARENT
