maprojid,projectid,adopt_citycost,spent_ccexempt,plannedcommit_noncitycost,allocate_citycost,spent_total_checkbooknyc,spent_noncitycost,magency,adopt_ccexempt,plannedcommit_citycost,plannedcommit_nccother,allocate_nccother,commit_total,allocate_total,adopt_nccfederal,description,spent_nccstate,maxdate,spent_nccfederal,commit_citycost,magencyacro
850HRDNOPPOR,HRDNOPPOR,0.0,0.0,0.0,0.0,0.0,0.0,850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OPPORTUNITIES FOR A BETTER TOMORROW - COMPUTER LAB,0.0,2033-06-01T00:00:00.000,0.0,0.0,DDC
071HH115JCFA,HH115JCFA,300000.0,0.0,0.0,300000.0,0.0,0.0,71,0.0,300000.0,0.0,0.0,0.0,300000.0,0.0,JENNIE CLARKE BACKFLOW PREVENTER,0.0,2034-06-01T00:00:00.000,0.0,0.0,DHS
806HAM15ODPA,HAM15ODPA,200000.0,0.0,0.0,200000.0,0.0,0.0,806,0.0,100000.0,0.0,0.0,0.0,200000.0,0.0,O'DWYER GARDENS PLAYGROUND UPGRADES,0.0,2026-06-01T00:00:00.000,0.0,0.0,HPD
071HH112PAFL,HH112PAFL,1475000.0,0.0,0.0,1422500.0,52500.0,0.0,71,0.0,1350000.0,0.0,0.0,0.0,1422500.0,0.0,PAMOJA  HOUSE FLOOR,0.0,2030-06-01T00:00:00.000,0.0,0.0,DHS
072SANDAMKC,SANDAMKC,1993000.0,0.0,247000.0,408780.31,4329555.82,3608393.68,72,0.0,25000.0,0.0,0.0,210394.75,1348386.63,4548000.0,Hurricane Sandy - AMKC Roof Reconstruction,0.0,2026-06-01T00:00:00.000,3608393.68,210394.75,DOC
826PR-134-L,PR-134-L,142569000.0,620000.0,0.0,10380352.0,0.0,0.0,826,142569000.0,124785000.0,0.0,0.0,131568648.0,10380352.0,0.0,RECONSTRUCT FINAL SETTLING SYSTEM EQUIPMENT @ PORT RICHMOND,0.0,2035-06-01T00:00:00.000,0.0,131568648.0,DEP
826HP-240-L,HP-240-L,0.0,0.0,0.0,0.0,0.0,0.0,826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RECONSTRUCT PRIMARY TREATMENT EQUIPMENT @ HUNTS POINT WWTP,0.0,2026-02-01T00:00:00.000,0.0,0.0,DEP
071HH115BWRF,HH115BWRF,6927000.0,0.0,0.0,6844000.0,58874.28,0.0,71,0.0,5193000.0,0.0,0.0,24125.72,6844000.0,0.0,BRIARWOOD FAMILY RESIDENCE - ROOF AND FACADE UPGRADE,0.0,2030-06-01T00:00:00.000,0.0,24125.72,DHS
846P-200884L,P-200884L,342000.0,0.0,0.0,263093.07,321.14,0.0,846,0.0,194000.0,0.0,0.0,0.0,263093.07,0.0,Prospect Park Zoo - Amur Leopard exhibit,0.0,2029-06-01T00:00:00.000,0.0,0.0,DPR
846P-1RNQ22A,P-1RNQ22A,49356000.0,0.0,0.0,46691486.63,1942792.03,0.0,846,0.0,46434000.0,0.0,0.0,571661.22,46691486.63,0.0,Ranaqua Facade Safety Repairs,0.0,2031-06-01T00:00:00.000,0.0,571661.22,DPR
801JAMSTPLZ,JAMSTPLZ,32560000.0,0.0,15933000.0,29907221.71,1872089.66,0.0,801,0.0,29964000.0,0.0,0.0,630944.17,45840221.71,14357000.0,Station Plaza Design & Construction,0.0,2033-06-01T00:00:00.000,0.0,630944.17,SBS
850PWDNTHJBI,PWDNTHJBI,136000.0,0.0,0.0,-744.52,136744.52,0.0,850,0.0,0.0,0.0,0.0,0.0,-744.52,0.0,JBI INTERNATIONAL - LIBRARY CAPITAL EQUIPMENT REQUEST,0.0,2026-06-01T00:00:00.000,0.0,0.0,DDC
826OB-135-L,OB-135-L,73774000.0,1795473.65,0.0,56006191.8,983242.57,0.0,826,73774000.0,65416000.0,0.0,0.0,15972334.55,56006191.8,0.0,HEADWORKS AT OAKWOOD BEACH WPCP,0.0,2035-06-01T00:00:00.000,0.0,15972334.55,DEP
850AGDJCCCON,AGDJCCCON,146000.0,0.0,0.0,135.0,0.0,0.0,850,0.0,0.0,0.0,0.0,0.0,135.0,0.0,JCC of Greater Coney Island Senior Center Computer System,0.0,2026-06-01T00:00:00.000,0.0,0.0,DDC
846NDF-BRMPK,NDF-BRMPK,5532000.0,0.0,0.0,4880189.22,254273.75,0.0,846,0.0,4880000.0,0.0,0.0,172849.45,4880189.22,0.0,NDF- Boerum Park,0.0,2031-06-01T00:00:00.000,0.0,172849.45,DPR
846P-106GYWI,P-106GYWI,910000.0,0.0,0.0,805000.0,0.0,0.0,846,0.0,805000.0,0.0,0.0,0.0,805000.0,0.0,Garden of Youth-Improvement of Water Infrastructure,0.0,2030-06-01T00:00:00.000,0.0,0.0,DPR
826WI-279-L,WI-279-L,88600000.0,847306.78,0.0,87752693.22,0.0,0.0,826,88600000.0,86500000.0,0.0,0.0,0.0,87752693.22,0.0,INSTALLATION OF EMERGENCY GENERATORS AT WARDS ISAND WPCP,0.0,2033-06-01T00:00:00.000,0.0,0.0,DEP
801PASSSHIP,PASSSHIP,89929000.0,0.0,1000.0,7978335.71,1931.0,7410250.0,801,0.0,442000.0,0.0,0.0,304893.8,7978085.71,7410000.0,Passenger Ship Terminal,0.0,2033-06-01T00:00:00.000,7410250.0,304893.8,SBS
82626-STAB13,26-STAB13,14799000.0,10023942.88,0.0,-730721.73,39549864.96,29525922.08,826,9374000.0,-1193000.0,0.0,0.0,81033.23,-1460643.81,28796000.0,26th Ward - Emergency Generators,0.0,2026-06-01T00:00:00.000,29525922.08,81033.23,DEP
841HB1070BW,HB1070BW,23047000.0,0.0,0.0,23047000.0,0.0,0.0,841,0.0,28900000.0,0.0,0.0,0.0,23047000.0,0.0,Protective Coating of Broadway Bridge over Harlem River,0.0,2030-06-01T00:00:00.000,0.0,0.0,DOT
846P-104JRME,P-104JRME,2932000.0,0.0,0.0,100801.9,2129981.12,0.0,846,0.0,100000.0,0.0,0.0,169870.81,100801.9,0.0,Jerome Playground S- Handball courts renovation X148C7-120M,0.0,2029-06-01T00:00:00.000,0.0,169870.81,DPR
846NDF-DVDSO,NDF-DVDSO,10712000.0,0.0,0.0,5633924.36,3211782.27,0.0,846,0.0,5634000.0,0.0,0.0,956902.07,5633924.36,0.0,Neighborhood Dev. Fund-1801 Davidson X367-120M,0.0,2033-06-01T00:00:00.000,0.0,956902.07,DPR
850LNCAL15CC,LNCAL15CC,9987000.0,0.0,0.0,940134.25,5881082.36,0.0,850,0.0,944000.0,0.0,0.0,898560.21,940134.25,0.0,Countee Cullen:Exterior Renovation,0.0,2026-06-01T00:00:00.000,0.0,898560.21,DDC
806HAM24CHBR,HAM24CHBR,38948000.0,0.0,0.0,38948000.0,0.0,0.0,806,0.0,38909000.0,0.0,0.0,0.0,38948000.0,0.0,CASTLE HILL BATHROOMS,0.0,2031-06-01T00:00:00.000,0.0,0.0,HPD
056SANDCD4,SANDCD4,58000.0,0.0,517000.0,58000.0,0.0,0.0,56,0.0,58000.0,0.0,0.0,0.0,575000.0,517000.0,FLOYD BENNETT FIELD ELECTRICAL,0.0,2026-06-01T00:00:00.000,0.0,0.0,NYPD
850LBC22KBIF,LBC22KBIF,8272000.0,0.0,0.0,6967190.18,170792.3,0.0,850,0.0,6967000.0,0.0,0.0,902492.09,6967190.18,0.0,KINGS BAY INFRASTRUCTURE UPGRADE,0.0,2028-06-01T00:00:00.000,0.0,902492.09,DDC
850LNEA13TNK,LNEA13TNK,4077000.0,0.0,0.0,-717.88,2685402.37,0.0,850,0.0,0.0,0.0,0.0,21544.12,-717.88,0.0,"THROGS NECK: New Roof, HVAC",0.0,2028-06-01T00:00:00.000,0.0,21544.12,DDC
057FX175WN48,FX175WN48,249000.0,0.0,0.0,78187.48,132082.89,0.0,57,0.0,77000.0,0.0,0.0,0.0,78187.48,0.0,Window Replacement EC48,0.0,2029-06-01T00:00:00.000,0.0,0.0,FDNY
056PO79BMUPS,PO79BMUPS,37508000.0,0.0,0.0,26231.0,37481769.0,0.0,56,0.0,25000.0,0.0,0.0,0.0,26231.0,0.0,ONE POLICE PLAZA UPS,0.0,2026-06-01T00:00:00.000,0.0,0.0,NYPD
850EDDNIMMSS,EDDNIMMSS,0.0,0.0,0.0,0.0,0.0,0.0,850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IMMIGRANT SOCIAL SERVICES furniture,0.0,2026-06-01T00:00:00.000,0.0,0.0,DDC
850HL82NYUD,HL82NYUD,0.0,0.0,0.0,0.0,0.0,0.0,850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYU COLLEGE OF DENTISTRY - PURCHASE DENTAL EQUIPMENT,0.0,2032-06-01T00:00:00.000,0.0,0.0,DDC
850PWDNSVCES,PWDNSVCES,0.0,0.0,0.0,0.0,0.0,0.0,850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCO Family of Services - Equipment Purchases,0.0,2035-06-01T00:00:00.000,0.0,0.0,DDC
841HBQA23081,HBQA23081,43771000.0,0.0,0.0,38877221.52,1664697.28,0.0,841,0.0,39090000.0,0.0,0.0,2120674.03,38877221.52,0.0,ASTORIA BLVD EB/ 278I( BQE WEST LEG) BIN# 2230810,0.0,2029-06-01T00:00:00.000,0.0,2120674.03,DOT
850AGDNMETRO,AGDNMETRO,0.0,0.0,0.0,0.0,0.0,0.0,850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,METROPOLITAN COUNCIL ON JEWISH POVERTY - VEHICLE PURCHASE,0.0,2026-06-01T00:00:00.000,0.0,0.0,DDC
850HWHARPER,HWHARPER,140847000.0,0.0,0.0,101990245.7,6763609.52,0.0,850,0.0,106520000.0,0.0,0.0,27570011.54,101990245.7,0.0,Reconstruction of Harper Street Asphalt Plant - Construction,0.0,2029-06-01T00:00:00.000,0.0,27570011.54,DDC
826OH-88-L,OH-88-L,401000000.0,410303.86,0.0,400589696.14,0.0,0.0,826,401000000.0,400590000.0,0.0,0.0,0.0,400589696.14,0.0,RECONSTRUCTION OF FINAL TANKS AT OWLS HEAD WPCP,0.0,2035-06-01T00:00:00.000,0.0,0.0,DEP
806HAM06MHEL,HAM06MHEL,2944000.0,0.0,0.0,714347.21,109742.2,0.0,806,0.0,267000.0,0.0,0.0,12568.21,714347.21,0.0,Manhattanville Houses Elevators,0.0,2031-06-01T00:00:00.000,0.0,12568.21,HPD
846P-302SSQP,P-302SSQP,5695000.0,0.0,0.0,848.68,4312811.08,0.0,846,0.0,0.0,0.0,0.0,570237.58,848.68,0.0,STUYVESANT SQUARE PARK SAFETY IMPROVEMENTS M086-111M,0.0,2026-06-01T00:00:00.000,0.0,570237.58,DPR
826PR-138-L,PR-138-L,79113000.0,26109734.63,0.0,6073891.03,15499377.48,0.0,826,79113000.0,6649000.0,0.0,0.0,46929374.34,6073891.03,0.0,RECONSTRUCT MAIN SEWAGE PUMP CONTROLS @ PORT RICHMOND WWTP,0.0,2031-06-01T00:00:00.000,0.0,46929374.34,DEP
846P-302GLAF,P-302GLAF,2370000.0,1000000.0,0.0,-333.4,1682033.31,0.0,846,1000000.0,0.0,0.0,0.0,294244.46,-333.4,0.0,DEP Shaft Site -- Grand & Lafayette Streets,0.0,2028-06-01T00:00:00.000,0.0,294244.46,DPR
80168201102,68201102,127687000.0,0.0,0.0,82626.11,127604373.89,0.0,801,0.0,0.0,0.0,0.0,0.0,82626.11,0.0,CONSTRUCTION OF NEW GOLDWATER NORTH SNF,0.0,2029-06-01T00:00:00.000,0.0,0.0,SBS
850PWDNNYLAG,PWDNNYLAG,0.0,0.0,0.0,0.0,0.0,0.0,850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEW YORK LEGAL ASSISTANCE GROUP - Computer/Scanner Network,0.0,2028-06-01T00:00:00.000,0.0,0.0,DDC
850CO272ELV2,CO272ELV2,451000.0,0.0,0.0,40302.66,2005150.51,2287416.32,850,0.0,0.0,0.0,0.0,145830.22,470169.6,0.0,45 MONROE PL. - ELEVATOR,2287416.32,2026-06-01T00:00:00.000,0.0,28113.48,DDC
850CJCREN,CJCREN,65345000.0,0.0,0.0,933921.45,57223066.62,0.0,850,0.0,868000.0,0.0,0.0,5663624.14,933921.45,0.0,FACIILITY RENOVATIONS AT CROSSROADS JC,0.0,2026-06-01T00:00:00.000,0.0,5663624.14,DDC
801P-2CPIRHR,P-2CPIRHR,0.0,0.0,0.0,0.0,0.0,0.0,801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rolph Henry Playground PRB B148,0.0,2028-06-01T00:00:00.000,0.0,0.0,SBS
846P-400ZO19,P-400ZO19,220000.0,0.0,0.0,220000.0,0.0,0.0,846,0.0,0.0,0.0,0.0,0.0,220000.0,0.0,Queens Zoo-Peccary Exhibit Renovation,0.0,2032-06-01T00:00:00.000,0.0,0.0,DPR
068CYPRESSC,CYPRESSC,107000.0,0.0,0.0,107000.0,0.0,0.0,68,0.0,107000.0,0.0,0.0,0.0,107000.0,0.0,Acquisition of Property &Construction of a Child Care Center,0.0,2026-06-01T00:00:00.000,0.0,0.0,ACS
801HRDN04D1,HRDN04D1,0.0,0.0,0.0,0.0,0.0,0.0,801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Rising Ground, Inc. - Retaining Wall Construct",0.0,2033-06-01T00:00:00.000,0.0,0.0,SBS
850HRDNCITYH,HRDNCITYH,0.0,0.0,0.0,-76208.0,76208.0,0.0,850,0.0,0.0,0.0,0.0,0.0,-76208.0,0.0,CITY HARVEST - HYBRID REFRIGERATED TRUCK,0.0,2033-06-01T00:00:00.000,0.0,0.0,DDC
850AGDNMETRA,AGDNMETRA,0.0,0.0,0.0,0.0,0.0,0.0,850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,METROPOLITAN COUNCIL ON JEWISH POVERTY - INITIAL OUTFITTING,0.0,2026-06-01T00:00:00.000,0.0,0.0,DDC
126PV230-SEA,PV230-SEA,28404000.0,0.0,1000000.0,28404000.0,0.0,0.0,126,0.0,28404000.0,0.0,0.0,0.0,29404000.0,0.0,WCS - New York Aquarium - Sea Cliffs Exhibit,0.0,2033-06-01T00:00:00.000,0.0,0.0,DCLA
846P-106QUAR,P-106QUAR,8027000.0,0.0,0.0,1528891.93,5002492.26,0.0,846,0.0,1491000.0,0.0,0.0,683055.37,1528891.93,0.0,Quarry Ballfield-Cons of synthetic turf soccer fd-X263-119M,0.0,2032-06-01T00:00:00.000,0.0,683055.37,DPR
846NDF-BRPLG,NDF-BRPLG,3149000.0,0.0,0.0,440559.74,2134481.97,0.0,846,0.0,441000.0,0.0,0.0,4018.42,440559.74,0.0,NDF-Bridge Playground- X148A3-318M,0.0,2029-06-01T00:00:00.000,0.0,4018.42,DPR
850HLQNJAMCA,HLQNJAMCA,746000.0,0.0,0.0,1507.94,744492.06,0.0,850,0.0,1000.0,0.0,0.0,0.0,1507.94,0.0,JAMAICA HOSPITAL MEDICAL CENTER - Radiology Equipment,0.0,2035-06-01T00:00:00.000,0.0,0.0,DDC
111PO187PR19,PO187PR19,631000.0,0.0,0.0,590404.13,0.0,0.0,111,0.0,590000.0,0.0,0.0,0.0,590404.13,0.0,MULTI 4610KSICD OFFSET PRESS,0.0,2034-06-01T00:00:00.000,0.0,0.0,UK
056PO79BMAHM,PO79BMAHM,1024000.0,0.0,0.0,999786.72,0.0,0.0,56,0.0,1000000.0,0.0,0.0,24213.28,999786.72,0.0,101ST PCT HANDICAP RAMP,0.0,2026-06-01T00:00:00.000,0.0,24213.28,NYPD
111PO187GC2M,PO187GC2M,695000.0,0.0,0.0,299744.73,275835.27,0.0,111,0.0,300000.0,0.0,0.0,0.0,299744.73,0.0,GAS CHROMATOGRAPH/MASS SPECTROMETERS CRIM,0.0,2031-06-01T00:00:00.000,0.0,0.0,UK
856PW326ZM03,PW326ZM03,226000.0,0.0,0.0,226000.0,0.0,0.0,856,0.0,226000.0,0.0,0.0,0.0,226000.0,0.0,CBMN - RELOCATE COMM BD 3 FROM 59 E. 4TH STREET,0.0,2029-06-01T00:00:00.000,0.0,0.0,DCAS
841TFCPARKLG,TFCPARKLG,24797000.0,0.0,0.0,1149289.05,24150327.08,7310194.27,841,0.0,829000.0,0.0,0.0,10226382.97,1149163.45,0.0,Central Park Light Infrastructure,7310194.27,2031-06-01T00:00:00.000,0.0,4672451.64,DOT
801SKYPORT,SKYPORT,6000000.0,0.0,0.0,3637806.35,1389593.1,0.0,801,0.0,3637000.0,0.0,0.0,823272.08,3637806.35,0.0,Skyport Garage and Marina Rehabilitation,0.0,2028-06-01T00:00:00.000,0.0,823272.08,SBS
841C5588,C5588,8210000.0,0.0,0.0,8210000.0,0.0,0.0,841,0.0,8050000.0,0.0,0.0,0.0,8210000.0,0.0,REPLACEMENT OF OIL BARGE #5,0.0,2033-06-01T00:00:00.000,0.0,0.0,DOT
850HH112SWFA,HH112SWFA,3017000.0,0.0,0.0,709660.47,118254.69,0.0,850,0.0,872000.0,0.0,0.0,819396.77,709660.47,0.0,SCHWARTZ WARDS ISLAND FIRE SAFETY,0.0,2029-06-01T00:00:00.000,0.0,819396.77,DDC
071HHCN002,HHCN002,3000000.0,0.0,0.0,3000000.0,0.0,0.0,71,0.0,3000000.0,0.0,0.0,0.0,3000000.0,0.0,RENOVATION OF BEDFORD ATLANTIC ARMORY INTO RECREATIONAL CTR.,0.0,2028-06-01T00:00:00.000,0.0,0.0,DHS
846NDF-CLNKY,NDF-CLNKY,24542000.0,0.0,0.0,1885779.79,16447194.34,0.0,846,0.0,1887000.0,0.0,0.0,3301418.79,1885779.79,0.0,NDF - Callahan-Kelly Park  B219-117M,0.0,2033-06-01T00:00:00.000,0.0,3301418.79,DPR
856PWCN001,PWCN001,68000.0,0.0,0.0,68000.0,0.0,0.0,856,0.0,68000.0,0.0,0.0,0.0,68000.0,0.0,Sixth Street compost project,0.0,2028-06-01T00:00:00.000,0.0,0.0,DCAS
850HLDNUCBIO,HLDNUCBIO,60000.0,0.0,0.0,60000.0,0.0,0.0,850,0.0,60000.0,0.0,0.0,0.0,60000.0,0.0,UNION COMMUNITY HEALTH CENTER- BIO DENSITY MACHINE--BIO DENS,0.0,2026-06-01T00:00:00.000,0.0,0.0,DDC
850HL82CORHC,HL82CORHC,16328000.0,0.0,0.0,2635406.79,2670826.36,0.0,850,0.0,3154000.0,0.0,0.0,6707846.74,2635406.79,0.0,"Corona Health Center-Exterior Facade, Basement and Lobby",0.0,2026-06-01T00:00:00.000,0.0,6707846.74,DDC
850LNXA11WFM,LNXA11WFM,2536000.0,0.0,0.0,935270.57,684600.39,0.0,850,0.0,945000.0,0.0,0.0,146847.53,935270.57,0.0,WEST FARMS - New Front Entry,0.0,2027-06-01T00:00:00.000,0.0,146847.53,DDC
819ACEHHC403,ACEHHC403,10681000.0,0.0,0.0,-409.0,10681207.14,0.0,819,0.0,0.0,0.0,0.0,201.86,-409.0,0.0,HARLEM HOSPITAL CENTER ENERGY UPGRADE,0.0,2033-06-01T00:00:00.000,0.0,201.86,HHC
80134STHELI,34STHELI,17743000.0,0.0,0.0,11783555.17,5959444.83,0.0,801,0.0,11780000.0,0.0,0.0,0.0,11783555.17,0.0,E. 34th Street Heliport Rehabilitation,0.0,2032-06-01T00:00:00.000,0.0,0.0,SBS
850LNEM12MLB,LNEM12MLB,2509000.0,0.0,0.0,684666.92,1276136.11,0.0,850,0.0,309000.0,0.0,0.0,85604.76,684666.92,0.0,MUHLENBERG - Sidewalk Vault,0.0,2026-06-01T00:00:00.000,0.0,85604.76,DDC
801FSHELTER,FSHELTER,71000.0,0.0,0.0,826.79,70173.21,0.0,801,0.0,0.0,0.0,0.0,0.0,826.79,0.0,East River Ferry Service Passenger Shelters,0.0,2031-06-01T00:00:00.000,0.0,0.0,SBS
850HWXF2000B,HWXF2000B,12154000.0,0.0,0.0,971205.78,6670408.05,0.0,850,0.0,1265000.0,0.0,0.0,1753947.56,971205.78,0.0,1400 WILLIAMSBRIDGE RD - HVAC AND FIRE ALARM SYS,0.0,2026-06-01T00:00:00.000,0.0,1753947.56,DDC
827S136-464B,S136-464B,11883000.0,0.0,0.0,3579988.74,545883.15,0.0,827,0.0,9733000.0,0.0,0.0,6425839.63,3579988.74,0.0,Brooklyn 8 Garage Roof and HVAC Replacement,0.0,2028-06-01T00:00:00.000,0.0,6425839.63,DSNY
850HLDNODAPH,HLDNODAPH,0.0,0.0,0.0,0.0,0.0,0.0,850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ODA Primary Health Care Network  - Equipment Purchases,0.0,2032-06-01T00:00:00.000,0.0,0.0,DDC
806HAM18OHPG,HAM18OHPG,400000.0,0.0,0.0,-416.0,400416.0,0.0,806,0.0,0.0,0.0,0.0,0.0,-416.0,0.0,OCEAN HILL PLAYGROUND,0.0,2026-06-01T00:00:00.000,0.0,0.0,HPD
801PWDDAVI2,PWDDAVI2,718000.0,0.0,0.0,718000.0,0.0,0.0,801,0.0,719000.0,0.0,0.0,0.0,718000.0,0.0,FA - Shield of David 13-174004-J4318,0.0,2029-06-01T00:00:00.000,0.0,0.0,SBS
071HH115CTBU,HH115CTBU,12306000.0,0.0,0.0,3024408.74,8358535.17,0.0,71,0.0,1588000.0,0.0,0.0,617472.44,3024408.74,0.0,78 CATHERINE STREET - BATHROOM UPGRADE,0.0,2029-06-01T00:00:00.000,0.0,617472.44,DHS
126PV180CLSS,PV180CLSS,0.0,0.0,0.0,0.0,0.0,0.0,126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"AL -  Art Lab at SHCC, Classroom Reconstr. Bldg H",0.0,2033-06-01T00:00:00.000,0.0,0.0,DCLA
801CONEYWACQ,CONEYWACQ,39000000.0,0.0,0.0,8106683.65,30893316.35,0.0,801,0.0,8106000.0,0.0,0.0,0.0,8106683.65,0.0,Coney Island West - Land Acquisition,0.0,2033-06-01T00:00:00.000,0.0,0.0,SBS
056PO79BMAHS,PO79BMAHS,10971000.0,0.0,0.0,1647875.66,379462.29,0.0,56,0.0,10472000.0,0.0,0.0,8943662.05,1647875.66,0.0,FIRING RANGE RECONSTRUCTION AT CONEY ISLAND,0.0,2026-06-01T00:00:00.000,0.0,8943662.05,NYPD
056PO79BMAHO,PO79BMAHO,2658000.0,0.0,0.0,236000.0,2254625.0,0.0,56,0.0,236000.0,0.0,0.0,167375.0,236000.0,0.0,"HVAC REPLACEMENT FOR 20TH, 24TH AND 25TH PCTS",0.0,2026-06-01T00:00:00.000,0.0,167375.0,NYPD
850PWDNLEG20,PWDNLEG20,2021000.0,0.0,0.0,-81.0,2021081.0,0.0,850,0.0,0.0,0.0,0.0,0.0,-81.0,0.0,NEW YORK LEGAL ASSISTANCE GROUP -- I/O,0.0,2028-06-01T00:00:00.000,0.0,0.0,DDC
850HLDNHEBEQ,HLDNHEBEQ,960000.0,0.0,0.0,19844.46,935500.18,0.0,850,0.0,0.0,0.0,0.0,0.0,19844.46,0.0,Hebrew Home for the Aged at Riverdale Equipment,0.0,2026-06-01T00:00:00.000,0.0,0.0,DDC
850HLDN42XRA,HLDN42XRA,465000.0,0.0,0.0,-60.0,465060.0,0.0,850,0.0,0.0,0.0,0.0,0.0,-60.0,0.0,HOSPITAL FOR SPECIAL SURGERY -  X RAY MACHINES,0.0,2027-06-01T00:00:00.000,0.0,0.0,DDC
850LNCA13MOT,LNCA13MOT,4231000.0,0.0,0.0,149130.63,2530803.83,0.0,850,0.0,120000.0,0.0,0.0,0.0,149130.63,0.0,MOTT HAVEN: HVAC,0.0,2027-06-01T00:00:00.000,0.0,0.0,DDC
846P-108TBTF,P-108TBTF,545000.0,0.0,0.0,104000.0,190312.55,0.0,846,0.0,26000.0,0.0,0.0,226949.89,104000.0,0.0,Tibbett's Tail - Fence,0.0,2029-06-01T00:00:00.000,0.0,226949.89,DPR
801PWKNTH,PWKNTH,6242000.0,0.0,0.0,6242000.0,0.0,0.0,801,0.0,6242000.0,0.0,0.0,0.0,6242000.0,0.0,Northside Town Hall,0.0,2033-06-01T00:00:00.000,0.0,0.0,SBS
827S136-431,S136-431,286005000.0,0.0,0.0,285205000.0,0.0,0.0,827,0.0,283605000.0,0.0,0.0,134079.49,285205000.0,0.0,QUEENS 1 GARAGE,0.0,2034-06-01T00:00:00.000,0.0,134079.49,DSNY
850HLDNHCARN,HLDNHCARN,0.0,0.0,0.0,0.0,0.0,0.0,850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ODA PRIMARY HEALTH CARE NETWORK - VEHICLES,0.0,2032-06-01T00:00:00.000,0.0,0.0,DDC
850LQQ122-DL,LQQ122-DL,2271000.0,0.0,0.0,241122.76,1269890.1,0.0,850,0.0,250000.0,0.0,0.0,179987.14,241122.76,0.0,"MULTIBRANCH (C, DL, NO, RO, S &SZ) - Roof Replacements",0.0,2025-10-01T00:00:00.000,0.0,179987.14,DDC
801HLKNVITAL,HLKNVITAL,800000.0,0.0,0.0,800000.0,0.0,0.0,801,0.0,800000.0,0.0,0.0,0.0,800000.0,0.0,FA-The New York Foundling,0.0,2029-06-01T00:00:00.000,0.0,0.0,SBS
8011680LEXSP,1680LEXSP,381000.0,0.0,0.0,12036.59,368963.41,0.0,801,0.0,0.0,0.0,0.0,0.0,12036.59,0.0,1680 Lexington Sound Proofing,0.0,2027-06-01T00:00:00.000,0.0,0.0,SBS
856PW326ZM09,PW326ZM09,544000.0,0.0,0.0,2760.37,409022.97,0.0,856,0.0,0.0,0.0,0.0,132216.66,2760.37,0.0,CBMN - MANHATTAN COMMUNITY BOARD 9,0.0,2029-06-01T00:00:00.000,0.0,132216.66,DCAS
81937201501,37201501,3522000.0,0.0,0.0,478782.65,2825485.41,0.0,819,0.0,480000.0,0.0,0.0,216564.74,478782.65,0.0,METROPOLITAN COMPREHENSIVE LGBTQ HEALTH CENTER,0.0,2031-05-01T00:00:00.000,0.0,216564.74,HHC
126PV075AQCU,PV075AQCU,0.0,0.0,0.0,0.0,0.0,0.0,126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brooklyn Music School - ACQUISTION  RET,0.0,2031-06-01T00:00:00.000,0.0,0.0,DCLA
806HAM14VAUP,HAM14VAUP,40312000.0,0.0,0.0,-1291882.7,17031700.26,0.0,806,0.0,456000.0,0.0,0.0,24572182.44,-1291882.7,0.0,Major Renovations-Brickwork and Roofs at Sotomayer Houses,0.0,2026-06-01T00:00:00.000,0.0,24572182.44,HPD
850HH112CTFS,HH112CTFS,3208000.0,0.0,0.0,2730040.2,113640.19,0.0,850,0.0,2740000.0,0.0,0.0,71319.61,2730040.2,0.0,CLARKE THOMAS FIRE SAFETY,0.0,2026-06-01T00:00:00.000,0.0,71319.61,DDC
068NSCC,NSCC,5824000.0,0.0,9009000.0,5824000.0,0.0,0.0,68,0.0,5824000.0,0.0,0.0,0.0,14833000.0,2670000.0,Children's Center High Needs Unit,0.0,2029-06-01T00:00:00.000,0.0,0.0,ACS
801SCHOOLSA,SCHOOLSA,2076000.0,0.0,0.0,2076000.0,0.0,0.0,801,0.0,2076000.0,0.0,0.0,0.0,2076000.0,0.0,FA School Settlement Association - New Community Center,0.0,2029-06-01T00:00:00.000,0.0,0.0,SBS
850HLDNODAPT,HLDNODAPT,0.0,0.0,0.0,0.0,0.0,0.0,850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ODA PRIMARY HEALTH CARE NETWORK - VEHICLES,0.0,2032-06-01T00:00:00.000,0.0,0.0,DDC
850HLQNJEWSH,HLQNJEWSH,0.0,0.0,0.0,0.0,0.0,0.0,850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LONG ISLAND JEWISH MEDICAL CENTER,0.0,2032-06-01T00:00:00.000,0.0,0.0,DDC
