qrent,qschooltravelcode17,qstudenttravelcode05,qpackagedeliver,qbiketype2,qschooltravelcode15,qcarreducea9,qlanguagepref,qstudenttravelcode17,qworktravelcode06,gchild1_qchild1_ma,qnoelectric2,qworktravelcode20,qridehail2,qpostalstore,qtransportnosubway09,qtimework3,qworktravelcode16,qschooltravelcode19,qridehail7,qstudenttravelcode11,qcarincreasea5,qshare8,qbikewhynot4,qdisability4,qautovehiclefam,gcitibk1_qcitibikeissues2,qschooltransitfrom7,qnoelectric6,qschooltransitfrom1,qziphome,qcarhybrid5,qschool,qtransportnobus11,qstudenttravelcode08,qridehail8,qchild2schooladdr,qbikeride,qtimehome2,qschooltravelcode02,qchild1schooladdr,qnocitibike09,qtransportnobus08,qcaraccess,qchild3schooladdr,qworktravelcode02,qsubwayservice,qcarreducea1,qbikewhy6,qwelfare4,qtransportnobus01,qbikeown,qbikewhy2,qfreight_cmb7,qsmartphone,qschooltravelcode10,qbikewhynot1,qstudenttravelcode18,qnoelectric7,qcarincreasea3,gcarpark1_qcarpark2_ma,qschooltravelcode14,qtransportnobus04,qstudenttravelcode16,qcarhybrid6,qschooltravelcode20,qstudenttravelcode07,qworktravelcode23
Own,No,No,My doorstep,,No,,,No,No,Yes,,No,No,,,,No,No,No,No,,No,,No,Not at all familiar,,No,,Yes,11435.0,,"No, I do not attend school",,No,No,,,,Yes,Queens,No,,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",,No,Staying the same,,,No,,No,,Yes,Yes,No,,No,,,On the street,No,,No,,No,No,No
Own,No,No,"An alternative access point (i.e. Amazon locker, UPS, Access Point)",No,No,No,,No,No,Yes,,No,,6-10 blocks,No,,No,No,,No,,No,,No,Not very familiar,,,,,10013.0,,"No, I do not attend school",,No,,,Once a week or more,,No,Manhattan,No,,I personally own or lease a car,,No,Getting worse,Yes,No,No,,Yes,No,No,Yes,No,,No,,,,No,,No,,No,No,No
,,No,,Yes,,,English,No,,,,,,,,,,,,No,,No,,No,,,,,,10467.0,,"Yes, I attend school full time",,No,,,,,,,,,I personally own or lease a car,,,,,,No,,Yes,,No,Yes,,,No,,,,,,No,,,No,
Own,,No,My lobby,,,,,No,,,,,No,,,,,,No,No,,No,,No,Not at all familiar,,,,,11215.0,,"No, I do not attend school",,No,No,,,,,,No,,I personally own or lease a car,,,Getting worse,,,No,,No,,No,Yes,,,No,,,,,,No,,,No,
Rent,,No,"An alternative access point (i.e. Amazon locker, UPS, Access Point)",,,,,No,No,,,No,,1-2 blocks,,2PM,No,,,No,,No,No,No,Not very familiar,,,,,10458.0,,"No, I do not attend school",,No,,,Never,8AM,,,No,,I do not have access to a car,,Yes,Getting worse,,,No,,No,,Yes,Yes,,No,No,,,,,,No,,,No,No
Rent,,No,My doorstep,,,,,No,No,,,No,,,,,No,,,No,,No,No,No,Not at all familiar,,,,,10009.0,,"No, I do not attend school",,No,,,Never,,,,No,,I do not have access to a car,,No,Staying the same,,,No,,No,,Yes,No,,No,No,,,,,,No,,,No,No
Own,No,No,My lobby,,No,,English,No,No,Yes,,No,,,,,No,No,,No,,No,Yes,No,Very familiar,,,,,10019.0,,"No, I do not attend school",,No,,,A few times a year,5pm,Yes,Manhattan,No,,I personally own or lease a car,,Yes,Getting better,,,No,,No,,No,Yes,No,No,No,,,,No,,No,,No,No,No
Own,,No,A postal store,,,No,English,No,,,,,,1-2 blocks,,,,,,No,,No,Yes,No,Not very familiar,,,,,10458.0,,"Yes, I attend school full time",,No,,,Never,,,,No,,I personally own or lease a car,,,Staying the same,No,,No,,No,,Yes,Yes,,No,No,,,In a single family home garage or driveway,,,No,,,No,
Own,,No,My doorstep,,,,,No,,,,,No,,No,,,,No,No,,No,No,No,Somewhat familiar,,,,,11372.0,,"No, I do not attend school",,No,No,,Never,,,,No,,I do not have access to a car,,,Getting worse,,,No,,No,,Yes,Yes,,No,No,,,,,,No,,,No,
Rent,,No,My doorstep,,,,English,No,No,,,No,,,,,No,,,No,,No,Yes,No,Not very familiar,,,,,11374.0,,"No, I do not attend school",,No,,,Never,,,,No,,I personally own or lease a car,,Yes,Getting worse,,,No,,No,,Yes,Yes,,No,No,,,,,,No,,,No,No
Own,,No,,,,,English,No,,,,,,,,,,,,No,,No,,No,,,,,,10001.0,No,"Yes, I attend school full time",,No,,,,,,,No,,I personally own or lease a car,,,,,,No,,No,,No,Yes,,,No,,,In a shared driveway,,,No,No,,No,
Own,,No,My lobby,No,,,,No,,No,,,,,,,,,,No,,No,No,No,Not at all familiar,,,,,11360.0,,"No, I do not attend school",,No,,,Never,,,,No,,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",,,,,,No,,Yes,,No,No,,No,No,,,,,,No,,,No,
Own,,No,My lobby,No,,,,No,,,,,No,,,,,,No,No,,No,,No,Not very familiar,,,,,11234.0,,"No, I do not attend school",,No,No,,Several times a month,,,,No,,I personally own or lease a car,,,Getting worse,,No,No,,Yes,No,Yes,Yes,,,No,,,,,,No,,,No,
Rent,,No,Other,,,,,No,,,,,No,,,,,,No,No,,No,No,No,Not at all familiar,,,,,10027.0,,"No, I do not attend school",,No,No,,Never,,,,No,,I do not have access to a car,,,Staying the same,,,No,,No,,Yes,Yes,,No,No,,,,,,No,,,No,
Rent,,No,My doorman,,,,English,No,,,,,,,,,,,,No,,No,No,No,Not very familiar,,,,,10029.0,,"No, I do not attend school",,No,,,Never,,,,,,I do not have access to a car,,,Staying the same,,,No,,No,,Yes,Yes,,No,No,,,,,,No,,,No,
Own,,No,My doorstep,,,,English,No,No,,,No,No,,,,No,,No,No,,No,Yes,No,Somewhat familiar,,,,,10301.0,,"No, I do not attend school",,No,No,,Never,,,,Yes,,I personally own or lease a car,,Yes,Getting worse,,,No,,No,,Yes,Yes,,No,No,,,Other,,,No,,,No,No
Rent,No,No,"An alternative access point (i.e. Amazon locker, UPS, Access Point)",No,No,,English,No,No,Yes,,No,,3-5 blocks,,,No,No,,No,,No,Yes,No,Somewhat familiar,,No,,Yes,10027.0,,"No, I do not attend school",,No,,Manhattan,Never,,Yes,The Bronx,No,,I do not have access to a car,,Yes,Staying the same,,,No,,Yes,,Yes,Yes,No,No,No,,,,No,,No,,No,No,No
Own,,No,My doorstep,,,No,English,No,No,,,No,Yes,,,,No,,No,No,,No,Yes,No,Somewhat familiar,,,,,10314.0,,"No, I do not attend school",,No,No,,Never,,,,No,,I personally own or lease a car,,No,Getting worse,No,,No,,No,,Yes,Yes,,No,No,,,,,,No,,,No,No
Rent,,No,My doorman,,,,,No,No,,,No,No,,,,No,,No,No,,No,No,No,Not very familiar,,,,,10021.0,,"No, I do not attend school",,No,No,,Never,,,,No,,I personally own or lease a car,,Yes,Getting worse,,,No,,No,,No,Yes,,No,No,,,,,,No,,,No,No
Rent,,No,My doorstep,,,,,No,,,,,,,No,,,,,No,,No,No,No,Somewhat familiar,,,,,11355.0,,"No, I do not attend school",,No,,,A few times a year,,,,No,,I personally own or lease a car,,,Getting worse,,,No,,No,,No,Yes,,No,No,,,,,,No,,,No,
Rent,,No,An alternative address (i.e. a family member or friend's),,,,,No,,,,,No,6-10 blocks,,,,,No,No,,No,No,No,Not very familiar,,,,,10465.0,,"No, I do not attend school",,No,No,,,,,,No,,I do not have access to a car,,,,,,No,,No,,No,Yes,,No,No,,,,,,No,,,No,
Rent,,No,My doorman,,,,,No,,,,,,,,,,,,No,,No,Yes,No,Somewhat familiar,,,,,10011.0,,"No, I do not attend school",,No,,,Never,,,,No,,I do not have access to a car,,,Getting worse,,,No,,No,,No,Yes,,No,No,,,,,,No,,,No,
Own,,No,Other,,,,,No,,,,,No,,,,,,No,No,,No,,No,Not at all familiar,,,,,11234.0,,"No, I do not attend school",,No,No,,,,,,No,,I personally own or lease a car,,,,,,No,,No,,Yes,Yes,,,No,,,On the street,,,No,,,No,
Rent,,No,My lobby,,,,English,No,,,,,Yes,,,,,,No,No,,No,No,No,Somewhat familiar,,,,,11233.0,,"No, I do not attend school",,No,No,,Never,,,,,,I do not have access to a car,,,Getting worse,,,No,,No,,Yes,Yes,,No,No,,,,,,No,,,No,
Rent,,No,My doorstep,No,,,English,No,No,,No,No,Yes,,No,,No,,No,No,No,No,Yes,No,Very familiar,,,No,,11106.0,,"No, I do not attend school",,No,No,,A few times a year,,,,No,,I personally own or lease a car,,No,Getting worse,,,No,,Yes,,No,Yes,,No,No,No,No,,,,No,,,No,No
Rent,,No,Other,,,,English,No,No,,,No,,,,,No,,,No,,No,Yes,No,Not very familiar,,,,,10453.0,,"No, I do not attend school",,No,,,Never,11PM,,,No,,I personally own or lease a car,,No,,,,No,,No,,Yes,Yes,,No,No,,,,,,No,,,No,No
Rent,,No,My doorstep,,,,English,No,No,,,No,,,,,No,,,No,,No,,No,Not very familiar,,,,,10453.0,,"Yes, I attend school part time",,No,,,Physically unable to ride a bike,,,,No,,I do not have access to a car,,Yes,Getting worse,,,No,,No,,No,Yes,,,No,,,,,,No,,,No,No
Rent,No,No,My doorstep,No,No,,English,No,No,Yes,,No,,,,,No,No,,No,,No,,No,Somewhat familiar,Somewhat frequently,,,,10453.0,,"No, I do not attend school",,No,,,Once a week or more,8AM,No,The Bronx,,,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",,No,Staying the same,,No,No,,Yes,No,Yes,Yes,No,,No,,,On the street,No,,No,,No,No,No
Own,,No,My doorman,,,,,No,No,,,No,,,,,No,,,No,,No,No,No,Somewhat familiar,Not at all frequently,,,,11201.0,,"No, I do not attend school",,No,,,A few times a year,,,,,,I do not have access to a car,,Yes,Getting worse,,,No,,No,,Yes,Yes,,Yes,No,,,,,,No,,,No,No
Rent,,No,My lobby,,,,,No,,,,,,,,,,,,No,,No,,Yes,Somewhat familiar,,,,,11214.0,,"No, I do not attend school",,No,,,Physically unable to ride a bike,,,,Yes,,I do not have access to a car,,,,,,No,,No,,Yes,Yes,,,No,,,,,,No,,,No,
Rent,,No,An alternative address (i.e. a family member or friend's),,,,English,No,No,,,No,,1-2 blocks,,,No,,,No,,No,No,No,Somewhat familiar,,,,,10029.0,,"Yes, I attend school full time",,No,,,Never,,,,,,I do not have access to a car,,Yes,Staying the same,,,No,,No,,Yes,Yes,,No,No,,,,,,No,,,No,No
Rent,No,No,An alternative address (i.e. a family member or friend's),,No,,English,No,,Yes,,,,10-20 blocks,,,,No,,No,,No,Yes,No,Somewhat familiar,,,,,10453.0,,"No, I do not attend school",,No,,,A few times a year,,No,The Bronx,No,,I personally own or lease a car,,,Staying the same,,,No,,No,,Yes,Yes,No,No,No,,,,No,,No,,No,No,
Rent,,No,My doorstep,,,,English,No,,,,,,,,,,,,No,,No,No,No,Not at all familiar,,,,,10453.0,,"No, I do not attend school",,No,,,Never,,,,No,,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",,,Staying the same,,,No,,No,,No,No,,No,No,,,,,,No,,,No,
Own,No,No,Refused,,No,,,No,,Yes,,,No,,,,,No,No,No,,No,,No,Refused,,,,,10471.0,,"Yes, I attend school part time",,No,No,The Bronx,,,Yes,The Bronx,No,,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",,,Staying the same,,,No,,No,,Yes,Yes,No,,No,,,,No,,No,,No,No,
,,No,Refused,,,,,No,No,,,No,,,,,No,,,No,,No,,No,Not at all familiar,,,,,11435.0,,"No, I do not attend school",,No,,,,,,,No,,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",,Yes,Staying the same,,,No,,No,,No,No,,,No,,,,,,No,,,No,No
Own,,No,My doorstep,,,,English,No,No,,,No,,,,,No,,,No,,No,No,No,Not very familiar,,,,,11363.0,,"No, I do not attend school",,No,,,Never,,,,No,,I personally own or lease a car,,Yes,Staying the same,,,No,,No,,No,Yes,,No,No,,,On the street,,,No,,,No,No
Own,No,No,My doorman,,No,No,English,No,,Yes,,,,,,,,No,,No,,No,,Yes,Somewhat familiar,,,,,11375.0,,"No, I do not attend school",,No,,,Several times a month,,No,The Bronx,,,I do not have access to a car,,,Staying the same,No,No,No,,No,Yes,No,Yes,No,,No,,,,No,,No,,No,No,
Rent,No,No,,,No,,English,No,,Yes,,,,,,,,No,,No,,No,No,No,Somewhat familiar,,,,,10304.0,,"Yes, I attend school full time",,No,,,Never,,Yes,Staten Island,,,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",,,Staying the same,,,No,,No,,Yes,Yes,No,No,No,,,,No,,No,,No,No,
Own,No,No,My doorstep,,No,,,No,,Yes,,,No,,,,,No,No,No,,No,,No,Not at all familiar,,,,,10306.0,,"No, I do not attend school",,No,No,,,,No,Staten Island,No,,I personally own or lease a car,,,,,,No,,No,,No,Yes,No,,No,,,In a single family home garage or driveway,No,,No,,No,No,
Own,,No,My doorstep,,,,English,No,,,,,No,,,,,,No,No,,No,Yes,No,Not very familiar,,,,,10314.0,,"No, I do not attend school",,No,No,,Never,,,,No,,I personally own or lease a car,,,Getting better,,,No,,No,,Yes,Yes,,No,No,,,In a single family home garage or driveway,,,No,,,No,
Own,No,No,My doorstep,No,No,,,No,,Yes,,,No,,No,,,No,No,No,,No,No,No,Not at all familiar,,,,,10466.0,,"No, I do not attend school",,No,No,,Never,,No,The Bronx,No,,I personally own or lease a car,,,Getting worse,,,No,,Yes,,Yes,Yes,No,No,No,,,On the street,No,,No,,No,No,
Rent,,No,My lobby,,,,English,No,,,,,,,No,,,,,No,,No,No,No,Not at all familiar,,,,,10009.0,,"No, I do not attend school",,No,,,Never,,,,No,,I do not have access to a car,,,Getting worse,,,No,,No,,No,No,,No,No,,,,,,No,,,No,
Rent,,No,My lobby,,,,English,No,,,,,,,No,,,,,No,,No,Yes,No,Not at all familiar,,,,,10029.0,,"No, I do not attend school",,No,,,Never,,,,,,I do not have access to a car,,,Getting worse,,,No,,No,,No,Yes,,Yes,No,,,,,,No,,,No,
Rent,No,No,My doorstep,,No,,English,No,No,Yes,,No,,,,,No,No,,No,,No,No,No,Not very familiar,,,,,10468.0,,"Yes, I attend school full time",,No,,,Never,,Yes,The Bronx,,,I do not have access to a car,,Yes,Getting worse,,,No,,No,,Yes,Yes,No,No,No,,,,No,,No,,No,No,No
Rent,,No,My doorstep,,,,English,No,No,,,No,Yes,,,,No,,No,No,,No,,No,Not at all familiar,,,,,11105.0,,"No, I do not attend school",No,No,No,,Physically unable to ride a bike,,,,No,No,I do not have access to a car,,Yes,Getting worse,,,No,Yes,No,,No,Yes,,,No,,,,,No,No,,,No,No
Rent,,No,A postal store,,,,English,No,,,,,,,,,,,,No,,No,Yes,No,Somewhat familiar,,,,,11223.0,,"No, I do not attend school",,No,,,Never,,,,No,,I personally own or lease a car,,,Staying the same,,,No,,No,,Yes,Yes,,No,No,,,,,,No,,,No,
Own,,No,My doorstep,,,,,No,,,,,,,,,,,,No,,No,No,No,Somewhat familiar,,,,,10312.0,,"Yes, I attend school part time",,No,,,Never,,,,No,,I personally own or lease a car,,,Staying the same,,,No,,No,,Yes,Yes,,Yes,No,,,,,,No,,,No,
Rent,,No,My workplace,,,,,No,No,,,No,,,,,No,,,No,,No,No,No,Not very familiar,,,,,11218.0,,"No, I do not attend school",,No,,,Never,,,,No,,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",,Yes,Staying the same,,,No,,No,,No,Yes,,Yes,No,,,,,,No,,,No,No
Rent,,No,My doorstep,,,,English,No,No,,,No,,,,,No,,,No,,No,Yes,No,Somewhat familiar,,,,,10024.0,,"No, I do not attend school",,No,,,Never,,,,No,,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",,Yes,Staying the same,,,No,,No,,Yes,Yes,,No,No,,,,,,No,,,No,No
Own,,No,My doorstep,No,,No,English,No,No,,,No,,,,,No,,,No,,No,,No,Not at all familiar,,,,,11230.0,,"No, I do not attend school",,No,,,At least once a month,,,,No,,I personally own or lease a car,,Yes,Getting worse,No,No,No,,Yes,No,Yes,Yes,,,No,,,,,,No,,,No,No
Rent,,No,My doorman,No,,,English,No,,,,,,,,,,,,No,,No,,No,Not very familiar,,,,,10469.0,,"No, I do not attend school",,No,,,At least once a month,,,,No,,I do not have access to a car,,,Getting worse,,Yes,No,,Yes,No,No,Yes,,,No,,,,,,No,,,No,
Own,No,Yes,A postal store,Yes,No,,English,No,No,Yes,,No,,More than 20 blocks,,New York,No,No,,No,No,No,,No,Very familiar,Very frequently,,,,10009.0,,"Yes, I attend school full time",,No,,Queens,Once a week or more,New York,Yes,Outside of NYC,,,I personally own or lease a car,,No,Getting better,,No,No,,Yes,No,No,Yes,No,,No,,No,,No,,No,,No,No,No
Rent,,No,"An alternative access point (i.e. Amazon locker, UPS, Access Point)",,,,English,No,No,,,No,,6-10 blocks,,,No,,,No,,No,Yes,No,,,,,,11215.0,,"No, I do not attend school",,No,,,Never,,,,No,,I personally own or lease a car,,Yes,Staying the same,,,No,,No,,No,Yes,,No,No,,,,,,No,,,No,No
Own,,No,My doorstep,No,,No,,No,No,,,No,,,,,No,,,No,,No,Yes,No,Not very familiar,,,,,10308.0,,"No, I do not attend school",,No,,,A few times a year,6pm,,,Yes,,I personally own or lease a car,,Yes,Staying the same,No,,No,,Yes,,Yes,No,,No,No,,,In a single family home garage or driveway,,,No,,,No,No
Rent,,No,Other,,,,English,No,,,,,,,,,,,,No,,No,Yes,No,Not very familiar,,,,,10458.0,,"No, I do not attend school",,No,,,Never,,,,No,,I do not have access to a car,,,Getting worse,,,No,,No,,Yes,Yes,,No,No,,,,,,No,,,No,
Own,,No,My workplace,,,,English,No,No,,,No,No,,,,No,,No,No,,No,No,No,Not at all familiar,,,,,10314.0,,"No, I do not attend school",,No,No,,Never,,,,No,,I personally own or lease a car,,No,Staying the same,,,No,,No,,Yes,Yes,,No,No,,,,,,No,,,No,No
Own,,No,My doorstep,,,,English,No,,,,,,,No,,,,,No,,No,No,No,Somewhat familiar,,,,,11375.0,,"No, I do not attend school",,No,,,Never,,,,No,,I personally own or lease a car,,,Getting worse,,,No,,No,,No,Yes,,No,No,,,,,,No,,,No,
Rent,,No,My doorstep,,,,English,No,No,,,No,,,,,No,,,No,,No,No,No,Not at all familiar,,,,,11354.0,,"No, I do not attend school",,No,,,Never,,,,No,,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",,Yes,Getting worse,,,No,,No,,Yes,Yes,,No,No,,,,,,No,,,No,No
Own,,No,My doorstep,No,,,,No,No,,,No,,,,,No,,,No,,No,Yes,No,Not at all familiar,,,,,11210.0,,"No, I do not attend school",,No,,,Never,11pm,,,No,,I personally own or lease a car,,No,Staying the same,,,No,,Yes,,Yes,No,,No,No,,,On the street,,,No,,,No,No
Own,,No,My doorstep,,,No,English,No,,,,,,,,,,,,No,,No,No,No,Not at all familiar,,,,,10308.0,,"No, I do not attend school",,No,,,Never,,,,No,,I personally own or lease a car,,,,No,,No,,No,,Yes,Yes,,No,No,,,In a single family home garage or driveway,,,No,,,No,
Rent,,No,My doorstep,,,,English,No,No,,,No,,,,,No,,,No,,No,No,No,Not very familiar,Not very frequently,,,,11225.0,,"No, I do not attend school",,No,,,A few times a year,,,,,,I personally own or lease a car,,Yes,Getting worse,,,No,,No,,No,Yes,,Yes,No,,,,,,No,,,No,No
,,No,,,,,,No,,,,,,,,,,,,No,,No,No,No,,,,,,11220.0,,"No, I do not attend school",,No,,,Never,,,,No,,I do not have access to a car,,,,,,No,,No,,No,Yes,,No,No,,,,,,No,,,No,
Own,,No,My doorman,No,,Yes,,No,,,,,No,,,,,,No,No,,No,,No,Somewhat familiar,,,,,10025.0,,"No, I do not attend school",,No,No,,Several times a month,,,,No,,I personally own or lease a car,,,Staying the same,No,No,No,,Yes,No,No,Yes,,,No,,,In another parking garage or lot,,,No,,,No,
Own,,No,My doorstep,No,,,,No,No,,,No,,,No,,No,,,No,,No,,No,Somewhat familiar,,,,,10025.0,,"No, I do not attend school",,No,,,Several times a month,,,,No,,I personally own or lease a car,,Yes,Getting worse,,No,No,,Yes,No,No,Yes,,,No,,,,,,No,,,No,No
Rent,,No,Other,,,,English,No,,,,,,,No,,,,,No,,No,,Yes,Not very familiar,,,,,10456.0,,"No, I do not attend school",,No,,,Physically unable to ride a bike,,,,No,,I personally own or lease a car,,,Getting worse,,,No,,No,,Yes,Yes,,,No,,,,,,No,,,No,
Rent,,No,My doorman,,,,English,No,No,,,No,,,No,,No,,,No,,No,Yes,No,Somewhat familiar,,,,,10017.0,,"No, I do not attend school",,No,,,Never,,,,No,,I do not have access to a car,,No,Getting worse,,,No,,No,,Yes,Yes,,No,No,,,,,,No,,,No,No
