dbn,code1,school_10th_seats,requirement2_8,requirement3_6,bin,admissionspriority15,eligibility6,admissionspriority14,applicants2specialized,requirement1_6,code4,admissionspriority12,requirement2_7,grade9swdfilledflag9,prgdesc4,grade9swdfilledflag2,grade9geapplicantsperseat1,seats9swd8,applicants5specialized,offer_rate3_2,requirement6_6,code5,eligibility1,offer_rate1_3,grade9swdapplicants3,interest9,grade9swdapplicantsperseat10,interest3,seats101,grade9gefilledflag4,grade9swdfilledflag10,grade9gefilledflag3,academicopportunities6,offer_rate1_2,program9,admissionspriority28,requirement5_9,seats9ge2,appperseat2specialized,common_audition4,grade9swdapplicantsperseat2,requirement6_5,seats9ge4,auditioninformation8,code9,offer_rate2_4,grade9swdapplicantsperseat8,psal_sports_girls,academicopportunities4,international,bbl,applicants6specialized,grade9gefilledflag7,admissionspriority11,city,requirement4_9,seats9swd7,overview_paragraph,longitude,:@computed_region_efsh_h5xi,geocoded_column,finalgrades,:@computed_region_sbqj_enih
30Q450,Q29A,Y,,,4467709,Open to New York City residents,,Open to New York City residents,,,Q29N,Open to New York City residents,,N/A - zoned program,"Students in this program complete sequenced coursework, with a focus on sports medicine and health professions. Rigorous instruction in Regents and AP Science courses is at the core of our program. Utilizing our extensive physical education and health clinic facility, including our Olympic-size pool and athletic field, students will have the opportunity to prepare for certification as personal trainers, first aid, and CPR.",Y,3.0,10,,,,Q29P,,,34.0,Zoned,,"Hospitality, Travel, & Tourism",No,N,,N,,,Zoned,Then to students who have been in a Transitional Bilingual Education Spanish middle school program,,74.0,,,5.0,,127.0,,Q29Z,,1,"Basketball, Bowling, Fencing, Golf, Gymnastics, Handball, Lacrosse, Soccer, Softball, Swimming, Tennis, Volleyball","Art, Music, Computer Programming ,Theater, CUNY College Now-LaGuardia, College Board Advancement Program (18 Courses), Seal of Bi-literacy Sequence",,4005290002,,N,Open to New York City residents,ASTORIA,,5,"Our academically and aesthetically enriched programs offer superb preparation for college, career, and life in a nurturing environment. Students benefit from the personalization of a small high school through our Smaller Learning Communities, while also taking advantage of the wealth of offerings that a large high school can provide. Every ninth grade student is enrolled in an additional elective class that focuses on argumentative writing and non-fiction readings.",-73.9328,16863.0,"{'type': 'Point', 'coordinates': [-73.9328, 40.765826]}",9 to 12,72
18K567,L33A,Y,,,3224139,,,,,,,,,,,,6.0,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,"Basketball, Bowling, Cross Country, Handball, Indoor Track, Outdoor Track, Softball, Volleyball",Summer School Enrichment Programs and Summer Bridge Program for Incoming 9th Graders,,3079980005,,,Open to New York City residents,BROOKLYN,,,"Brooklyn Theatre Arts High School (BTA) is a cohesive, vibrant learning community dedicated to college and career readiness and the development of young people with integrity, a strong sense of identity, and an awareness of the world and their place in it. BTA graduates demonstrate our core values of benevolence, trust, attitude, honesty, and scholarship. Scholars leave our school independent, confident, and well-prepared.",-73.916735,13827.0,"{'type': 'Point', 'coordinates': [-73.916735, 40.633285]}",9 to 12,42
17K745,L17A,,,,3107227,,,,,,,,,,,,9.0,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,"Basketball, Bowling, Cross Country, Outdoor Track, Rugby, Soccer, Volleyball, Wrestling","Music, Band, Art, Dance, Step, Martial Arts, Cheerleading, Zumba, Theater, Leadership, Community Service, Small Group Advisory, Tutoring",,3048110001,,,Priority to Brooklyn students or residents,BROOKLYN,,,"The Brooklyn Institute for Liberal Arts (BILA) is an ideal school for students who want the best academic foundation to prepare them for college or career. We have challenging interactive and online classes with opportunities for students to succeed in a supportive, friendly, and energetic community. We encourage and celebrate student voice, mentor students, and develop student leaders. Monthly trips are part of a curriculum that allows students to see, learn about, and truly participate in this ever-changing world. Students with a love for technology will flourish in this Mac-based iZone school, with a variety of programs in music, art, dance, theater, and STEM to suit individual student choice. At BILA, students are happy and successful.",-73.942458,16866.0,"{'type': 'Point', 'coordinates': [-73.942458, 40.658893]}",9 to 12,44
22K535,K76A,Y,,,3326938,,,,,,,,,,,,25.0,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,"Basketball, Bowling, Flag Football, Soccer, Swimming, Tennis, Volleyball",,,3087600060,,,Open to New York City residents,BROOKLYN,,,"Our school is affiliated with Kingsborough Community College. All students study math and science every year and three years of of a World Language as a high school student. Additionally, all 9th and 10th grade students are mandated to take computer science courses. Our school is committed to academic excellence in a caring community.",-73.935952,13826.0,"{'type': 'Point', 'coordinates': [-73.935952, 40.580894]}",9 to 12,36
02M419,M91A,Y,,,1013096,,,,,,,,,,,,5.0,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,"Basketball, Bowling, Softball, Tennis, Volleyball","Elective courses offered for all students, including American Sign Language, Chess, Photojournalism, Coding, Music production, and Newsletter.",,1007420007,,,Priority to Manhattan students or residents,MANHATTAN,,,"We are a small, college-preparatory school that offers a challenging academic curriculum with a strong emphasis on reading, collaboration, and project-based learning. All students have the opportunity to graduate with thirteen college credits through our College Now For All initiative. We are part of the NY Consortium, and students present and defend six PBATs (performance-based assessment tasks) before a committee in order to graduate. The PBAT process is rigorous, and helps to prepare students for the research and writing demands of college. Our advisory program ensures that all students have strong and trusting relationships with adults and peers in order to support a close-knit, positive learning culture.",-74.002136,12074.0,"{'type': 'Point', 'coordinates': [-74.002136, 40.742867]}",9 to 12,6
03M291,M92A,,,,1030328,,,,,,,,,,,,10.0,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,1011540108,,,Priority to continuing 8th graders,MANHATTAN,,,"We promote and support scholarly endeavors through a rich and varied curriculum, emphasizing our core values of creativity, compassion, wonder, and resilience. Through an interdisciplinary approach, utilizing New York City as a learning lab, students experience rigorous coursework through authentic expeditions, which culminate in public presentations of learning. Expeditions engage students in case studies that examine and analyze compelling topics from a variety of perspectives. All students work towards achieving an Advance Regents diploma and have the opportunity to take several Advanced Placement (AP) courses. WESS offers extensive opportunities to participate in sports, clubs, course-related travel, and service learning.",-73.987479,12420.0,"{'type': 'Point', 'coordinates': [-73.987479, 40.772007]}",6 to 11 - This school is expanding to serve grades 6 to 12.,12
16K688,L57A,Y,,,3043822,,,,,,,,,,,,3.0,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Basketball,"Medgar Evers Early College Dual Credit and LIU Brooklyn Promise, STEP and Early College Scholars",,3016160001,,,Open to New York City residents,BROOKLYN,,,"BAGF will provide an environment where students are academically challenged and experience real-world application of their learning through opportunities to interact with partners in the business and financial industries. Real world career experiences include field trips, job shadowing, and internships to give students a view of the financial and business industries. Students experience college life through early college courses, college visits, and mentoring from college students. Our mission is to prepare students for post-secondary education and to compete in the global economy through a challenging academic curriculum, including 21st century skills such as financial and digital literacy, collaboration, and entrepreneurship.",-73.933697,18181.0,"{'type': 'Point', 'coordinates': [-73.933697, 40.691274]}",9 to 12,52
27Q650,Q83A,Y,,,4438609,,,,,,Q83U,Open to New York City residents,,,,Y,10.0,,,,,,,,124.0,,,Engineering,Yes,,,Y,,,,,,71.0,,,7.0,,,,,,,"Basketball, Cross Country, Handball, Indoor Track, Outdoor Track, Soccer, Softball, Volleyball, Wrestling","CTE program(s): Architecture, Construction Technology, Engineering",,4093810044,,,Open to New York City residents,OZONE PARK,,,"This is a CTE school that prepares students for college, technical school, and apprenticeships in construction trades, engineering, and architecture. We have state-of-the art facilities that support computer-aided design, mechanical drafting, technical drawing, model building, construction technology, electrical installation, digital electronics, and engineering. We partner with construction, architecture, and engineering firms and non-profits. We allow students to explore their talents and interests while receiving a solid academic foundation that prepares them for college and careers. Our learning environment promotes academic achievement through the integration of career interests and making connections between learning and the world.",-73.840717,24012.0,"{'type': 'Point', 'coordinates': [-73.840717, 40.689591]}",9 to 12,60
06M348,M88A,Y,,,1063703,,,,,,,,,,,,41.0,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,"Basketball, Flag Football, Soccer",Significant College Now course offerings hosted on-campus and available on college campuses,,1021550035,,,Priority to continuing 8th graders,MANHATTAN,,,"Our mission is to work with families to prepare each student academically, emotionally, intellectually, and socially to succeed in the college of their choice and beyond. We provide a small, nurturing environment where high expectations, excellent instruction, and dedicated faculty work relentlessly to meet the needs of all students. Consider our school if you strive to become a skilled problem-solver, effective communicator, adventurous risk-taker, and an active contributor to the school and local community. Our high expectations coupled with our commitment to creating a sense of membership and belonging for all students is why so many of our students are fulfilling our mission, graduating from college and pursuing meaningful careers.",-73.930948,13091.0,"{'type': 'Point', 'coordinates': [-73.930948, 40.848908]}",K to 12,22
09X543,X41A,,,,2004526,,,,,,,,,,,,3.0,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,"Badminton, Basketball, Flag Football, Soccer, Softball, Volleyball",Forensics and Anatomy are offered to Senior students.,,2026340001,,,Priority to Bronx students or residents,BRONX,,,"The High School for Violin and Dance (HSVD) is one of four schools on the Morris Educational Campus. HSVD offers every student classes in string orchestra and dance (ballet, jazz, modern, tap, hip hop). No prior experience is necessary, but students are expected to have a serious interest in the two performing arts and be ready to participate in intensive training in daily classes. With consistent practice, our students achieve competence, confidence, good citizenship, and maturity-qualities that are the foundation for success in high school. There are culminating string orchestra and dance performances at the end of the school year.",-73.904473,10934.0,"{'type': 'Point', 'coordinates': [-73.904473, 40.827642]}",9 to 12,25
26Q566,Q32A,Y,,,4529899,,,,,,,,,,,,3.0,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,"Basketball, Cross Country, Fencing, Flag Football, Golf, Indoor Track, Lacrosse, Outdoor Track, Rugby, Soccer, Softball, Swimming, Volleyball","College level courses at Queens College and Queensborough Community College, Advisory, Drop Everything and Read (DEAR)",,4078700072,,,Priority to students attending PS/IS 266Q and PS/MS 208Q,BELLEROSE,,,"QHST is a rigorous college preparatory high school on a beautiful and safe, 32-acre campus. With a new NCAA regulation sports complex and 21st Century College and Career Research Center, we prepare students for success in high school, college, and beyond. Students are programmed into one of three Small Learning Communities where they are known well by all. Our model supports students' achievement of some of the highest attendance and graduation rates citywide. We offer college level credit-bearing and AP courses, a daily literacy (DEAR) program, advisory program, senior electives, and a Teaching Institute. Community partnerships and our extended-day programs ensure that students continue academic and social learning beyond the school day.",-73.727535,24335.0,"{'type': 'Point', 'coordinates': [-73.727535, 40.746088]}",9 to 12,63
08X432,Y47A,,,,2022205,,,,,,,,,,,,3.0,,,,,,Open only to New York City residents who are English Language Learners (ELL),,,,,,No,,,,,,,,,,,,,,,,,,,,Academic and career planning starting in the ninth grade,,2036040039,,,Priority to Bronx students or residents,BRONX,,,"Our school is designed for English Language Learners, including students whose native language is Bengali, Arabic, French, or Spanish. At Bronx Bridges High School, all teachers and staff work closely with students to achieve their academic goals and explore their interests and passions. Our students' cultural and linguistic backgrounds are an integral part of their academic work. We are committed to assisting students in maintaining the richness of their personal histories and providing them with a sense of their place in the greater community. Capstone Projects are an integral part of our curricula. Our graduates are prepared to meet the challenging demands of a college education and ready to succeed in a 21st century workplace.",-73.856167,11611.0,"{'type': 'Point', 'coordinates': [-73.856167, 40.82229]}",9 to 12,26
02M308,M05R,Y,,,1005283,,,,,,,,,,,,14.0,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,"Badminton, Basketball, Bowling, Softball, Swimming, Table Tennis, Tennis, Volleyball, Wrestling",Internships for all qualifying seniors,,1004080030,,,Priority to Districts 1 and 2 students or residents,MANHATTAN,,,"LoMA is a small, multicultural college preparatory arts school that focuses on academic and artistic development and excellence. We believe that all students are intrinsically curious, and capable of achieving at high levels. We support each student's intellectual, emotional, and social growth with the goal of success in a four-year college or career. These expectations require that all students take additional math, science, reading, internship, and arts classes. Every student must also take part in an extended-day program at least twice a week. To support our students' success at meeting these higher standards, we maintain an intimate, nurturing community with a large number of adults challenging amd supporting our students.",-73.989596,11723.0,"{'type': 'Point', 'coordinates': [-73.989596, 40.717349]}",9 to 12,4
09X250,X03R,,,,2009617,,,,,,,,,,,,10.0,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,"Badminton, Basketball, Soccer, Softball, Volleyball",Regents Preparation Program,,2029250056,,,Priority to Bronx students or residents,BRONX,,,"Eximius College Preparatory Academy is dedicated to developing high-achieving students of good character who use academic, technological, and social skills to inspire others and contribute to their community. Our values are academic excellence, community citizenship, self-determination, compassion, integrity, reflective living, and unity of being. Students must aspire to personal excellence to be successful and we help them master the challenges of a college preparatory curriculum, guide them through the college entrance process, and prepare them for success. Our coursework is designed to give students the knowledge, skills, and strategies to pass the Regents, excel on the SAT, and succeed in college and life.",-73.902499,10934.0,"{'type': 'Point', 'coordinates': [-73.902499, 40.833665]}",9 to 12,25
03M479,M71A,Y,,,1026924,,,,,,,,,,,,19.0,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,"Basketball, Bowling, Cross Country, Fencing, Indoor Track, Outdoor Track, Soccer, Softball, Tennis, Volleyball","Advanced classes: Engineering, Robotics, Data Modeling, Forensics, Statistics, Advanced History and English senior electives",,1010720015,,,Open to New York City residents,NEW YORK,,,"Beacon High School offers an inquiry-based program with technology and arts infused throughout the curriculum. We emphasize a challenging, well-rounded liberal arts education based on the principle of shared exploration and problem-solving. In assessments for graduation, students present performance-based projects to panels of teachers. Beacon offers extensive opportunities to participate in clubs, sports, community service, and international travel.",-73.995802,13094.0,"{'type': 'Point', 'coordinates': [-73.995802, 40.761452]}",9 to 12,10
28Q310,Q05A,,,,4448806,,,,,,,,,,,,8.0,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,"Basketball, Bowling, Cross Country, Flag Football, Indoor Track, Outdoor Track, Soccer, Softball, Swimming, Volleyball",Small advisory classes that cater to individual students' needs with academic intervention,,4098580100,,,Priority to continuing 8th graders,JAMAICA,,,"Queens Collegiate: A College Board School is a small school committed to a holistic education (including access to a full array of academic and artistic experiences) providing our students with the tools for college and career. Students are inspired to set the highest academic standards and career goals for themselves. They learn to think critically, communicate effectively, and remain open to a wide range of experiences. Student empowerment and work ethic are hallmarks of Queens Collegiate.",-73.797237,24340.0,"{'type': 'Point', 'coordinates': [-73.797237, 40.713218]}",6 to 12,65
11X455,X25B,Y,,"Standardized Test Scores: English Language Arts, Math",2116159,Priority to Bronx students or residents,,Priority to Bronx students or residents,,Attendance,X25E,Priority to Bronx students or residents,Course Grades: Average,,"Media students learn about human communication in a digital world through hands-on experience with video, web, and radio production. Internships and partnerships are available with WABC-7 Eyewitness News, News 12, Fox 5, and BronxNET.",Y,5.0,N/A - zoned program,,,,X25F,,98% of offers went to this group,129.0,,,Culinary Arts,Yes,N,,N,,98% of offers went to this group,Harry S. Truman High School ACES 15:1 Program,Then to New York City residents,,122.0,,,6.0,,78.0,,X25Y,,N/A - zoned program,"Basketball, Cross Country, Flag Football, Indoor Track, Outdoor Track, Soccer, Swimming, Tennis, Volleyball, Wrestling",,,2051410150,,N,Priority to Bronx students or residents,BRONX,,16,"Our school is writing a new chapter in our history as the best-kept secret in the Bronx. We have taken the small school feeling and combined it with the variety of courses, diverse student body, and world-class facilities that you can only get in a large high school environment. Our students take core academic courses and commit to one of six career academies. Our 12th graders earn millions of dollars in scholarships every year to attend universities like Fordham, NYU, St. John's, DePauw University, and Penn State. Students ask: ""Why would I go anywhere else?"" It is a class-leading education close to home. If it sounds too good to be true, come and visit for yourself.",-73.833904,12344.0,"{'type': 'Point', 'coordinates': [-73.833904, 40.874091]}",9 to 12,28
09X297,X81X,,,,2004526,,,,,,,,,,,,7.0,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,"Badminton, Basketball, Flag Football, Soccer, Softball, Volleyball","Peer mentoring & leadership development program, visual arts program, Junior Reserve Officers' Training Corps (JROTC), and Computer Science courses",,2026340001,,,Priority to Bronx students or residents,BRONX,,,"At MACS our students learn by doing. Our staff builds relationships with students, parents, & community to continuously develop systems that empower the whole student. We put students first by setting high expectations while meeting student needs so they can work collaboratively & think critically to become creative problem-solvers who will lead by example in all endeavors. We implement a series of data-informed, student-centered initiatives, project-based learning, & socio-emotional support structures that use evidence to meet needs and maximize equity for all. Passion, persistence, & knowledge of the whole student flow in & out of these systems as connective threads that encourage high standards & real-world relevance in our practices.",-73.904473,10934.0,"{'type': 'Point', 'coordinates': [-73.904473, 40.827642]}",9 to 12,25
03M859,A85A,Y,,,1030343,,,,,,,,,,,,9.0,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,"Badminton, Basketball, Bowling, Flag Football, Handball, Indoor Track, Soccer, Softball, Volleyball, Wrestling",Small classes afford individualized learning experiences and strong teacher-student relationships.,,1011570025,,,Priority to continuing 8th graders,MANHATTAN,,,"SMS is a public school open to musically gifted students. The school admits 50 students per grade and combines rigorous academics with intensive music instruction. The school is a partnership between Kaufman Music Center and the NYCDOE. Our mission is to develop students who have the skills, competencies, and knowledge necessary for successful 21st century music careers. The 21st-Century musician can analyze, compose, and perform music at the highest level, has a strong sense of his/her own artistic voice, and is fluent in current music technologies. He/She possesses strong academic knowledge, skills, and habits, and is also community-minded, inventive, and resourceful. Please note that Special Music School has two campuses: one for K-8 and another for 9-12. The address for the K-8 school is 129 West 67th Street, and the address for the 9-12 school is 122 Amsterdam. Please contact admissions@specialmusicschool.org for more information.",-73.984753,12420.0,"{'type': 'Point', 'coordinates': [-73.984753, 40.774351]}",K to 12,12
27Q475,Q35B,Y,,,4195688,,,,,,,Priority to Queens students or residents,,,,Y,5.0,,,,,,,,,,,Zoned,No,,,N/A - zoned program,,92% of offers went to this group,,,,68.0,,,8.0,,,,,,,"Basketball, Bowling, Indoor Track, Outdoor Track, Soccer, Softball, Swimming, Tennis, Volleyball","IT, Robotics & Engineering Academy prepares the next generation of A.I. designers for an industry that is predicted to approach $100 billion by 2020.",,4093210001,,,Priority to Queens students or residents,RICHMOND HILL,,,"Richmond Hill High School supports students in exploring their individual interests and talents through career-themed academies, such as IT, Robotics & Engineering, Software Engineering, Hospitality & Tourism, Criminalistics & Forensics, Art & Design, and Health Sciences, offering paid internships. Students take a unique college-planning class that supports them through test preparation, research, application, and financial aid/scholarship processes. Students are also offered Advanced Placement (AP), CUNY College Now, St. Francis' College Bridge and SUNY College in the Classroom courses, which can earn students up to 18 college credits. We have strong community ties and use these relationships to benefit families with social/emotional supports.",-73.833681,24014.0,"{'type': 'Point', 'coordinates': [-73.833681, 40.695888]}",9 to 12,60
14K478,K88A,Y,,,3325733,,,Open to New York City residents,,,K88D,Open to New York City residents,,,"Music major with a 10-credit sequence of courses, plus additional classes that meet in small groups. This sequence fulfills the requirements for the Advanced Regents Diploma.",N,6.0,,,,,,,,15.0,,,Science & Math,Yes,N,,N,"CTE program(s): Academy of Hospitality and Tourism, CISCO Networking Academy, Pre-engineering",,,,,53.0,,,5.0,,21.0,,,,,"Basketball, Handball, Outdoor Track, Soccer, Softball, Volleyball",Music,,3030160001,,,Open to New York City residents,BROOKLYN,,,"The High School for Enterprise, Business & Technology (EBT) is located in Williamsburg, Brooklyn. In partnership with industries and post-secondary institutions, our scholars learn how to impact the world as responsible, caring, and productive citizens. Through their involvement in various service learning initiatives, our students are able to address genuine community needs while being taught civic responsibility. A major focus at EBT is preparing our students for college and career, which is evident in the high expectations and rigor of our curriculum, early college programs including the International Baccalaureate Program, and Career and Technical Education programs (Business & Finance, Computer Science/Networking, Engineering).",-73.939722,17613.0,"{'type': 'Point', 'coordinates': [-73.939722, 40.712184]}",9 to 12,56
10X546,X38A,Y,,,1064532,,,,,,,Priority to Bronx students or residents,,,,N,6.0,,,,,,,,,,,,Yes,,,,,97% of offers went to this group,,,,49.0,,,4.0,,,,,,,"Basketball, Flag Football, Golf, Gymnastics, Handball, Indoor Track, Outdoor Track, Soccer, Softball, Tennis, Volleyball",,,1022150080,,,Priority to Bronx students or residents,BRONX,,,"Bronx Theatre High School is partnered with Roundabout Theatre Company to offer students the opportunity to earn a Regents diploma with an arts endorsement by adopting the model of a theater company. Our students stage plays, musicals, and their own original works to explore the universal themes of human experience and acquire skills and knowledge to meet the learning standards as artist-at-work. Our program provides the college and career readiness skills for students to succeed on post-secondary setting. Teaching artist work with teachers to create ensemble for students to work together, learn together, and become strong contributors to society.",-73.912256,11272.0,"{'type': 'Point', 'coordinates': [-73.912256, 40.877105]}",9 to 12,33
02M280,M73A,Y,,,1001388,,,,,,,,,,,,8.0,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,"Badminton, Basketball, Bowling, Cross Country, Flag Football, Indoor Track, Outdoor Track, Soccer, Softball, Volleyball","Adobe Certified Associate Program, Microsoft Office Specialist Certifications, Communications and Advertising Design Certifications",,1001130100,,,Priority to Manhattan students or residents,MANHATTAN,,,"Through close partnerships with the Borough of Manhattan Community College (BMCC) and with the advertising and media industry, our school prepares students for success at four-year colleges and competitive careers. Students have the option to remain at our school for up to six years and can earn an associate degree at no cost in addition to their CTE-endorsed high school Regents diploma. In the first four years, students participate in job shadowing, field trips, training seminars, and summer internships. All of our community members are accountable for our four core values: Scholarship, Creativity, Responsibility, and Empathy. Students are held to high standards and expected to participate in the development of our community.",-74.000851,13096.0,"{'type': 'Point', 'coordinates': [-74.000851, 40.711442]}",9 to 14,2
02M425,M76A,Y,,,1001035,,,,,,,Open to New York City residents,,,,N,1.0,,,,,,,,,,,,Yes,,,,,,,,,62.0,,,3.0,,,,,,,"Basketball, Softball",College Courses: BMCC College Now and Touro College,,1000510015,,,Open to New York City residents,MANHATTAN,,,"At the Leadership and Public Service High School, we believe that education is a portal to developing tomorrow's leaders. It is the school's mission to have families, students, administration, and staff collaborate to identify issues, define goals, and reach academic success. Our curriculum includes athletic, civic, and social programs, and connects learning to life beyond the classroom. We offer a strong advisory course that allows our students to form close relationships with our faculty members. Our students learn through innovative teaching practices which help them develop a deeper understanding of themselves, others, and our world.",-74.012332,11727.0,"{'type': 'Point', 'coordinates': [-74.012332, 40.70873]}",9 to 12,1
31R047,R01R,Y,,,5149609,,,,,,,,,,,,17.0,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,"Basketball, Cross Country, Fencing, Flag Football, Outdoor Track, Soccer, Softball, Tennis, Volleyball, Wrestling","Strong academic/college prep. with strict policy on timely homework (late work not graded), strong school tone: zero tolerance of student misconduct.",,5024500320,,,"Priority to Districts 20, 21, and 31 students or residents",STATEN ISLAND,,,"Our challenging and academically demanding program is designed around college preparedness & aligned to Common Core/Next Generation Standards. High standards, rigor, & global themes are infused throughout subjects. Exceptionally high standards around student conduct, school tone, and academic citizenship are strictly maintained. Students are required to present comprehensive portfolios and engage in summer research projects. Teachers work to challenge students' thinking, build student ownership of learning, and prepare students for college. Students have opportunities to travel & foster cross-cultural learning. All students must undertake at least 3 years of world language, including; Mandarin Chinese or Spanish, building global competence.",-74.158589,10700.0,"{'type': 'Point', 'coordinates': [-74.158589, 40.581315]}",9 to 12,75
19K583,L40A,Y,,,3090738,,,,,,,Open to New York City residents,,,,Y,2.0,,,,,,Open only to New York City residents whose home language is Spanish,,,,,,Yes,,,,"CTE program(s): Aviation, Aviation Technology",,,,,25.0,,,4.0,,,,,,,"Basketball, Bowling, Indoor Track, Softball, Tennis, Volleyball",We provide internship opportunities in various fields.,1.0,3040940001,,,,BROOKLYN,,,"Our school is dedicated to helping English Language Learners (ELLs) develop their English proficiency. We believe that mastery of the English language is essential for college and work. Students are offered additional training in English as a New Language, technology, and other subjects during our extended-day program and on Saturdays. Classes are designed to prepare students to meet graduation requirements and the challenges of college and career. Supportive teachers will assist students as they meet their academic potential and become well-rounded, productive members of society. Newcomers are welcome.",-73.868328,17215.0,"{'type': 'Point', 'coordinates': [-73.868328, 40.691146]}",9 to 12,47
19K507,K61D,Y,,,3084440,,,Open to New York City residents,,,K61T,Priority to Brooklyn students or residents,,,"A four-year intensive program that includes a combination of acting, voice, diction, and script analysis.",Y,13.0,,,,,,,,88.0,,,Computer Science & Technology,Yes,N,,N,,79% of offers went to this group,,,,21.0,,,14.0,,41.0,,,,,"Basketball, Flag Football, Indoor Track, Outdoor Track, Volleyball",Student Success Center that assist students with the college process. The college counselors also arrange college tours and SAT prep.,,3037880001,,,Priority to Brooklyn students or residents,BROOKLYN,,,"Students are provided with a comprehensive education that includes performing arts, technology, and a choice of seven Advanced Placement (AP) courses. Our school develops the talents of students through dance, drama, and instrumental and vocal music. We offer graphic and webpage design and CISCO Certification Training. We build partnerships with the professional performing arts community, institutions of higher learning, and other organizations to provide opportunities for internships or college-level study: Brooklyn College, Medgar Ever College, Syracuse University, SAGA Innovations, the Step Up program, the Leadership Organization, and Hip Hop 4 Life. Our clubs and teams develop leadership capacity in all members of our school community.",-73.894747,17214.0,"{'type': 'Point', 'coordinates': [-73.894747, 40.667456]}",9 to 12,47
18K633,L49A,Y,,,3230949,,,,,,,,,,,,13.0,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,"Basketball, Indoor Track, Outdoor Track, Rugby, Soccer, Softball, Volleyball, Wrestling",Collaboration with Co-Op Tech provides opportunities for students to engage with Career and Technical Education to become certified in medical billing,,3082220001,,,Open to New York City residents,BROOKLYN,,,"Our vision is to provide all students with access to the community for internships, field trips, and hands-on learning experiences while exploring interests in health professions. We expect that every student will undertake community service and become active, positive members of our community. We have a very dynamic school community and have many opportunities that are presented to our families.",-73.898254,13827.0,"{'type': 'Point', 'coordinates': [-73.898254, 40.641474]}",9 to 12,42
02M393,A14A,Y,,,1026646,,,,,,,,,,,,13.0,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,"Basketball, Flag Football, Soccer, Softball, Volleyball",CollegeSpring: All students complete year-long SAT preparation class and three diagnostic exams during their Junior year.,,1010590015,,,Priority to Manhattan students or residents,MANHATTAN,,,"We are a Career and Technical Education (CTE) school focused on Business Management, Sports Management & Entrepreneurship. We expect our students to learn the fundamentals of business and to graduate prepared for college and careers as business analysts, marketers, entrepreneurs, and journalists. Students have opportunities for real-world learning and building their own networks in the sports management industry through internships and other work-based learning activities. Students are paired with a professional mentor, and through our Sports Business Speaker Series, have frequent opportunities to network with current industry professionals. Our graduates may also earn industry certifications in Microsoft Office and Workplace Readiness.",-73.9906,12081.0,"{'type': 'Point', 'coordinates': [-73.9906, 40.76337]}",9 to 12,10
11X290,X22A,Y,,,2057045,,,,,,,,,,,,12.0,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,"Basketball, Cross Country, Indoor Track, Outdoor Track, Softball, Swimming, Volleyball","School activities: career day, college fairs, parent summit, college workshops, FAFSA night, SUNY college trips, PSAL, and the Beacon Program",,2046330040,,,Priority to Bronx students or residents,BRONX,,,"Our mission is to support students in becoming competent, self-confident, and responsible citizens who are ready to participate productively in our democratic society. As a college preparatory high school, we are committed to providing the best opportunities for academic and social growth for all of our students. In keeping with its health theme, BAHC exposes students to a variety of health professions to help them make informed career choices. Presently, BAHC is a CUNY College Now, College Access for All, and an Advanced Placement for All school! Students considering applying should excel in Math and Science. BAHC is a uniform school. Please visit our school website: www.bxahc.org",-73.86197,11605.0,"{'type': 'Point', 'coordinates': [-73.86197, 40.875953]}",9 to 12,30
