property_id,property_name,percent_of_electricity_that,national_median_reference,financial_office_weekly,national_median_energy_star,office_gross_floor_area_ft,medical_office_percent_that_1,multifamily_housing_number_2,propane_use_kbtu,weather_normalized_site_2,weather_normalized_source,parking_open_parking_lot,data_center_it_source_energy,fuel_oil_1_use_kbtu,estimated_data_flag_fuel_3,electricity_use_grid_purchase_3,hospital_general_medical,annual_maximum_demand_meter,national_median_total_ghg,restaurant_worker_density,outdoor_water_use_all_water,national_median_site_eui,alert_energy_meter_has_less,number_of_active_energy_meters_1,food_service_gross_floor,district_hot_water_use_kbtu,fitness_center_health_club,multifamily_housing_number_7,medical_office_gross_floor,metered_areas_energy,weather_normalized_site_energy,office_worker_density_number,multifamily_housing_percent,source_eui_kbtu_ft,alert_property_has_no_uses,residence_hall_dormitory,parking_gross_floor_area,retail_store_number_of_walk,nyc_building_identification,direct_ghg_emissions_intensity,multifamily_housing_gross,third_party_certification,non_refrigerated_warehouse,alert_energy_no_meters,green_power_onsite_kwh,financial_office_number_of,hospital_general_medical_8,mailing_center_post_office,data_center_it_equipment,restaurant_weekly_operating,performing_arts_gross_floor,alert_energy_meter_has_single,weather_normalized_source_1,medical_office_number_of,parking_partially_enclosed,metered_areas_water,electricity_use_generated,multifamily_housing_resident,city,electricity_use_generated_3,net_emissions_metric_tons,green_power_offsite_kwh,property_gfa_calculated_2,laboratory_gross_floor_area,energy_star_certification_1,parent_property_name,property_gfa_calculated_1,senior_living_community_living,hospital_general_medical_3,total_ghg_emissions_intensity,largest_property_use_type,alert_data_center_issue_with,alert_water_meter_has_less,district_chilled_water_use,hospital_general_medical_5,hospital_general_medical_1,_3rd_largest_property_use,courthouse_gross_floor_area,last_modified_date_property
4952780,AKAM - 22 Riverside Drive,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,0,Not Available,465.3,104,Not Available,Not Available,Not Available,Not Available,672371.8,Not Available,Not Available,294.1,Not Available,Not Available,73.7,Ok,6,Not Available,Not Available,Not Available,0,Not Available,Whole Property,4260104.7,Not Available,100,98,Ok,Not Available,Not Available,Not Available,1030996,4.6,52672,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,5479094.8,Not Available,Not Available,Whole Property,Not Available,No specific resident population,New York,Not Available,296.7,0,Not Available,Not Available,No,Not Applicable: Standalone Property,52672.0,Not Available,Not Available,5.6,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,03/17/2022 01:30 PM EDT
3107152,DEPM 1116 - 520 East 86th St,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,42,Not Available,64440.3,85.2,Not Available,Not Available,Not Available,Not Available,1279073.5,Not Available,Not Available,601.6,Not Available,Not Available,84.4,Ok,5,Not Available,Not Available,Not Available,0,Not Available,Whole Property,7723101.7,Not Available,100,80.8,Ok,Not Available,Not Available,Not Available,1051249,2.6,121518,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,10347635.3,Not Available,Not Available,Whole Property,Not Available,No specific resident population,New York,Not Available,423.4,0,Not Available,Not Available,No,Not Applicable: Standalone Property,121518.0,Not Available,Not Available,3.5,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,03/07/2022 07:54 PM EST
2665463,Stellar - 4241-47 Broadway,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,0,Not Available,75596,182,Not Available,Not Available,Not Available,No,1968873.8,Not Available,Not Available,420.4,Not Available,Not Available,96,Ok,13,Not Available,Not Available,Not Available,0.79859,Not Available,Whole Property,9479681,Not Available,0,178.7,Ok,Not Available,Not Available,0,1064282,5.2,65115,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,13313812.8,Not Available,Not Available,Not Available,Not Available,No specific resident population,New York,Not Available,548.8,0,Not Available,Not Available,No,Not Applicable: Standalone Property,73152.0,Not Available,Not Available,7.5,Multifamily Housing,Ok,Possible Issue,Not Available,Not Available,Not Available,Not Available,Not Available,05/22/2022 10:41 PM EDT
6650066,Sapphire Center- 35-15 Parsons,0,Industry Survey,Not Available,50,Not Available,Not Available,Not Available,Not Available,48679.7,238.5,Not Available,Not Available,Not Available,Not Available,3921899.5,Not Available,Not Available,610.3,Not Available,Not Available,137.7,Ok,5,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Property,8664216.6,Not Available,Not Available,243.8,Ok,Not Available,Not Available,Not Available,4113182,3.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,15740850.4,Not Available,Not Available,Whole Property,Not Available,Not Available,Queens,Not Available,590.1,0,Not Available,Not Available,No,Not Applicable: Standalone Property,66000.0,1.63636,Not Available,8.9,Senior Living Community,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,05/20/2022 10:23 PM EDT
4940491,ZARA - 87-50 167 Street,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,0,Not Available,104624.3,180.2,Not Available,Not Available,Not Available,Not Available,4124517.7,Not Available,Not Available,589.9,Not Available,Not Available,76.8,Ok,7,Not Available,Not Available,Not Available,0,Not Available,Whole Property,14511902,Not Available,10,182.1,Ok,Not Available,Not Available,Not Available,4210455,4.5,123914,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,22324071.1,Not Available,Not Available,Whole Property,Not Available,No specific resident population,Jamaica,Not Available,906.1,0,Not Available,Not Available,No,Not Applicable: Standalone Property,123914.0,Not Available,Not Available,7.3,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,09/22/2022 05:27 PM EDT
4955236,The Traymore Condominiums,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,2150,Not Available,0,Not Available,71480.7,107.2,Not Available,Not Available,Not Available,Not Available,1078488.8,Not Available,Not Available,597.6,Not Available,Not Available,106.3,Ok,8,1300,Not Available,600,0.61234,Not Available,Whole Property,8200035.8,2.3,100,99.8,Ok,Not Available,Not Available,Not Available,3029651,3.5,93085,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,10450982.5,Not Available,Not Available,Whole Property,Not Available,No specific resident population,Brooklyn,Not Available,430.6,0,Not Available,Not Available,No,Not Applicable: Standalone Property,97485.0,Not Available,Not Available,4.4,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Food Service,Not Available,07/27/2022 04:38 PM EDT
4952565,AKAM - 152 East 94th Street,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,0,Not Available,61593.8,74.8,Not Available,Not Available,Not Available,Not Available,1534851.7,Not Available,Not Available,561.8,Not Available,Not Available,66.2,Ok,7,Not Available,Not Available,Not Available,0,Not Available,Whole Property,7635744.5,Not Available,80,71.4,Ok,Not Available,Not Available,Not Available,1048402,2.1,141668,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,10601168.8,Not Available,Not Available,Whole Property,Not Available,No specific resident population,New York,Not Available,423.9,0,Not Available,Not Available,No,Not Applicable: Standalone Property,141668.0,Not Available,Not Available,3,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,05/25/2022 02:59 PM EDT
2668929,SW - 4761 Broadway,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,0,Not Available,122510.6,Not Available,Not Available,Not Available,Not Available,No,3694145.1,Not Available,Not Available,785.5,Not Available,Not Available,94.9,Ok,26,Not Available,Not Available,Not Available,0.97513,Not Available,Whole Property,Not Available,Not Available,0,163.2,Ok,Not Available,Not Available,6,1064934,4.4,123060,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Not Available,Not Available,Not Available,Not Available,Not Available,No specific resident population,New York,Not Available,912.5,0,Not Available,Not Available,No,Not Applicable: Standalone Property,136060.0,Not Available,Not Available,6.7,Multifamily Housing,Ok,Unable to Check (not enough data),Not Available,Not Available,Not Available,Not Available,Not Available,05/22/2022 10:46 PM EDT
10894157,Progressive - 986 Morris Avenue,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,Not Available,Not Available,28065.3,134.7,Not Available,Not Available,Not Available,Not Available,617506.8,Not Available,Not Available,191,Not Available,Not Available,94.5,Ok,3,Not Available,Not Available,Not Available,0.87912,Not Available,Whole Property,3395715.4,Not Available,100,129.2,Ok,Not Available,Not Available,Not Available,2002179,4,34125,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,4596575.1,Not Available,Not Available,Whole Property,Not Available,Not Available,Bronx,Not Available,187.8,0,Not Available,Not Available,No,Not Applicable: Standalone Property,34125.0,Not Available,Not Available,5.5,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,03/03/2022 04:50 AM EST
6282628,Expert: 142 East 33rd Street,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,0,Not Available,513.8,147.1,Not Available,Not Available,Not Available,Not Available,742855.2,Not Available,Not Available,213.2,Not Available,Not Available,98.6,Ok,6,Not Available,Not Available,Not Available,1.73445,Not Available,Whole Property,2795787.5,Not Available,90,147.1,Ok,Not Available,Not Available,Not Available,1018490,5.4,28251,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,4155511.3,Not Available,Not Available,Whole Property,Not Available,No specific resident population,New York,Not Available,214.1,0,Not Available,Not Available,No,Not Applicable: Standalone Property,28251.0,Not Available,Not Available,7.6,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,09/21/2022 10:39 AM EDT
2681893,DEPM 2144 - 250 Mercer St,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,20,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,10231025.3,Not Available,Not Available,1457.3,Not Available,Not Available,64.4,Ok,21,Not Available,Not Available,Not Available,0,Not Available,Whole Property,Not Available,Not Available,0,131.1,Ok,Not Available,Not Available,0,1008629,2.4,315000,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Not Available,Not Available,Not Available,Whole Property,Not Available,No specific resident population,New York,Not Available,1710.9,0,Not Available,Not Available,No,Not Applicable: Standalone Property,346000.0,Not Available,Not Available,4.9,Multifamily Housing,Ok,Possible Issue,Not Available,Not Available,Not Available,Not Available,Not Available,05/25/2022 05:34 PM EDT
4042487,DEPM 1860-1 - Cosmopolitan Assoc #1,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,0,Not Available,135327.3,Not Available,Not Available,Not Available,Not Available,Not Available,1984136.3,Not Available,Not Available,1351.9,Not Available,Not Available,144.9,Ok,9,Not Available,Not Available,Not Available,1.11419,Not Available,Whole Property,Not Available,Not Available,0,114.9,Ok,Not Available,Not Available,Not Available,4431268;4431270;4431271;4431272;4431273;4431269,4.1,162450,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Not Available,Not Available,Not Available,Whole Property,Not Available,No specific resident population,Queens,Not Available,830.5,0,Not Available,Not Available,No,Not Applicable: Standalone Property,162450.0,Not Available,Not Available,5.1,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,04/15/2022 02:42 PM EDT
10894242,Progressive - 1108 Findlay Avenue,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,Not Available,Not Available,30070.7,181.4,Not Available,Not Available,Not Available,Not Available,1060221,Not Available,Not Available,206.5,Not Available,Not Available,100.8,Ok,3,Not Available,Not Available,Not Available,1.23848,Not Available,Whole Property,4023789,Not Available,100,176.4,Ok,Not Available,Not Available,Not Available,2100937;2002269;2100938,4.4,33105,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,6004239.9,Not Available,Not Available,Whole Property,Not Available,Not Available,Bronx,Not Available,234.9,0,Not Available,Not Available,No,Not Applicable: Standalone Property,33105.0,Not Available,Not Available,7.1,Multifamily Housing,Ok,Possible Issue,Not Available,Not Available,Not Available,Not Available,Not Available,03/03/2022 04:50 AM EST
3111539,DEPM 1902 - 17 East 89th St,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,56,Not Available,91629.3,71.5,Not Available,Not Available,Not Available,No,2609643.3,Not Available,Not Available,1220.8,Not Available,Not Available,85.8,Ok,6,Not Available,Not Available,Not Available,0,Not Available,Whole Property,11730792.5,Not Available,100,68.9,Ok,Not Available,Not Available,0,1046971,1.9,229004,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,16811082.7,Not Available,Not Available,Whole Property,Not Available,No specific resident population,New York,Not Available,670.6,0,Not Available,Not Available,No,Not Applicable: Standalone Property,235004.0,Not Available,Not Available,2.9,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,05/20/2022 08:33 PM EDT
2665791,Stonehenge - 555 Sixth Ave,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,0,Not Available,742.4,171.1,0,Not Available,Not Available,Not Available,5368382.8,Not Available,Not Available,1024.8,Not Available,Not Available,85.4,Ok,11,Not Available,Not Available,Not Available,1.2947,Not Available,Whole Property,16587729.7,Not Available,0,164.2,Ok,Not Available,19325,0,1014560,4.9,135939,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,26204607.3,Not Available,0,Whole Property,Not Available,No specific resident population,New York,Not Available,1206.0,0,19325,Not Available,No,Not Applicable: Standalone Property,153112.0,Not Available,Not Available,7.9,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Retail Store,Not Available,03/27/2022 02:53 PM EDT
6694543,AKAM - 7 Gramercy Park,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,7100,Not Available,Not Available,Not Available,211.8,132,Not Available,Not Available,Not Available,Not Available,1000083.5,Not Available,Not Available,240.8,Not Available,Not Available,78.1,Ok,4,Not Available,Not Available,Not Available,0.70028,Not Available,Whole Property,3421350.6,0.56338,100,126.7,Ok,Not Available,Not Available,Not Available,1017964,0,35700,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,5650928.6,Not Available,Not Available,Whole Property,Not Available,Not Available,New York,Not Available,229.2,0,Not Available,Not Available,No,Not Applicable: Standalone Property,42800.0,Not Available,Not Available,5.4,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,05/20/2022 08:20 PM EDT
3107157,DEPM 1218 - 888 Park Ave,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,100,42,Not Available,88595.3,Not Available,Not Available,Not Available,Not Available,No,3190865.9,Not Available,Not Available,1449,Not Available,Not Available,122.4,Ok,10,Not Available,Not Available,Not Available,0,5000,Whole Property,Not Available,Not Available,0,90.5,Ok,Not Available,Not Available,Not Available,1041874,2.2,185425,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Not Available,10,Not Available,Whole Property,Not Available,No specific resident population,New York,Not Available,689.3,0,Not Available,Not Available,No,Not Applicable: Standalone Property,190425.0,Not Available,Not Available,3.6,Multifamily Housing,Ok,Possible Issue,Not Available,Not Available,Not Available,Not Available,Not Available,05/23/2022 01:13 PM EDT
6690535,Stellar - 2-4 West 111th Street,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,Not Available,Not Available,37132.6,332.4,Not Available,Not Available,Not Available,Not Available,1669846.8,Not Available,Not Available,124.2,Not Available,Not Available,76.1,Ok,14,Not Available,Not Available,Not Available,1.01085,Not Available,Whole Property,5374596.8,Not Available,100,321.6,Ok,Not Available,Not Available,Not Available,1051399,7.1,25721,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,8550660.7,Not Available,Not Available,Whole Property,Not Available,Not Available,New York,Not Available,323.1,0,Not Available,Not Available,No,Not Applicable: Standalone Property,25721.0,Not Available,Not Available,12.6,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,05/22/2022 10:41 PM EDT
4952853,AKAM - 14-01 - 14-15 Bonnie Lane,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2958049.1,Not Available,Not Available,678.6,Not Available,Not Available,59.6,Ok,176,Not Available,Not Available,Not Available,0,Not Available,Whole Property,Not Available,Not Available,100,85.5,Ok,Not Available,Not Available,Not Available,4450895;4450896;4450911;4450902;4446687;4446686;4446684;4446685;4446688;4450918;4450922;4450887;4450892;4450920;4450919;4450906;4450888;4450917;4450883;4450884;4450885;4450886;4450889;4450890;4450891;4450893;4450894;4450894;4450897;4450898;4450899;4450900;4450901;4450903;4450904;4450905;4450907;4450908;4450909;4450910;4450913;4450914;4450915;4450916;4450921;4450923;4450924;4450925;4450926,2,182305,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Not Available,Not Available,Not Available,Not Available,Not Available,No specific resident population,Queens,Not Available,619.5,0,Not Available,Not Available,No,Not Applicable: Standalone Property,182305.0,Not Available,Not Available,3.4,Multifamily Housing,Ok,Possible Issue,Not Available,Not Available,Not Available,Not Available,Not Available,05/21/2022 05:23 PM EDT
2801232,DEPM 1938 - 610 West 110th St,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,92,Not Available,1934.2,75,Not Available,Not Available,Not Available,No,1572864.1,Not Available,Not Available,593.2,Not Available,Not Available,74.6,Ok,9,Not Available,Not Available,Not Available,0,Not Available,Whole Property,5032534.4,Not Available,0,76.8,Ok,Not Available,Not Available,Not Available,1057317,2.5,103677,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,7779464.2,Not Available,Not Available,Whole Property,Not Available,No specific resident population,New York,Not Available,390.1,0,Not Available,Not Available,No,Not Applicable: Standalone Property,103677.0,Not Available,Not Available,3.8,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,05/25/2022 05:34 PM EDT
2679801,AKAM - 505 Court Street,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,0,Not Available,122981.1,142.2,Not Available,Not Available,Not Available,Not Available,3054587.9,Not Available,Not Available,787,Not Available,Not Available,88.2,Ok,4,Not Available,Not Available,Not Available,0,Not Available,Whole Property,15243646.6,Not Available,0,134.3,Ok,Not Available,Not Available,Not Available,3397571;3008141,3.9,148800,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,21160514,Not Available,Not Available,Whole Property,Not Available,No specific resident population,Brooklyn,Not Available,836.6,0,Not Available,Not Available,No,Not Applicable: Standalone Property,148800.0,Not Available,Not Available,5.6,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,07/27/2022 03:08 PM EDT
2669418,SW - 80 Seaman Ave,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,0,Not Available,46760.1,124.4,Not Available,Not Available,Not Available,No,717293.8,Not Available,Not Available,284.9,Not Available,Not Available,89.7,Ok,8,Not Available,Not Available,Not Available,1.0167,Not Available,Whole Property,5369042.2,Not Available,0,118,Ok,Not Available,Not Available,Not Available,1065069,4.1,55080,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,6850308.4,Not Available,Not Available,Whole Property,Not Available,No specific resident population,New York,Not Available,287.9,0,Not Available,Not Available,No,Not Applicable: Standalone Property,55080.0,Not Available,Not Available,5.2,Multifamily Housing,Ok,Possible Issue,Not Available,Not Available,Not Available,Not Available,Not Available,05/22/2022 10:46 PM EDT
11244375,AKAM - 22 North 6th Street,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,Not Available,Not Available,124033.8,129.9,Not Available,Not Available,Not Available,Not Available,12787312.8,Not Available,Not Available,1738.9,Not Available,Not Available,67.3,Ok,6,Not Available,Not Available,Not Available,0,Not Available,Whole Property,25019624.3,Not Available,100,129.8,Ok,Not Available,Not Available,0,3397446,1.7,365596,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,48349041.6,Not Available,Not Available,Not Available,Not Available,Not Available,Brooklyn,Not Available,1714.3,0,Not Available,Not Available,No,Not Applicable: Standalone Property,372230.0,Not Available,Not Available,4.6,Multifamily Housing,Ok,Unable to Check (not enough data),Not Available,Not Available,Not Available,Not Available,Not Available,05/21/2022 05:19 PM EDT
2705515,URA Group - 34-01 38th Avenue,0,CBECS - Office & Bank/Financial,Not Available,50,178010,Not Available,Not Available,Not Available,16129.8,43,Not Available,Not Available,Not Available,Not Available,2741116.5,Not Available,Not Available,1247.2,Not Available,Not Available,77.6,Ok,4,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Property,4354100.3,1.54486,Not Available,42.1,Ok,Not Available,Not Available,0,4004564,0.3,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,9368759.3,Not Available,Not Available,Whole Property,Not Available,Not Available,Long Island City,Not Available,307.8,0,Not Available,Not Available,No,Not Applicable: Standalone Property,218000.0,Not Available,Not Available,1.4,Office,Ok,Possible Issue,Not Available,Not Available,Not Available,Not Available,Not Available,05/17/2022 02:04 PM EDT
5864826,AKAM - 160 West 66th Street,0,CBECS - Other,Not Available,50,325500,Not Available,346,Not Available,2026.3,134.9,0,Not Available,Not Available,Not Available,39742464.2,Not Available,Not Available,2824.4,Not Available,Not Available,37.5,Ok,6,Not Available,Not Available,Not Available,0,Not Available,Whole Property,54235387.3,2.30108,100,135.6,Ok,211365,73500,Not Available,1077844,0,408294,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,127500996.8,Not Available,0,Whole Property,Not Available,No specific resident population,New York,Not Available,4289.2,0,73500,Not Available,No,Not Applicable: Standalone Property,945159.0,Not Available,Not Available,4.5,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Residence Hall/Dormitory,Not Available,05/22/2022 10:29 PM EDT
4952822,AKAM - 420 East 55th Street,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,0,Not Available,2730.1,110.1,Not Available,Not Available,Not Available,Not Available,2721068.6,Not Available,Not Available,1645.2,Not Available,Not Available,98.7,Ok,5,Not Available,Not Available,Not Available,0,Not Available,Whole Property,19244590,Not Available,100,103.4,Ok,Not Available,Not Available,Not Available,1086869,5.1,218285,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,24040115.7,Not Available,Not Available,Whole Property,Not Available,No specific resident population,New York,Not Available,1337.0,0,Not Available,Not Available,No,Not Applicable: Standalone Property,218285.0,Not Available,Not Available,6.1,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,03/13/2022 04:03 PM EDT
4038803,DEPM 1940 - 2628 Broadway,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,128,Not Available,39671.7,133.2,Not Available,Not Available,Not Available,Not Available,4808023.2,Not Available,Not Available,593.9,Not Available,Not Available,63.4,Ok,5,Not Available,Not Available,Not Available,0,Not Available,Whole Property,8775192.1,Not Available,0,131.4,Ok,Not Available,Not Available,Not Available,1056465,1.5,132360,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,17627993.5,Not Available,Not Available,Whole Property,Not Available,No specific resident population,New York,Not Available,605.0,0,Not Available,Not Available,No,Not Applicable: Standalone Property,132360.0,Not Available,Not Available,4.6,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,05/14/2022 07:41 PM EDT
21902206,27-20 Skillman Ave,0,CBECS - Office & Bank/Financial,Not Available,50,27600,Not Available,Not Available,Not Available,16711.9,144,2450,Not Available,Not Available,Not Available,817662.9,Not Available,Not Available,112.4,Not Available,Not Available,64.2,Ok,3,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Property,2463555.8,1.08696,Not Available,146.5,Ok,Not Available,0,Not Available,4003513,3.2,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,3973378.9,Not Available,0,Whole Property,Not Available,Not Available,Long Island City,Not Available,157.9,0,2450,Not Available,No,Not Applicable: Standalone Property,27600.0,Not Available,Not Available,5.7,Office,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,08/30/2022 10:16 AM EDT
21294027,AKAM - 5700 Arlington Avenue,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,Not Available,Not Available,349222.3,120.8,Not Available,Not Available,Not Available,Not Available,5503132.9,Not Available,Not Available,2397.8,Not Available,Not Available,97.7,Ok,3,Not Available,Not Available,Not Available,0,Not Available,Whole Property,40164240.6,Not Available,100,115.6,Ok,Not Available,Not Available,Not Available,2086319,4,425135,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,51345972,Not Available,Not Available,Whole Property,Not Available,Not Available,Bronx,Not Available,2171.1,0,Not Available,Not Available,No,Not Applicable: Standalone Property,425135.0,Not Available,Not Available,5.1,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,06/24/2022 10:33 AM EDT
6694545,DEPM 1228 - 125 West 12th Street,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,482616.8,Not Available,Not Available,158.6,Not Available,Not Available,87.7,Ok,6,Not Available,Not Available,Not Available,1.09226,Not Available,Whole Property,Not Available,Not Available,100,130.2,Ok,Not Available,Not Available,Not Available,1010621,4.4,31128,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,New York,Not Available,177.4,0,Not Available,Not Available,No,Not Applicable: Standalone Property,31128.0,Not Available,Not Available,5.7,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,04/07/2022 01:09 PM EDT
2674115,Stellar - 1020-26 Amsterdam Avenue,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,1536434.5,Not Available,Not Available,483.8,Not Available,Not Available,84.4,Ok,13,Not Available,Not Available,Not Available,0,Not Available,Whole Property,Not Available,Not Available,0,102.9,Ok,Not Available,Not Available,Not Available,1056908,2.9,95155,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Not Available,Not Available,Not Available,Whole Property,Not Available,No specific resident population,New York,Not Available,407.7,0,Not Available,Not Available,No,Not Applicable: Standalone Property,95155.0,Not Available,Not Available,4.3,Multifamily Housing,Ok,Possible Issue,Not Available,Not Available,Not Available,Not Available,Not Available,05/14/2022 07:42 PM EDT
