closed_date,cross_street_2,address_type,agency,police_precinct,city,bbl,incident_zip,council_district,resolution_action_updated_date,resolution_description,location_type,road_ramp,facility_type,bridge_highway_direction,descriptor_2
2022-04-14T09:34:36.000,23 AVENUE,ADDRESS,NYPD,Precinct 114,ASTORIA,4008660054.0,11105.0,22.0,2022-04-14T09:34:40.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Street/Sidewalk,,,,
2022-05-05T10:48:18.000,EAST   86 STREET,ADDRESS,TLC,Precinct 19,NEW YORK,1015317501.0,10028.0,5.0,2022-05-05T10:48:21.000,"Based on the information provided by the customer, the Taxi and Limousine Commission has determined that a hearing is not necessary or not possible.",Street,,,,Unsafe Driving - Non-Passenger
2022-04-15T21:13:47.000,SOUTH    8 STREET,ADDRESS,NYPD,Precinct 90,BROOKLYN,3021310001.0,11249.0,34.0,2022-04-15T21:13:51.000,The Police Department responded to the complaint and determined that police action was not necessary.,Residential Building/House,,,,
2022-04-15T16:46:16.000,,ADDRESS,HPD,Precinct 40,BRONX,2025680076.0,10454.0,8.0,2022-04-15T00:00:00.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,RESIDENTIAL BUILDING,,,,BULGING/HOLE/CRACKED
2022-04-15T09:26:55.000,58 AVENUE,ADDRESS,NYPD,Precinct 104,MASPETH,4026760001.0,11378.0,30.0,2022-04-15T09:27:00.000,The Police Department responded to the complaint and determined that police action was not necessary.,Street/Sidewalk,,,,
2022-10-11T10:37:35.000,32 STREET,ADDRESS,DOT,Precinct 114,ASTORIA,4006200046.0,11102.0,22.0,2022-10-11T10:37:41.000,The Department of Transportation has completed the request or corrected the condition.,Street,,,,
2022-04-15T22:08:30.000,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NYPD,Precinct 28,NEW YORK,1018300011.0,10026.0,9.0,2022-04-15T22:07:36.000,The Police Department responded to the complaint and took action to fix the condition.,Street/Sidewalk,,,,
2022-04-15T11:06:34.000,FRANK CARVILL PLACE,ADDRESS,NYPD,Precinct 108,WOODSIDE,4012290059.0,11377.0,26.0,2022-04-15T11:06:38.000,The Police Department responded to the complaint and took action to fix the condition.,Street/Sidewalk,,,,
2022-04-15T01:34:59.000,ADAM CLAYTON POWELL JR BOULEVARD,ADDRESS,NYPD,Precinct 32,NEW YORK,1019130061.0,10027.0,9.0,2022-04-15T01:34:54.000,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,Residential Building/House,,,,
2024-11-12T16:27:47.000,CONYINGHAM AVENUE,ADDRESS,DPR,Precinct 120,STATEN ISLAND,5001010716.0,10301.0,49.0,2024-11-12T16:27:51.000,"NYC Parks inspected and determined this site does not rate high enough to be repaired by NYC Parks at this time.   We understand conditions may become worse over time. In three years, you may submit a service request via 311, the Parks website, or NYC Tree Map for a new inspection.   You can repair the sidewalk yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website.",Street,,,,Free Repair
2022-04-15T00:14:07.000,21 STREET,ADDRESS,NYPD,Precinct 108,LONG ISLAND CITY,4000520005.0,11101.0,26.0,2022-04-15T00:14:06.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Residential Building/House,,,,
2022-05-23T10:18:00.000,,INTERSECTION,DOT,Precinct 43,BRONX,,10473.0,18.0,2022-05-23T10:18:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,,,,Location Type: Intersection
2022-04-16T03:42:54.000,POWELL STREET,ADDRESS,NYPD,Precinct 73,BROOKLYN,3037770001.0,11212.0,41.0,2022-04-16T03:43:01.000,The Police Department responded to the complaint and took action to fix the condition.,Residential Building/House,,,,
2022-04-15T10:09:26.000,ERICSSON PLACE,ADDRESS,NYPD,Precinct 1,NEW YORK,1001907506.0,10013.0,1.0,2022-04-15T10:09:24.000,The Police Department issued a summons in response to the complaint.,Street/Sidewalk,,,,
2022-04-14T09:10:26.000,BACHE AVENUE,ADDRESS,NYPD,Precinct 122,STATEN ISLAND,5036410034.0,10306.0,50.0,2022-04-14T09:10:31.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Street/Sidewalk,,,,
2022/04/26 11:57,ROCKAWAY BEACH BLVD,ADDRESS,DEP,Precinct 101,ARVERNE,4159260001.0,11692.0,31.0,2022-04-26T11:57:00.000,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",,,,,WE
2022-04-16T02:04:52.000,PELHAM LINE,ADDRESS,NYPD,Precinct 43,BRONX,2037390059.0,10472.0,17.0,2022-04-16T02:04:48.000,The Police Department issued a summons in response to the complaint.,Street/Sidewalk,,,,
2022-04-15T06:49:32.000,ESSEX STREET,ADDRESS,NYPD,Precinct 75,BROOKLYN,3044527505.0,11239.0,42.0,2022-04-15T06:49:37.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Street/Sidewalk,,,,
2022-04-14T08:31:00.000,,INTERSECTION,DOT,Precinct 123,STATEN ISLAND,,10307.0,51.0,2022-04-13T08:31:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,,,,Location Type: Intersection
2022-04-15T14:44:12.000,CHURCH AVENUE,ADDRESS,NYPD,Precinct 67,BROOKLYN,3046740032.0,11203.0,41.0,2022-04-15T14:44:16.000,The Police Department responded to the complaint and took action to fix the condition.,Residential Building/House,,,,
2022-04-21T14:13:18.000,WEST  240 STREET,ADDRESS,DOT,Precinct 50,BRONX,2057730322.0,10463.0,11.0,2022-04-21T14:13:07.000,"The Department of Transportation inspected the condition and issued a Corrective Action Repair (CAR) to the contractor or utility company. The responsible party has a maximum of 30 days to correct the condition. If the condition still exists, a summons will be issued. In some cases, the Department of Transportation will make the repairs and charge the responsible party for the costs.",Street,,,,
2022-04-15T22:56:34.000,FREDERICK DOUGLASS BOULEVARD,ADDRESS,DOHMH,Precinct 28,NEW YORK,1019220009.0,10026.0,9.0,2022-04-15T22:56:34.000,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,Other (Explain Below),,,,
2022-04-16T02:55:18.000,WEST 89 STREET,ADDRESS,DHS,Precinct 24,NEW YORK,1012360044.0,10024.0,6.0,2022-04-16T02:55:18.000,The mobile outreach response team went to the location provided but could not find the individual that you reported.,Street/Sidewalk,,,,
2022-04-14T12:45:54.000,AVENUE C,ADDRESS,NYPD,Precinct 9,NEW YORK,1003960010.0,10009.0,2.0,2022-04-14T12:45:58.000,The Police Department responded to the complaint and took action to fix the condition.,Residential Building/House,,,,
2022/04/14 21:53,AVENUE H,ADDRESS,NYPD,Precinct 70,BROOKLYN,3064970038.0,11230.0,40.0,2022-04-14T21:53:35.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Street/Sidewalk,,,,
2022-04-14T16:57:52.000,2 AVENUE,ADDRESS,NYPD,Precinct 25,NEW YORK,1017860038.0,10035.0,8.0,2022-04-14T16:57:56.000,The Police Department responded to the complaint and determined that police action was not necessary.,Street/Sidewalk,,,,
2022-04-15T19:18:40.000,,ADDRESS,HPD,Precinct 83,BROOKLYN,3033050023.0,11221.0,34.0,2022-04-15T00:00:00.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,RESIDENTIAL BUILDING,,,,NO HOT WATER
2022-04-15T16:34:22.000,,ADDRESS,HPD,Precinct 70,BROOKLYN,3052340001.0,11230.0,40.0,2022-04-15T00:00:00.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,RESIDENTIAL BUILDING,,,,NO HOT WATER
2022/04/15 16:56,LOUIS RISPOLI WAY,UNRECOGNIZED,NYPD,Precinct 108,WOODSIDE,4013200064.0,11377.0,26.0,2022-04-15T16:56:13.000,The Police Department responded to the complaint and took action to fix the condition.,Park/Playground,,,,
2024-06-03T20:02:17.000,62 AVENUE,ADDRESS,DOHMH,Precinct 104,MIDDLE VILLAGE,4027470048.0,11379.0,30.0,2024-06-03T20:02:19.000,This SR was administratively closed. The issue you reported was addressed.,Restaurant/Bar/Deli/Bakery,,,,Food Not Kept Hot/Cold
2022-04-14T23:21:59.000,LORIMER STREET,ADDRESS,NYPD,Precinct 90,BROOKLYN,3027610042.0,11211.0,34.0,2022-04-14T23:22:01.000,The Police Department responded to the complaint and determined that police action was not necessary.,Residential Building/House,,,,
2022-04-19T15:49:05.000,123 AVENUE,ADDRESS,DPR,Precinct 113,JAMAICA,4120430113.0,11436.0,28.0,2022-04-19T15:49:19.000,NYC Parks visited the location but could not find the tree condition you reported.,Street,,,,Hanging from Wires
2022/04/14 17:47,NEHRING AVENUE,ADDRESS,NYPD,Precinct 121,STATEN ISLAND,5023780084.0,10314.0,50.0,2022-04-14T17:47:54.000,The Police Department issued a summons in response to the complaint.,Street/Sidewalk,,,,
2022-04-25T09:45:00.000,,INTERSECTION,DEP,Precinct 20,MANHATTAN,,10023.0,6.0,2022-04-25T09:45:00.000,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",,,,,NC2
2022-04-15T21:50:54.000,EAST  171 STREET,ADDRESS,NYPD,Precinct 42,BRONX,2029020036.0,10456.0,16.0,2022-04-15T21:50:57.000,The Police Department visited the location and no Encampment was found.,Residential Building/House,,,,
2022-04-15T10:40:00.000,PALMETTO ST,ADDRESS,DEP,Precinct 104,RIDGEWOOD,4034780006.0,11385.0,30.0,2022-04-15T10:40:00.000,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",,,,,WC3
2022/04/15 04:15,UTICA AVENUE,ADDRESS,NYPD,Precinct 77,BROOKLYN,3013720052.0,11213.0,36.0,2022-04-15T04:15:11.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Street/Sidewalk,,,,
2022-04-14T07:00:48.000,EAST  174 STREET,ADDRESS,NYPD,Precinct 43,BRONX,2038740063.0,10472.0,18.0,2022-04-14T07:00:52.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Street/Sidewalk,,,,
2022-10-19T11:32:26.000,,ADDRESS,HPD,Precinct 17,NEW YORK,1013170030.0,10017.0,4.0,2022-10-19T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,RESIDENTIAL BUILDING,,,,LIGHT FIXTURE BROKEN
2022-04-16T05:58:35.000,GRAND STREET,ADDRESS,NYPD,Precinct 1,NEW YORK,1002307503.0,10013.0,1.0,2022-04-16T05:58:30.000,The Police Department visited the location and no Encampment was found.,Street/Sidewalk,,,,
2023-06-09T11:34:53.000,DEAD END,ADDRESS,EDC,Precinct 106,HOWARD BEACH,,11414.0,32.0,2023-06-09T11:34:58.000,"The New York City Economic Development Corporation determined that this issue is not within its jurisdiction because the helicopter did not belong to a tour company departing from a NYC heliport.Â  Instead, it was most likely a law enforcement or news gathering helicopter not subject to the routing protocols established for tour helicopters. It may also have been a helicopter that departed as a charter or tour from another City but flew over NYC airspace. Helicopter tours originating from outside NYC are not subject to the same City regulations as tours departing from heliports managed by NYCEDC. Any City regulation of these flights is pre-empted by federal law and subject only to the jurisdiction of the Federal Aviation Administration. To file a complaint with the FAA, you can contact the New York Flight Standards District Office at the following web address:Â https://www.faa.gov/about/office_org/field_offices/fsdo/",Above Address,,,,Flying Too Low
2022-04-15T19:37:22.000,,ADDRESS,HPD,Precinct 68,BROOKLYN,3060830001.0,11209.0,43.0,2022-04-15T00:00:00.000,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",RESIDENTIAL BUILDING,,,,NO HOT WATER
