unique_key,incident_address,additional_details,resolution_description,intersection_street_1,status,incident_zip,:@computed_region_92fq_4b7q
67139650,5-47 50 AVENUE,Parked On Sidewalk,"The New York City Police Department responded to the complaint and their investigation determined that police action was not necessary. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",5 STREET,Closed,11101,33
67221303,2095 3 AVENUE,Not Provided,"The New York City Police Department responded to the complaint and their investigation determined that a violation of law occurred. Police issued a summons in response to the complaint. Thank you for attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",EAST 112 STREET,Closed,10029,35
67283105,109-27 200 STREET,Parked In 'No Standing' Area,"The New York City Police Department responded to the complaint and their investigation determined that police action was not necessary. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",109 AVENUE,Closed,11412,6
67235810,1569 WEST TENTH STREET,Parked In Front Of Fire Hydrant,"The New York City Police Department responded to the complaint and their investigation determined that police action was not necessary. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",AVENUE O,Closed,11204,18
67131693,110 NORTH 10 STREET,Blocking Driveway,"The New York City Police Department responded to the complaint and observed no criminal violation upon their arrival. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",WYTHE AVENUE,Closed,11249,38
67266154,1 EAST48 STREET,Parked On Sidewalk,"The New York City Police Department responded to the complaint and observed no criminal violation upon their arrival. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",5 AVENUE,Closed,10017,51
67130027,5 TIMES SQUARE,Parked At Bus Stop,"The New York City Police Department responded to the complaint and observed no criminal violation upon their arrival. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",WEST 41 STREET,Closed,10036,10
67145644,694 COLUMBUS AVENUE,Double Parked,"The New York City Police Department responded to the complaint and their investigation determined that no criminal violation existed. The condition was corrected without the need to issue a summons or effect an arrest. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality o",WEST 93 STREET,Closed,10025,19
67279780,116-25 146 STREET,Double Parked,"The New York City Police Department responded to the complaint and with the information available observed no evidence of a criminal violation at that time. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). We count on New Yorkers like yourself to mainta",116 AVENUE,Closed,11436,46
67177860,2803 SAMPSON AVENUE,Blocking Driveway,"The New York City Police Department responded to the complaint and their investigation determined that a violation of law occurred. Police issued a summons in response to the complaint. Thank you for attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",SWINTON AVENUE,Closed,10465,12
67165633,61 MOFFAT STREET,Parked In 'No Standing' Area,"The New York City Police Department responded to the complaint and observed no criminal violation upon their arrival. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",BUSHWICK AVENUE,Closed,11207,37
67162835,67 MANHATTAN AVENUE,Parked In 'No Standing' Area,"The New York City Police Department responded to the complaint and their investigation determined that police action was not necessary. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",SEIGEL STREET,Closed,11206,30
67172500,72 SOUTH 1 STREET,Parked In 'No Standing' Area,"The New York City Police Department responded to the complaint and their investigation determined that no criminal violation existed. The condition was corrected without the need to issue a summons or effect an arrest. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality o",WYTHE AVENUE,Closed,11249,30
67238459,106 MOTT STREET,Blocking Driveway,"The New York City Police Department responded to the complaint and their investigation determined that police action was not necessary. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",CANAL STREET,Closed,10013,32
67128402,114-19 91 AVENUE,Double Parked,"The New York City Police Department responded to the complaint and observed no criminal violation upon their arrival. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",114 STREET,Closed,11418,28
67254310,19 COX PLACE,Parked In Front Of Fire Hydrant,"The New York City Police Department responded to the complaint and their investigation determined that a violation of law occurred. Police issued a summons in response to the complaint. Thank you for attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",CRESCENT STREET,Closed,11208,37
67180628,61-25 97 STREET,Double Parked,"The New York City Police Department responded to the complaint and their investigation determined that no criminal violation existed. The condition was corrected without the need to issue a summons or effect an arrest. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality o",HORACE HARDING EXPRESSWAY,Closed,11374,28
67280876,441B SURF AVENUE,Parked In 'No Standing' Area,"The New York City Police Department responded to the complaint and their investigation determined that police action was not necessary. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",SPRAGUE AVENUE,Closed,10307,9
67233246,182-17 150 DRIVE,Parked In 'No Stopping' Area,"Your complaint has been received but does not fall under the jurisdiction of the New York City Police Department. Please contact your local precinct for more information, including which City agency your request was referred to. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",182 STREET,Closed,11413,47
67235808,42-09 ITHACA STREET,Parked In 'No Stopping' Area,"The New York City Police Department responded to the complaint and with the information available observed no evidence of a criminal violation at that time. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). We count on New Yorkers like yourself to mainta",ELMHURST AVENUE,Closed,11373,5
67207293,67-04 110 STREET,Blocking Driveway,"The New York City Police Department responded to the complaint and observed no criminal violation upon their arrival. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",67 AVENUE,Closed,11375,28
67180626,100 MESEROLE AVENUE,Parked On Sidewalk,"The New York City Police Department responded to the complaint and with the information available observed no evidence of a criminal violation at that time. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). We count on New Yorkers like yourself to mainta",LORIMER STREET,Closed,11222,38
67246219,109 AVENUE F,Parked On Sidewalk,"The New York City Police Department responded to the complaint and their investigation determined that a violation of law occurred. Police issued a summons in response to the complaint. Thank you for attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",MCDONALD AVENUE,Closed,11218,27
67274134,46-10 79 STREET,Parked In Crosswalk,"The New York City Police Department responded to the complaint and with the information available observed no evidence of a criminal violation at that time. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). We count on New Yorkers like yourself to mainta",46 AVENUE,Closed,11373,5
67209054,100 MESEROLE AVENUE,Parked On Sidewalk,"The New York City Police Department responded to the complaint and their investigation determined that police action was not necessary. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",LORIMER STREET,Closed,11222,38
67239713,1328 LELAND AVENUE,Parked In 'No Stopping' Area,"The New York City Police Department responded to the complaint and their investigation determined that no criminal violation existed. The condition was corrected without the need to issue a summons or effect an arrest. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality o",WESTCHESTER AVENUE,Closed,10472,31
67145641,170 WILLIAM STREET,Parked In 'No Standing' Area,"The New York City Police Department responded to the complaint and their investigation determined that no criminal violation existed. The condition was corrected without the need to issue a summons or effect an arrest. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality o",BEEKMAN STREET,Closed,10038,32
67268778,30-63 82 STREET,Blocking Driveway,"The New York City Police Department responded to the complaint and with the information available observed no evidence of a criminal violation at that time. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). We count on New Yorkers like yourself to mainta",30 AVENUE,Closed,11370,4
67237151,576 5 AVENUE,Parked In Crosswalk,"The New York City Police Department responded to the complaint and their investigation determined that a violation of law occurred. Police issued a summons in response to the complaint. Thank you for attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",EAST 46 STREET,Closed,10036,51
67167022,145 TILLARY STREET,Parked In Crosswalk,"The New York City Police Department responded to the complaint and with the information available observed no evidence of a criminal violation at that time. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). We count on New Yorkers like yourself to mainta",FLATBUSH AVENUE EXTENSION,Closed,11201,38
67144144,3901 NOSTRAND AVENUE,Parked In Front Of Fire Hydrant,"The New York City Police Department responded to the complaint and their investigation determined that a violation of law occurred. Police issued a summons in response to the complaint. Thank you for attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",AVENUE Z,Closed,11235,15
67158281,53 EAST177 STREET,Blocking Driveway,"The New York City Police Department responded to the complaint and with the information available observed no evidence of a criminal violation at that time. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). We count on New Yorkers like yourself to mainta",EAST 177 STREET,Closed,10453,29
67255468,55 WEST192 STREET,Parked In Front Of Fire Hydrant,"The New York City Police Department responded to the complaint and their investigation determined that a violation of law occurred. Police issued a summons in response to the complaint. Thank you for attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",GRAND AVENUE,Closed,10468,29
67168393,68-40 AUSTIN STREET,Double Parked,"The New York City Police Department responded to the complaint and observed no criminal violation upon their arrival. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",YELLOWSTONE BOULEVARD,Closed,11375,28
67225687,1173 ROGERS AVENUE,Blocking Driveway,"The New York City Police Department responded to the complaint and their investigation determined that no criminal violation existed. The condition was corrected without the need to issue a summons or effect an arrest. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality o",CLARENDON ROAD,Closed,11226,26
67183327,94-16 114 STREET,Blocking Driveway,"The New York City Police Department responded to the complaint and their investigation determined that police action was not necessary. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",ATLANTIC AVENUE,Closed,11419,46
67195648,5-47 50 AVENUE,Parked On Sidewalk,"The New York City Police Department responded to the complaint and their investigation determined that police action was not necessary. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",5 STREET,Closed,11101,33
67262447,431 TIMPSON PLACE,Parked On Sidewalk,"The New York City Police Department responded to the complaint and their investigation determined that a violation of law occurred. Police issued a summons in response to the complaint. Thank you for attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",EAST 144 STREET,Closed,10455,35
67138100,210 EAST 181 STREET,Blocking Driveway,The Police Department reviewed your complaint and provided additional information below.,ANTHONY AVENUE,Closed,10457,22
67281992,1 EAST46 STREET,Parked In Crosswalk,"The New York City Police Department responded to the complaint and their investigation determined that a violation of law occurred. Police issued a summons in response to the complaint. Thank you for attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",5 AVENUE,Closed,10017,51
67212608,42-42 JUDGE STREET,Parked In 'No Standing' Area,"The New York City Police Department responded to the complaint and their investigation determined that police action was not necessary. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",VIETOR AVENUE,Closed,11373,5
67193527,100 MESEROLE AVENUE,Parked On Sidewalk,"The New York City Police Department responded to the complaint and their investigation determined that police action was not necessary. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",LORIMER STREET,Closed,11222,38
67230739,904 BELMONT AVENUE,Blocking Driveway,"The New York City Police Department responded to the complaint and with the information available observed no evidence of a criminal violation at that time. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). We count on New Yorkers like yourself to mainta",LOGAN STREET,Closed,11208,25
67267488,100 MESEROLE AVENUE,Parked On Sidewalk,"The New York City Police Department responded to the complaint and their investigation determined that police action was not necessary. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",LORIMER STREET,Closed,11222,38
67209051,2860 kingsbridge terrace,Blocking Driveway,"The New York City Police Department responded to the complaint and observed no criminal violation upon their arrival. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",WEST 229 STREET,Closed,10463,29
67210812,43-18 FORLEY STREET,Blocking Driveway,"The New York City Police Department responded to the complaint and their investigation determined that a violation of law occurred. Police issued a summons in response to the complaint. Thank you for attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",LAMONT AVENUE,Closed,11373,5
67197782,1503 85 STREET,Blocking Driveway,"The New York City Police Department responded to the complaint and observed no criminal violation upon their arrival. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",15 AVENUE,Closed,11228,44
67159827,3340 SHORE PARKWAY SR SOUTH,Double Parked,"The New York City Police Department responded to the complaint and their investigation determined that a violation of law occurred. Police issued a summons in response to the complaint. Thank you for attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",EAST 16 STREET,Closed,11235,15
67199830,1324 BLAKE AVENUE,Blocking Driveway,The Police Department reviewed your complaint and provided additional information below.,HEMLOCK STREET,Closed,11208,25
67243559,2481 EAST SECOND STREET,Blocking Driveway,"The New York City Police Department responded to the complaint and their investigation determined that a violation of law occurred. Police issued a summons in response to the complaint. Thank you for attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",AVENUE X,Closed,11223,45
67133311,1620 STILLWELL AVENUE,Blocking Driveway,"The New York City Police Department responded to the complaint and their investigation determined that a violation of law occurred. Police issued a summons in response to the complaint. Thank you for attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",AVENUE P,Closed,11223,18
67229472,58-33 VAN CLEEF STREET,Blocking Driveway,"The New York City Police Department responded to the complaint and observed no criminal violation upon their arrival. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",SAULTELL AVENUE,Closed,11368,21
67283110,64 TOMPKINS PLACE,Parked In Crosswalk,"The New York City Police Department responded to the complaint and their investigation determined that police action was not necessary. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",KANE STREET,Closed,11231,27
67222939,90-23 183 STREET,Parked In 'No Standing' Area,"The New York City Police Department responded to the complaint and with the information available observed no evidence of a criminal violation at that time. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). We count on New Yorkers like yourself to mainta",90 AVENUE,Closed,11423,6
67181983,34-42 100 STREET,Parked In Crosswalk,"The New York City Police Department responded to the complaint and their investigation determined that a violation of law occurred. Police issued a summons in response to the complaint. Thank you for attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",34 AVENUE,Closed,11368,21
67230740,309 CLINTON STREET,Parked In 'No Standing' Area,"The New York City Police Department responded to the complaint and their investigation determined that no criminal violation existed. The condition was corrected without the need to issue a summons or effect an arrest. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality o",KANE STREET,Closed,11231,27
67136579,10-59 50 AVENUE,Parked In Crosswalk,"The New York City Police Department responded to the complaint and observed no criminal violation upon their arrival. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",JACKSON AVENUE,Closed,11101,33
67158279,60-14 55 DRIVE,Blocking Driveway,"The New York City Police Department responded to the complaint and observed no criminal violation upon their arrival. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",60 STREET,Closed,11378,34
67207299,619 CLASSON AVENUE,Double Parked,"The New York City Police Department responded to the complaint and their investigation determined that no criminal violation existed. The condition was corrected without the need to issue a summons or effect an arrest. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality o",ATLANTIC AVENUE,Closed,11238,48
67197788,1679 EAST 22 STREET,Parked On Sidewalk,"The New York City Police Department responded to the complaint and observed no criminal violation upon their arrival. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",AVENUE P,Closed,11229,15
67283107,143-62 SANFORD AVENUE,Parked In 'No Standing' Area,,BOWNE STREET,In Progress,11355,3
67141137,1017 WILLOUGHBY AVENUE,Blocking Driveway,"The New York City Police Department responded to the complaint and their investigation determined that a violation of law occurred. Police issued a summons in response to the complaint. Thank you for attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",EVERGREEN AVENUE,Closed,11221,30
67270069,15 HUDSON YARDS,Parked In 'No Standing' Area,"The New York City Police Department responded to the complaint and observed no criminal violation upon their arrival. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",HIGH LINE,Closed,10001,10
67159833,100-02 ROCKAWAY BOULEVARD,Parked In Front Of Fire Hydrant,"The New York City Police Department responded to the complaint and their investigation determined that police action was not necessary. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",100 STREET,Closed,11417,41
67126801,149 GELSTON AVENUE,Parked On Sidewalk,"The New York City Police Department responded to the complaint and observed no criminal violation upon their arrival. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",90 STREET,Closed,11209,44
67181979,660 MCDONALD AVENUE,Parked In 'No Standing' Area,"The New York City Police Department responded to the complaint and observed no criminal violation upon their arrival. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",AVENUE C,Closed,11218,27
67225690,337 JAY STREET,Parked In 'No Stopping' Area,"The New York City Police Department responded to the complaint and their investigation determined that police action was not necessary. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",MYRTLE AVENUE,Closed,11201,38
67153549,8310 21 AVENUE,Parked In 'No Standing' Area,"The New York City Police Department responded to the complaint and observed no criminal violation upon their arrival. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",83 STREET,Closed,11214,45
67216034,2136 EAST 27 STREET,Parked In Front Of Fire Hydrant,"The New York City Police Department responded to the complaint and their investigation determined that a violation of law occurred. Police issued a summons in response to the complaint. Thank you for attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",AVENUE U,Closed,11229,8
67264786,2GA,Parked On Sidewalk,The Police Department reviewed your complaint and provided additional information below.,HINSDALE STREET,Closed,11207,37
67262449,508 SOUTHERN BOULEVARD,Double Parked,"The New York City Police Department responded to the complaint and their investigation determined that no criminal violation existed. The condition was corrected without the need to issue a summons or effect an arrest. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality o",EAST 147 STREET,Closed,10455,35
67214276,80-44 35 AVENUE,Not Provided,"The New York City Police Department responded to the complaint and their investigation determined that police action was not necessary. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",80 STREET,Closed,11372,5
