dbn,school_name,eligibility3,grade9geapplicants4,requirement3_5,admissionspriority33,college_career_rate,code7,ptech,nta,grade9swdapplicantsperseat9,postcode,grade9geapplicants10,grade9geapplicantsperseat3,eligibility10,requirement6_7,grade9swdapplicants5,auditioninformation3,seats9ge3,admissionspriority13,school_email,grade9swdapplicants9,admissionspriority23,grade9swdfilledflag6,grade9geapplicants9,admissionspriority27,diversity_in_admissions,seats9swd9,attendance_rate,requirement3_1,geoeligibility,grade9swdfilledflag7,prgdesc6,requirement1_9,interest4,grade9swdapplicantsperseat5,requirement6_2,requirement1_8,offer_rate1_1,requirement5_5,:@computed_region_f5dn_yrer,program6,seats6specialized,requirement4_5,pct_stu_enough_variety,phone_number,prgdesc2,seats9ge9,program2,eligibility4,campus_name,academicopportunities2,end_time,requirement7_4,admissionspriority110,method10,requirement7_5,auditioninformation4,council_district,start_time,grade9swdapplicants4,seats9swd4,grade9geapplicantsperseat8,primary_address_line_1,seats2specialized,girls,grade9swdfilledflag8,common_audition6,psal_sports_boys,seats5specialized,seats9ge7,appperseat1specialized
05M499,Frederick Douglass Academy,"Open only to New York City residents living in the United States four years or fewer who are English Language Learners per New York City Department of Education guidelines scoring at the Entering, Emerging or Transitioning levels on the NYSESLAT, NYSITELL, or LAB-R.",,,,0.67,,,Central Harlem North-Polo Grounds,,10039,,12.0,,,,,24.0,Priority to continuing 8th graders,05M499@schools.nyc.gov,,Then to New York City residents,,,,,,0.89,"Course Grades: English (60-100), Math (60-100), Science (61-100), Social Studies (62-100)",,,,,,,,,12% of offers went to this group,,18,,,,0.8,212-491-4107,"This program will prepare students for college studies and careers in Science, Technology, Engineering, Mathematics, and Medicine. Students will have access to elective courses such as Robotics, Aeronautics/Aviation, Anatomy & Physiology, and Forensic Science. Students are expected to take a minimum of two AP or CUNY College Now courses for which they are eligible and may include AP Calculus, AP Statistics, AP Biology, AP Chemistry, and AP Physics.",,"Science, Technology, Engineering, and Mathematics (STEM)",,,"Naviance online college software/application tracking, Harlem Educational Activities Fund (HEAF), Double Discovery Columbia University, Greenhouse",2:50pm,,,,,,9,8:15am,,,,2581 7TH AVENUE,,,,,"Baseball, Basketball, Fencing, Football, Indoor Track, Lacrosse, Outdoor Track, Soccer, Tennis, Volleyball, Wrestling",,,
13K594,Gotham Professional Arts Academy,,,,,0.43,,,Crown Heights North,,11238,,,,,,,,,AWhite10@schools.nyc.gov,,,,,,,,0.8,,,,,,,,,,,,16,,,,0.78,718-455-0746,,,,,,"All students select an Arts track to complete their required Art PBAT. Art tracks include: Visual Art Production, Art Criticism, or Theater/Acting",3:05pm,,,,,,35,8:45am,,,,561 GRAND AVENUE,,,,,,,,
10X433,High School for Teaching and the Professions,,,,,0.5,,,Van Cortlandt Village,,10468,,,,,,,,,cdebellis@schools.nyc.gov,,,,,,,,0.8,"Standardized Test Scores: English Language Arts, Math",,,,,,,,,100% of offers went to this group,,24,,,,0.76,718-329-7380,,,,,Walton Educational Campus,Advanced Regents Diploma,2:35pm,,,,,,11,8:19am,,,,2780 RESERVOIR AVENUE,,,,,"Baseball, Basketball, Bowling, Handball, Outdoor Track, Soccer, Volleyball",,,
21K559,Life Academy High School for Film and Music,,,,,0.52,,,Gravesend,,11214,,,,,,,,,EKelch@schools.nyc.gov,,,,,,,,0.86,Course Grades: Average,,,,,,,,,,,21,,,,0.41,718-333-7750,,,,,Lafayette Educational Campus,Customized mentor groups,2:29pm,,,,,,47,8:15am,,,,2630 BENSON AVENUE,,,,,"Baseball, Basketball, Bowling, Cross Country, Football, Handball, Indoor Track, Outdoor Track, Soccer, Table Tennis, Tennis, Volleyball, Wrestling",,,
02M655,Life Sciences Secondary School,,,,,0.43,,,Yorkville,,10128,,,,,,,,,cmarshal@schools.nyc.gov,,,,,,,,0.8,Course Grades: Average,,,,,,,,,61% of offers went to this group,,23,,,,0.71,212-348-1694,,,,,,"Science Electives in Forensics, Toxicology, Bio-Med Technology, Environmental Science, Marine Science, and Bio-Ethics.",2:40pm,,,,,,5,8:20am,,,,320 EAST 96TH STREET,,,,,"Baseball, Basketball, Soccer",,,
02M374,Gramercy Arts High School,,,,,0.63,,,Gramercy,,10003,,3.0,,,,,25.0,Open to New York City residents,DOrtiz@gramercyhs.org,,,,,,,,0.87,Attendance and Punctuality,,,,,,,,,,,71,,,,0.62,212-253-7076,"Includes drama, technical theater, and NYC internships in theaters.",,Performing Arts,,Washington Irving Educational Campus,Lunch and Learn: Students can eat and study during lunch time.,2:40pm,,,,,,2,8:20am,,,,40 IRVING PLACE,,,,,"Baseball, Basketball, Handball, Soccer, Volleyball",,,
31R460,Susan E. Wagner High School,,1233.0,Audition - Go to https://www.myschools.nyc/en/help/high-school/audition-dates/ for information and dates,,0.77,R17J,,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,N/A - zoned program,10314,,37.0,"Open to students currently in an ACES (Academics, Career, and Essential Skills) program. If you are not currently an ACES student and are interested in the program, please contact acesprograms@schools.nyc.gov",,26,,26.0,Priority to Staten Island students or residents,sbarone3@schools.nyc.gov,N/A - zoned program,Then to New York City residents,Y,N/A - zoned program,Then to New York City residents,,N/A - zoned program,0.9,"Standardized Test Scores: English Language Arts (3.3-4.5), Math (3.5-4.5)",,N,"As the specially selected ""Chancellor's Arts Designated High School"" for Staten Island, visual arts students are eligible to receive a special Chancellor's Endorsed Arts Diploma. The Visual Arts program encourages students to reach their potential through the creation of original work. The following courses are offered within the Visual Arts sequence: Painting, Portfolio, Advanced Drawing, Beginning Drawing, Graphic Design, Digital Photography, Basic Art, and Art History.",,Humanities & Interdisciplinary,2,,Attendance,100% of offers went to this group,,30,Visual Arts,,Audition with common components,0.91,718-698-4200,"This program aims to educate and train high school cadets in citizenship, promote community service, instill responsibility, character, and self-discipline, and provide instruction in air and space fundamentals, leadership, and wellness. The program is grounded in the Air Force core values of integrity first, service before self, and excellence in all we do.",N/A - zoned program,Air Force Junior Reserve Officers' Training Corps,,,"Learning Centers continued: Institute for Law and Politics, Theatrical Arts, Music, Digital Media, Air Force JROTC, Vocational Prep, Career Exploration",2:30pm,,,ASD/ACES Program,,,50,8:10am,33.0,20.0,6,1200 MANOR ROAD,,,N,1.0,"Baseball, Basketball, Bowling, Cross Country, Football, Handball, Indoor Track, Lacrosse, Outdoor Track, Soccer, Swimming, Tennis, Volleyball, Wrestling",,38,
07X600,Alfred E. Smith Career and Technical Education High School,,,,,0.37,,,Melrose South-Mott Haven North,,10451,,8.0,,,,,22.0,Open to New York City residents,Eschwar2@schools.nyc.gov,,,,,,,,0.84,Course Grades: Average,,,,,,,,,,,49,,,,0.82,718-993-5000,Follows the National Automotive Technicians Education Foundation program of instruction and leads to national certification in the automotive industry. This Bilingual program is taught in Spanish and English.,,Bilingual Spanish NATEF Automotive Technology,,Alfred E. Smith Educational Campus,All programs end with state-approved certifications.,2:50pm,,,,,,17,8:00am,,,,333 EAST 151ST STREET,,,,,"Baseball, Basketball, Bowling, Football, Outdoor Track, Soccer, Tennis, Volleyball, Wrestling",,,
28Q896,"Young Women's Leadership School, Queens (TYWLS)",,,,,0.85,,,Briarwood-Jamaica Hills,,11432,,,,,,,,,vburdier@tywlsqueens.org,,,,,,,,0.93,Course Grades: Average (83-100),,,,,,,,,46% of offers went to this group,,25,,,,0.74,718-725-0402,,,,,,"Accelerated STEM courses offered to all students through core classes and electives. Electives include Technology, Psychology, Choir, Studio Art, Health Science, and American Legal System.",2:17pm,,,,,,24,8:00am,,,,150-91 87TH ROAD,,1.0,,,,,,
02M438,International High School at Union Square,,,,,0.61,,,Gramercy,,10003,,,,,,,,,info@ihs-us.org,,,,,,,,0.88,,,,,,,,,,,,71,,,,0.89,212-533-2560,,,,,Washington Irving Educational Campus,"English and home language skill development through group project work; All students take computer science, visual art, and drama.",3:35pm,,,,,,2,8:45am,,,,40 IRVING PLACE,,,,,"Baseball, Basketball, Handball, Soccer, Volleyball",,,
02M543,New Design High School,,,,,0.75,,,Chinatown,,10002,,,,,,,,,info@newdesignhigh.com,,,,,,,,0.84,,,,,,,,,,,,70,,,,0.8,212-475-4148,,,,,Seward Park Educational Campus,"Design Courses in Fashion and Textile Design, Graphic Design, Entrepreneurship, and Art Portfolio",3:20pm,,,,,,1,9:00am,,,,350 GRAND STREET,,,,,"Badminton, Baseball, Basketball, Bowling, Handball, Volleyball, Wrestling",,,
02M546,Academy for Software Engineering (AFSE),,,,,0.78,,,Gramercy,,10003,,,,,,,,,info@afsenyc.org,,,,,,Diversity in Admissions (DIA): Priority to applicants eligible for free or reduced price lunch for 69% of seats,,0.9,,,,,,,,,,100% of offers went to this group,,71,,,,0.68,212-253-3299,,,,,Washington Irving Educational Campus,"Professional mentorships (iMentor), industry internships, hackathons, computer science and software engineering courses including 3D modeling",3:20pm,,,,,,2,9:00am,,,,40 IRVING PLACE,,,,,"Baseball, Basketball, Handball, Soccer, Volleyball",,,
09X263,Validus Preparatory Academy,,,,,0.52,,,Claremont-Bathgate,,10457,,,,,,,,,chibber@validusprep.org,,,,,,,,0.78,"Course Grades: English, Math, Science, Social Studies",,,,,,,,,98% of offers went to this group,,34,,,,0.77,718-466-4000,,,,,,"All juniors and seniors are enrolled in our College and Career, PSAT, and SAT prep classes.",2:40pm,,,,,,16,8:20am,,,,1595 BATHGATE AVENUE,,,,,"Baseball, Basketball, Cross Country, Wrestling",,,
04M435,Manhattan Center for Science and Mathematics,"Open to students currently in or recommended for District 75 Special Education Inclusive Services. If you are not currently in or recommended for these services, please contact D75info@schools.nyc.gov",,,,0.81,,,East Harlem North,,10029,,,,,,,,,Rtorres2@schools.nyc.gov,,,,,,,,0.94,"Course Grades: English (80-100), Math (84-100), Science (81-100), Social Studies (80-100)",,,,,,,,,2% of offers went to this group,,7,,,,0.93,212-876-4639,"Bilingual students follow the same academic programming and rigor of general education students, while guaranteed language support ensuring equitable college-ready opportunities.",,Bilingual Spanish Science & Mathematics,,,"We have begun to offer College Now on site, as a CCNY a professor teaches Psychology at MCSM. Many students attend College Now at CUNY campuses.",2:40pm,,,,,,8,8:20am,,,,260 PLEASANT AVENUE,,,,,"Baseball, Basketball, Bowling, Cross Country, Indoor Track, Outdoor Track, Soccer, Tennis, Volleyball",,,
23K514,Frederick Douglass Academy VII High School,,,,,0.37,,,Brownsville,,11212,,,,,,,,,msarmstrong@fda7.org,,,,,,,,0.82,,,,,,,,,,89% of offers went to this group,,55,,,,0.87,718-485-3789,,,,,,"Full-Time college advisor, College-Prep curriculum, Annual local and overnight college tours, Expanded Success Initiative (ESI)",3:38pm,,,,,,41,9:22am,,,,226 BRISTOL STREET,,,,,"Baseball, Basketball",,,
13K674,"City Polytechnic High School of Engineering, Architecture, and Technology",,,,,0.75,,1.0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,,11201,,,,,,,,,admissions@citypolyhs.org,,,,,,,,0.87,"Standardized Test Scores: English Language Arts, Math",,,,,,,,,,,68,,,,0.64,718-875-1473,,,,,George Westinghouse Educational Campus,Paid Internships with Industry Partners,3:05pm,,,,,,33,8:20am,,,,105 TECH PLACE,,,,,"Baseball, Basketball, Bowling, Handball, Indoor Track, Outdoor Track, Soccer",,,
11X270,Academy for Scholarship and Entrepreneurship: A College Board School,,,,,0.49,,,Williamsbridge-Olinville,,10466,,,,,,,,,zwhite2@schools.nyc.gov,,,,,,,,0.81,,,,,,,,,,95% of offers went to this group,,29,,,,0.44,718-696-3840,,,,,,"3-12 college credits, AP courses, SAT prep, paid and unpaid internships, college visits and career exploration",2:10pm,,,,,,12,7:55am,,,,921 EAST 228TH STREET,,,,,"Basketball, Bowling, Lacrosse, Soccer",,,
07X259,"H.E.R.O. High (Health, Education, and Research Occupations High School)",,,,,0.61,,1.0,Mott Haven-Port Morris,,10455,,,,,,,,,nbacci@herohigh.net,,,,,,,,0.85,,,,,,,,,,100% of offers went to this group,,49,,,,0.77,718-585-8013,,,,,,"Early college classes available at HERO High or on the campus of our partner, Hostos Community College",3:03pm,,,,,,8,8:30am,,,,455 SOUTHERN BOULEVARD,,,,,"Baseball, Basketball, Outdoor Track",,,
