code_prog1,selectioncriteria10_prog4,prefnote_prog3,schoolday,selectioncriteria3_prog3,priority6_prog6,activities,borough,priority1_prog6,geseats_prog6,address,selectioncriteria9_prog4,selectioncriteria6_prog5,geappsperseat_prog1,geapps_prog3,neighborhood,geapps_prog6,priority1_prog2,overview,code_prog3,selectioncriteria12_prog1,champscoed,elaprof,priority5_prog2,swdseats_prog3,geappsperseat_prog5,selectioncriteria1_prog2,priority5_prog4,priority6_prog3,revealed_prog6,priority5_prog3,priority4_prog1,accessibility,lowestpriority_prog6,geappsperseat_prog4,selectioncriteria3_prog2,lowestpriority_prog5,code_prog4,selectioncriteria5_prog5,priority4_prog5,priority2_prog1,selectioncriteria2_prog4,selectioncriteria12_prog2,selectioncriteria10_prog2,tophs1,swdfilled_prog6,prefnote_prog2,community_board,nta,selectioncriteria7_prog1,gradespan,othersports,selectioncriteria11_prog3,swdappsperseat_prog4,swdapps_prog4,admissionsmethod_prog6,selectioncriteria1_prog3,selectioncriteria2_prog1,geseats_prog2,selectioncriteria9_prog1,selectioncriteria1_prog6,selectioncriteria8_prog1,lowestpriority_prog2,languageclasses,swdseats_prog1,bin,swdseats_prog5,electiveclasses,selectioncriteria8_prog6,name_prog6
M349M,.,.,8am-2:20pm,,.,"Extended-Day School’s Out New York City (SONYC) Program, Monday-Friday from 3-6pm, Includes: Academic Tutoring, Arts, Athletics, Chess, Conflict Resolution and Peer Mediation, Dance, English as a New Language, High School Preparation, Homework Help, Photography, Robotics, Student Leadership, Theater, Yearbook",MANHATTAN,.,.,"306 Fort Washington Avenue, Manhattan NY 10033",.,.,2,,Washington Heights,.,,"Adults at our school know each individual student's academic and social character and work hard to inspire students to learn. Students appreciate being a part of an environment where adults and students are mutually respectful. Parents love the multiple opportunities they are afforded to be involved in their child's education. The school focuses on communicating well with parents. Harbor Heights Middle School had a 97% attendance rate in 2014-2015. Based on our 2014-2015 Quality Snapshot, 100% of our parents are satisfied or very satisfied with the education their child receives and the opportunities parents have to be involved with their children's education.",,.,"Fitness Club, Soccer",5.0,.,,.,,.,.,.,.,,Partially Accessible,.,,,.,,.,.,,,.,.,Manhattan Bridges High School,.,.,112.0,Washington Heights South,,Gr 6-8,"Basketball, Soccer",.,,,,,Arrived from a Spanish-speaking Country,,.,,.,,Spanish,12,1063503.0,.,"Chess, Chorus, Computer Animation, Dance, Forensics, Guitar, Photography, Robotics and 3-D Printing, Theater, Visual Arts",.,
M933L,.,.,8:20am-2:40pm,,.,Our partnership with Manhattan Youth provides a robust after-school program that offers study labs for homework support; Book Clubs ; Cheerleading ; Chess ; Comic Book Design ; Cooking ; Dance ; Fashion Design ; Fencing ; Film-Making ; Gymnastics ; Improvisation ; LEGO Robotics ; Music ; Photography ; Regents preparation. ; Specialized High School Admissions Test preparation ; Sports ; Studio Art ; Technology including Coding ; Theater ; Yearbook,MANHATTAN,.,.,"425 West 33rd Street, Manhattan NY 10001",.,.,1,,Clinton,.,,"City Knoll Middle School believes that young people have the ability to become whatever they want with the right education, guidance, and support. Our community understands the interconnected world that we live in, and strives to create learning experiences for students through an approach that is in tune with their interests and strengths. We also believe that students learn best when they are provided with real world opportunities to learn through the arts and projects that are relevant to their lives. The arts, public speaking, and presentation are core features of the instructional approach and support the development of critical thinking and creativity. City Knoll has established partnerships with the Museum of Modern Art, NYC Outward Bound, Middle School Quality Initiative, Learning Partners Program, ExpandEd Extra Book Clubs, Manhattan Youth after-school program, Morgan Library Book Arts Project, and Urban Advantage. Students appreciate teachers immersing them in rigorous project-based curricula, while nurturing them to be empathetic, independent individuals capable of shaping their own futures.",,.,"Soccer, Track and Field",37.0,.,,.,,.,.,.,.,,Not Accessible,.,.,,.,.,.,.,Then to students and residents of District 2.,.,.,.,Quest to Learn,.,.,104.0,Hudson Yards-Chelsea-Flatiron-Union Square,,Gr 6-8,"Baseball, Basketball, Fencing, Flag Football, Softball, Volleyball",.,.,.,.,,,,.,.,,,Spanish,8,1012851.0,.,"Book Clubs, Chess, Debate, Drama, Gaming, Improvisation, Indoor Gardening, Music Composition, Poetry Writing, Song Writing, Sports, Team Sports (including basketball and soccer), Track and Field, Visual Arts, Wellness",.,.
Q270U,.,.,8am-2:20pm,,.,African Dance Residency; Annual Coat Drive; Band; Dance Club; Drama; Each One Teach One Initiative (students work along with teachers in classrooms); Fire Safety & Health Fair; Multicultural Festival; Senior Holiday Tea,QUEENS,.,.,"233-15 Merrick Boulevard, Queens NY 11422",.,.,5,,Laurelton,.,,"The diverse P.S./I.S. 270 community is dedicated to achieving high standards of academic excellence for all students in a nurturing environment in preparation for the ever-changing challenges of society's new millennium. We want to create a community of lifelong learners whose focus will include the development of attitudinal, civil, and social skills necessary to function productively and successfully on every level, including leadership roles in the world community.",,.,"Dance, Developmental Basketball",38.0,.,,,,.,.,.,.,,Fully Accessible,.,,,.,,.,.,Then to students and residents of District 29.,,.,.,Hillcrest High School,.,.,413.0,Laurelton,,Gr K-8,Dance,.,,,.,,,,.,.,.,,Spanish,14,4529511.0,,"Algebra, Performing Arts Enrichment (Visual Arts, Dance, Instrumental and Vocal Music, Drama)",.,.
K464S,.,.,8:52am-3:20pm,.,.,Animation; Arts; Debate Club; Drama Club; Drawing; Mural Painting; Sports and Arts in the Schools Foundation After-School Program; Student Government,BROOKLYN,.,.,"237 7 Avenue, Brooklyn NY 11215",.,.,7,,Park Slope-Gowanus,.,,"At Park Slope Collegiate, we are committed to creating and maintaining a diverse and integrated student body and faculty. We believe that students learn best in a heterogeneous environment where they can compare what they know and think with the knowledge and ideas of adult scholars as well as with the knowledge and ideas of their classmates. Our very small middle school offers students the opportunity to grow and learn with classmates from diverse backgrounds within an engaging setting. Teachers accustomed to heterogeneous classrooms provide students a variety of individual and group learning experiences. Once a week, students meet in circles to strengthen the community of the classroom by learning more about each other, practicing active listening skills, playing group games, and exploring their social and emotional interests. As a 6-12 school, we also guarantee a seat in our high school for any middle school student interested in continuing at Park Slope Collegiate.",,.,Volleyball,33.0,.,,.,,.,.,.,.,,Fully Accessible,.,.,,.,.,.,.,,.,.,.,Park Slope Collegiate,.,.,306.0,Park Slope-Gowanus,.,Gr 6-12,"Badminton, Basketball, Flag Football, Track and Field",.,.,.,.,,,,.,.,.,,Spanish,25,3025510.0,.,"Glee, Guitar Ensemble, Studio Art, Swimming",.,.
M408M,.,.,8:15am-2:46pm,,.,"Free After-School Program in partnership with Manhattan Youth, including classes in STEM, Visual Arts, Physical Activity, and Sports.",MANHATTAN,.,.,"328 West 48th Street, Manhattan NY 10036",.,.,64,,Clinton,.,,"The Professional Performing Arts School (PPAS) partners with top rated New York City arts organizations to provide high quality training in the performing arts and a competitive academic program. In partnership with the theater company Waterwell, middle school students receive 90 minutes daily of acting, dance, and voice classes. Our curriculum provides students with the artistic and personal skills to be leaders in the field and in whatever profession they choose to pursue. PPAS middle school students are guaranteed a placement in one of the PPAS high school arts programs if they choose to stay. We provide a middle school experience that is well-rounded and considers every child's interests, learning styles, and needs. Open auditions will be held for any interested candidate. Audition information can be found at the school website: ppasnyc.org.",,.,Volleyball League,93.0,.,,.,,.,.,.,.,,Not Accessible,.,.,,.,.,.,.,,.,.,.,Professional Performing Arts School,.,.,104.0,Clinton,,Gr 6-12,"Basketball, Volleyball, Yoga",.,.,.,.,,Attendance and Punctuality,,.,.,,,Spanish,6,1025092.0,.,"Creative Writing, English and Math Enhancement, Independent Reading, Social Psychology, Spanish beginning in grade seven",.,.
Q580M,,,8:00am-2:20pm,,,"Art Room Open Studio, Asian Fusion Dance, Bacc Rag (Newspaper), Board Game Club, BSGE Business Club, Chess Club, Dodge Ball, Fitness Center, French Club, Gay-Straight Alliance, Girls’ Softball, Girls Basketball, Boy's Basketball, Helping Hands Committee, Homework Help, Math Club, Orchestra, Ping Pong, Robotics Club",QUEENS,,,"34-12 36 Avenue. Queens, NY 11106",,,,,Long Island City,,,"The Baccalaureate School for Global Education (BSGE) is a public school dedicated to the achievement of academic excellence and the development, in each student, of a positive self-image, love of learning, respect for others, and reverence for life. Our vision is the implementation of the curriculum frameworks and assessments of the International Baccalaureate Diploma Program in every classroom, to an ethnically, economically and intellectually diverse student body that reflects the diversity of New York CIty public schools. The Baccalaureate School for Global Education (BSGE) is an International Baccalaureate (IB), grades 7 -12, IB Diploma Program (DP) public school. The IB Diploma Program is an academically challenging and balanced program of education with cumulative assessments that prepare students, aged 16 to 19, for success at university and life beyond. It has been designed to address the intellectual, social, emotional and physical well being of students. The program has gained recognition and respect from the world’s leading universities. At BSGE, our Pre-IB Diploma Program covers grades 7-10 and is based on the principles and practices of the  IB Diploma Program.  The Pre-IB Diploma Program exposes students to a core curriculum that includes the following subjects: English, a foreign language (Mandarin and Spanish or Mandarin and French), humanities, science, math, visual arts, music, technology and  50-100 community and service hours.",,,,100.0,,,,,,,,,,Partially Accessible,,,,,,,,,,,,,,,401.0,Queensbridge-Ravenswood-Long Island City,,Gr 7-12,Soccer,,,,,,Attendance,,,,,,Mandarin,,4009499.0,,"Music, Visual Arts",,
M114M,.,.,9am-3:20pm,,.,"Students may work with a teacher to develop and teach their own elective or extracurricular activity. Some classes that have been offered in the past are knitting, computer game design, Braille, American Sign language, film-making, whiffle ball, cooking, fashion design, the history of comic film, and Zumba.",MANHATTAN,.,.,"331 East 91st Street, Manhattan NY 10128",.,.,4,,Upper East Side,.,,"East Side Middle is an academically successful, nurturing community. Our teachers help our students better understand the world in which they live so they can act upon that knowledge to make that world a better place. Our students learn to think as professional writers and read as literary critics and editors; they learn to study the past as historians and the natural world as scientists. Teachers and staff know students individually and address their specific needs in all grades. In their advisory classes, sixth graders are prepared for their middle school experience in such areas as time management, emotional literacy, and organizational skills. Parents appreciate our staff's in-depth knowledge of individual students, as well as the personalized attention students receive. Families appreciate the accessibility of the administration and instructional staff and the sense of community that defines the school culture. We are fortunate to have an involved and responsive parent community.",,.,"Fitness Club, Track and Field",91.0,.,,.,,.,.,.,.,,Fully Accessible,.,.,,.,.,.,.,,.,.,.,Eleanor Roosevelt High School,.,.,108.0,Yorkville,,Gr 6-8,"Baseball, Basketball, Frisbee, Softball, Volleyball",.,.,.,.,,Final 4th Grade Report Card,,.,.,,,Spanish,26,1081267.0,.,"For electives students can chose among a wide variety of academic, arts, cultural, and athletic eight-week courses. Sixth grade advisory includes: Anti-Bullying, Cursive, Diversity Education, Resiliency Education, Time Management, Intensive classes in the seventh and eighth grade include: Anti-Bullying, Art History, Ballroom Dancing, Financial Literacy, Literature, Math/Math Technology, Resiliency, and Sex Ed",.,.
Q216A,.,.,8:15am-2:35pm,.,.,Band; Beacon Community Service; Breast Cancer Walk; Career Day; Chess; Chinese Language Arts; Chorus; Coding; Dance; Earth Day; FELLAS (Boys Empowerment); Filmmaking; GEMMs (Girls Engineering and Math); Guitar; Journalism; Mathematics Team(s); National Junior Honor Society; Photography/Creative Writing; Pretty Tough (Girls Empowerment); Project BOOST; Robotics; Science Olympiad; Soccer Club; STEM; Student Govt; Tech Squad; Theater; Visual Art; Yearbook Design,QUEENS,.,.,"64-20 175th Street, Queens NY 11365",.,.,8,,Utopia,.,,"We are a diverse community with a student-centered environment promoting mutual respect for all and maximizing students' potential for high school readiness. Chosen as one of only 11 Chancellor's Learning Partners Plus Schools, we received praise for being in the top 1% of NYC middle schools for student progress in 2015 and again in 2017. We received ""Well-Developed"" in all 10 categories on the 2015 Quality Review. Teachers address the Next Generation Standards in all subject areas and produce exceptional lessons through thematic interdisciplinary learning/teaching. Ryan has three academies (Law & Justice, Media Arts, and Scientific Exploration) that offer the same rich Common Core curriculum with opportunities for additional learning based on academy theme. Each academy offers Honors/SP courses, talent courses, and classrooms infusing technology. Incoming sixth graders all take Robotics and Art talent courses. We are one of only two schools in NYC offering a full year of Robotics instruction for every sixth grader. We are a Software Engineering Program school offering computer programming/coding. Our school also benefits from a partnership with St. John's University. We believe in helping great children become great students.",,.,Table Tennis,70.0,.,,.,,.,.,.,.,,Not Accessible,.,.,,.,.,.,.,,.,.,.,Francis Lewis High School,.,.,408.0,Fresh Meadows-Utopia,.,6-8,"CHAMPS Girls Basketball, Fitness/Health, Handball, Intramural Boys Basketball, Soccer",.,.,.,.,,4th Grade New York State Math Exam: 22.5%,,.,.,.,,Spanish,0,4149078.0,.,"Mandated Sixth Grade Course: Robotics (full year instruction), Band, Chorus, Dance, Visual Art (full year instruction); Non-Mandated Offerings: Intellectually Gifted Classes (IGC); Gifted & Talented Classes (6th Grade); Honors/SP-Math; ELA; Science; Social Studies; Spanish; Technology Instruction including Software Engineering, Computer Science, App Creation; Specialized High School Exam Preparation; Health & Fitness; English Proficiency (ESL)",.,.
Q226U,.,.,8:10am-2:30pm,,.,"Alvin Ailey Dance, Art, Atlanta College Tour, Band, Chess, College Fair, Flag Football, Guppie App Challenge, HerStory, Jr. Knicks, Martial Arts, Newspaper, Pencil Partnership with JP Morgan and Chase, Photography, Poetry, Publishing, Recycling, SHSI, Steel Pan, Student Authors, Student Government, Talent Showcase, Technology, Theater, Urban Advantage Hands on Science, Washington DC Tour, Young Men's Leadership Team Banking and Finance",QUEENS,.,.,"121-10 Rockaway Boulevard, Queens NY 11420",.,.,1,,South Ozone Park,.,,"J.H.S. 226 focuses on exploratory learning. The school is organized into three learning communities. The Discovery and Explorations Academy is a hub for sixth graders, which allows students opportunities to explore the Junior High School experience through academic rigor, discipline, creativity, and culture. The Humanities Academy showcases the talents of our seventh-grade youngsters with quarterly performances and displays in music, art, dance, poetry, and drama while continuing to engage students in academic rigor around the Common Core Learning Standards. The Renaissance Academy for Broadcast Journalism engages our eighth-grade students in print and digital media. Students utilize elements of print and digital media to develop quarterly displays in a student newspaper, video broadcast, and a student comic magazine, while continuing to engage in academic rigor around the Common Core Learning Standards.",,.,Soccer,32.0,.,,.,,.,.,.,.,,Partially Accessible,.,,,.,,.,.,,,.,.,John Adams High School,.,.,410.0,South Ozone Park,,Gr 6-8,"Baseball, Cheerleading, Double Dutch, Flag Football, Girls and Boys Basketball, Martial Arts, Modern Dance, Soccer, Track and Field",.,,,,,,,.,,.,,Spanish,49,4253607.0,.,"Broadcasting, Computer Coding, Gaming, Herstory, Hochman Writing Revolution, Journalism, MSQI Word Generation, Martial Arts, Modern Dance, Music Recording and Editing, New York Historical Society Museum Hands on Arts Program, Photography, Poetic Motivations, Rush Art Philanthropic, Science and Technology, Theater, Think Law, Urban Advantage Hands on Science, Visual Arts and Design, Women in Aviation, Young Men's Leadership Team Banking and Finance",.,
R034Z,.,.,8am-2:20pm,.,.,Performing Arts (Drama and Music); Sports; STEM; United Activities Unlimited,STATEN IS,.,.,"528 Academy Avenue, Staten Island NY 10307",.,.,,,Tottenville,.,,"Totten Intermediate School 34 is committed to building a foundation for academic success by developing active and creative minds through rigorous instruction and high expectations for learning. Students are afforded instructional experiences tailored to their needs, encouraged to take ownership of their learning and empowered with leadership roles. Academics are supported by music, technology, and the performing arts to inspire individuality. Our mission is to educate and to challenge all students in a safe, positive environment so they may become lifelong learners and leaders in a digital global community.",,.,,54.0,.,,.,,.,.,.,.,,Not Accessible,.,.,.,.,,.,.,,.,.,.,Tottenville High School,.,.,503.0,Charleston-Richmond Valley-Tottenville,,Gr 6-8,"Basketball, Cheerleading, Ping Pong, Softball, Team Handball",.,.,.,.,,,,.,.,,,Italian,,5088090.0,.,"Advanced Band, Art Talent, Beginner Band, Chorus, Dance, Drama, General Art, and STEM",.,.
X229U,.,.,8am-2:20pm,,.,Academic Behaviors Pilot; Alvin Ailey; Art Club; Dance; Drama Club; Educational Talent Search Program BCC; Ezra Jack Keats Book Making; Junior International Thespian Society; New York Exploring; Percussion Ensemble (ACO); PS Art; STEM; Set Design; Soaring Words; Yoga Club,BRONX,.,.,"275 Harlem River Park Bridge, Bronx NY 10453",.,.,4,,Morris Heights,.,,"Our mission is to create a rigorous learning environment that encourages students to express and achieve their greatest potential while seamlessly integrating the Common Core Learning Standards. We deliver a diverse and integrated curriculum that reaches across all disciplines at all grade levels. Students are encouraged to meet academic challenges with openness, critical thinking, and creative problem solving. We promote an atmosphere of cooperation and a can-do spirit with respect for individual differences and community values. We strive to have our parents, teachers, and community members actively involved in making students' middle school experience as fulfilling as possible.",,.,Volleyball,13.0,.,,,,.,.,.,.,,Partially Accessible,.,,,.,,.,.,Then to student and residents of District 10.,,.,.,Bronx River High School,.,.,205.0,University Heights-Morris Heights,,Gr 6-8,"Baseball, Basketball, Flag Football, Soccer, Track and Field",.,,,.,,,,.,.,.,,Spanish,6,2009253.0,,"Advanced Literature, MathXEcon, Sixth Grade Honors Track",.,.
Q07,.,.,8:20am-2:40pm,.,.,Alvin Ailey Dance; ARISTA Honor Society; Beacon; Broadway Jr.; Gender Classes; Gospel Choir; MOUSE Squad; Multicultural Club; Penny Harvest; Spanish Proficiency Exam Tutoring; Specialized High School Prep; International Travel Program; Student Council; Summer Transition Program,QUEENS,.,.,"133-25 Guy R Brewer Boulevard, Queens NY 11434",.,.,6,,Springfield Gardens North,.,Priority to students residing in the zone,"Our school is a community of instructional innovation that provides choices and options for young people to become critical thinkers and lifelong learners in an environment of care and respect. Our goal is to meet the need of every young person through collaboration, opportunity, and experience. Catherine and Count Basie Middle School is one of the best-kept secrets of District 28. Our school staff is committed to providing a high-quality and meaningful educational experience for each child. The school's environment supports students, parents, and staff in an effort to offer every child an opportunity for an excellent education. Our curriculum includes specialty courses, advisory courses, elective courses, and a range of extracurriculars, all within a challenging curriculum. We provide students with the opportunity to take educational excursions, visit colleges and universities, interact with political officials, and use their voices to impact change in our ever-changing society.",,.,Netball,16.0,.,,.,Students who apply to this program will be randomly selected in the order of the priority groups listed above,.,.,.,.,,Partially Accessible,.,.,,.,.,.,.,,.,.,.,John Adams High School,.,.,412.0,Springfield Gardens North,.,Gr 6-8,"Basketball, Horseback Riding, Swimming, Track and Field",.,.,.,.,,,291,.,.,.,"Last year, this program admitted students from all priority groups.",Spanish,5,4270059.0,.,"Advisory, Dance, Instrumental Music, Project-Based Courses, STEM, Technology, Visual Arts, Vocal Music",.,.
Q323M,.,.,8am-2:50pm; Fridays 8am-1:12pm,,.,"Chess Competitions, Broadway Junior Shows, Annual STEM Night, National Junior Honor Society Ceremony, Annual Reading Celebration Night, Monthly Outstanding-Scholar Assemblies, Poem in your Pocket Day, Pi Day, Advisory Days, Annual Board-Walk-A-Thon, Picture Day, Winter Concert, Spring Art Show & Concert, PBIS, Rockaway Saint Patrick's Day Parade, Memorial Day Parade, Science Olympiad, After-School Peer Tutoring, After-School Regents Preparatory Program, After-School AIS Classes, Student Government, Community Service, The Seaside Chronicle Newspaper",QUEENS,.,.,"320 Beach 104th Street, Queens NY 11694",.,.,,,Rockaway Park,.,,"Mission Statement: To prepare for colleges and careers of the 21st Century. Vision Statement: To engage the entire Scholars’ Academy community in cultivating and celebrating well-rounded scholars and citizens equipped with the knowledge, skills, and attitudes to pursue success and happiness in the 21st Century. Scholars’ Academy is a highly rigorous school earning “Well Developed” ratings on the Quality Review and “Excellent Ratings” on the School Quality Snapshot in every category: Rigorous Instruction, Collaborative Teachers, Supportive Environment, Effective School Leadership, Strong Family-Community Ties, and Trust. Scholars’ Academy is an Innovation Zone Ambassador School. Scholars’ Academy teachers and students leverage online learning tools to collaborate on group tasks which are standards-anchored, rigorous and engaging. Scholars’ Academy follows the Scale-Up cooperative learning model used by many top universities such as MIT where students work in Triads; learning groups of three. All students are supported in completing three high school Regents courses in middle school (Algebra, Living Environment and Spanish). Students select an elective class based on their individual interests and talents which meets twice per week. Students have the opportunity to engage in sixteen advisory and retreat days per year focused on fostering positive peer bonds, increasing cultural understanding, enhancing social-emotional well being and dedicated time for reflection and enrichment.",,.,"Soccer, Track and Field",90.0,.,,.,,.,.,.,.,,Partially Accessible,.,,,.,,.,.,,,.,.,Scholars' Academy,.,.,414.0,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,"Interview, Priority to siblings of current students",Gr 6-12,"Basketball, Volleyball, Soccer, Cheer, Cross Country, Track and Field",.,,,,,Punctuality,,.,,.,,Spanish,,4303722.0,.,"Band, Chorus, Computer Programming, Drama, Film/Media Production, Guitar, LEGO Robotics, Marching Band, Music Technology, Piano, STEM, Sports Elective, Visual Arts",.,
X022U,.,.,8am-3:20pm,,.,A diverse offering of extracurricular activities brought to you through our partnership with LeAp (Learning through an expanded Arts Program); Arts; Career Awareness & Character Development; Cheerleading; Culinary Arts; Peer Mediation; Step Team; Student Leadership Development; Technology; Theater; Variety of Sports; and much more.,BRONX,.,.,"270 East 167th Street, Bronx NY 10456",.,.,3,,East Concourse-Concourse Village,.,,"At M.S. 22 we work together as a team to ensure high-level student learning for all. We are respectful, organized, responsible, and safe (RORS). Teacher teams work with small groups of students to meet the students' academic, social, and emotional needs of our students. Team 22 works together to ensure that every student leaves our building at the end of eighth grade prepared for success in high school and beyond.",,.,Cross Country,11.0,.,,,,.,.,.,.,Then to students and residents of the Bronx.,Not Accessible,.,,,.,,.,.,Then to students and residents of District 9,,.,.,Bronx Leadership Academy II High School,.,.,204.0,East Concourse-Concourse Village,,Gr 6-8,"Baseball, Basketball, Cross Country, Soccer, Track, Volleyball",.,,,.,,,,.,.,.,,,26,2002410.0,,"Strategic Reading Period, Tech Arts (Robotics, Computer Programming, Digital Arts), Theater Arts, Visual Arts, WIN Period (What I Need)",.,.
K422L,.,.,8:20am-3:10pm,,.,Art; Brooklyn Historical Society; Brooklyn Information and Culture (BRIC) Arts; Brooklyn Public Library; Build a Bike Program; Community Service; Drama; Little Flower Yoga; Martial Arts; Odyssey of the Mind; Outdoors Club; Recording Studio Club; Rock Climbing; Shubert Foundation Broadway Junior Program; Step Team; Story Pirates; Student Government; Talent Shows; Technology Team; Tutoring/Academic Support; Urban Advantage,BROOKLYN,.,.,"1065 Elton Street, Brooklyn NY 11208",.,.,6,,East New York,.,,"At Spring Creek Community School (SCCS), a grade 6-12 school opened in 2012, students engage in project-based curriculum that emphasizes critical thinking, questioning, and problem-solving. Arts and technology are integrated into daily instruction, and students are programmed for additional math and literacy periods to support their success across the curriculum. Students benefit from enrichment electives and school-based partnerships with arts and academic organizations. All classrooms are equipped with SMART Boards, document cameras, and multiple computers. Students are in an advisory that provides each child with social, emotional, and academic supports. Advisors support students throughout middle school, and build long-term relationships with families. Parents appreciate our focus on collaboration and communication, and all parents are registered with an online account, which gives them access to student progress reports and allows them to contact teachers directly. In order to support our six through twelve model, students who attend SCCS in middle school are strongly encouraged to continue their education in our high school.",,.,Fitness Club,17.0,.,,.,,.,.,.,.,,Fully Accessible,.,.,,.,.,.,.,Then to students and residents of District 19.,.,.,.,Spring Creek Community School,.,.,305.0,East New York,,Gr 6-12,"Basketball, Track and Field",.,.,.,.,,,,.,.,,,,17,3413878.0,.,"Creative Writing, Documentary Filmmaking, Hip-Hop Culture, LEGO Robotics, Music, Technology & Coding, Theater, Visual Arts, Weightlifting",.,.
X181L,.,.,8am-2:20pm,,.,"21st Century Library, After-School Academic Programs, After-School Special Interest Clubs including: Art Portfolio Preparation, Algebra 4 All, Basketball, Book Clubs, Broadway Jr., Casals Men, Chess, College Access, Culinary, Debate Team, Equity and Access for All Programs, Girls Club, Guitar, Intramural Sports, Magic Club, Project Boost, Robotics, STEM, School Newspaper, Service League, Soccer, Specialized High School Test Preparation, State-of-the-Art Apple Labs, Student Government, Tennis",BRONX,.,.,"800 Baychester Avenue, Bronx NY 10475",.,.,3,,Co-op City,.,,"Students like our school because their talents are developed, showcased in a variety of venues, and celebrated. Parents value our school's academically-challenging learning environment. They are empowered by the technologically-driven student accountability systems that are designed to enhance instruction and document each child's progress.",X181Z,.,Fitness Club,42.0,.,,,4th Grade New York State ELA and Math Exams,.,.,.,.,,Partially Accessible,.,,Final 4th Grade Report Card,.,,.,.,Then to students and residents of District 11.,,.,.,Harry S Truman High School,.,.,210.0,Co-op City,,Gr 6-8,"Basketball, Fitness Clubs",.,,,.,,,48,.,.,.,,Spanish,44,2116160.0,,"Book Clubs, Math Problem Solving, Reading-Writing Connection, Technology",.,.
X225M,.,.,8:20am-2:50pm,,.,"We have a longstanding after-school partnership with Sports and Arts Foundation (SASF), which provides academics and recreation for our Middle Students until 5:30 pm, on Saturdays, and during holiday breaks. TAPCo Middle School Teachers are employed by SASF so students have a real connection personally and academically during after-school. We also have a very active running club, and will be having a school band (Latin Jazz focus) in the 2018-2019 school year.",BRONX,.,.,"2225 Webster Avenue, Bronx NY 10457",.,.,6,,Mount Hope,.,,"TAPCo is one of the first public STEAM (science, technology, engineering, arts, math) schools in NYC. We provide a strong academic program and the opportunity for students to explore all of the arts. In high school, students can study dance, instrumental or vocal music, drama, or visual studies. Students and parents appreciate our family-like atmosphere, our many different activities, and our strong, supportive staff. TAPCo has a dance studio, full-sized auditorium, a theater-scene shop, a video production studio, two chorus rooms, and an art room. We partner with the 92nd St. YMCA and Lincoln Center. Our college acceptance rate is 99% with over $1.5 million in student scholarships and grants. We communicate with families through our school website, morning announcements, student meetings with their staff agents, town hall meetings, an open-door policy for the administration, and our parent association. TAPCo was cited as a hidden gem in New York City's Best Public Middle Schools: A Parent's Guide. We will also be the only school in the city that offers a rooftop garden/outdoor performance space as a learning environment for our school community.",,.,,32.0,.,,,,.,.,.,.,,Partially Accessible,.,,,.,,.,.,Then to students and residents of the Bronx.,,.,.,Theatre Arts Production Company School,.,.,205.0,Mount Hope,,Gr 6-12,"Basketball, Flag Football, Soccer, Softball, Volleyball",.,,,.,,Attendance and Punctuality,,.,.,.,,French,18,2013307.0,,We offer Living Environment and Algebra courses culminating in a New York State Regents exam.,.,.
Q010L,.,.,8am-2:20pm,,.,After-School Tutoring Programs; Chorus; Drama Club; Guitar for Beginners; Intramural Sports Club; Specialized High School Preparation; Stage Crews; Visual Arts,QUEENS,.,.,"45-11 31st Ave, Queens NY 11103",.,.,4,,Astoria,.,,"We provide a diverse education in a supportive environment that promotes self-discipline, motivation, and excellence in learning. Our spirited atmosphere includes students wearing school uniforms daily and participating in teamwork initiatives. Our collaborations with parents and community partners help students to become self-sufficient and develop the skills needed to succeed and contribute responsibly to a global community.",,.,Baseball,46.0,.,,.,,.,.,.,.,,Not Accessible,.,.,,.,.,.,.,Then to students and residents of District 30.,.,.,.,William Cullen Bryant High School,.,.,401.0,Astoria,,Gr 6-8,Basketball,.,.,.,.,,,,.,.,,,Spanish,11,4012664.0,.,"Special Progress (SP) Math, SP Science",.,.
X221S,.,.,8am-2:50pm,,.,"Chess Club; Drama; GEAR UP; Lincoln Center Education; Middle Grades Initiative (MGI); Middle School Arts Matters; Music; PENCIL Partnership; SONYC-Bronx Works (an after-school program that runs from Monday through Friday 3pm-5pm and includes academic support, athletics, and clubs); Theater Club",BRONX,.,.,"360 East 145th Street, Bronx NY 10454",.,.,7,,Mott Haven-Port Morris,.,,"We maintain a cohesive school community of families, teachers, and staff who support our core mission. Our students learn to think critically, communicate effectively, and to be open to new experiences and ideas as they become lifelong learners. The mission of South Bronx Preparatory is to facilitate learning so that all students can master a strong academic foundation. The South Bronx Preparatory community guides each student toward college readiness, higher education, and independence beginning in the sixth grade. We are a 6-12 secondary school.",,.,"Basketball League, Table Tennis",29.0,.,,.,,.,.,.,.,,Not Accessible,.,,,.,,.,.,,,.,.,South Bronx Preparatory: A College Board School,.,.,201.0,Mott Haven-Port Morris,,Gr 6-12,"Baseball, Basketball, Cheerleading, Flag Football, Softball, Table Tennis, Handball",.,,,,,Academic and Personal Behaviors,,.,,.,,Spanish,20,2097038.0,.,College Access for All: Empowering students on their path to success means ensuring every middle school student will be exposed to a college-going culture and will have the opportunity to visit a college campus. The campus visit will be embedded in a broader set of student and parent workshops focused on planning for high school and college.,.,
