property_id,address_1,non_refrigerated_warehouse,census_tract,city,other_number_of_computers,hospital_general_medical_6,multifamily_housing_gross,self_storage_facility_gross,percent_better_than_national_1,address_2,college_university_gross,electricity_use_generated_2,senior_care_community_gross,repair_services_vehicle_shoe,data_center_it_site_energy,hotel_room_density_number,water_alerts,egrid_output_emissions_rate,multifamily_housing_government,percent_of_recs_retained,hospital_general_medical_9,multifamily_housing_number_5,lifestyle_center_gross_floor,data_center_ups_system,hotel_gym_fitness_center,energy_cost,energy_cost_intensity_ft,financial_office_gross_floor,weather_normalized_site_eui,estimated_data_flag_fuel_1,estimated_data_flag_fuel,medical_office_percent_that_1,distribution_center_gross,custom_property_id_1_name,hospital_general_medical_7,bowling_alley_gross_floor,multifamily_housing_number_2,municipally_supplied_potable_2,national_median_total_ghg,hotel_worker_density_number,office_number_of_workers,hospital_general_medical,multifamily_housing_percent_1,custom_property_id_1_id,stadium_open_gross_floor,convention_center_gross_floor,retail_store_walk_in,laboratory_number_of_computers,energy_power_station_gross,hotel_percent_that_can_be,library_gross_floor_area,hospital_general_medical_10,number_of_buildings
2505168,645 Madison Ave,2100,11401.0,New York,Not Available,Not Available,Not Available,Not Available,85.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,Not Available,127.4,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,0,1237,Not Available,507,Not Available,Not Available,1040762,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,1
2612577,178-10 WEXFORD TERR ENTM,Not Available,466.0,Queens,Not Available,Not Available,144350,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>80005-12696-001</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,Not Available,81.4,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,4212912,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2429835,214 East 23rd Street,Not Available,64.0,New York,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,59000,Not Available,Not Available,Not Available,Not Available,Not Available,This property does not have at least one meter for the type of energy or water used in this metric calculation.,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1019626,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2598352,327 Central Park West,Not Available,177.0,New York,Not Available,Not Available,97972,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81.36108496,Not Available,Not Available,Not Available,10,Not Available,Not Available,Not Available,187657.99,1.822417507,Not Available,100.9,Not Available,No,100,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
1443197,250 Greenwich St.,Not Available,21.0,New York,Not Available,Not Available,Not Available,Not Available,-20.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,<b>Domestic (#0586+#2528)</b> has bills with dates that overlap in the selected timeframe. Please resolve overlaps for this meter.,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,Not Available,89.1,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,16281,Not Available,7613.83,Not Available,Not Available,1086510,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2612486,950 Third Avenue,Not Available,11203.0,New York,Not Available,Not Available,Not Available,Not Available,-19.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1657095.12,5.0215,Not Available,123.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4400.1,Not Available,1100,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,1
1946606,540 Park Avenue,Not Available,11401.0,New York,Not Available,Not Available,Not Available,Not Available,-55.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.10312,Not Available,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1951,540643.94,1.6895124,Not Available,56.7,No,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,112774.7335,2584.1,0.68125,Not Available,Not Available,Not Available,1946606,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,1
2610367,100 East 21rst Street,Not Available,,Brooklyn,Not Available,Not Available,99035,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>V84005592</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,No,Not Available,Not Available,0,Not Available,Not Available,Not Available,21670.85,0.2188201,Not Available,84.1,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,3116551,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2609630,1840 Grand Concourse,Not Available,23302.0,Bronx,Not Available,Not Available,58000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,Not Available,119.9,Not Available,Not Available,Not Available,Not Available,Building Block and Lot,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,2028010001,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2550135,2980 Valentine Ave,Not Available,413.0,Bronx,Not Available,Not Available,111270,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>Water</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,No,Not Available,Not Available,3,Not Available,Not Available,Not Available,10621.46,0.09545667,Not Available,1.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2383312,444 East 75th Street,Not Available,132.0,New York,Not Available,Not Available,142521,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81.36108496,No,Not Available,Not Available,16,Not Available,Not Available,Not Available,198454.55,1.37795544,Not Available,95.4,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,1045901,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,1
2637474,341-349 W 50 Street,Not Available,133.0,New York,Not Available,Not Available,150001,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,This property does not have at least one meter for the type of energy or water used in this metric calculation.,81.36108496,100% Yes,Not Available,Not Available,13,Not Available,Not Available,Not Available,243543.43,1.623612,Not Available,97.4,No,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,70,1082646,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2559044,20-41 thru 20-45 Seagirt Blvd,Not Available,,Far Rockaway,Not Available,Not Available,107528,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,This property does not have at least one meter for the type of energy or water used in this metric calculation.,81.36108496,No,Not Available,Not Available,6,Not Available,Not Available,Not Available,0,0,Not Available,63.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,90,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2638690,439 E Fordham Rd,Not Available,397.0,Bronx,Not Available,Not Available,Not Available,Not Available,0.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,This property does not have at least one meter for the type of energy or water used in this metric calculation.,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,818300.66,3.3400027,Not Available,124.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1957.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,245000,Not Available,1
2560562,666 GREENWICH STREET,Not Available,69.0,NEW YORK,Not Available,Not Available,568757,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81.36108496,Not Available,Not Available,Not Available,76,Not Available,Not Available,Not Available,0,0,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,142,Not Available,70,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2614201,610 Park Avenue,Not Available,122.0,New York,Not Available,Not Available,219059,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>60008-56668-001</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,No,Not Available,Not Available,4,Not Available,Not Available,Not Available,574839.84,2.624132,Not Available,75.8,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,1041086,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2595885,3130 Grand Concourse,Not Available,413.0,Bronx,Not Available,Not Available,150135,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>Water</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,Not Available,Not Available,No,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,2017347,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0
1789746,160 E 34th Street,Not Available,72.0,New York,Not Available,Not Available,Not Available,Not Available,13.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>156-164 E 34TH STREET</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,Not Available,173,Not Available,Not Available,100,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,1411.5,Not Available,Not Available,Not Available,Not Available,1018503,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2593250,310 West Broadway,Not Available,47.0,New York,Not Available,Not Available,Not Available,Not Available,22.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.88345,Not Available,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2200,304185.28,1.601093,Not Available,121.1,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,1585.9,0.17122,Not Available,Not Available,Not Available,1087764,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,1
2638784,316 W 84 Street,Not Available,171.0,New York,Not Available,Not Available,51450,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>50001-27194-001</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,No,Not Available,Not Available,5,Not Available,Not Available,Not Available,0,0,Not Available,92.2,Not Available,No,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,1033824,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
1407339,666 Third Avenue,Not Available,92.0,New York,6,Not Available,Not Available,Not Available,-19.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,This property does not have at least one meter for the type of energy or water used in this metric calculation.,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,4686,86.3,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,6892.4,Not Available,1748.64,Not Available,Not Available,1036161,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,1
2606288,980 Madison Avenue,Not Available,130.0,New York,Not Available,Not Available,Not Available,Not Available,-18.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>7000130823001</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,615055.15,5.0630158,Not Available,90.3,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,1129.3,Not Available,Not Available,Not Available,Not Available,1041796,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,1
2604396,255 West 23rd Street,Not Available,91.0,New  York,9,Not Available,69545,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81.36108496,No,Not Available,Not Available,16,Not Available,Not Available,Not Available,139628.71,1.77261251,Not Available,102.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,90,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2630982,42 ARLO RD EDF,Not Available,39.0,Staten Island,Not Available,Not Available,22033,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>Allocated Water</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,Not Available,119.2,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,5117073,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2617678,114 Albemarle Road,Not Available,496.0,Brooklyn,Not Available,Not Available,62934,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,This property does not have at least one meter for the type of energy or water used in this metric calculation.,81.36108496,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,3124505,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
1547924,519 GATEWAY DR,Not Available,1070.0,BROOKLYN,Not Available,Not Available,Not Available,Not Available,-34.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,One or more meters has less than 12 full calendar months of bills.,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,441873.41,2.9668079,Not Available,99.8,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,1562.1,Not Available,Not Available,Not Available,Not Available,T1401,Not Available,Not Available,0.047,Not Available,Not Available,Not Available,Not Available,Not Available,1
2604537,250 West 24th Street,Not Available,91.0,New York,Not Available,Not Available,74545,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,This property does not have at least one meter for the type of energy or water used in this metric calculation.,81.36108496,Not Available,Not Available,Not Available,12,Not Available,Not Available,Not Available,176249.07,2.364331,Not Available,126.5,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,90,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
1329076,599 Lexington,Not Available,,New York,Not Available,Not Available,Not Available,Not Available,-20.6,Not Available,Not Available,Not Available,Not Available,Not Available,541672.7,Not Available,Not Available,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3942357.12,3.78237,1500,75.5,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,8064.8,Not Available,3420.38,Not Available,Not Available,1036467,Not Available,Not Available,0.47996,Not Available,Not Available,Not Available,Not Available,Not Available,1
2564681,21 East 96th Street,Not Available,16002.0,New York,Not Available,Not Available,35062,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>Water Meter</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,No,Not Available,Not Available,0,Not Available,Not Available,Not Available,42760.53,1.163394,Not Available,140,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,1051442,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2346044,10 Pine St.,Not Available,7.0,New York,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>Water 2</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,975,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2637424,561 Seventh Ave,Not Available,113.0,New York,Not Available,Not Available,Not Available,Not Available,5.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>master water meter  M# K14834208</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,Not Available,Not Available,No,Not Available,Not Available,Not Available,BIN,Not Available,Not Available,Not Available,Not Available,458,Not Available,131,Not Available,Not Available,1022558,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,1
1758568,55 E 59th Street,Not Available,11401.0,New York,Not Available,Not Available,Not Available,Not Available,-23.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,92356.93,0.312248705,Not Available,75.8,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,2377.5,Not Available,709,Not Available,Not Available,P2#10167,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,1
2591141,301 East 69th Street,Not Available,126.0,New York,Not Available,Not Available,218267,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,This property does not have at least one meter for the type of energy or water used in this metric calculation.,81.36108496,Not Available,Not Available,Not Available,48,Not Available,Not Available,Not Available,355322.95,1.56146788,Not Available,96.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2.64e+06,230 West 38th Street,Not Available,109.0,New York,Not Available,Not Available,Not Available,Not Available,-72.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,Not Available,37.6,No,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,1635.9,Not Available,267,Not Available,Not Available,1014462,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,1
2605661,50-35 56th Road,Not Available,219.0,Maspeth,Not Available,Not Available,Not Available,Not Available,49,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>Water</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,Not Available,105.1,Not Available,Not Available,Not Available,130000,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,553.2,Not Available,Not Available,Not Available,Not Available,4058921,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2630957,1483 SHORE PKWY ENTM,Not Available,,Brooklyn,Not Available,Not Available,349050,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>80004-24270-001</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,481.3,0.001378886,Not Available,87.9,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,3329118,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2606074,1472 Montgomery Avenue,Not Available,21501.0,Bronx,Not Available,Not Available,46424,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81.36108496,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,19687.28,0.39395048,Not Available,54.4,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,70,2008981,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2240788,3830 Woodside Ave,5500,169.0,Long Island City,Not Available,Not Available,Not Available,Not Available,9.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,This property does not have at least one meter for the type of energy or water used in this metric calculation.,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,361821.45,5.0392963,Not Available,Not Available,No,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,578.9,Not Available,328,Not Available,Not Available,Unique Building Identifier is 2240788,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2591543,71 WEST 23RD STREET,Not Available,58.0,NEW YORK,Not Available,Not Available,Not Available,Not Available,-23.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,3200,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,2875.4,Not Available,535,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,1
2296730,112 West 34th Street,Not Available,101.0,New York,Not Available,Not Available,Not Available,Not Available,-1.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,This property does not have at least one meter for the type of energy or water used in this metric calculation.,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,Not Available,56.3,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,4496.5,Not Available,2520,Not Available,Not Available,1015201,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,1
1423084,355 Lexington Avenue,Not Available,80.0,New York,Not Available,Not Available,Not Available,Not Available,-43.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,6198,58.7,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,2247.5,Not Available,713,Not Available,Not Available,1036147,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
1357969,320 East 43rd Street,Not Available,88.0,New York,Not Available,Not Available,Not Available,Not Available,23,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,Not Available,77.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1529.3,Not Available,275,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0
2557782,346 E 44th Street,Not Available,88.0,NY,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>Sewer 3000129237001 (E09010612) quarterly</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,811,Not Available,Not Available,P2#12651,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2383987,785 Fifth Avenue,Not Available,11401.0,New York,Not Available,Not Available,184489,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>Water Meter</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,No,Not Available,Not Available,7,Not Available,Not Available,Not Available,134139.77,0.727088169,Not Available,51,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,90,1040765,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
1712194,220 West 19 Street,Not Available,87.0,New York,Not Available,Not Available,Not Available,Not Available,-41.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,268922.68,2.4440406,Not Available,59.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,790.2,Not Available,130,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
1479144,900 Third Ave,Not Available,100.0,New York,Not Available,Not Available,Not Available,Not Available,-37.4,Not Available,Not Available,Not Available,Not Available,Not Available,264245.2,Not Available,Not Available,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,N,Not Available,0,0,Not Available,60.9,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,4774.4,Not Available,1271,Not Available,Not Available,1-01309-0032,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,1
2383906,419 East 57th Street,Not Available,10601.0,New York,Not Available,Not Available,136655,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81.36108496,No,Not Available,Not Available,16,Not Available,Not Available,Not Available,137829.84,1.008596646,Not Available,65.7,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,90,1040537,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
