phone,latitude,community_council,published,brooklyn,anti_discrimination_human_rights,bronx,faith_based_organization,address2,professional_association,nonprofit,other_government_organization,city,:@computed_region_efsh_h5xi,description
2127570818.0,40.766391,3.0,Published,N,N,N,N,,N,Y,N,New York,12081.0,"LILITH is your link between feminism and Jewish life. Publishing since 1976 (!) the magazine brings you information about stuff you've probably had tickling the edges of your consciousness but never read about in a magazine before: New rituals and celebrations for a wedding ceremony, for childbirth, for turning 12, or 20, or 60. Feminist additions to your Passover seder and a new prayerbook for everyday. Role models you've never met before. Foremothers. Jewish hair (YES!). What's different about Jewish women's attitudes to food. Reviews of books, plays, films, music and videos. The best new poetry and fiction. Pages of resource listings in every issue - where to go for what if you're Jewish and female."
2122891900.0,40.802079,8.0,Published,N,N,N,N,,N,Y,N,New York,13093.0,East Harlem Neighborhood Based Alliance Corporation provided crisis intervention services to crime victims and homelessness prevention services to New York City residents at risk of homelessness.  Emergency assistance is provided to income-eligible residents.
7182674265.0,40.765823,22.0,Published,N,N,N,N,,N,Y,N,Long Island City,16863.0,
7188391100.0,40.836725,16.0,Published,N,N,Y,N,,N,Y,N,Bronx,10930.0,"WHEDCo works with families who struggle with the multiple challenges presented by poverty, and who, like all of us, aspire to a healthy, financially stable future. WHEDCo offers interconnected, innovative, and high quality solutions including the building of healthy, affordable homes and because of this, tour communities are more beautiful, more equitable, and more economically vibrant places to live and raise a family."
7184740861.0,40.580701,32.0,Published,N,N,N,N,,N,Y,N,Rockaway Park,20532.0,
2122290345.0,40.733892,3.0,Published,Y,N,Y,N,3rd Fl.,N,Y,N,New York,12077.0,The NYC Alliance Against Sexual Assault focuses on ensuring access to best care to all rape and sexual abuse victims and ending violence in NYC.
7189613660.0,40.751765,20.0,Published,N,N,N,N,,N,Y,N,Flushing,14190.0,Latimer Gardens Senior Center
7183534553.0,40.757857,20.0,Published,Y,N,Y,N,,N,Y,N,Flushing,14190.0,"The Young Women’s Christian Association (YWCA) of Queens is a community resource and education based organization providing multi-generational and culturally competent services for the immigrant and low-income families since 1978.

Each year, it serves over 11,000 families from the NYC through programs and services including the following:

 

Center for Children:

-  Universal pre-kindergarten

-  After School

-  Literacy Festival

 

Center for Youth Development: 

- General Educational Development (GED) class (YW-Access)

- YW-Excel (GED preparation program)

- Leadership Employment Academic Development (L.E.A.D.): workforce development program  

- Project C.I.T.Y. (Community Involvement Through the YWCA of Queens Volunteer Program)

 

Center for Adults:

-  English for Speakers of Other Languages (ESOL) / Civics 

-  Women's job training / readiness program

-  Recreational / Educational activities

 

Y Evergreen Care (now licensed as a homecare agency by the New York State Department of Health)"
7187231119.0,40.686108,27.0,Published,N,N,N,N,,N,Y,N,Jamaica,24669.0,
7184239550.0,40.748401,23.0,Published,N,N,N,N,,N,Y,N,Oakland Gardens,14506.0,"ANIBIC is dedicated to enabling individuals to reach their potential so that they may live as productively as possible. We encourage integration and inclusion in the community and are committed to a person-centered process as we work to serve consumers and their families. 

We offer a broad range of services for children as young as five and throughout adulthood. We understand that people with special needs are people first and that their individual challenges are just part of what makes them special. 

ANIBIC serves as an advocate in the areas of education, vocational training, legislation and professional development."
7186438000.0,,,Published,Y,Y,Y,N,,N,Y,N,Brooklyn,,"AAFSC provides individual and family counseling, crisis intervention, and emergency services. A core program addresses domestic violence issues and women's legal and human rights. The organization provides parenting education, college prep & SAT classes, information/referral services for employment, job-training, and child-care needs. It assists with obtaining housing, social, medical, community services and public school registration. AAFSC offers English as a Second Language classes for adults and afterschool tutoring for children, legal assistance with immigration issues, and citizenship classes."
7184825324.0,40.744902,26.0,Published,N,N,N,N,,N,Y,N,Long Island City,16858.0,"A multi-cultural educational program offering American Sign Language instruction:  ESL, adult basic education, pre-vocatinal skills, academic studies, pre-GED preparation, Regents competency test preparation, academic preparation for deaf immigrants, college preparation, typingand TTY skills, WordPerfect and Lotus, driver's education, special needs tutoring, career development seminars, MELD (support group for deaf mothers and fathers) and interpreter continuing education."
7186249115.0,,,Published,Y,N,N,N,,N,Y,N,Brooklyn,,"The Business Outreach Center (BOC) Network is a micro-enterprise/small business development organization with over a decade-long record of delivering customized business services to under-served entrepreneurs in New York City and, more recently, in Newark, New Jersey, as well as capacity-building services to organizations establishing and operating community and micro-enterprise development programs.

Innovative and collaborative, the BOC Network works to close the credit and technical-assistance gap limiting the growth potential and job-creation capacities of microentrepreneurs and small businesses of hard-working men and women who operate in isolation from the mainstream market and whose businesses are an important source of jobs in their largely minority and immigrant communities. By stimulating the growth of profitable enterprises, the BOC Network helps to recirculate capital through neighborhood economies, and so to revitalize whole communities.

Individually and in concert, the BOC Network's growing alliance of Business Outreach Centers, or BOCs, connect local entrepreneurs to the full complement of business assistance services, as well as to financial, legal, and other resources. In the process, they successfully guide them through the process of starting and developing their enterprises, and then follow-up with them as they progress and their needs evolve.

Speaking the languages of the communities they serve, individual BOCs have proven to be ideally suited to reach and extend a guiding hand to local entrepreneurs whose challenges are many and resources few. BOC business counselors provide one-on-one needs assessment, business planning, marketing and management guidance, as well as access to resources through the BOC Network's extensive linkages with the full spectrum of public and private business assistance sources.

Moreover, the BOC Network serves as a highly interactive forum for sharing technology and resources across community and cultural lines, enabling local entrepreneurs to familiarize themselves with the latest business practices, to forge meaningful links with mainstream services, markets, and mentors, and to gain access to new business-development opportunities.

In other words, the BOC Network makes connections that make the system work for local entrepreneurs, communities, regions, service providers, and the economy as a whole."
2122614400.0,40.753212,3.0,Published,N,N,N,N,8th Floor,Y,Y,N,NYC,11722.0,
,40.822211,9.0,Published,N,N,N,N,,Y,Y,N,New York,13097.0,
7188680229.0,,,Published,N,N,N,N,,N,Y,N,Far Rockaway,,"Kiwanis is a global organization of volunteers dedicated to changing the world, one child and one community at a time."
2125173012.0,40.76687,5.0,Published,Y,N,Y,N,,N,Y,N,New York,12083.0,"The New York Center for Children is a child-friendly free clinic offering medical and psychological assessment and treatment to victims of child abuse.  By cooperating with social services and law renforcement, The New York Center for children helps investigations and prosecutions proceed more efficiently with less trauma to children.  The New York Center for Children also trains professionals who work with children to recognize and respond to the signs and symptoms of abuse and teaches children, parents and the public how to prevent abuse."
7.1879320550E+9,,,Published,N,N,N,N,,N,Y,N,Forest Hills,,
7189916003.0,40.818827,17.0,Published,N,N,Y,N,,N,Y,N,Bronx,10937.0,
7187280946.0,40.768955,22.0,Published,N,N,N,N,,N,Y,N,Astoria,16859.0,
2126399675.0,,,Published,Y,N,Y,N,,N,N,N,New York,,"The New York City Housing Authority (NYCHA) provides decent and affordable housing in a safe and secure living environment for low and moderate- income residents throughout the five boroughs. To fulfill this mission, NYCHA must preserve its aging housing stock through timely maintenance and modernization of its developments. NYCHA also administers a citywide Section 8 Leased Housing Program in rental apartments. Simultaneously, we work to enhance the quality of life at NYCHA by offering our residents opportunities to participate in a multitude of community, educational and recreational programs, as well as job readiness and training initiatives."
2126399675.0,,,Published,Y,N,Y,N,,N,N,N,New York,,"We oversee transportation and infrastructure projects that make transit within the Tri-state region more efficient.Â  To help improve the distribution of goods within and outside the five boroughs, NYCEDC manages the redevelopment of the City's rail freight lines, food markets, and maritime and aviation facilities. For companies seeking a new location, NYCEDC promotes the City's central business districts.Â  When appropriate, we sell or lease vacant City-owned property throughout the five boroughs, often in corporate and industrial parks.Â  We also encourage projects that strategically use underutilized property for economic development purposes. NYCEDC can support redevelopment projects by conducting planning and feasibility studies, performing financial analyses, guiding projects through necessary public approvals and packaging City programs and incentives. Our incentive programs can help eligible businesses meet their financing needs for property acquisition, new equipment, renovation, working capital and other purposes through the use of low-cost tax-exempt bonds.Â  Double and triple tax-exempt revenue bonds are issued by the New York City Industrial Development Agency, an entity administered by NYCEDC, for various types of organizations and transactions."
7182630546.0,,,Published,N,N,N,N,"120-55 Queens Blvd, suite 309",N,Y,N,Kew Garden,,
2122179647.0,40.745457,4.0,Published,N,N,N,N,,N,Y,N,New York,11722.0,The mission of The Compassionate Friends is to assist families in the positive resolution of grief following the death of a child and to provide information to help others be supportive.
2126893220.0,40.743523,3.0,Published,Y,N,Y,N,Suite 232,N,Y,N,New York,12073.0,
,40.686284,27.0,Published,N,N,N,N,,N,Y,N,Rochdale Village,24669.0,
2126279895.0,40.746638,3.0,Published,N,Y,N,N,,N,Y,N,New York,11722.0,
,40.784358,6.0,Published,N,N,N,N,,N,Y,N,New York,12421.0,
7184228664.0,40.694504,33.0,Published,Y,N,N,N,4th Fl,N,Y,N,Brooklyn,16865.0,
2122522900.0,40.744521,2.0,Published,N,N,N,N,Suite 2350,N,Y,N,New York,11722.0,
8002272345.0,40.748957,3.0,Published,N,N,N,N,,N,Y,N,New York,11722.0,"The American Cancer Society is dedicated to eliminating cancer as a major health problem by saving lives, diminishing suffering and preventing cancer through research, education, advocacy and service."
7183454775.0,40.678793,41.0,Published,Y,N,N,N,,N,Y,N,Brooklyn,13516.0,
2126911930.0,40.742441,3.0,Published,N,N,N,N,,N,Y,N,New York,12073.0,"The New York Branch of the International Dyslexia Association (NYB-IDA) is a non-profit organization that provides information, referrals, training and support to professionals and families regarding the impact and treatment of people with dyslexia. Each year, we answer the calls of thousands of parents, adults and professionals who are seeking advice on what to do and where to turn for help in their efforts to cope with dyslexia. As the largest branch in New York State focusing solely on dyslexia, we are a key link in connecting families and professionals to information and services."
7185967074.0,40.687202,33.0,Published,Y,N,Y,N,Third Floor,N,Y,N,Brooklyn,17619.0,The Brooklyn Young Mothers' Collective provides disadvantaged young mothers with a comprehensive set of services focused on educational attainment and developing their academic and social/emotional skills to enhance their future success and to help them become self-sufficient adults.
2122329580.0,,,Published,Y,N,Y,N,"42 Broadway, 8th floor",N,N,N,New York,,"The Department of Consumer Affairs' Office of Financial Empowerment (OFE) is the first local government initiative in the nation aimed expressly at educating, empowering, and protecting those with low incomes, so they can build assets and make the most of their financial resources. OFE is the first program to be implemented under the Center for Economic Opportunity as part of Mayor Bloomberg's aggressive efforts to fight poverty in New York City."
212563249900.00%,40.750009,3.0,Published,Y,N,Y,N,"Level B, Suite 40",N,Y,N,New York,11722.0,"The mission of Bottomless Closet is to promote economic self sufficiency by providing interview skills, business clothing, and ongoing career development and support programs to economically disadvantaged New York City women. By enhancing their self-confidence and self-esteem, we enable them to enter and succeed in the workforce and transform the vision for their lives."
2127816722.0,40.853696,10.0,Published,N,N,N,N,,N,Y,N,New York,13098.0,"The Coalition conducts community workshops about child-rearing and offers group, family, and individual counseling to parents. We also maintain tenant assistances, dispute mediation, after-school centers, other youth programs and food stamp outreach program. Most of the families we serve are Latino immigrants."
2128606200.0,40.808644,9.0,Published,Y,N,Y,N,,N,N,Y,New York,12424.0,US Government agency that assists US companies with exporting US-made goods and services overseas.
2127664522.0,40.753785,3.0,Published,Y,N,Y,N,,N,Y,N,New York,12080.0,"The Family Center works to create a more secure present and future for children whose parents have a life-threatening illness by providing comprehensive legal and social services, education and research. Our work is fueled by the belief that every child deserves an answer to the question: Who Will Take Care of Me?"
7184755200.0,40.594454,50.0,Published,N,N,N,N,,N,Y,N,STATEN ISLAND,10693.0,"The JCC of Staten Island is a social service agency providing educational, recreational, cultural and social programs as well as referrals for various entitlements such as health insurance to its members and the entire S.I. community. It is renowned for its excellent early childhood programs; youth and afterschool programs and summer day camps; active adult and senior adult programs including fitness and opportunities for intellectual and social interaction; special needs programs for children including a special needs preschool, summer camp and camp for diabetic youth; cultural programs ranging from film festivals to concerts to Jewish culture celebrations. Its fitness center is state of the art and offers excellence in its facilities, instructors and classes. Its indoor olympic size pool and outdoor pools offer yearround swim instruction, teams and exercise options; it also has some hours set aside for men only swim and women only swim. Its sports and recreation department hosts an array of basketball leagues, soccer leagues, karate, golf and tennis instruction. There is a dance school and a full service gymnastics school available as well. The JCC is open 7 days a week with full programming Sunday - Friday and only the Sports & Wellness Wing available on Saturdays. Membership is open to the entire community. For specific details, please call 718-475-5223."
2124007000.0,40.704923,1.0,Published,N,N,N,N,17th Floor,N,Y,N,New York,11726.0,
3477027155.0,,,Published,Y,N,N,N,,N,Y,N,Brooklyn,,
7184825360.0,40.744902,26.0,Published,N,N,N,N,,N,Y,N,Long Island City,16858.0,"The English Language Center offers several programs in English as a Second Language:  a Day Intensive Program (20 hours/week), a Night Intensive Program (10 hours/week), and a part-time Non-Intensive Program (5 hours/week).  Levels are beginning, intermediate, and advanced. The Center also has programs in Office and Computer Skills for ESL students."
2128071451.0,,,Published,Y,Y,Y,N,,N,Y,N,New York,,"Our mission is to undertake research and action focused on preventing and ending grave abuses of the rights to physical and mental integrity, freedom of conscience and expression, and freedom from discrimination, within the context of our work to promote all human rights."
2127323091.0,,,Published,N,N,N,N,,N,Y,N,New York,,"human developement, particularly older adults"
2127217005.0,,,Published,N,N,N,N,,N,Y,N,New York,,
7183819653.0,40.697788,37.0,Published,Y,N,N,N,,N,Y,N,Brooklyn,13828.0,"Sister S.A.G.E. provides a safe space for girls to experience intensive personal development through cultural exploration, self empowerment, and community service."
