mandt,vbeln,kostl,mahza,msr_id,_dataaging,taxk5,kvgr4,amtbl,trvog,hb_resdate,fmbdat,fsh_vrsn_status,upd_tmstmp,auart,hb_expdate,scheme_grp,smenr,taxk6,fsh_transaction,kvgr5,gskst,vkgrp,pay_method,ktext,ps_psp_pnr,faksk,bnddt,cmwae,kokrs,kunnr,betc,fsh_rereg,tas,cancel_allow,fkara,taxk7,gwldt,psm_budat,objnr,autlf,stwae,abhov,logsysb,fsh_kvgr6,bname,taxk8,xblnr,mtlaur,augru,stafo,swenr,_xlso_trans_ctxt,abruf_part,cmngv,knkli,spart,proli,enqueue_grp,vzeit,kalcd,bukrs_vf,fsh_kvgr7,vprgr,crm_guid,hityp_pr,taxk9,vgbel,erzet,ihrez,submi,vdatu,_xlso_variant_id,abdis,fsh_kvgr8,ernam,hb_cont_reason,netwr,vbkla,vgtyp,sbgrp,stceg_l,fsh_kvgr10,knuma,fsh_ss,fsh_cq_check,xegdr,bstnk,multi,sppaym,lifsk,fsh_kvgr9,aedat,wtysc_clm_hdr,dat_fzau,awahr,kurst,gueen,_xlso_so_vald_to,cmnup,abhod,vkorg,audat,zuonr,angdt,vsbed,_xlso_payment_op,rep_freq,handle,_xlso_so_vald_fm,bstzd,taxk1,mahdt,bstdk,vbeln_grp,handoverloc,qmnum,kalsm_ch,cont_dg,cmfre,vtweg,telf1,aufnr,phase,taxk2,kvgr1,grupp,fsh_os_stg_change,abhob,landtx,kalsm,erdat,bpn,stage,kkber,taxk3,abrvw,vbtyp,kvgr2,knumv,guebg,fsh_vas_cg,waerk,vkbur,ctlpc,vsnmr_v,rplnr,vbklt,mod_allow,taxk4,_xlso_catalog_id,kvgr3,fsh_candate,agrzr,mill_appl_id,bsark,tm_ctrl_key,gsber,_fivetran_deleted,_fivetran_synced,_fivetran_sap_archived
209,VB0006,COst02,MAh218,mSR0079,4,TAxK5_023,KVGR09_21,AMt07,TRV1674,2025-01-13,2025-01-13,InACTiVE3,2025-06-01 12:01:05,Or017,2025-12-29,Grp2,Sm31,TAXK6_02489,TxN006,KvGR57_29,gsK24,vKg011,pM21,Sales ORder6 29,pSP2019,Fk02,2025-01-27,eUr7,kOKr01,CUST471,6,reG012,TAS22,4,fkR019,TaxK7_028,2025-01-20,2025-02-07,OBj0214,5,euR6,aBh014,SyS058,KVgR65_26,USEr039,TAxK81_020,xBL2021,Mtl0011,AGR123,sTa01,Sw414,ctX001,PARt312,1580.0,kNK0619,SP234,pRl015,eNQ0318,19,KAlc16,bKVF12,KVgr7_12,VPR318,CrM_gUID_02,HITyP67,TAXK7_083,VGB0238,2025-10-27T15:23:22.017144,IhREz29,sUbM0028,2025-01-19,VAR021,2,kvGR8_14,ErNAM00,DELAYed4,9276.0,VBKlA98,VTyP36,SBGRp68,STCL0766,KVGR13_38,kNUMa10,SS165,CQChK070,xEgDR2,BST0506,6,5,lIFSK046,KvGR7_11,2025-01-17,wCLHdR12,2025-01-24,Aw046,kuRS29,2025-12-04,2025-12-18,7,AbhOD018,vkO02,2025-01-15,ZUOnr21,2025-01-29,vS72,pMoP024,MOnTHLy9,HAND814,2025-01-22,BstZD02,TaXK1_520,2025-01-22,2025-02-07,GrP019,HLoC62,QM014,KALsM38,N9,Y4,VTw117,1020158179,oRD8026,PHASE1454,TAXk2_06,kVGR13_18,GRP72,-2,AbHOB03,us8,kAl022,2025-01-08,BpN11,STG11,kKBER00,TAXK7_067,ABRvw1,C3,kVGr2_2,KnUM91,2025-01-23,CODEGRP1726,uSd4,VKbUR79,cTLp12,vSN918,RPl09,vBkLT15,-10,TAXK0_716,CaT729,KVgR3_88,2025-07-28,AGRZR01113,mILL06,bSARk02,ctRL011,GSB010,t542,2025-06-01 12:02:56,-6
209,VB0069,CosT027,mAH005,MSR00154,4,tAXK52_010,KVGR3_3,AMt812,TrV70,2025-01-27,2025-01-14,ACTIVE0,2025-06-01 12:02:22,or017,2025-12-13,GrP9,Sm224,TAxK6_424,TXn0116,KvGR57_18,gSK35,vKg015,PM02899,SaLes OrdeR 25,PSP9022,Fk318,2025-01-12,eUr5,KOKR275,CUSt0076,0,REg51,TAS02332,2,FkR62,TaXK71_01,2025-01-27,2025-01-16,ObJ7027,-10,Usd,ABH033,sYs02,kVGR6_7,uSER413,tAXK6_024,XBL5019,MTl0090,AGR159,STA786,sW229,CTx3026,ParT015,1661.0,Knk0029,sP086,prL015,ENQ0724,10,KALC18,bKVF009,KVGr7_11,vpR013,CRm_GUId_016,HITyP74,tAxK9_01,VGB0023,2025-10-27T15:24:14.323189,iHrEZ1,SUBM0074,2025-01-22,VAr62,2,kVGr8_29,eRNAm020,dELAYEd4,6072.0,VBKLA21,VTYp94,SBgRp26,sTCL0625,KVGr107_17,KnUMa10,ss014,cQChK02,XEgDR78,BsT5015,-4,5,lIFSK03,KVgR98_15,2025-01-05,WcLHdR12,2025-01-26,aW016,KURs43,2025-12-13,2025-12-08,-8,ABHoD424,vkO018,2025-01-12,ZUONr10,2025-01-30,vs015,PmoP019,WeEkLY8,haND026,2025-02-07,BsTZD22,taXK1_013,2025-02-06,2025-02-03,GRP0282,HLoC825,qm021,KALSM2777,N2,Y4,vTW425,1204867066,ORD0017,PHASE26,tAXK24_016,KVGR2_7,gRp2,3,aBHoB28,DE9,KAl42,2025-01-11,BpN617,StG81,kKBEr22,tAXk3_02,aBrVW20,C5,KVGr7_2,kNUM824,2025-01-17,cOdEGRP26,EUR5,VkbUR2,CTLP20,VSn045,rPl016,vBkLT14,9,TAxK2_016,CAT277,KvGR3_71,2025-07-09,AGrzR023,MiLl018,bSArK013,CTRL912,gSB312,t5,2025-06-01 12:01:33,10
108,VB0081,COST760,MaH722,mSR9020,0,tAXK3_023,KVGr3_11,aMt015,TRv9,2025-01-26,2025-01-31,INAcTIVe3,2025-06-01 12:01:21,Or625,2025-12-16,GRP2978,SM531,TaXk6_011,TXN0023,kVGr5_12,GSK12,VKg073,Pm081,SaLeS Order 12,PsP0819,FK044,2025-01-30,Usd,kOkR017,CusT0015,12,rEg013,tAS08,8,fkR024,TAXK52_017,2025-02-03,2025-01-16,ObJ1029,-3,uSd,Abh016,SyS043,kVGr6_17,USER31,TAXk2_012,XBl0415,MTL0011,AgR522,sTa015,Sw039,CTX0016,pArT02,1460.0,KNK0029,SP063,PrL07,eNQ901,16,kAlC2,BKVF837,kVGR2_20,VPr042,cRM_GUID_02,HITYP27,TAXk9_056,VGB5210,2025-10-27T13:50:04.050877,IHrEz14,SUbm0016,2025-02-01,Var018,11,kVgR8_25,eRnAM022,DELAYED3,7056.0,vBKLA5,VTyp11,SBGRP18,STCL025,KvGR10_25,KNUMA2334,Ss066,CQCHK01498,XEGdr1,BST0010,11,-4,lIFSK723,KVGr9_43,2025-01-29,wClHDR14,2025-01-19,AW052,kURs17,2025-12-29,2025-12-18,-9,ABhoD023,VKo52,2025-01-11,zUOnR11,2025-01-16,vs019,PMOP017,MONtHlY,HaND056,2025-01-25,BStZd016,TAXk13_01,2025-01-31,2025-02-05,GRp077,hlOC025,QM028,KalSM17,N4,N4,VTW012,1218110424,ORD641,PHASE9,TAXK2_026,kvGR1_27,gRp2,11,aBHOB78,DE9,kAL081,2025-01-12,bPn025,STG1500,kKBEr1,TaXK3_04,AbRVw19,C2,KVGR20_34,KnUm029,2025-01-05,CoDeGRP1,usD,VKbuR1,CTLP1599,VSn05,RPL06,VbkLT2,3,TAXK40_06,CaT028,KvgR3_10,2025-07-06,AGrzR01,MILL02554,BSARK013,cTRL429,GsB095,f101,2025-06-01 12:03:23,8
150,VB0035,COsT719,MaH72,MsR0031,3,TAXK54_05,KVgR45_1,aMT095,TrV9,2025-01-02,2025-01-19,ACTIVE356,2025-06-01 12:00:16,OR924,2025-12-25,Grp2,sM724,TAxK69_010,tXn0025,KVgr5_28,gSk2,VKg711,PM03,SaLes ORder 12,PSP742,FK220,2025-02-08,USD8,kOKR06,CUsT0319,-4,ReG097,TaS424,-6,Fkr010,tAXK7_918,2025-02-03,2025-01-23,ObJ8011,-1,USD296,Abh022,sYS811,KVGR6_2363,USeR00,TAXK8_02869,XBl1022,MTL701,aGr020,STA016,Sw057,Ctx001,pART627,1348.0,kNK4026,SP021,PRL05,ENQ001866,16,KAlc12,BKVF033,kVGR71_23,VPR90,Crm_GUID_028,HItYP03,TAXK9_893,VGb0127,2025-10-27T14:55:35.615841,IHREZ20,SUBM0226,2025-01-23,VAR029,5,kVGR8_44,ERNAm119,NO_REASON1,5889.0,VBKla29,VTYP16,SBGrP88,STCL7921,KVGR39_1,KnUMa2,ss015,CQCHK44,XeGDR4,BSt0009,-10,9,LIFSK016,kVGr9_19,2025-01-09,WcLHDr1,2025-01-12,Aw116,KuRs1,2025-12-13,2025-12-23,4,AbHOD099,VKo514,2025-01-11,ZuoNR2,2025-01-09,VS038,PmOP617,wEEKLy8,haND021,2025-02-05,bStZD01,taXK1_01,2025-01-31,2025-02-14,GrP821,HLoC091,QM036,kALsM1,N8,N8,VtW099,1094414119,Ord0023,PhAsE1,TAXk24_010,KVGR16_89,gRP39,-5,ABHoB9,us4,kaL019,2025-01-25,Bpn011,STG1230,kKbER10,TAxk3_01,ABRVW25,C6,KvgR2_17,KnUM524,2025-01-01,CODEGRp97,EUR0,VKbuR2,ctLP25,VSn089,RPl81,vBkLT10,1,TAXk6_018,CAT02935,KVgR34_23,2025-07-18,AgRzR02,mILL069,bSaRK021,CtRL323,Gsb026,t200,2025-06-01 12:01:55,7
151,VB0039,CoST725,mAh02,MSR040,-5,TAxk5_022,kVGR5_11,aMt01,tRV86,2025-01-06,2025-01-08,aCTIVe,2025-06-01 12:02:25,oR41,2025-12-19,gRp10,SM02574,TAxk6_014,tXn0022,kVGr5_25,Gsk1,Vkg020,pM42,Sales4 OrdeR 1,pSP1014,fK224,2025-01-19,EUR62,KOKR129,CUST002376,2,rEG817,TaS030,3,FKR313,TAXK70_06,2025-01-24,2025-01-28,oBJ0815,6,usD9,AbH527,sYS038,KvgR6_2,USeR820,TAXK8_025,XbL0814,mTL901,aGR08,StA038,SW674,CTx3010,PART027,1066.0,KNk0099,SP093,prL023,ENQ002420,21,kAlC26,BKVf823,KVGR7_13,vPR072,CRM_GUId_615,HiTyP11,TAxk9_018,VGb901,2025-10-27T14:20:02.825204,IHREZ25,suBM001,2025-02-09,Var016,1,KVgr8_2,eRNaM023,DElAYeD6,9429.0,vbKLA25,VTYp1,SBGRp41,STCL8052,KVgR60_17,kNUmA2,sS12,CQCHK578,XEgDr19,BST051,-7,-4,LIFSk02,KvGr9_2,2025-01-31,WcLHDr25,2025-02-02,AW23,KuRS59,2025-12-08,2025-12-02,6,ABHOD015,vKO618,2025-02-02,ZUONR21,2025-01-27,Vs071,pmOP014,MONTHLY388,HaNd027,2025-01-30,bSTzD02,TAXk2_017,2025-01-22,2025-02-09,Grp02,HLOC936,QM019,kALsM18,N0,N5,vTw025,1158190566,ORD152,pHASe1,tAxK2_027,KVGR1_20,gRp22,1,AbhOB15,US112,KaL816,2025-01-06,bpN014,STG2264,KKBER12,TaxK3_01,aBRvW20,C141,KVGR1_21,KNUm72,2025-01-24,COdEGrP24,EUR770,VKBUr08,CTLP16,vSN628,RpL064,VBKLT28,3,TAXK2_003,CAT52,KVGr3_81,2025-07-19,aGRZr019,miLL01,BsArK022,ctRL028,Gsb021,t206,2025-06-01 12:01:19,2
143,VB0040,cOST071,MAH98,Msr0019,-3,TaXK4_027,kVGR0_20,aMT114,tRv1,2025-01-02,2025-01-20,ACtIvE0,2025-06-01 12:02:14,OR294,2025-12-16,Grp10,SM113,tAXK65_017,TXn008,KvGR53_1,gSK42,VkG727,Pm818,SalES Order 19,Psp0024,FK010,2025-02-01,uSd,KoKr024,CUSt000,1,REG010,tAs01,-6,FKr51,tAxK7_024,2025-02-07,2025-02-03,oBJ202,5,euR4,aBh011,sYS412,KVgr6_12,uSER924,TAXK0_92,XBL002876,mTl0028,aGR629,STA52,Sw511,cTX0824,PART71,1836.0,knK0028,sP058,PrL048,ENQ541,22,KAlC32,bKvF015,KVGR75_07,VpR031,CRM4_gUID_01,hITYp16,TAXK9_541,VGB0389,2025-10-27T14:09:32.050341,ihREZ18,sUBm0018,2025-01-25,vAr02,2,KVgR8_49,eRNaM018,nO_REAsON6,8765.0,VbKLa2,VtyP29,SBGRp9,STCL0023,KVGR204_25,KNuMa24,sS929,CqcHK019,XeGDR22,BST371,3,-2,lIFSK22,KvGR94_1,2025-01-05,WcLHdR1,2025-01-08,aW05,kURs29,2025-12-28,2025-12-25,6,aBHOd025,VkO059,2025-01-18,zUONr28,2025-01-08,vs019,PMOp043,WEeKLy0,HAnD048,2025-01-14,BSTzd025,TaXK5_025,2025-02-04,2025-02-16,gRP08,hLOC066,QM815,kALsM1,Y1,N378,VTW513,1000780604,OrD0070,pHASE34,TaXK9_014,kVGr1_2,Grp20,9,AbHOb29,US402,kAl019,2025-01-09,BpN417,STG27,KKBER2606,TAXk3_056,aBRVw15,C650,KVGR21_46,KnUM086,2025-01-25,CODegRP20,euR9,VKbUr1,CTLP99,vSN033,RpL031,VBkLT9,1,TAXK4_029,CAt52,KVGR3_2371,2025-07-18,AGrZr027,MILL023,BsARK42,CtRL528,gsB021,t341,2025-06-01 12:03:11,-6
202,VB0071,CosT018,mAH427,MsR6027,-1,TAXK47_028,KVGR4_10,AMT019,tRv11,2025-01-20,2025-01-30,InAcTIVE1,2025-06-01 12:01:39,oR910,2025-12-06,gRp15,Sm51,TAXK1_215,TXN802,KvGR5_6,GsK02,vKG085,pM72,Sales6 OrdEr 17,PsP091,fk028,2025-02-01,EUR9,KoKR012,CuST005,8,REG199,TAS490,-10,fKR04,TAXK7_512,2025-02-01,2025-02-09,OBj0519,3,Usd,ABh326,SyS113,KVGR6_2747,USER08,tAXk8_019,xBL0002,MTL901,agR02,sTA033,SW474,CTX6522,ParT013,1713.0,KnK802,SP013,pRL215,EnQ501,5,kALc26,BKVF70,KVgR7_36,VPR01651,CRM_GUiD_086,HItYp20,TAXK40_019,vGB007,2025-10-27T14:47:36.380639,IHRez20,SUbm0021,2025-02-14,VAR029,10,KVGr8_34,eRNAm025,dELAyED5,9048.0,VBkLA0,vTYp15,SBGrP07,STCL0819,kVGR20_19,kNuMA28,Ss526,CQcHk01,XEGdr2,Bst0015,-9,11,LIFsk025,KVGR96_22,2025-01-07,WCLhDR47,2025-01-22,aw028,KuRs12,2025-12-30,2025-12-09,-3,abHOD024,VKO410,2025-01-17,ZuOnR23,2025-01-03,VS048,pMOP091,MOnTHlY7,hAND218,2025-01-16,BsTzD01,TaXK1_002,2025-02-16,2025-01-22,gRP074,HlOC098,Qm71,KaLSM36,N84,N9,VTW025,1019577971,OrD012,PHASE2130,TaXk2_01,kVGr1_2,GRp5,1,ABhOB5,DE6,kAL056,2025-01-13,bPN019,sTg26,KKbEr18,TAXK3_021,AbrVW16,C3,KVGR2_25,knUM028,2025-01-04,COdEgRP2,euR6,vkBUR12,CtLp25,Vsn029,Rpl020,vBkLT1,-6,tAXK45_010,cAT013,KVGR3_1380,2025-07-11,AGRZr113,miLL028,bSaRK021,CtRL00,gSB51,f204,2025-06-01 12:03:54,1
172,VB0014,COST011,MAH959,MSr0091,8,TAxK5_042,KVGR46_43,AMt115,TrV97,2025-01-29,2025-01-19,ACTIVE271,2025-06-01 12:00:10,OR02329,2025-12-08,GRP1221,SM920,TAXK66_086,TXN0095,KVGR5_1332,gSk15,Vkg02,PM24,Sales Order 2583,pSP009,Fk517,2025-02-03,USD8,kOkR01,CuST9020,-6,REg61,TaS415,-9,FKr615,tAXK7_020,2025-01-22,2025-02-10,ObJ0519,-9,usD7,AbH054,Sys02,kVGR2_14,UseR024,TAXk84_013,XBL0068,mTL008,AGR021,Sta016,sW09,CtX302,pART062,1391.0,KNk0076,Sp059,PRL684,ENq0090,17,KalC13,BkVf013,KVGR4_85,vPR015,CRM_GUId7_02,HITYP26,tAXK9_058,VGb7018,2025-10-27T14:00:00.087858,IHREZ9,SUbM008,2025-02-13,VaR078,10,kVgR8_16,ErnAM019,DELAYED6,6123.0,vBkLA27,vTYp20,SBGrP11,STcL022,KVGR79_20,KNUma11,ss025,CQcHK524,XEGDr99,BsT042,7,-9,LIFSk62,KVgR9_53,2025-01-22,WCLhdR19,2025-01-15,aW094,KuRs1,2025-12-24,2025-12-03,1,aBHOd023,vKo026,2025-02-02,ZuOnR1,2025-01-03,Vs07,PmOp018,WEEKly8,HAND06,2025-01-25,BSTZD02455,TAXk13_01,2025-02-15,2025-01-28,GrP061,hLOC411,qM710,KAlsM24,Y540,Y4,Vtw011,1039323427,oRD0097,PHaSE6,TAXK2_026,KVGR14_5,gRP55,8,aBHOb12,de2,kAL927,2025-01-17,BpN128,STG1486,KKbEr14,tAXK3_822,AbrVW1,C2,KVGR1_04,KNUM029,2025-01-01,COdeGRP24,USD2,VKBuR51,CTLP25,vSn022,RpL018,VBklT25,-4,TaXK45_013,caT018,kVGr3_18,2025-07-29,agRZR01,MiLL913,BSArk01,CtRL068,GSB015,t9,2025-06-01 12:01:31,-7
145,VB0044,CoST81,MaH72,mSR0097,-4,tAXK5_120,KVGR4_17,AmT720,TRv94,2025-01-12,2025-01-05,aCTIVe,2025-06-01 12:01:34,Or711,2025-12-20,GRp73,sM025,TAXK9_055,TXN0491,KvGR5_09,gSK46,vKg018,PM975,saleS Order 23,PSP0015,Fk02,2025-02-01,usD6,KoKR044,CUst002,0,Reg02,Tas020,-5,FkR03,TAxK71_020,2025-02-09,2025-01-22,OBJ4051,5,euR0,AbH04,sYS827,KVGr6_38,usER011,TaXK5_012,xBl0013,MTl8012,aGR318,STA926,sW214,CTx001,PaRT03,1731.0,KnK0051,sP035,pRL72,eNq0023,11,kaLC1,BKvF074,KVgR7_02,VPR328,cRM_GUID_008,hITYP45,tAXK1_01,VgB011,2025-10-27T14:25:59.443043,IhReZ29,SuBM0810,2025-01-27,VAR353,8,kVgR8_27,ERNAm048,no_REASON,6706.0,vBKLa2,VTYP2851,SbGRp1,sTcL0025,KVgr10_23,knUMA11,Ss087,cqCHK029,xEgDR18,BsT0210,-4,4,lIfSK012,KVGr9_7,2025-01-26,WCLhdR25,2025-01-07,AW07,KURs3,2025-12-08,2025-12-28,0,ABHOD628,vKO920,2025-01-24,ZUOnR05,2025-01-21,Vs82,PMOp628,WEEkLy9,hANd013,2025-02-05,BStzD02,TAXk17_020,2025-01-25,2025-01-21,GRp043,HLOC040,QM016,KAlsM12,N5,Y339,vTW723,1213111696,ORd0826,pHaSE10,TAXK2_42,KVGR14_13,gRP7,-8,abHOB1,DE399,KAL02674,2025-01-29,BPn71,STG13,KKBER93,TAxK3_055,ABRvW7,C8,KvGR2_7,KNuM828,2025-01-19,CODEGRp30,uSd,VKbuR17,CtLp20,VSN01293,RpL822,VBKlt2,8,TAXK46_026,CAT018,KVGR3_28,2025-07-20,AGRzR04,MIlL32,BsARK41,CtRl01,GSb52,f8,2025-06-01 12:01:17,-10
178,VB0066,cOST05,MAh059,MsR1019,-2,TAXK56_91,KVgR8_25,aMT417,TrV43,2025-01-08,2025-01-20,ACTIVE539,2025-06-01 12:00:11,OR123,2025-12-10,grP10,Sm076,tAXK69_012,TxN0117,KVgR55_27,gSk24,VKg517,Pm824,SAles order 18,PsP0121,fK09,2025-01-27,euR1,KOKR00,cUST8016,2,ReG02,tAs02,-9,FkR047,TAXk2_029,2025-02-11,2025-01-26,OBj0328,-5,usD,ABh091,SYS924,KVGR6_26,UseR011,TAXk8_918,XbL3014,mTL081,AgR055,sTA078,sW052,Ctx0012,pARt011,1353.0,KNK0915,Sp002,pRL080,eNQ032,18,KALC2599,bKVf02,KVGR7_19,VPr02,CRM_GuId_025,HiTYp2,TaXK3_014,VGB0025,2025-10-27T14:12:31.094784,iHReZ18,SUbM0121,2025-01-26,vaR012,-10,kvGR8_2,ErNaM010,NO0_ReASON,7478.0,VBKlA67,VTYp0,SbgRP2,STCL261,KVGr18_17,KNumA12,ss025,CqCHK924,xeGDR1,bST0077,-10,7,lIfSK021,KvGr9_11,2025-01-11,wcLHDR1,2025-01-10,aW094,KURS20,2025-12-27,2025-12-01,11,AbHoD026,VkO05,2025-01-05,ZuONr2,2025-01-16,vs029,pmOP027,wEEkLY5,hANd01,2025-01-22,BSTZd004,tAXK1_71,2025-02-02,2025-02-12,GRP030,HLoC098,QM02667,KaLSm13,N1,N9,vTW052,1044558050,orD002,pHAsE18,TAXk27_016,kVGR19_2,GRP17,10,ABhOB6,DE451,KaL015,2025-01-21,bPN814,sTg1,kKbER1,tAXK30_01,AbrVW19,C372,KVGR2_70,kNUM07,2025-01-18,CoDEgRP12,euR,VkBUR15,cTlP23,Vsn02,rPl019,VBKlT92,-10,TAXk42_016,CAt924,KVGR98_10,2025-07-24,agRZR02,MILL65,bSARK828,CTRl225,GsB046,t6,2025-06-01 12:01:13,-6
145,VB0072,COsT06,MAH007,MSR5416,7,TAXK57_32,KVGr47_1,AmT050,trV27,2025-01-16,2025-01-24,ACtiVE5,2025-06-01 12:00:32,Or910,2025-12-25,GRP63,SM441,TaXK5_01,TXn012,KvGR53_22,Gsk21,VkG052,pm013,Sales OrDeR 20,PsP009,fk025,2025-01-24,EUR1,KOKr415,cUST0008,1,rEG011,tAS08,9,FKR021,TAxK7_325,2025-01-24,2025-02-05,oBJ041,0,EUR918,ABH383,Sys02,KvGR6_56,USeR06,tAxK8_01,XBl042,MTL0025,aGR610,STA024,sW315,CtX0410,PArT062,1582.0,KNk0015,sP00,PRL72,ENQ0011,10,kAlC19,BKVf22,KvGR72_18,VPR848,CRm_gUID_029,HITYP13,TAXK9_922,Vgb0016,2025-10-27T15:18:49.736501,IHRez1,SUBM4031,2025-02-08,VAR025,0,kVGR89_13,ERNam01,NO_REASON1,9189.0,VBKLA4,VTYp8,SbGrP2,StCL004,KvGR106_14,kNUMA6,Ss046,cQChK010,xeGDR2,BST002277,-2,-7,lIFSK62,kVGR98_14,2025-02-03,WCLHdr19,2025-01-31,Aw02,kURS54,2025-12-05,2025-12-24,-2,ABHoD81,vkO010,2025-01-07,ZUoNR31,2025-01-11,Vs620,PMOp514,MONTHLY502,hANd021,2025-01-14,bStZD02,TAXK1_025,2025-02-18,2025-01-31,GrP06,HLoC06,qm015,kALSm22,N8,Y8,vTW120,1129079331,OrD0121,PhASE21,TaXk2_01,kVgR1_27,GRP28,4,ABhOB8,US16,KAl516,2025-01-06,bPN119,StG34,KkBEr29,TAXK2_617,aBRvW11,C2,KvGr2_14,KNUM025,2025-01-10,CODEGRp49,eUr2,vKBUR00,CTLP13,VSn004,rpL02,VBkLt15,4,TAxk4_01,CAt04,KvGR31_20,2025-07-28,AGRZr06,MILl075,BSaRK216,cTRl01,gSB923,f9,2025-06-01 12:03:39,-1
164,VB0004,CoST08,MaH819,mSR0727,2,TAXK5_01722,kVGr4_2,AMT140,Trv1,2025-01-29,2025-01-27,INAcTIVe8,2025-06-01 12:01:43,Or426,2025-12-15,gRP41,Sm91,TaXK6_072,TXN067,KVGR6_81,Gsk10,vKG080,pm019,sales order 13,PSP0608,fK91,2025-01-11,usD3,KokR017,CUST8119,-1,REg085,TAs00,9,FKr619,TAXk0_023,2025-01-19,2025-01-16,obJ001,8,Usd9,AbH048,sYS42,KVGR6_96,USeR21,tAXK8_095,XBL0014,mTL0328,AGR013,STa92,Sw428,CTX3217,PArT040,1900.0,KNK0014,sP712,PrL058,EnQ0716,2,kALc26,BKvF525,KvGr7_28,VPR468,CRM_GUiD2_022,HiTYp1,tAxK9_021,VgB082,2025-10-27T14:55:20.038765,IHrEz26,SubM001,2025-01-27,vAR811,-3,KVGr88_21,ERnaM02,DElAyED9,7972.0,vBKLA1,vtYP1,SBGrP7,STCl004,KvGR14_21,KNUMA11,SS025,CQChk010,xEGdR19,BSt6018,11,-8,LIfSK619,KVGr90_27,2025-01-25,WCLHDR10,2025-01-21,AW523,kUrS24,2025-12-22,2025-12-28,4,ABHOd721,vKO083,2025-01-13,ZuONR9,2025-01-22,VS01123,pMOp01,WeEKLy6,HAND016,2025-01-25,BSTZd034,TAXk1_416,2025-02-05,2025-02-16,GRP03735,HlOC128,QM026,KAlsM12,Y8,Y315,VTw923,1061999891,ORd0013,PHASE11,taXK2_01,KVGr14_19,grP24,-7,AbHoB29,DE9,kaL02,2025-01-20,bPN09,stG1,kkBER2,TaXk3_011,aBRVW50,C5,KVgR6_1,KNuM51,2025-01-12,COdEGrP14,usD4,VKBUR16,CTLP11,VSN933,RPL026,vBKLt23,-9,TAxK0_011,CAT32,KVgr3_12,2025-07-01,AGrZR62,MIlL047,bSARk02,cTrL01,gSb018,t2,2025-06-01 12:02:10,-5
208,VB0084,COsT921,MAh05,MsR5025,-10,TaxK5_013,kvGR4_21,AmT066,tRv2,2025-01-15,2025-01-20,ACTIVE487,2025-06-01 12:02:00,OR028,2025-12-17,gRp22,sM04,TaXK6_012,TXN003,kVGR5_78,GSK65,VKg058,Pm048,Sales4 OrDer 24,PSp0045,Fk62,2025-02-03,EUR8,KOKR015,CUsT701,-8,REG015,TaS72,-10,FkR091,TAXK4_52,2025-02-11,2025-01-16,oBJ2011,5,euR2,Abh029,SYS02166,KvGr6_28,uSEr012,TAXK81_329,xBl0015,mTL0083,AGr32,STa228,sW414,ctX0016,PaRT076,1753.0,kNK0316,Sp06,PRL016,ENq701,14,KALc4,BkVf019,KVGR70_88,vPR615,CrM_GUID_922,HiTYp15,tAxK9_026,VGB0629,2025-10-27T14:49:13.405229,IHREZ15,SuBM081,2025-01-18,VAR01246,-9,KVGr81_2,ERnAm028,DELAYED4,5447.0,VbkLA13,VTYP19,SBGRP1377,StcL001,KvGR102_17,kNUMA06,SS738,CQCHK075,XegDR19,BsT8016,8,6,LIFSK54,kVGR96_20,2025-01-19,WCLhDR45,2025-01-09,Aw914,kuRS2,2025-12-10,2025-12-27,11,ABHOd000,vkO02,2025-01-27,ZuONR82,2025-01-19,Vs071,PMoP04,WeEKlY5,HAnD12,2025-01-10,BSTZd321,TaxK1_022,2025-02-18,2025-02-08,gRP82,HloC027,QM256,KALSM1609,Y3,Y8,vTW82,1042201759,oRD0914,PHaSe2,TAXK4_62,KVGR1_77,GrP99,4,ABHOB72,US757,kaL018,2025-01-13,BPn214,sTG1,KKbER49,TAXK3_016,ABRVw8,C7,KVGR2_18,KNuM424,2025-01-13,CODEGRP86,usD4,VKBur16,CtLp19,VsN42,rPl01,VBkLt14,-8,tAXK4_32,CAt62,kVgR3_1,2025-07-05,AGrZR03,MILl621,bSArK01,CTrL810,gsB016,t9,2025-06-01 12:03:57,7
