unnamed_column,unnamed_column_1,q45_in_how_many_of_your,q2_at_this_school_students,q30_there_is_at_least_one_1,q54_at_this_school_students,q58_if_you_are_a_student,q4_my_teachers_use_examples_1,q42_in_how_many_of_your_1,q57_if_you_are_a_student_1,q64_if_you_are_a_student,q27_in_how_many_of_your_1,q32_there_is_time_at_school_1,q62_if_you_are_a_student,q46_i_feel_safe_outside_around_1,q26_in_how_many_of_your_1,q17_in_how_many_of_your,q20_in_how_many_of_your_1,q60_if_you_are_a_student,q21_in_how_many_of_your,q65_if_you_are_a_student,q17_in_how_many_of_your_1,q18_in_how_many_of_your,q1_most_students_at_this_1,q28_i_m_learning_a_lot_in,q27_in_how_many_of_your,q60_if_you_are_a_student_1,q25_in_how_many_of_your_1,q12_during_this_school_year_1,q16_during_this_school_year,q52_at_this_school_students,q39_my_classes_at_this_school,q11_during_this_school_year_1,q65_if_you_are_a_student_1,q52_at_this_school_students_1,q23_in_how_many_of_your_1,q2_at_this_school_students_1,q44_in_how_many_of_your,q31_my_teachers_check_in_1,q62_if_you_are_a_student_1,q61_if_you_are_a_student_1,q37_most_students_treat_1
28Q680,Queens Gateway to Health Sciences Secondary School,0.23,0.12,0.78,0.79,0.24,0.88,0.59,0.77,0.45,0.41,0.52,0.36,0.92,0.64,0.43,0.79,0.1,0.15,0.53,0.57,0.16,0.9,0.21,0.59,0.9,0.58,0.93,0.31,0.86,0.13,0.65,0.47,0.14,0.68,0.88,0.31,0.71,0.64,0.65,0.92
30Q127,P.S. 127 Aerospace Science Magnet School,0.22,0.15,0.74,0.74,0.16,0.91,0.39,0.87,,0.46,0.49,,0.8,0.64,0.36,0.75,,0.17,,0.64,0.17,0.81,0.17,0.54,,0.76,0.91,0.49,0.84,0.26,0.75,,0.16,0.69,0.85,0.78,0.7,,,0.82
23K363,Brownsville Collaborative Middle School,0.18,0.1,0.81,0.63,0.1,0.81,0.62,0.91,,0.6,0.65,,0.75,0.75,0.35,0.76,,0.21,,0.65,0.17,0.64,0.1,0.4,,0.77,0.89,0.57,0.81,0.2,0.77,,0.19,0.76,0.9,0.38,0.75,,,0.83
17K543,"Science, Technology and Research Early College High School at Erasmus",0.19,0.08,0.74,0.77,0.14,0.81,0.64,0.89,0.25,0.42,0.63,0.2,0.81,0.67,0.37,0.76,0.11,0.18,0.27,0.63,0.14,0.88,0.15,0.58,0.89,0.69,0.91,0.45,0.84,0.16,0.66,0.73,0.16,0.7,0.92,0.36,0.67,0.8,0.84,0.91
01M539,"New Explorations into Science, Technology and Math High School",0.19,0.06,0.78,0.82,0.22,0.85,0.64,0.75,0.25,0.59,0.71,0.24,0.82,0.65,0.39,0.82,0.06,0.11,0.29,0.61,0.15,0.96,0.15,0.41,0.94,0.66,0.95,0.43,0.9,0.17,0.71,0.71,0.1,0.81,0.94,0.27,0.65,0.76,0.86,0.95
02M655,Life Sciences Secondary School,0.2,0.07,0.85,0.88,,0.97,0.57,,0.09,0.62,0.83,0.14,0.97,0.83,0.31,0.85,0.1,0.12,0.1,0.69,0.15,0.95,0.12,0.38,0.9,0.78,0.96,0.46,0.88,0.13,0.81,0.9,0.12,0.82,0.93,0.52,0.86,0.86,0.89,0.96
15K839,M.S. 839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10X524,Crotona International High School,0.05,0.06,0.94,0.91,,0.95,0.66,,0.07,0.83,0.9,0.07,0.88,0.89,0.17,0.87,0.06,0.09,0.06,0.83,0.1,0.94,0.07,0.17,0.94,0.9,0.95,0.45,0.87,0.12,0.92,0.94,0.13,0.9,0.94,0.14,0.95,0.93,0.95,0.91
04M206,P.S. 206 Jose Celso Barbosa,0.16,0.11,0.78,0.73,0.13,0.88,0.53,0.9,,0.56,0.73,,0.88,0.71,0.38,0.72,,0.2,,0.62,0.16,0.81,0.14,0.45,,0.76,0.92,0.47,0.82,0.27,0.79,,0.18,0.75,0.89,0.44,0.8,,,0.89
17K600,Clara Barton High School,0.27,0.13,0.72,0.65,,0.87,0.53,,0.3,0.31,0.54,0.23,0.77,0.55,0.54,0.66,0.11,0.25,0.29,0.46,0.22,0.73,0.27,0.69,0.89,0.55,0.92,0.34,0.78,0.23,0.58,0.71,0.22,0.52,0.87,0.58,0.57,0.77,0.81,0.88
84M100,Neighborhood Charter School of Harlem,0.13,0.02,0.89,0.73,0.22,0.92,0.45,0.8,,0.7,0.78,,0.92,0.72,0.48,0.72,,0.21,,0.52,0.13,0.8,0.05,0.3,,0.82,0.93,0.61,0.83,0.15,0.72,,0.17,0.78,0.98,0.53,0.8,,,0.89
84M388,St. HOPE Leadership Academy Charter School,0.06,0.03,0.86,0.83,0.06,0.94,0.6,0.96,,0.74,0.77,,0.93,0.84,0.24,0.89,,0.07,,0.76,0.12,0.89,0.04,0.26,,0.92,0.95,0.59,0.91,0.15,0.87,,0.09,0.88,0.97,0.31,0.86,,,0.89
75Q256,P.S. Q256,0.25,0.09,0.88,0.69,,0.78,0.47,,0.11,0.88,0.94,0.15,0.9,0.88,0.29,0.73,0.0,0.06,0.0,0.71,0.13,0.82,0.0,0.13,1.0,0.65,0.94,0.69,0.75,0.24,0.88,1.0,0.25,0.76,0.91,0.38,0.94,0.85,0.85,0.82
32K168,The Brooklyn School for Math and Research,0.09,0.06,0.85,0.91,,0.89,0.7,,0.16,0.59,0.73,0.16,0.93,0.61,0.24,0.79,0.0,0.24,0.19,0.76,0.15,1.0,0.18,0.41,1.0,0.88,0.97,0.45,0.82,0.13,0.73,0.81,0.18,0.79,0.94,0.21,0.78,0.84,0.85,0.94
84K911,Edmund W. Gordon Brooklyn Laboratory Charter School,0.16,0.14,0.76,0.71,0.16,0.84,0.6,0.84,0.44,0.64,0.63,0.38,0.78,0.72,0.4,0.73,0.07,0.15,0.5,0.6,0.18,0.71,0.2,0.36,0.93,0.74,0.93,0.54,0.85,0.26,0.76,0.5,0.15,0.75,0.86,0.51,0.76,0.62,0.64,0.86
20K223,J.H.S. 223 The Montauk,0.21,0.13,0.73,0.82,0.12,0.81,0.4,0.9,,0.52,0.57,,0.87,0.73,0.41,0.79,,0.16,,0.59,0.21,0.9,0.1,0.48,,0.71,0.95,0.59,0.87,0.21,0.85,,0.13,0.68,0.87,0.7,0.7,,,0.91
30Q301,Academy for Careers in Television and Film,0.12,0.04,0.91,0.96,,0.95,0.56,,0.17,0.73,0.78,0.12,0.98,0.87,0.21,0.92,0.05,0.08,0.19,0.79,0.07,0.95,0.09,0.27,0.95,0.9,0.98,0.41,0.97,0.07,0.8,0.81,0.03,0.92,0.96,0.42,0.88,0.88,0.87,0.97
22K405,Midwood High School,0.4,0.1,0.67,0.72,,0.79,0.63,,0.35,0.39,0.48,0.33,0.88,0.57,0.53,0.73,0.14,0.22,0.35,0.47,0.19,0.93,0.25,0.61,0.86,0.49,0.93,0.25,0.84,0.18,0.57,0.65,0.16,0.67,0.9,0.65,0.53,0.67,0.72,0.91
20K490,Fort Hamilton High School,0.31,0.1,0.77,0.71,,0.85,0.58,,0.26,0.47,0.53,0.24,0.89,0.61,0.45,0.75,0.11,0.2,0.3,0.55,0.2,0.87,0.22,0.53,0.89,0.61,0.93,0.32,0.76,0.18,0.7,0.7,0.24,0.63,0.9,0.63,0.61,0.76,0.79,0.91
75M751,Manhattan School for Career Development,0.22,0.07,0.89,0.73,,0.88,0.63,,0.17,0.85,0.93,0.12,0.9,0.81,0.21,0.89,0.12,0.12,0.18,0.79,0.15,0.89,0.07,0.15,0.88,0.81,0.96,0.58,0.88,0.08,0.93,0.82,0.12,0.93,0.93,0.35,0.89,0.88,0.8,0.96
06M468,High School for Health Careers and Sciences,0.27,0.03,0.89,0.77,,0.94,0.57,,0.08,0.78,0.81,0.08,0.9,0.88,0.2,0.88,0.05,0.09,0.09,0.8,0.1,0.93,0.08,0.22,0.95,0.86,0.98,0.39,0.79,0.11,0.85,0.91,0.21,0.89,0.97,0.43,0.86,0.92,0.92,0.94
02M459,Manhattan International High School,0.09,0.13,0.84,0.92,,0.96,0.38,,0.12,0.77,0.8,0.15,0.87,0.84,0.16,0.88,0.07,0.12,0.19,0.84,0.16,0.96,0.07,0.23,0.93,0.85,0.94,0.5,0.94,0.2,0.88,0.81,0.06,0.83,0.87,0.34,0.86,0.85,0.89,0.92
12X341,Accion Academy,0.17,0.09,0.76,0.8,0.12,0.87,0.47,0.92,,0.56,0.74,,0.79,0.69,0.36,0.71,,0.18,,0.64,0.23,0.75,0.13,0.44,,0.76,0.92,0.6,0.84,0.24,0.79,,0.16,0.76,0.91,0.51,0.81,,,0.83
10X284,Bronx School of Law and Finance,0.16,0.03,0.88,0.76,,0.94,0.59,,0.2,0.64,0.72,0.12,0.91,0.83,0.36,0.77,0.09,0.15,0.17,0.64,0.12,0.89,0.11,0.36,0.91,0.88,0.97,0.5,0.84,0.17,0.75,0.83,0.16,0.84,0.97,0.6,0.79,0.88,0.89,0.89
10X696,High School of American Studies at Lehman College,0.26,0.07,0.74,0.91,,0.75,0.86,,0.2,0.46,0.47,0.23,0.97,0.63,0.41,0.82,0.02,0.11,0.22,0.59,0.14,0.96,0.2,0.54,0.98,0.55,0.95,0.32,0.95,0.15,0.59,0.78,0.05,0.67,0.93,0.49,0.54,0.77,0.9,0.95
03M334,The Anderson School,0.17,0.02,0.77,0.9,0.16,0.83,0.62,0.79,,0.64,0.74,,0.98,0.71,0.34,0.88,,0.07,,0.66,0.1,0.93,0.08,0.36,,0.72,0.95,0.61,0.97,0.12,0.81,,0.03,0.74,0.98,0.17,0.62,,,0.99
84K356,Achievement First Crown Heights Charter School,0.13,0.04,0.9,0.73,0.08,0.92,0.6,0.92,0.28,0.65,0.77,0.27,0.88,0.78,0.23,0.87,0.03,0.12,0.3,0.77,0.12,0.85,0.07,0.35,0.97,0.84,0.92,0.65,0.77,0.1,0.73,0.7,0.23,0.81,0.96,0.59,0.85,0.73,0.8,0.9
02M397,Spruce Street School,0.13,0.06,0.79,0.85,0.22,0.81,0.45,0.75,,0.68,0.57,,1.0,0.76,0.38,0.82,,0.11,,0.62,0.16,0.94,0.17,0.32,,0.75,0.96,0.59,0.94,0.26,0.82,,0.06,0.77,0.94,0.26,0.66,,,0.95
03M191,The Riverside School for Makers and Artists,0.17,0.18,0.82,0.74,0.08,0.8,0.58,0.91,,0.67,0.57,,0.91,0.78,0.43,0.72,,0.17,,0.57,0.17,0.72,0.12,0.33,,0.8,0.94,0.58,0.75,0.28,0.79,,0.25,0.75,0.82,0.42,0.8,,,0.88
24Q119,P.S./I.S. 119 The Glendale,0.19,0.13,0.75,0.76,0.19,0.73,0.6,0.82,,0.54,0.47,,0.87,0.7,0.37,0.81,,0.12,,0.63,0.17,0.83,0.11,0.46,,0.69,0.93,0.46,0.82,0.18,0.75,,0.18,0.68,0.87,0.32,0.62,,,0.9
31R455,Tottenville High School,0.28,0.07,0.83,0.63,,0.86,0.62,,0.28,0.57,0.66,0.23,0.91,0.65,0.44,0.74,0.1,0.18,0.33,0.56,0.18,0.87,0.23,0.43,0.9,0.65,0.95,0.4,0.7,0.19,0.72,0.67,0.3,0.67,0.93,0.44,0.71,0.77,0.78,0.91
17K568,Brownsville Academy High School,0.23,0.0,0.77,0.85,,1.0,0.38,,0.08,0.77,0.85,0.0,0.78,1.0,0.46,0.77,0.08,0.0,0.0,0.54,0.0,0.91,0.31,0.23,0.92,0.92,1.0,0.46,0.85,0.08,0.85,1.0,0.15,1.0,1.0,0.69,1.0,1.0,0.85,0.92
25Q237,I.S. 237,0.24,0.12,0.74,0.77,0.16,0.85,0.45,0.87,,0.52,0.56,,0.82,0.66,0.46,0.82,,0.16,,0.54,0.18,0.83,0.13,0.48,,0.64,0.92,0.45,0.83,0.21,0.78,,0.17,0.63,0.88,0.63,0.65,,,0.89
02M432,Murray Hill Academy,0.22,0.04,0.8,0.85,,0.83,0.59,,0.18,0.69,0.76,0.19,0.89,0.88,0.23,0.8,0.1,0.11,0.26,0.77,0.1,0.95,0.13,0.31,0.9,0.9,0.99,0.5,0.9,0.1,0.73,0.74,0.1,0.9,0.96,0.37,0.83,0.81,0.77,0.98
07X221,South Bronx Preparatory: A College Board School,0.11,0.04,0.87,0.86,0.07,0.96,0.56,0.91,0.18,0.63,0.76,0.16,0.91,0.8,0.32,0.82,0.07,0.11,0.21,0.68,0.09,0.93,0.13,0.37,0.93,0.82,0.96,0.55,0.91,0.13,0.75,0.79,0.09,0.81,0.96,0.52,0.79,0.84,0.83,0.94
19K659,Cypress Hills Collegiate Preparatory School,0.2,0.06,0.84,0.85,,0.88,0.53,,0.18,0.6,0.72,0.14,0.89,0.76,0.43,0.77,0.1,0.19,0.16,0.57,0.19,0.89,0.16,0.4,0.9,0.75,0.92,0.45,0.87,0.18,0.75,0.84,0.13,0.72,0.94,0.49,0.73,0.86,0.84,0.93
03M505,Edward A. Reynolds West Side High School,0.23,0.11,1.0,1.0,,0.83,0.23,,0.08,0.54,0.85,0.08,1.0,0.54,0.46,0.69,0.0,0.15,0.17,0.54,0.23,1.0,0.08,0.46,1.0,0.69,1.0,0.62,1.0,0.15,0.92,0.83,0.0,0.62,0.89,0.62,0.92,0.92,0.92,0.92
08X348,Schuylerville Preparatory High School,0.25,0.06,0.86,0.78,,0.86,0.4,,0.34,0.45,0.53,0.33,0.77,0.65,0.5,0.68,0.17,0.23,0.4,0.5,0.16,0.81,0.27,0.55,0.83,0.68,0.95,0.41,0.76,0.3,0.73,0.6,0.24,0.68,0.94,0.7,0.72,0.67,0.68,0.88
02M296,High School of Hospitality Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10X447,Creston Academy,0.11,0.06,0.77,0.81,0.07,0.88,0.48,0.94,,0.62,0.71,,0.83,0.81,0.32,0.78,,0.15,,0.68,0.15,0.95,0.07,0.38,,0.86,0.95,0.67,0.89,0.24,0.84,,0.11,0.82,0.94,0.55,0.8,,,0.91
09X231,Eagle Academy for Young Men,0.22,0.1,0.87,0.77,0.14,0.91,0.62,0.91,0.29,0.57,0.67,0.2,0.8,0.74,0.35,0.82,0.16,0.18,0.32,0.65,0.17,0.79,0.15,0.43,0.84,0.78,0.93,0.56,0.74,0.22,0.76,0.68,0.26,0.8,0.9,0.52,0.75,0.8,0.76,0.81
02M520,Murry Bergtraum High School for Business Careers,0.22,0.0,0.88,0.84,,0.92,0.47,,0.31,0.65,0.78,0.22,0.95,0.83,0.38,0.84,0.12,0.2,0.34,0.62,0.2,0.95,0.18,0.35,0.88,0.78,0.97,0.54,0.87,0.18,0.79,0.66,0.13,0.8,1.0,0.64,0.94,0.78,0.72,0.96
30Q501,Frank Sinatra School of the Arts High School,0.25,0.04,0.84,0.78,,0.86,0.69,,0.29,0.51,0.65,0.28,0.96,0.64,0.4,0.77,0.07,0.17,0.27,0.6,0.16,0.97,0.22,0.49,0.93,0.63,0.94,0.27,0.9,0.17,0.64,0.73,0.1,0.7,0.96,0.31,0.62,0.72,0.77,0.95
84K704,Explore Charter School,0.17,0.06,0.72,0.73,0.14,0.86,0.58,0.83,,0.44,0.62,,0.83,0.71,0.35,0.68,,0.18,,0.65,0.26,0.72,0.1,0.56,,0.73,0.92,0.56,0.88,0.25,0.69,,0.12,0.7,0.94,0.72,0.63,,,0.8
31R047,CSI High School for International Studies,0.25,0.05,0.82,0.87,,0.88,0.62,,0.18,0.57,0.66,0.16,0.95,0.68,0.35,0.79,0.06,0.15,0.22,0.65,0.12,0.94,0.21,0.43,0.94,0.74,0.96,0.37,0.9,0.15,0.68,0.78,0.1,0.68,0.95,0.52,0.73,0.84,0.86,0.95
29Q355,Collaborative Arts Middle School,0.11,0.06,0.8,0.76,0.09,0.88,0.61,0.92,,0.62,0.64,,0.9,0.76,0.32,0.77,,0.12,,0.68,0.16,0.78,0.08,0.38,,0.77,0.93,0.56,0.86,0.18,0.79,,0.14,0.76,0.94,0.17,0.79,,,0.87
84K355,Williamsburg Collegiate Charter School,0.03,0.03,0.87,0.76,0.09,0.94,0.54,0.92,,0.82,0.82,,0.96,0.87,0.13,0.88,,0.12,,0.87,0.17,0.88,0.04,0.18,,0.92,0.99,0.6,0.94,0.08,0.86,,0.06,0.91,0.97,0.39,0.87,,,0.95
31R063,Marsh Avenue School for Expeditionary Learning,0.11,0.03,0.88,0.86,0.09,0.91,0.49,0.92,,0.72,0.84,,0.98,0.81,0.23,0.87,,0.12,,0.77,0.12,0.94,0.08,0.28,,0.82,0.95,0.58,0.92,0.14,0.9,,0.08,0.77,0.97,0.18,0.83,,,0.93
10X254,I.S. 254,0.13,0.1,0.77,0.74,0.15,0.88,0.46,0.86,,0.59,0.65,,0.82,0.77,0.4,0.76,,0.16,,0.6,0.2,0.7,0.09,0.41,,0.81,0.9,0.54,0.75,0.32,0.77,,0.25,0.75,0.9,0.31,0.75,,,0.84
05M046,P.S. 046 Arthur Tappan,0.13,0.12,0.77,0.76,0.14,0.82,0.41,0.85,,0.72,0.58,,0.84,0.79,0.33,0.78,,0.19,,0.67,0.12,0.75,0.09,0.28,,0.85,0.89,0.65,0.78,0.21,0.82,,0.22,0.83,0.88,0.42,0.82,,,0.79
25Q250,I.S. 250 The Robert F. Kennedy Community Middle School,0.22,0.13,0.71,0.74,0.16,0.78,0.48,0.87,,0.56,0.65,,0.85,0.71,0.39,0.73,,0.18,,0.61,0.21,0.8,0.13,0.44,,0.68,0.93,0.54,0.85,0.28,0.71,,0.15,0.65,0.87,0.63,0.72,,,0.84
75R373,P.S. R373,0.16,0.05,0.88,0.98,0.05,0.95,0.44,0.95,,0.81,0.95,,0.98,0.88,0.16,0.84,,0.07,,0.84,0.09,0.93,0.05,0.19,,0.81,0.95,0.7,1.0,0.16,0.91,,0.0,0.91,0.95,0.24,0.91,,,0.93
29Q289,Queens United Middle School,0.19,0.09,0.85,0.71,0.15,0.86,0.57,0.88,,0.53,0.58,,0.91,0.76,0.35,0.67,,0.21,,0.65,0.22,0.67,0.07,0.47,,0.69,0.88,0.51,0.78,0.2,0.73,,0.22,0.64,0.91,0.46,0.71,,,0.88
02M500,Unity Center for Urban Technologies,0.0,0.0,1.0,0.99,,1.0,1.0,,0.0,1.0,1.0,0.0,0.98,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.99,0.8,0.99,0.0,0.99,1.0,0.01,1.0,1.0,0.0,1.0,1.0,1.0,1.0
03M541,Manhattan / Hunter Science High School,0.19,0.03,0.75,0.9,,0.87,0.66,,0.22,0.56,0.83,0.21,0.94,0.73,0.34,0.85,0.09,0.1,0.25,0.66,0.13,0.95,0.11,0.44,0.91,0.71,0.94,0.34,0.96,0.11,0.71,0.75,0.04,0.74,0.97,0.33,0.79,0.79,0.81,0.96
02M308,Lower Manhattan Arts Academy,0.24,0.04,0.81,0.8,,0.87,0.54,,0.21,0.5,0.71,0.19,0.92,0.65,0.48,0.75,0.13,0.19,0.28,0.52,0.19,0.79,0.15,0.5,0.87,0.73,0.94,0.38,0.87,0.21,0.59,0.72,0.13,0.78,0.96,0.57,0.73,0.81,0.85,0.92
02M489,High School of Economics and Finance,0.14,0.02,0.78,0.86,,0.92,0.54,,0.14,0.67,0.71,0.11,0.98,0.79,0.26,0.85,0.08,0.1,0.18,0.74,0.1,0.94,0.14,0.33,0.92,0.81,0.95,0.37,0.89,0.13,0.77,0.82,0.11,0.82,0.98,0.51,0.81,0.89,0.89,0.93
02M546,Academy for Software Engineering,0.24,0.04,0.85,0.89,,0.81,0.54,,0.16,0.57,0.75,0.17,0.93,0.71,0.35,0.73,0.08,0.18,0.16,0.65,0.16,0.93,0.22,0.43,0.92,0.78,0.95,0.42,0.88,0.2,0.71,0.84,0.12,0.83,0.96,0.61,0.78,0.83,0.87,0.96
13K265,Dr. Susan S. McKinney Secondary School of the Arts,0.28,0.09,0.76,0.81,0.05,0.73,0.61,1.0,0.25,0.42,0.54,0.25,0.94,0.58,0.58,0.64,0.17,0.35,0.13,0.42,0.23,0.68,0.22,0.58,0.83,0.7,0.96,0.42,0.81,0.32,0.61,0.88,0.19,0.58,0.91,0.63,0.63,0.75,0.83,0.87
11X468,Pelham Academy of Academics and Community Engagement,0.11,0.07,0.87,0.8,0.08,0.94,0.5,0.94,,0.6,0.76,,0.9,0.81,0.33,0.76,,0.12,,0.67,0.16,0.89,0.08,0.4,,0.79,0.94,0.62,0.86,0.22,0.83,,0.14,0.78,0.93,0.33,0.85,,,0.92
05M148,Eagle Academy for Young Men of Harlem,0.18,0.11,0.8,0.8,0.25,0.85,0.58,0.81,0.19,0.58,0.66,0.23,0.79,0.76,0.4,0.7,0.08,0.23,0.28,0.6,0.2,0.69,0.19,0.42,0.93,0.75,0.89,0.48,0.83,0.29,0.72,0.72,0.17,0.74,0.89,0.55,0.8,0.78,0.85,0.84
84K769,Hyde Leadership Charter School- Brooklyn,0.15,0.02,0.76,0.78,0.06,0.86,0.48,0.97,,0.47,0.7,,0.85,0.64,0.37,0.67,,0.25,,0.63,0.23,0.84,0.12,0.53,,0.78,0.96,0.58,0.94,0.19,0.8,,0.06,0.65,0.98,0.29,0.76,,,0.91
11X455,Harry S Truman High School,0.24,0.09,0.77,0.71,,0.86,0.52,,0.2,0.44,0.58,0.17,0.87,0.67,0.44,0.7,0.08,0.24,0.22,0.56,0.18,0.82,0.26,0.56,0.92,0.71,0.91,0.43,0.79,0.22,0.68,0.78,0.21,0.74,0.91,0.73,0.67,0.83,0.82,0.88
12X214,P.S. 214,0.21,0.14,0.76,0.66,0.19,0.84,0.55,0.86,,0.54,0.7,,0.8,0.72,0.46,0.7,,0.19,,0.54,0.22,0.66,0.11,0.46,,0.72,0.88,0.6,0.77,0.3,0.7,,0.23,0.68,0.86,0.53,0.76,,,0.79
19K654,Van Siclen Community Middle School,0.2,0.14,0.76,0.64,0.13,0.83,0.63,0.92,,0.46,0.68,,0.76,0.68,0.47,0.68,,0.26,,0.53,0.24,0.66,0.14,0.54,,0.8,0.9,0.54,0.79,0.31,0.68,,0.21,0.69,0.86,0.67,0.8,,,0.83
12X446,Arturo A. Schomburg Satellite Academy Bronx,0.08,0.0,0.85,0.92,,1.0,0.31,,0.11,0.62,0.85,0.23,1.0,0.92,0.38,1.0,0.15,0.0,0.2,0.62,0.08,1.0,0.08,0.38,0.85,0.85,0.92,0.46,0.92,0.08,0.92,0.8,0.08,0.92,1.0,0.77,1.0,0.77,0.92,0.92
06M278,Paula Hedbavny School,0.12,0.05,0.84,0.7,0.14,0.76,0.48,0.83,,0.66,0.8,,0.9,0.75,0.35,0.81,,0.11,,0.65,0.18,0.78,0.15,0.34,,0.77,0.95,0.49,0.77,0.15,0.81,,0.23,0.72,0.95,0.31,0.81,,,0.9
75R721,The Richard H. Hungerford School,0.07,0.07,0.95,0.93,0.05,0.95,0.65,0.86,0.15,0.94,0.97,0.07,0.94,0.94,0.1,0.94,0.07,0.06,0.16,0.9,0.05,0.94,0.03,0.06,0.93,0.96,0.98,0.73,0.92,0.08,0.96,0.84,0.08,0.94,0.93,0.21,0.98,0.93,0.82,0.96
10X433,High School for Teaching and the Professions,0.17,0.06,0.82,0.83,,0.87,0.51,,0.05,0.64,0.72,0.07,0.87,0.77,0.33,0.8,0.05,0.16,0.07,0.67,0.14,0.88,0.15,0.36,0.95,0.83,0.93,0.46,0.84,0.21,0.77,0.93,0.16,0.8,0.94,0.56,0.82,0.93,0.95,0.9
30Q122,P.S. 122 Mamie Fay,0.19,0.21,0.79,0.81,0.15,0.79,0.57,0.86,,0.61,0.73,,0.96,0.69,0.32,0.87,,0.07,,0.68,0.13,0.91,0.11,0.39,,0.74,0.94,0.51,0.86,0.13,0.8,,0.14,0.69,0.79,0.15,0.72,,,0.94
12X383,Emolior Academy,0.14,0.09,0.86,0.76,0.08,0.84,0.52,0.92,,0.61,0.77,,0.84,0.76,0.34,0.76,,0.18,,0.66,0.16,0.8,0.1,0.39,,0.8,0.93,0.49,0.81,0.25,0.76,,0.19,0.79,0.91,0.36,0.79,,,0.83
15K443,New Voices School of Academic & Creative Arts,0.24,0.07,0.83,0.86,0.14,0.89,0.45,0.79,,0.62,0.57,,0.94,0.83,0.41,0.93,,0.03,,0.59,0.28,0.93,0.14,0.38,,0.62,1.0,0.36,0.93,0.14,0.85,,0.07,0.72,0.93,0.45,0.79,,,0.97
11X299,Astor Collegiate Academy,0.14,0.04,0.78,0.82,,0.89,0.58,,0.2,0.53,0.65,0.15,0.85,0.71,0.39,0.79,0.07,0.22,0.2,0.61,0.15,0.91,0.17,0.47,0.93,0.73,0.94,0.37,0.86,0.21,0.7,0.8,0.14,0.81,0.96,0.35,0.71,0.85,0.86,0.9
28Q284,York Early College Academy,0.11,0.06,0.83,0.72,0.06,0.91,0.62,0.91,0.14,0.65,0.7,0.06,0.8,0.78,0.22,0.86,0.03,0.1,0.17,0.78,0.09,0.89,0.08,0.35,0.97,0.84,0.97,0.52,0.82,0.1,0.82,0.83,0.18,0.83,0.94,0.12,0.82,0.94,0.92,0.91
08X424,Bronx Academy for Multi-Media,0.15,0.0,0.84,0.84,0.11,0.92,0.6,0.88,,0.71,0.75,,0.84,0.78,0.34,0.82,,0.13,,0.66,0.16,0.78,0.14,0.29,,0.8,0.93,0.67,0.86,0.2,0.88,,0.14,0.82,1.0,0.42,0.89,,,0.84
75X010,P.S. X010,0.11,0.06,0.89,0.85,0.06,0.89,0.68,0.96,0.0,0.72,0.86,0.0,0.77,0.73,0.33,0.81,0.11,0.11,0.0,0.67,0.2,0.93,0.06,0.28,0.89,0.85,0.96,0.6,0.93,0.13,0.83,1.0,0.08,0.78,0.94,0.4,0.89,1.0,0.89,0.89
06M328,Community Math & Science Prep,0.11,0.07,0.86,0.82,0.12,0.91,0.5,0.85,,0.77,0.8,,0.85,0.86,0.24,0.74,,0.19,,0.76,0.12,0.83,0.1,0.23,,0.89,0.92,0.64,0.9,0.24,0.87,,0.1,0.84,0.93,0.32,0.89,,,0.9
02M313,"James Baldwin School, The: A School for Expeditionary Learning",0.09,0.0,1.0,0.94,,0.97,0.35,,0.03,0.85,0.94,0.0,1.0,0.88,0.15,0.88,0.03,0.12,0.1,0.85,0.06,0.97,0.0,0.15,0.97,0.94,0.97,0.42,0.94,0.06,0.82,0.9,0.06,0.88,1.0,0.38,1.0,1.0,1.0,1.0
84K357,KIPP AMP Charter School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84M263,New York City Charter School of the Arts,0.13,0.05,0.82,0.86,0.12,0.8,0.61,0.89,,0.62,0.68,,0.9,0.71,0.4,0.86,,0.17,,0.6,0.2,0.93,0.12,0.38,,0.74,0.94,0.44,0.93,0.18,0.77,,0.07,0.65,0.95,0.27,0.78,,,0.94
12X480,Bronx Regional High School,0.13,0.09,0.79,0.87,,0.86,0.47,,0.19,0.57,0.79,0.2,0.83,0.77,0.4,0.63,0.03,0.33,0.25,0.6,0.3,0.83,0.23,0.43,0.97,0.77,0.93,0.41,0.9,0.21,0.66,0.75,0.1,0.83,0.91,0.77,0.9,0.8,0.77,0.97
24Q264,Academy of Finance and Enterprise,0.23,0.06,0.8,0.84,,0.89,0.68,,0.16,0.58,0.59,0.15,0.95,0.69,0.37,0.77,0.08,0.15,0.17,0.63,0.16,0.92,0.19,0.42,0.92,0.73,0.96,0.35,0.88,0.13,0.73,0.83,0.12,0.82,0.94,0.51,0.74,0.85,0.86,0.96
17K340,I.S. 340,0.28,0.07,0.73,0.74,0.09,0.77,0.49,0.93,,0.28,0.6,,0.94,0.51,0.5,0.71,,0.25,,0.5,0.27,0.78,0.13,0.72,,0.59,0.94,0.57,0.91,0.19,0.7,,0.09,0.57,0.93,0.59,0.58,,,0.9
